# event_ticker=KXATPMATCH-25JUL24SHEDIA
# final_score=6-3 6-2
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Gabriel Diallo
# kalshi_date=2025-07-24
timestamp,Ben Shelton,Gabriel Diallo
2025-07-24T20:07:00Z,88.00,11.00
2025-07-24T20:08:00Z,88.59,25.03
2025-07-24T20:09:00Z,83.77,25.94
2025-07-24T20:10:00Z,90.93,12.03
2025-07-24T20:11:00Z,90.90,9.70
2025-07-24T20:12:00Z,88.37,11.00
2025-07-24T20:13:00Z,90.98,12.00
2025-07-24T20:14:00Z,90.98,12.00
2025-07-24T20:15:00Z,90.89,13.00
2025-07-24T20:16:00Z,90.89,13.00
2025-07-24T20:17:00Z,89.75,13.00
2025-07-24T20:18:00Z,87.07,13.70
2025-07-24T20:19:00Z,87.77,18.00
2025-07-24T20:20:00Z,97.47,18.00
2025-07-24T20:22:00Z,91.35,8.00
2025-07-24T20:23:00Z,93.65,8.00
2025-07-24T20:24:00Z,97.82,7.86
2025-07-24T20:25:00Z,99.00,2.83
2025-07-24T20:26:00Z,97.12,2.62
2025-07-24T20:27:00Z,98.86,3.00
2025-07-24T20:28:00Z,98.95,3.00
2025-07-24T20:29:00Z,98.00,2.96
2025-07-24T20:30:00Z,98.94,2.96
2025-07-24T20:31:00Z,98.85,1.00
2025-07-24T20:32:00Z,99.00,1.00
2025-07-24T20:33:00Z,99.00,1.00
2025-07-24T20:34:00Z,99.00,1.00
2025-07-24T20:35:00Z,99.00,1.00
2025-07-24T20:36:00Z,99.00,1.00
2025-07-24T20:37:00Z,99.00,1.00
2025-07-24T20:38:00Z,99.00,1.00
2025-07-24T20:39:00Z,99.00,1.00
2025-07-24T20:41:00Z,99.00,1.00
2025-07-24T20:42:00Z,99.00,1.00
2025-07-24T20:46:00Z,99.00,1.00
