# event_ticker=KXATPMATCH-26MAR06MONAUG
# final_score=6-7(5) 6-3 6-4
# score_resolution=6-7 6-3 6-4
# match_winner=Felix Auger-Aliassime
# fav_player=Felix Auger-Aliassime
# dog_player=Gael Monfils
# kalshi_date=2026-03-06
timestamp,Felix Auger-Aliassime,Gael Monfils
2026-03-06T11:24:00Z,,17.00
2026-03-06T11:28:00Z,84.00,17.00
2026-03-06T11:29:00Z,84.00,17.00
2026-03-06T11:50:00Z,84.00,17.00
2026-03-06T11:51:00Z,85.00,17.00
2026-03-06T12:37:00Z,83.00,17.00
2026-03-06T12:53:00Z,84.00,17.00
2026-03-06T13:20:00Z,84.00,17.00
2026-03-06T13:35:00Z,83.00,17.00
2026-03-06T13:36:00Z,83.00,18.00
2026-03-06T13:43:00Z,83.00,18.00
2026-03-06T13:56:00Z,84.00,18.00
2026-03-06T14:02:00Z,84.00,18.00
2026-03-06T14:08:00Z,84.00,18.00
2026-03-06T14:19:00Z,84.00,19.00
2026-03-06T14:24:00Z,84.00,19.00
2026-03-06T14:27:00Z,84.00,19.00
2026-03-06T14:28:00Z,84.00,19.00
2026-03-06T14:30:00Z,84.00,19.00
2026-03-06T14:31:00Z,84.00,19.00
2026-03-06T14:33:00Z,84.00,18.00
2026-03-06T14:38:00Z,84.00,18.00
2026-03-06T14:39:00Z,84.00,18.00
2026-03-06T14:41:00Z,84.00,19.00
2026-03-06T14:47:00Z,84.00,19.00
2026-03-06T14:48:00Z,84.00,17.00
2026-03-06T14:49:00Z,84.00,18.00
2026-03-06T14:52:00Z,84.00,18.00
2026-03-06T14:56:00Z,84.00,18.00
2026-03-06T15:00:00Z,84.00,18.00
2026-03-06T15:01:00Z,84.00,18.00
2026-03-06T15:02:00Z,84.00,18.00
2026-03-06T15:08:00Z,84.00,19.00
2026-03-06T15:10:00Z,84.00,19.00
2026-03-06T15:17:00Z,84.00,19.00
2026-03-06T15:24:00Z,84.00,19.00
2026-03-06T15:32:00Z,84.00,19.00
2026-03-06T15:39:00Z,84.00,19.00
2026-03-06T15:40:00Z,84.00,19.00
2026-03-06T15:51:00Z,84.00,18.00
2026-03-06T15:55:00Z,84.00,18.00
2026-03-06T15:59:00Z,84.00,18.00
2026-03-06T16:01:00Z,84.00,19.00
2026-03-06T16:03:00Z,84.00,19.00
2026-03-06T16:05:00Z,84.00,19.00
2026-03-06T16:11:00Z,84.00,19.00
2026-03-06T16:16:00Z,83.81,19.00
2026-03-06T16:18:00Z,84.00,19.00
2026-03-06T16:21:00Z,83.00,19.00
2026-03-06T16:26:00Z,84.00,19.00
2026-03-06T16:28:00Z,84.00,19.00
2026-03-06T16:29:00Z,84.00,19.00
2026-03-06T16:34:00Z,84.00,19.00
2026-03-06T16:40:00Z,84.00,19.00
2026-03-06T16:44:00Z,84.00,19.00
2026-03-06T16:46:00Z,84.00,18.00
2026-03-06T16:49:00Z,84.00,18.14
2026-03-06T16:54:00Z,84.00,19.00
2026-03-06T17:03:00Z,84.00,19.00
2026-03-06T17:11:00Z,84.00,19.00
2026-03-06T17:12:00Z,84.00,19.00
2026-03-06T17:16:00Z,84.00,19.00
2026-03-06T17:17:00Z,84.00,18.00
2026-03-06T17:31:00Z,84.00,18.00
2026-03-06T17:41:00Z,83.00,18.00
2026-03-06T17:43:00Z,83.00,18.59
2026-03-06T17:51:00Z,83.00,19.00
2026-03-06T17:52:00Z,83.00,19.00
2026-03-06T17:53:00Z,83.00,19.00
2026-03-06T18:09:00Z,83.00,19.00
2026-03-06T18:25:00Z,83.00,19.00
2026-03-06T18:26:00Z,83.00,18.00
2026-03-06T18:29:00Z,83.00,18.00
2026-03-06T18:41:00Z,83.00,18.00
2026-03-06T18:42:00Z,83.00,18.00
2026-03-06T18:43:00Z,83.00,18.00
2026-03-06T18:47:00Z,83.00,18.00
2026-03-06T18:52:00Z,82.00,18.00
2026-03-06T18:54:00Z,83.00,18.00
2026-03-06T18:59:00Z,83.00,18.00
