# event_ticker=KXATPMATCH-26APR01MOLNAV
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Mariano Navone
# fav_player=Elmer Moller
# dog_player=Mariano Navone
# kalshi_date=2026-04-01
timestamp,Elmer Moller,Mariano Navone
2026-03-31T22:34:00Z,,76.00
2026-03-31T23:19:00Z,,76.00
2026-03-31T23:57:00Z,25.00,76.00
2026-04-01T01:52:00Z,25.00,76.00
2026-04-01T01:53:00Z,25.00,76.00
2026-04-01T01:55:00Z,25.00,76.00
2026-04-01T02:14:00Z,25.00,74.00
2026-04-01T03:15:00Z,25.00,74.00
2026-04-01T03:21:00Z,25.00,76.00
2026-04-01T03:27:00Z,25.00,76.00
2026-04-01T03:43:00Z,25.00,76.68
2026-04-01T03:44:00Z,26.00,76.68
2026-04-01T03:53:00Z,25.00,76.68
2026-04-01T03:57:00Z,25.00,77.00
2026-04-01T04:06:00Z,25.00,76.00
2026-04-01T04:09:00Z,25.00,76.00
2026-04-01T04:11:00Z,25.00,76.00
2026-04-01T04:26:00Z,25.00,76.00
2026-04-01T04:29:00Z,26.00,76.00
2026-04-01T04:30:00Z,26.00,76.00
2026-04-01T04:32:00Z,26.00,76.00
2026-04-01T04:34:00Z,26.00,76.00
2026-04-01T04:41:00Z,26.00,76.00
2026-04-01T04:58:00Z,24.01,76.00
2026-04-01T04:59:00Z,24.01,76.00
2026-04-01T05:07:00Z,24.01,76.00
2026-04-01T05:14:00Z,24.00,76.00
2026-04-01T05:16:00Z,24.00,76.00
2026-04-01T05:17:00Z,25.55,76.00
2026-04-01T05:19:00Z,25.55,76.00
2026-04-01T05:33:00Z,25.55,76.00
2026-04-01T05:34:00Z,25.55,76.00
2026-04-01T05:36:00Z,25.00,76.86
2026-04-01T05:38:00Z,25.00,77.01
2026-04-01T05:39:00Z,25.00,78.00
2026-04-01T05:40:00Z,25.00,77.00
2026-04-01T05:46:00Z,25.00,78.00
2026-04-01T05:52:00Z,25.00,78.00
2026-04-01T05:59:00Z,25.00,77.00
2026-04-01T06:00:00Z,25.00,78.00
2026-04-01T06:01:00Z,25.00,78.00
2026-04-01T06:02:00Z,25.00,77.00
2026-04-01T06:03:00Z,25.00,78.00
2026-04-01T06:04:00Z,25.00,77.45
2026-04-01T06:09:00Z,25.00,77.00
2026-04-01T06:26:00Z,23.00,78.25
2026-04-01T06:27:00Z,23.00,79.00
2026-04-01T06:28:00Z,23.00,79.00
2026-04-01T06:30:00Z,23.00,79.00
2026-04-01T06:42:00Z,23.00,79.00
2026-04-01T06:44:00Z,23.00,79.00
2026-04-01T06:48:00Z,23.00,79.00
2026-04-01T06:50:00Z,23.00,78.64
2026-04-01T06:55:00Z,23.00,79.00
2026-04-01T07:07:00Z,23.00,79.00
2026-04-01T07:10:00Z,23.00,78.00
2026-04-01T07:11:00Z,23.00,78.00
2026-04-01T07:34:00Z,23.00,77.00
2026-04-01T07:38:00Z,23.00,78.00
2026-04-01T07:41:00Z,23.00,78.00
2026-04-01T07:49:00Z,23.00,77.00
2026-04-01T08:00:00Z,23.00,78.00
2026-04-01T08:02:00Z,23.00,78.00
2026-04-01T08:06:00Z,23.00,78.00
2026-04-01T08:09:00Z,22.00,78.00
2026-04-01T08:13:00Z,22.00,78.00
2026-04-01T08:14:00Z,22.00,79.00
2026-04-01T08:21:00Z,22.00,79.00
2026-04-01T08:25:00Z,23.00,79.00
2026-04-01T08:26:00Z,23.00,79.00
2026-04-01T08:35:00Z,22.00,79.00
2026-04-01T08:46:00Z,22.00,79.00
2026-04-01T09:01:00Z,22.00,79.00
2026-04-01T09:02:00Z,22.00,79.00
2026-04-01T09:04:00Z,22.00,79.00
2026-04-01T09:08:00Z,22.00,79.00
2026-04-01T09:15:00Z,22.00,79.00
2026-04-01T09:31:00Z,22.00,79.00
2026-04-01T09:33:00Z,22.88,79.00
2026-04-01T09:34:00Z,22.88,79.00
2026-04-01T09:37:00Z,23.00,79.00
2026-04-01T09:41:00Z,23.00,79.00
2026-04-01T09:43:00Z,23.00,79.00
2026-04-01T09:44:00Z,23.00,79.00
2026-04-01T09:50:00Z,23.00,79.00
2026-04-01T09:52:00Z,21.00,79.00
2026-04-01T09:54:00Z,21.00,79.00
2026-04-01T09:55:00Z,21.00,79.00
2026-04-01T09:59:00Z,22.00,79.00
2026-04-01T10:00:00Z,22.00,79.00
2026-04-01T10:01:00Z,22.00,79.00
2026-04-01T10:02:00Z,22.00,79.00
2026-04-01T10:03:00Z,22.00,79.00
2026-04-01T10:05:00Z,21.00,79.00
2026-04-01T10:07:00Z,21.00,79.00
2026-04-01T10:08:00Z,20.09,79.00
2026-04-01T10:09:00Z,20.00,79.00
2026-04-01T10:10:00Z,20.00,80.00
2026-04-01T10:11:00Z,20.00,80.08
2026-04-01T10:12:00Z,20.00,81.70
2026-04-01T10:13:00Z,17.33,83.78
2026-04-01T10:14:00Z,17.00,85.00
2026-04-01T10:15:00Z,15.00,88.00
2026-04-01T10:16:00Z,11.50,88.86
2026-04-01T10:17:00Z,11.49,88.86
2026-04-01T10:18:00Z,13.96,88.00
2026-04-01T10:19:00Z,15.00,87.91
2026-04-01T10:20:00Z,14.82,87.88
2026-04-01T10:21:00Z,15.00,86.00
2026-04-01T10:22:00Z,15.00,86.00
2026-04-01T10:23:00Z,16.11,85.00
2026-04-01T10:24:00Z,18.08,84.15
2026-04-01T10:25:00Z,20.00,82.00
2026-04-01T10:26:00Z,18.06,85.00
2026-04-01T10:27:00Z,15.00,87.00
2026-04-01T10:28:00Z,12.91,87.50
