# event_ticker=KXATPCHALLENGERMATCH-26JUN05SHIMAJ
# final_score=7-6(6) 6-3
# score_resolution=7-6 6-3
# match_winner=Kamil Majchrzak
# fav_player=Kamil Majchrzak
# dog_player=Sho Shimabukuro
# kalshi_date=2026-06-05
timestamp,Sho Shimabukuro,Kamil Majchrzak
2026-06-04T21:49:00Z,48.00,
2026-06-04T22:33:00Z,48.00,63.00
2026-06-04T23:59:00Z,48.00,64.00
2026-06-05T00:24:00Z,39.00,64.00
2026-06-05T00:32:00Z,38.00,64.00
2026-06-05T00:52:00Z,38.00,63.00
2026-06-05T01:14:00Z,38.00,63.00
2026-06-05T01:15:00Z,38.00,63.00
2026-06-05T01:21:00Z,38.00,61.00
2026-06-05T01:38:00Z,38.00,63.00
2026-06-05T01:46:00Z,38.00,63.00
2026-06-05T02:02:00Z,38.00,64.00
2026-06-05T02:04:00Z,38.00,64.00
2026-06-05T02:11:00Z,38.00,64.00
2026-06-05T02:17:00Z,38.00,64.00
2026-06-05T02:39:00Z,38.00,64.00
2026-06-05T03:11:00Z,38.00,64.00
2026-06-05T03:15:00Z,38.00,64.00
2026-06-05T03:18:00Z,38.00,64.00
2026-06-05T03:30:00Z,38.00,64.00
2026-06-05T03:33:00Z,37.00,64.00
2026-06-05T03:34:00Z,37.00,64.00
2026-06-05T03:36:00Z,38.00,64.00
2026-06-05T03:37:00Z,39.00,64.00
2026-06-05T03:38:00Z,39.00,61.00
2026-06-05T03:50:00Z,39.00,61.00
2026-06-05T03:51:00Z,39.00,63.00
2026-06-05T03:52:00Z,39.00,63.00
2026-06-05T03:54:00Z,39.00,63.00
2026-06-05T03:55:00Z,37.00,63.00
2026-06-05T03:56:00Z,37.00,64.00
2026-06-05T03:58:00Z,37.00,64.00
2026-06-05T03:59:00Z,37.00,64.00
2026-06-05T04:03:00Z,37.00,64.00
2026-06-05T04:07:00Z,37.00,64.00
2026-06-05T04:08:00Z,38.00,64.00
2026-06-05T04:12:00Z,38.00,64.00
2026-06-05T04:14:00Z,39.00,64.00
2026-06-05T04:15:00Z,39.00,63.00
2026-06-05T04:16:00Z,39.00,63.00
2026-06-05T04:18:00Z,39.00,63.00
2026-06-05T04:19:00Z,39.00,63.00
2026-06-05T04:22:00Z,39.00,63.00
2026-06-05T04:26:00Z,39.00,63.00
2026-06-05T04:31:00Z,39.00,63.00
2026-06-05T04:33:00Z,39.00,63.00
2026-06-05T04:38:00Z,39.00,63.00
2026-06-05T04:43:00Z,39.00,63.00
2026-06-05T04:44:00Z,39.00,63.00
2026-06-05T04:48:00Z,39.00,63.00
2026-06-05T04:55:00Z,39.00,63.00
2026-06-05T04:56:00Z,39.00,63.00
2026-06-05T05:03:00Z,39.00,63.00
2026-06-05T05:06:00Z,39.00,63.00
2026-06-05T05:08:00Z,39.00,63.00
2026-06-05T05:09:00Z,39.00,63.00
2026-06-05T05:13:00Z,39.00,64.00
2026-06-05T05:15:00Z,39.00,64.00
2026-06-05T05:17:00Z,38.00,64.00
2026-06-05T05:21:00Z,38.00,64.00
2026-06-05T05:22:00Z,38.18,64.00
2026-06-05T05:23:00Z,39.00,64.00
2026-06-05T05:25:00Z,39.00,64.00
2026-06-05T05:26:00Z,39.00,64.00
2026-06-05T05:28:00Z,39.00,64.00
2026-06-05T05:29:00Z,39.00,64.00
2026-06-05T05:30:00Z,39.00,64.00
2026-06-05T05:31:00Z,39.00,64.00
2026-06-05T05:32:00Z,39.00,63.00
2026-06-05T05:34:00Z,39.00,62.00
2026-06-05T05:35:00Z,39.00,62.00
2026-06-05T05:36:00Z,37.54,62.00
2026-06-05T05:37:00Z,38.00,62.00
2026-06-05T05:41:00Z,38.00,64.00
2026-06-05T05:42:00Z,38.00,64.00
2026-06-05T05:44:00Z,39.00,64.00
2026-06-05T05:47:00Z,39.00,63.00
2026-06-05T05:48:00Z,39.00,63.00
2026-06-05T05:53:00Z,39.00,63.00
2026-06-05T05:54:00Z,39.00,63.00
2026-06-05T05:55:00Z,39.00,63.00
2026-06-05T05:58:00Z,39.00,63.00
2026-06-05T05:59:00Z,37.00,63.00
2026-06-05T06:01:00Z,39.00,63.00
2026-06-05T06:02:00Z,39.00,63.00
2026-06-05T06:05:00Z,39.00,63.00
2026-06-05T06:08:00Z,39.00,63.00
