# event_ticker=KXATPMATCH-26MAY12JODTIE
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Rafael Jodar
# fav_player=Learner Tien
# dog_player=Rafael Jodar
# kalshi_date=2026-05-12
timestamp,Rafael Jodar,Learner Tien
2026-05-11T22:56:00Z,77.00,24.00
2026-05-11T23:02:00Z,77.00,24.00
2026-05-11T23:05:00Z,77.00,24.00
2026-05-11T23:08:00Z,77.00,24.00
2026-05-11T23:09:00Z,77.00,24.00
2026-05-11T23:15:00Z,77.00,24.00
2026-05-11T23:24:00Z,77.00,23.00
2026-05-11T23:25:00Z,77.00,23.00
2026-05-11T23:27:00Z,77.00,23.00
2026-05-11T23:28:00Z,77.00,24.00
2026-05-11T23:30:00Z,76.00,24.00
2026-05-11T23:35:00Z,77.00,24.00
2026-05-11T23:36:00Z,77.00,24.00
2026-05-11T23:45:00Z,77.00,24.00
2026-05-11T23:47:00Z,77.00,24.00
2026-05-11T23:48:00Z,77.00,24.00
2026-05-11T23:51:00Z,77.00,24.00
2026-05-11T23:53:00Z,77.00,24.00
2026-05-11T23:57:00Z,77.00,24.00
2026-05-11T23:58:00Z,77.00,24.00
2026-05-12T00:01:00Z,77.00,23.00
2026-05-12T00:04:00Z,77.00,24.00
2026-05-12T00:10:00Z,77.00,24.00
2026-05-12T00:11:00Z,77.00,24.00
2026-05-12T00:18:00Z,76.00,24.00
2026-05-12T00:24:00Z,76.00,24.00
2026-05-12T00:31:00Z,76.00,23.00
2026-05-12T00:32:00Z,77.00,23.00
2026-05-12T00:37:00Z,77.52,24.00
2026-05-12T00:44:00Z,77.00,24.00
2026-05-12T00:46:00Z,77.00,24.00
2026-05-12T00:47:00Z,77.00,24.00
2026-05-12T00:51:00Z,77.00,24.00
2026-05-12T00:54:00Z,77.00,24.00
2026-05-12T00:55:00Z,77.00,24.00
2026-05-12T00:57:00Z,77.00,24.00
2026-05-12T01:01:00Z,77.00,24.00
2026-05-12T01:02:00Z,77.00,24.00
2026-05-12T01:03:00Z,77.00,24.00
2026-05-12T01:04:00Z,77.00,24.00
2026-05-12T01:06:00Z,77.00,24.00
2026-05-12T01:08:00Z,77.00,24.00
2026-05-12T01:10:00Z,77.00,24.00
2026-05-12T01:13:00Z,77.00,24.00
2026-05-12T01:16:00Z,77.00,24.00
2026-05-12T01:17:00Z,77.00,24.00
2026-05-12T01:20:00Z,76.00,24.00
2026-05-12T01:23:00Z,76.00,24.00
2026-05-12T01:30:00Z,76.00,24.00
2026-05-12T01:32:00Z,78.00,24.00
2026-05-12T01:33:00Z,78.00,24.00
2026-05-12T01:36:00Z,77.00,24.00
2026-05-12T01:38:00Z,77.00,24.00
2026-05-12T01:44:00Z,77.00,24.00
2026-05-12T01:45:00Z,77.00,24.00
2026-05-12T01:47:00Z,77.00,24.00
2026-05-12T01:48:00Z,77.00,24.00
2026-05-12T01:50:00Z,77.00,24.00
2026-05-12T01:51:00Z,77.00,24.00
2026-05-12T01:52:00Z,77.00,24.00
2026-05-12T01:57:00Z,77.00,24.00
2026-05-12T01:58:00Z,77.00,24.00
2026-05-12T02:02:00Z,77.00,24.00
2026-05-12T02:09:00Z,77.00,24.00
2026-05-12T02:11:00Z,77.00,24.00
2026-05-12T02:12:00Z,77.00,24.00
2026-05-12T02:17:00Z,77.00,24.00
2026-05-12T02:18:00Z,77.00,24.00
2026-05-12T02:19:00Z,77.00,24.00
2026-05-12T02:20:00Z,77.00,24.00
2026-05-12T02:21:00Z,77.00,24.00
2026-05-12T02:24:00Z,77.00,24.00
2026-05-12T02:25:00Z,77.00,24.00
2026-05-12T02:26:00Z,77.00,23.36
2026-05-12T02:30:00Z,77.00,24.00
2026-05-12T02:32:00Z,78.00,24.00
2026-05-12T02:36:00Z,78.00,24.00
2026-05-12T02:37:00Z,78.00,23.00
2026-05-12T02:39:00Z,78.00,23.00
2026-05-12T02:40:00Z,78.00,24.00
2026-05-12T02:41:00Z,78.00,24.00
2026-05-12T02:42:00Z,78.00,24.00
2026-05-12T02:45:00Z,78.00,24.00
2026-05-12T02:47:00Z,78.00,24.00
2026-05-12T02:48:00Z,78.00,24.00
2026-05-12T02:49:00Z,78.00,24.00
2026-05-12T02:50:00Z,78.00,24.00
2026-05-12T02:51:00Z,78.00,24.00
2026-05-12T02:54:00Z,78.00,24.00
2026-05-12T02:55:00Z,78.00,24.00
2026-05-12T02:56:00Z,78.00,24.00
2026-05-12T03:00:00Z,78.00,24.00
2026-05-12T03:01:00Z,78.00,24.00
2026-05-12T03:02:00Z,78.00,24.00
2026-05-12T03:03:00Z,77.00,24.00
2026-05-12T03:04:00Z,77.00,24.00
2026-05-12T03:05:00Z,77.00,24.00
2026-05-12T03:06:00Z,77.00,24.00
2026-05-12T03:08:00Z,77.00,24.00
2026-05-12T03:09:00Z,77.00,24.00
2026-05-12T03:10:00Z,77.00,24.00
2026-05-12T03:12:00Z,77.00,24.00
2026-05-12T03:14:00Z,77.00,24.00
2026-05-12T03:16:00Z,77.00,24.00
2026-05-12T03:17:00Z,77.00,24.00
2026-05-12T03:19:00Z,77.00,24.00
2026-05-12T03:21:00Z,77.00,23.00
2026-05-12T03:24:00Z,77.00,23.00
2026-05-12T03:27:00Z,77.38,24.00
2026-05-12T03:28:00Z,77.00,24.00
2026-05-12T03:30:00Z,77.00,24.00
2026-05-12T03:31:00Z,77.00,24.00
2026-05-12T03:37:00Z,77.00,24.00
2026-05-12T03:38:00Z,77.00,24.00
2026-05-12T03:39:00Z,77.00,24.00
2026-05-12T03:40:00Z,77.00,24.00
2026-05-12T03:41:00Z,77.00,24.00
2026-05-12T03:42:00Z,77.00,24.00
2026-05-12T03:43:00Z,77.00,24.00
2026-05-12T03:45:00Z,77.00,24.00
2026-05-12T03:46:00Z,77.00,24.00
2026-05-12T03:51:00Z,77.00,24.00
2026-05-12T03:52:00Z,77.00,24.00
2026-05-12T03:54:00Z,77.00,24.00
2026-05-12T03:55:00Z,77.00,24.00
2026-05-12T03:56:00Z,77.47,24.00
2026-05-12T03:57:00Z,78.00,24.00
2026-05-12T04:00:00Z,76.50,24.00
2026-05-12T04:01:00Z,77.00,24.00
2026-05-12T04:02:00Z,77.00,24.00
2026-05-12T04:04:00Z,77.00,24.00
2026-05-12T04:06:00Z,77.00,24.00
2026-05-12T04:07:00Z,77.00,24.00
2026-05-12T04:10:00Z,77.00,24.00
2026-05-12T04:11:00Z,77.00,24.00
2026-05-12T04:12:00Z,77.00,24.00
2026-05-12T04:13:00Z,77.00,24.00
2026-05-12T04:16:00Z,77.00,24.00
2026-05-12T04:20:00Z,77.00,24.00
2026-05-12T04:22:00Z,77.00,24.00
2026-05-12T04:28:00Z,77.00,24.00
2026-05-12T04:29:00Z,77.00,24.00
2026-05-12T04:30:00Z,77.00,24.00
2026-05-12T04:34:00Z,77.00,24.00
2026-05-12T04:35:00Z,77.00,24.00
2026-05-12T04:36:00Z,77.00,24.00
2026-05-12T04:39:00Z,77.00,24.00
2026-05-12T04:42:00Z,77.00,24.00
2026-05-12T04:45:00Z,77.00,24.00
2026-05-12T04:46:00Z,77.00,24.00
2026-05-12T04:47:00Z,77.00,24.00
2026-05-12T04:48:00Z,77.00,24.00
2026-05-12T04:50:00Z,77.00,24.00
