# event_ticker=KXATPMATCH-26FEB14BAEDAR
# final_score=7-6(2) 6-1
# score_resolution=7-6 6-1
# match_winner=Luciano Darderi
# fav_player=Luciano Darderi
# dog_player=Sebastian Baez
# kalshi_date=2026-02-14
timestamp,Luciano Darderi,Sebastian Baez
2026-02-14T09:28:00Z,,42.00
2026-02-14T09:29:00Z,,41.00
2026-02-14T09:34:00Z,59.00,41.00
2026-02-14T09:35:00Z,59.00,41.00
2026-02-14T09:42:00Z,59.00,41.00
2026-02-14T09:59:00Z,59.00,43.00
2026-02-14T10:24:00Z,59.00,43.00
2026-02-14T10:50:00Z,58.00,43.00
2026-02-14T10:58:00Z,58.00,42.00
2026-02-14T11:08:00Z,58.00,42.00
2026-02-14T11:13:00Z,59.00,42.00
2026-02-14T11:14:00Z,59.00,42.00
2026-02-14T11:36:00Z,59.00,42.00
2026-02-14T11:58:00Z,58.00,42.00
2026-02-14T12:05:00Z,58.00,42.00
2026-02-14T12:15:00Z,58.00,42.00
2026-02-14T12:26:00Z,58.00,42.00
2026-02-14T12:30:00Z,58.00,42.00
2026-02-14T12:31:00Z,59.56,42.00
2026-02-14T12:32:00Z,59.56,42.00
2026-02-14T12:42:00Z,58.00,42.00
2026-02-14T12:49:00Z,58.00,42.00
2026-02-14T12:53:00Z,58.00,43.00
2026-02-14T12:54:00Z,58.00,43.00
2026-02-14T13:01:00Z,58.00,43.00
2026-02-14T13:06:00Z,58.00,43.00
2026-02-14T13:18:00Z,58.00,43.00
2026-02-14T13:22:00Z,58.00,43.00
2026-02-14T13:24:00Z,58.00,43.00
2026-02-14T13:30:00Z,58.00,43.00
2026-02-14T13:33:00Z,58.00,43.00
2026-02-14T13:46:00Z,58.00,43.00
2026-02-14T13:50:00Z,58.00,43.00
2026-02-14T13:52:00Z,58.00,43.00
2026-02-14T14:00:00Z,58.00,43.00
2026-02-14T14:06:00Z,58.00,43.00
2026-02-14T14:08:00Z,58.00,43.00
2026-02-14T14:10:00Z,58.00,41.00
2026-02-14T14:11:00Z,58.00,41.00
2026-02-14T14:28:00Z,58.00,41.00
2026-02-14T14:30:00Z,59.00,41.00
2026-02-14T14:31:00Z,59.00,42.00
2026-02-14T14:37:00Z,59.00,42.00
2026-02-14T14:46:00Z,59.00,42.00
2026-02-14T14:50:00Z,59.00,42.00
2026-02-14T14:52:00Z,59.00,42.00
2026-02-14T15:02:00Z,59.00,42.00
2026-02-14T15:08:00Z,59.00,42.00
2026-02-14T15:09:00Z,59.00,42.00
2026-02-14T15:14:00Z,59.00,42.00
2026-02-14T15:21:00Z,59.00,42.00
2026-02-14T15:22:00Z,59.00,42.00
2026-02-14T15:24:00Z,59.00,42.00
2026-02-14T15:25:00Z,59.00,42.00
2026-02-14T15:27:00Z,59.00,42.00
2026-02-14T15:28:00Z,59.00,42.00
2026-02-14T15:30:00Z,59.00,42.00
2026-02-14T15:32:00Z,59.00,42.00
2026-02-14T15:34:00Z,59.00,43.00
2026-02-14T15:35:00Z,59.00,43.00
2026-02-14T15:37:00Z,59.00,43.00
2026-02-14T15:39:00Z,59.00,43.00
2026-02-14T15:43:00Z,59.00,43.00
2026-02-14T15:45:00Z,59.00,43.00
2026-02-14T15:47:00Z,59.00,43.00
2026-02-14T15:51:00Z,59.00,43.00
2026-02-14T15:52:00Z,59.00,43.00
2026-02-14T15:53:00Z,59.00,43.00
2026-02-14T15:57:00Z,59.00,43.00
2026-02-14T15:58:00Z,59.00,43.00
2026-02-14T15:59:00Z,59.00,43.00
2026-02-14T16:01:00Z,59.00,42.00
2026-02-14T16:02:00Z,59.00,43.00
2026-02-14T16:06:00Z,59.00,43.00
2026-02-14T16:07:00Z,59.00,43.00
2026-02-14T16:10:00Z,59.00,43.00
2026-02-14T16:13:00Z,58.00,43.00
2026-02-14T16:17:00Z,59.00,43.00
2026-02-14T16:21:00Z,59.00,43.00
2026-02-14T16:24:00Z,59.00,43.00
2026-02-14T16:26:00Z,59.00,43.00
2026-02-14T16:28:00Z,59.00,43.00
2026-02-14T16:35:00Z,59.00,43.00
2026-02-14T16:47:00Z,60.00,43.00
2026-02-14T16:48:00Z,60.00,43.00
2026-02-14T16:51:00Z,60.00,43.00
2026-02-14T16:55:00Z,60.00,43.00
2026-02-14T16:56:00Z,58.00,42.00
2026-02-14T16:57:00Z,58.00,43.00
2026-02-14T17:00:00Z,58.00,43.00
2026-02-14T17:03:00Z,60.00,43.00
2026-02-14T17:14:00Z,60.00,43.00
2026-02-14T17:15:00Z,60.00,43.00
2026-02-14T17:19:00Z,60.00,43.00
2026-02-14T17:21:00Z,60.00,43.00
2026-02-14T17:25:00Z,60.00,43.00
2026-02-14T17:26:00Z,60.00,43.00
2026-02-14T17:28:00Z,60.00,43.00
2026-02-14T17:33:00Z,60.00,43.00
2026-02-14T17:34:00Z,58.00,43.00
2026-02-14T17:35:00Z,60.00,43.00
2026-02-14T17:36:00Z,60.00,43.00
2026-02-14T17:37:00Z,58.00,43.00
2026-02-14T17:39:00Z,58.00,43.00
2026-02-14T17:43:00Z,59.00,43.00
2026-02-14T17:47:00Z,59.00,43.00
2026-02-14T17:53:00Z,60.00,43.00
2026-02-14T17:57:00Z,60.00,43.00
2026-02-14T17:59:00Z,59.00,43.00
2026-02-14T18:01:00Z,59.00,43.00
2026-02-14T18:06:00Z,59.00,42.00
2026-02-14T18:14:00Z,59.00,43.00
2026-02-14T18:17:00Z,59.00,43.00
2026-02-14T18:20:00Z,59.00,43.00
2026-02-14T18:21:00Z,59.00,43.00
2026-02-14T18:26:00Z,59.00,43.00
2026-02-14T18:27:00Z,59.00,43.00
2026-02-14T18:28:00Z,59.00,43.00
2026-02-14T18:33:00Z,59.00,43.00
2026-02-14T18:36:00Z,59.00,43.00
2026-02-14T18:38:00Z,59.00,43.00
2026-02-14T18:40:00Z,58.00,43.00
2026-02-14T18:42:00Z,58.00,43.00
2026-02-14T18:46:00Z,58.00,43.00
2026-02-14T18:54:00Z,58.00,43.00
2026-02-14T18:55:00Z,59.00,42.00
2026-02-14T18:56:00Z,60.00,42.00
2026-02-14T19:09:00Z,59.00,43.00
2026-02-14T19:10:00Z,59.00,42.00
2026-02-14T19:15:00Z,59.00,42.00
2026-02-14T19:16:00Z,59.00,42.00
2026-02-14T19:20:00Z,59.00,42.00
2026-02-14T19:29:00Z,59.00,42.00
