# event_ticker=KXATPMATCH-25OCT04RINMIC
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Arthur Rinderknech
# fav_player=Alex Michelsen
# dog_player=Arthur Rinderknech
# kalshi_date=2025-10-04
timestamp,Alex Michelsen,Arthur Rinderknech
2025-10-03T20:20:00Z,49.00,
2025-10-03T20:47:00Z,49.00,52.00
2025-10-03T21:30:00Z,48.00,52.00
2025-10-03T21:39:00Z,48.00,52.00
2025-10-03T21:41:00Z,48.00,53.00
2025-10-03T21:54:00Z,48.00,53.00
2025-10-03T21:55:00Z,49.00,53.00
2025-10-03T22:56:00Z,49.00,53.00
2025-10-03T23:00:00Z,49.00,52.00
2025-10-03T23:15:00Z,49.00,52.00
2025-10-03T23:23:00Z,49.00,52.00
2025-10-03T23:44:00Z,52.00,47.00
2025-10-03T23:45:00Z,52.00,48.00
2025-10-04T00:08:00Z,54.00,48.00
2025-10-04T00:11:00Z,54.00,48.00
2025-10-04T00:23:00Z,54.00,48.00
2025-10-04T00:38:00Z,54.00,48.00
2025-10-04T01:13:00Z,54.00,48.00
2025-10-04T01:24:00Z,54.00,48.00
2025-10-04T01:38:00Z,54.00,48.00
2025-10-04T01:41:00Z,54.00,48.00
2025-10-04T01:55:00Z,54.00,48.00
2025-10-04T02:20:00Z,54.00,48.00
2025-10-04T02:23:00Z,53.00,48.00
2025-10-04T02:24:00Z,53.00,48.00
2025-10-04T02:31:00Z,53.00,48.00
2025-10-04T02:36:00Z,53.00,48.00
2025-10-04T02:38:00Z,53.00,48.42
2025-10-04T02:41:00Z,53.00,48.42
2025-10-04T02:48:00Z,51.00,48.42
2025-10-04T02:58:00Z,51.90,48.42
2025-10-04T03:02:00Z,52.00,48.42
2025-10-04T03:16:00Z,52.00,49.94
2025-10-04T03:20:00Z,52.00,50.00
2025-10-04T03:31:00Z,51.16,50.00
2025-10-04T03:38:00Z,51.16,50.00
2025-10-04T04:00:00Z,51.16,50.00
2025-10-04T04:03:00Z,50.00,50.00
2025-10-04T04:08:00Z,52.00,50.00
2025-10-04T04:14:00Z,52.00,50.00
2025-10-04T04:16:00Z,52.00,50.00
2025-10-04T04:18:00Z,52.00,50.00
2025-10-04T04:28:00Z,52.00,50.00
2025-10-04T04:33:00Z,52.00,50.00
2025-10-04T04:34:00Z,52.00,50.00
2025-10-04T04:37:00Z,52.00,50.00
2025-10-04T04:42:00Z,52.00,50.00
2025-10-04T04:45:00Z,52.00,50.00
2025-10-04T04:53:00Z,52.00,50.00
2025-10-04T04:56:00Z,52.00,50.00
2025-10-04T04:57:00Z,52.00,50.00
2025-10-04T05:02:00Z,52.00,50.00
2025-10-04T05:03:00Z,52.00,50.00
2025-10-04T05:06:00Z,52.00,50.00
2025-10-04T05:08:00Z,52.00,49.00
2025-10-04T05:09:00Z,52.00,49.00
2025-10-04T05:11:00Z,52.00,49.00
2025-10-04T05:12:00Z,52.00,49.00
2025-10-04T05:15:00Z,52.00,49.00
2025-10-04T05:17:00Z,52.00,49.00
2025-10-04T05:21:00Z,52.00,49.00
2025-10-04T05:22:00Z,52.00,49.00
2025-10-04T05:23:00Z,52.00,49.82
2025-10-04T05:27:00Z,52.00,50.00
2025-10-04T05:28:00Z,51.15,50.00
2025-10-04T05:29:00Z,52.00,50.00
2025-10-04T05:30:00Z,52.00,50.00
2025-10-04T05:31:00Z,51.00,50.00
2025-10-04T05:32:00Z,52.00,50.00
2025-10-04T05:33:00Z,52.00,50.00
2025-10-04T05:34:00Z,51.28,50.00
2025-10-04T05:35:00Z,52.00,50.00
2025-10-04T05:36:00Z,51.00,50.00
2025-10-04T05:37:00Z,51.00,50.00
2025-10-04T05:38:00Z,51.00,50.00
2025-10-04T05:39:00Z,51.00,50.00
2025-10-04T05:40:00Z,52.00,50.00
2025-10-04T05:41:00Z,52.00,50.00
2025-10-04T05:42:00Z,52.00,50.00
2025-10-04T05:43:00Z,53.00,50.00
2025-10-04T05:44:00Z,53.00,49.72
2025-10-04T05:45:00Z,52.00,50.00
2025-10-04T05:46:00Z,52.00,50.00
2025-10-04T05:49:00Z,51.46,50.00
2025-10-04T05:51:00Z,53.00,50.00
2025-10-04T05:54:00Z,53.00,49.87
2025-10-04T05:55:00Z,52.00,50.00
2025-10-04T05:57:00Z,51.00,50.00
2025-10-04T05:58:00Z,51.00,50.00
2025-10-04T05:59:00Z,53.29,50.00
2025-10-04T06:00:00Z,53.29,48.18
2025-10-04T06:01:00Z,53.29,48.60
2025-10-04T06:05:00Z,53.29,49.74
2025-10-04T06:07:00Z,53.29,50.00
2025-10-04T06:08:00Z,53.29,50.00
2025-10-04T06:09:00Z,53.29,49.48
2025-10-04T06:12:00Z,52.13,49.11
2025-10-04T06:13:00Z,55.66,46.00
2025-10-04T06:14:00Z,57.61,45.00
2025-10-04T06:15:00Z,56.70,46.04
2025-10-04T06:16:00Z,56.74,47.00
2025-10-04T06:17:00Z,53.49,47.28
2025-10-04T06:18:00Z,55.52,46.00
2025-10-04T06:19:00Z,58.00,45.00
2025-10-04T06:20:00Z,60.75,43.89
2025-10-04T06:21:00Z,67.61,39.00
2025-10-04T06:22:00Z,60.12,41.25
2025-10-04T06:23:00Z,58.67,42.23
2025-10-04T06:24:00Z,58.67,44.08
2025-10-04T06:25:00Z,62.61,40.75
2025-10-04T06:26:00Z,60.92,43.78
2025-10-04T06:27:00Z,60.27,42.98
2025-10-04T06:28:00Z,64.11,41.77
2025-10-04T06:29:00Z,60.24,41.00
2025-10-04T06:30:00Z,62.19,41.00
2025-10-04T06:31:00Z,69.61,39.19
2025-10-04T06:32:00Z,64.49,38.65
2025-10-04T06:33:00Z,63.05,40.81
2025-10-04T06:34:00Z,61.68,42.64
2025-10-04T06:35:00Z,56.94,43.85
2025-10-04T06:36:00Z,56.15,48.29
2025-10-04T06:37:00Z,53.84,51.02
2025-10-04T06:38:00Z,45.43,48.45
2025-10-04T06:39:00Z,48.31,52.29
2025-10-04T06:40:00Z,56.10,47.21
2025-10-04T06:41:00Z,52.37,51.90
2025-10-04T06:42:00Z,46.96,53.28
2025-10-04T06:43:00Z,45.16,62.34
2025-10-04T06:44:00Z,37.77,65.98
2025-10-04T06:45:00Z,30.81,68.91
2025-10-04T06:46:00Z,37.17,69.39
2025-10-04T06:47:00Z,46.09,60.67
2025-10-04T06:48:00Z,42.33,60.95
2025-10-04T06:49:00Z,40.15,61.66
2025-10-04T06:50:00Z,46.43,60.22
2025-10-04T06:51:00Z,39.51,61.28
2025-10-04T06:52:00Z,44.04,56.30
2025-10-04T06:53:00Z,37.19,66.00
2025-10-04T06:54:00Z,31.24,69.04
2025-10-04T06:55:00Z,31.33,71.86
2025-10-04T06:56:00Z,14.79,76.13
2025-10-04T06:57:00Z,23.28,77.31
2025-10-04T06:58:00Z,22.68,77.51
2025-10-04T06:59:00Z,25.00,77.10
2025-10-04T07:00:00Z,24.00,76.48
2025-10-04T07:01:00Z,24.63,76.74
2025-10-04T07:02:00Z,24.77,75.84
2025-10-04T07:03:00Z,25.00,77.96
2025-10-04T07:04:00Z,22.40,77.57
