# event_ticker=KXATPCHALLENGERMATCH-26MAY29KIMHUS
# final_score=7-5 6-4
# match_winner=Giles Hussey
# fav_player=Giles Hussey
# dog_player=Orel Kimhi
# kalshi_date=2026-05-29
timestamp,Orel Kimhi,Giles Hussey
2026-05-28T20:23:00Z,34.00,
2026-05-28T20:38:00Z,34.00,
2026-05-28T21:14:00Z,33.00,
2026-05-28T21:15:00Z,32.00,
2026-05-28T23:26:00Z,32.00,68.00
2026-05-28T23:30:00Z,32.00,68.00
2026-05-28T23:35:00Z,34.00,68.00
2026-05-28T23:51:00Z,34.00,68.00
2026-05-28T23:55:00Z,34.00,68.00
2026-05-29T00:02:00Z,34.00,68.00
2026-05-29T00:17:00Z,34.00,68.00
2026-05-29T00:20:00Z,34.00,68.00
2026-05-29T00:21:00Z,34.00,68.00
2026-05-29T00:24:00Z,34.00,68.00
2026-05-29T00:26:00Z,34.00,68.00
2026-05-29T00:35:00Z,34.00,68.00
2026-05-29T00:45:00Z,34.00,68.00
2026-05-29T00:47:00Z,34.00,68.00
2026-05-29T00:48:00Z,34.00,68.00
2026-05-29T00:56:00Z,34.00,68.00
2026-05-29T00:59:00Z,34.00,68.00
2026-05-29T01:02:00Z,34.00,68.00
2026-05-29T01:16:00Z,34.00,68.00
2026-05-29T01:44:00Z,34.00,68.00
2026-05-29T01:48:00Z,34.00,67.00
2026-05-29T01:49:00Z,34.00,67.00
2026-05-29T01:53:00Z,34.00,66.00
2026-05-29T02:00:00Z,34.00,67.00
2026-05-29T02:07:00Z,34.00,67.00
2026-05-29T02:09:00Z,34.00,67.00
2026-05-29T02:10:00Z,34.00,67.00
2026-05-29T02:15:00Z,34.00,67.00
2026-05-29T02:21:00Z,34.00,67.00
2026-05-29T02:22:00Z,34.00,67.00
2026-05-29T02:23:00Z,34.00,67.00
2026-05-29T02:29:00Z,34.00,67.00
2026-05-29T02:31:00Z,34.00,67.00
2026-05-29T02:34:00Z,34.00,67.00
2026-05-29T02:35:00Z,34.00,67.00
2026-05-29T02:36:00Z,34.00,67.00
2026-05-29T02:41:00Z,34.00,67.00
2026-05-29T02:42:00Z,34.00,68.00
2026-05-29T02:45:00Z,34.00,68.00
2026-05-29T02:51:00Z,34.00,68.00
2026-05-29T02:56:00Z,34.00,68.00
2026-05-29T02:58:00Z,34.00,68.00
2026-05-29T02:59:00Z,34.00,68.00
2026-05-29T03:01:00Z,34.00,68.00
2026-05-29T03:02:00Z,34.00,68.00
2026-05-29T03:06:00Z,33.00,68.00
2026-05-29T03:07:00Z,33.00,68.00
2026-05-29T03:08:00Z,33.00,68.00
2026-05-29T03:09:00Z,33.00,68.00
2026-05-29T03:11:00Z,33.00,68.00
2026-05-29T03:23:00Z,33.00,68.00
2026-05-29T03:27:00Z,33.00,68.00
2026-05-29T03:35:00Z,33.00,68.00
2026-05-29T03:36:00Z,33.00,68.00
2026-05-29T03:38:00Z,33.00,68.00
2026-05-29T03:39:00Z,33.00,68.00
2026-05-29T03:40:00Z,33.00,68.00
2026-05-29T03:45:00Z,33.00,68.00
2026-05-29T03:48:00Z,33.00,68.00
2026-05-29T03:49:00Z,33.00,68.00
2026-05-29T03:52:00Z,33.00,68.00
2026-05-29T03:55:00Z,33.00,68.00
2026-05-29T04:00:00Z,33.00,68.00
2026-05-29T04:01:00Z,33.00,68.00
2026-05-29T04:02:00Z,33.00,68.00
2026-05-29T04:03:00Z,33.00,68.00
2026-05-29T04:05:00Z,33.00,68.00
2026-05-29T04:10:00Z,33.00,68.00
2026-05-29T04:12:00Z,33.00,68.00
2026-05-29T04:14:00Z,33.00,68.00
2026-05-29T04:17:00Z,33.00,68.00
2026-05-29T04:19:00Z,33.00,68.00
2026-05-29T04:23:00Z,33.00,68.00
2026-05-29T04:25:00Z,33.00,68.00
2026-05-29T04:26:00Z,33.00,68.00
2026-05-29T04:27:00Z,33.00,68.00
2026-05-29T04:28:00Z,33.00,68.00
2026-05-29T04:29:00Z,33.00,68.00
2026-05-29T04:30:00Z,33.00,68.00
2026-05-29T04:31:00Z,33.00,68.00
2026-05-29T04:36:00Z,33.00,68.00
2026-05-29T04:39:00Z,33.00,68.00
2026-05-29T04:41:00Z,33.00,68.00
2026-05-29T04:45:00Z,33.00,68.00
2026-05-29T04:46:00Z,33.00,68.00
2026-05-29T04:47:00Z,33.00,67.22
2026-05-29T04:51:00Z,33.00,68.00
2026-05-29T04:52:00Z,32.00,68.00
2026-05-29T04:55:00Z,32.00,68.00
2026-05-29T05:03:00Z,32.00,68.00
2026-05-29T05:04:00Z,32.00,68.00
2026-05-29T05:05:00Z,32.00,68.00
2026-05-29T05:08:00Z,32.00,68.00
2026-05-29T05:09:00Z,32.00,68.00
2026-05-29T05:10:00Z,32.00,68.00
2026-05-29T05:14:00Z,32.00,68.00
2026-05-29T05:15:00Z,32.00,68.00
2026-05-29T05:21:00Z,32.00,68.00
2026-05-29T05:24:00Z,32.00,68.00
2026-05-29T05:27:00Z,32.00,68.00
2026-05-29T05:28:00Z,32.00,68.00
2026-05-29T05:29:00Z,32.00,68.00
