# event_ticker=KXATPCHALLENGERMATCH-26APR11BROCAS
# final_score=6-0 6-1
# match_winner=Liam Broady
# fav_player=Liam Broady
# dog_player=Murphy Cassone
# kalshi_date=2026-04-11
timestamp,Liam Broady,Murphy Cassone
2026-04-14T06:28:00Z,63.00,40.00
2026-04-14T06:29:00Z,63.00,40.00
2026-04-14T06:42:00Z,63.29,39.00
2026-04-14T06:46:00Z,63.00,39.00
2026-04-14T06:48:00Z,63.00,39.00
2026-04-14T06:51:00Z,61.00,39.00
2026-04-14T06:53:00Z,63.88,39.00
2026-04-14T06:57:00Z,64.00,39.00
2026-04-14T07:01:00Z,64.00,39.00
2026-04-14T07:03:00Z,63.00,39.00
2026-04-14T07:17:00Z,63.00,37.00
2026-04-14T07:23:00Z,63.00,37.00
2026-04-14T07:26:00Z,63.00,38.00
2026-04-14T07:39:00Z,64.00,38.00
2026-04-14T07:42:00Z,64.00,38.00
2026-04-14T07:47:00Z,64.00,38.49
2026-04-14T07:51:00Z,63.25,38.49
2026-04-14T07:52:00Z,64.00,38.49
2026-04-14T08:18:00Z,64.00,38.49
2026-04-14T08:34:00Z,63.00,38.49
2026-04-14T08:35:00Z,63.00,38.49
2026-04-14T08:36:00Z,63.00,39.00
2026-04-14T08:39:00Z,63.00,39.00
2026-04-14T08:42:00Z,63.00,39.15
2026-04-14T08:43:00Z,63.00,40.00
2026-04-14T08:44:00Z,62.00,40.00
2026-04-14T08:45:00Z,62.00,40.00
2026-04-14T08:46:00Z,60.12,39.58
2026-04-14T08:47:00Z,60.12,40.00
2026-04-14T08:48:00Z,62.61,39.83
2026-04-14T08:49:00Z,62.92,39.83
2026-04-14T08:50:00Z,62.92,39.00
2026-04-14T08:51:00Z,63.03,39.00
2026-04-14T08:52:00Z,63.00,39.00
2026-04-14T08:53:00Z,64.00,39.00
2026-04-14T08:54:00Z,64.00,39.00
2026-04-14T08:55:00Z,64.00,39.00
2026-04-14T08:56:00Z,64.00,39.00
2026-04-14T08:57:00Z,63.10,37.88
2026-04-14T08:58:00Z,60.97,40.35
2026-04-14T08:59:00Z,64.16,36.00
2026-04-14T09:00:00Z,67.37,34.49
2026-04-14T09:01:00Z,72.97,28.87
2026-04-14T09:02:00Z,73.12,28.59
2026-04-14T09:03:00Z,77.41,20.09
2026-04-14T09:04:00Z,78.00,22.76
2026-04-14T09:05:00Z,78.44,21.00
2026-04-14T09:06:00Z,82.76,18.05
2026-04-14T09:07:00Z,86.61,14.05
2026-04-14T09:08:00Z,85.00,13.00
2026-04-14T09:09:00Z,87.91,13.00
2026-04-14T09:10:00Z,88.39,11.25
2026-04-14T09:11:00Z,89.00,10.43
2026-04-14T09:12:00Z,92.55,8.78
2026-04-14T09:13:00Z,91.89,9.84
2026-04-14T09:14:00Z,91.90,9.00
2026-04-14T09:15:00Z,92.57,9.00
2026-04-14T09:16:00Z,91.10,8.96
2026-04-14T09:17:00Z,93.00,9.00
2026-04-14T09:18:00Z,92.72,7.40
2026-04-14T09:19:00Z,93.00,7.96
2026-04-14T09:20:00Z,95.40,5.17
2026-04-14T09:21:00Z,98.00,2.91
2026-04-14T09:22:00Z,94.97,2.96
2026-04-14T09:23:00Z,98.32,1.96
2026-04-14T09:24:00Z,98.19,3.56
2026-04-14T09:25:00Z,96.60,3.51
2026-04-14T09:26:00Z,96.80,4.10
2026-04-14T09:27:00Z,96.00,3.98
2026-04-14T09:28:00Z,98.00,3.00
2026-04-14T09:29:00Z,97.39,2.62
2026-04-14T09:30:00Z,95.67,3.64
2026-04-14T09:31:00Z,97.07,3.00
2026-04-14T09:32:00Z,97.04,2.91
2026-04-14T09:33:00Z,98.99,1.10
2026-04-14T09:34:00Z,98.44,1.47
2026-04-14T09:35:00Z,98.44,1.24
2026-04-14T09:36:00Z,98.44,1.00
2026-04-14T09:37:00Z,97.88,2.01
2026-04-14T09:39:00Z,99.00,1.46
2026-04-14T09:40:00Z,99.00,1.00
2026-04-14T09:41:00Z,98.00,2.00
2026-04-14T09:42:00Z,99.00,2.00
