# event_ticker=KXATPMATCH-26APR27VALCOB
# final_score=6-3 6-2
# match_winner=Flavio Cobolli
# fav_player=Flavio Cobolli
# dog_player=Adolfo Daniel Vallejo
# kalshi_date=2026-04-27
timestamp,Adolfo Daniel Vallejo,Flavio Cobolli
2026-04-27T06:25:00Z,,65.00
2026-04-27T06:26:00Z,,65.00
2026-04-27T06:27:00Z,,64.00
2026-04-27T06:29:00Z,36.00,64.00
2026-04-27T06:33:00Z,36.00,65.00
2026-04-27T06:36:00Z,36.00,65.00
2026-04-27T06:38:00Z,36.00,65.00
2026-04-27T06:39:00Z,36.00,65.00
2026-04-27T06:43:00Z,36.17,65.00
2026-04-27T06:45:00Z,36.17,65.00
2026-04-27T06:47:00Z,37.00,65.00
2026-04-27T06:55:00Z,37.00,65.00
2026-04-27T07:02:00Z,36.00,65.00
2026-04-27T07:09:00Z,36.00,65.00
2026-04-27T07:18:00Z,35.00,65.00
2026-04-27T07:28:00Z,35.00,65.00
2026-04-27T07:32:00Z,36.00,65.00
2026-04-27T07:43:00Z,36.00,65.00
2026-04-27T07:47:00Z,36.00,65.00
2026-04-27T07:51:00Z,36.00,65.00
2026-04-27T07:52:00Z,36.00,65.00
2026-04-27T07:54:00Z,36.00,65.00
2026-04-27T07:56:00Z,36.00,65.00
2026-04-27T08:37:00Z,36.00,65.00
2026-04-27T08:45:00Z,36.00,65.00
2026-04-27T08:51:00Z,36.00,65.00
2026-04-27T08:59:00Z,36.00,65.00
2026-04-27T09:18:00Z,36.00,65.00
2026-04-27T09:32:00Z,36.00,65.00
2026-04-27T09:41:00Z,36.00,65.00
2026-04-27T09:46:00Z,36.00,65.00
2026-04-27T09:50:00Z,36.00,65.00
2026-04-27T09:51:00Z,36.00,65.00
2026-04-27T09:54:00Z,36.00,65.00
2026-04-27T09:59:00Z,36.00,65.00
2026-04-27T10:25:00Z,36.00,65.00
2026-04-27T10:29:00Z,36.00,65.00
2026-04-27T10:30:00Z,36.00,65.00
2026-04-27T10:31:00Z,36.00,65.00
2026-04-27T10:38:00Z,36.00,65.00
2026-04-27T10:43:00Z,36.00,65.00
2026-04-27T10:44:00Z,36.00,65.00
2026-04-27T10:46:00Z,36.00,65.00
2026-04-27T10:47:00Z,36.00,65.00
2026-04-27T11:02:00Z,36.00,65.00
2026-04-27T11:05:00Z,35.82,65.00
2026-04-27T11:07:00Z,35.82,65.00
2026-04-27T11:10:00Z,36.00,65.00
2026-04-27T11:11:00Z,36.00,65.00
