# event_ticker=KXATPCHALLENGERMATCH-26FEB17MISLAN
# final_score=6-1 1-1 RET
# match_winner=Martin Landaluce
# fav_player=Filip Misolic
# dog_player=Martin Landaluce
# kalshi_date=2026-02-17
timestamp,Filip Misolic,Martin Landaluce
2026-02-17T13:34:00Z,37.00,65.00
2026-02-17T13:36:00Z,37.00,65.00
2026-02-17T13:38:00Z,37.00,65.99
2026-02-17T13:39:00Z,35.00,65.99
2026-02-17T13:40:00Z,35.00,65.85
2026-02-17T13:41:00Z,37.00,65.85
2026-02-17T13:52:00Z,37.00,65.00
2026-02-17T13:59:00Z,37.00,65.00
2026-02-17T14:01:00Z,37.00,63.40
2026-02-17T14:08:00Z,37.00,65.75
2026-02-17T14:12:00Z,37.00,65.93
2026-02-17T14:14:00Z,37.00,65.75
2026-02-17T14:17:00Z,37.00,66.00
2026-02-17T14:21:00Z,37.00,66.00
2026-02-17T14:24:00Z,37.00,66.00
2026-02-17T14:27:00Z,37.00,66.00
2026-02-17T14:29:00Z,37.00,66.00
2026-02-17T14:31:00Z,37.00,66.00
2026-02-17T14:32:00Z,37.00,66.00
2026-02-17T14:34:00Z,37.00,66.00
2026-02-17T14:38:00Z,37.00,66.00
2026-02-17T14:39:00Z,37.00,66.00
2026-02-17T14:41:00Z,37.00,65.00
2026-02-17T14:42:00Z,37.56,65.00
2026-02-17T14:44:00Z,37.56,63.00
2026-02-17T14:47:00Z,37.96,63.00
2026-02-17T14:48:00Z,37.00,63.00
2026-02-17T14:49:00Z,38.00,63.00
2026-02-17T14:50:00Z,38.00,63.00
2026-02-17T14:53:00Z,38.00,63.00
2026-02-17T14:54:00Z,38.00,65.00
2026-02-17T14:56:00Z,39.00,65.00
2026-02-17T14:57:00Z,39.00,63.52
2026-02-17T14:58:00Z,39.00,64.00
2026-02-17T14:59:00Z,38.98,64.00
2026-02-17T15:00:00Z,39.00,64.99
2026-02-17T15:02:00Z,39.92,65.00
2026-02-17T15:03:00Z,35.76,66.33
2026-02-17T15:04:00Z,29.05,72.00
2026-02-17T15:05:00Z,31.01,68.04
2026-02-17T15:06:00Z,25.33,75.00
2026-02-17T15:07:00Z,23.11,79.00
2026-02-17T15:08:00Z,20.08,80.00
2026-02-17T15:09:00Z,19.58,83.08
2026-02-17T15:10:00Z,15.95,84.02
2026-02-17T15:11:00Z,17.44,81.12
2026-02-17T15:12:00Z,17.94,84.00
2026-02-17T15:13:00Z,17.75,84.97
2026-02-17T15:14:00Z,12.00,84.97
2026-02-17T15:15:00Z,12.00,84.97
2026-02-17T15:16:00Z,14.61,88.00
2026-02-17T15:17:00Z,13.38,88.00
2026-02-17T15:18:00Z,14.00,86.20
2026-02-17T15:19:00Z,11.92,88.00
2026-02-17T15:20:00Z,11.06,91.00
2026-02-17T15:21:00Z,11.18,91.51
2026-02-17T15:22:00Z,10.09,91.51
2026-02-17T15:23:00Z,10.13,90.00
2026-02-17T15:24:00Z,12.00,90.00
2026-02-17T15:25:00Z,12.00,90.00
2026-02-17T15:26:00Z,12.00,89.31
2026-02-17T15:27:00Z,10.59,90.00
2026-02-17T15:28:00Z,12.62,87.00
2026-02-17T15:29:00Z,12.13,88.74
2026-02-17T15:30:00Z,11.31,88.00
2026-02-17T15:31:00Z,10.00,91.00
2026-02-17T15:32:00Z,11.78,89.55
2026-02-17T15:33:00Z,11.47,91.00
2026-02-17T15:34:00Z,11.03,91.00
2026-02-17T15:35:00Z,10.50,90.04
2026-02-17T15:36:00Z,9.97,91.96
2026-02-17T15:37:00Z,10.00,92.00
2026-02-17T15:38:00Z,10.00,91.76
2026-02-17T15:39:00Z,9.00,90.00
2026-02-17T15:40:00Z,7.26,90.00
2026-02-17T15:41:00Z,5.87,90.00
2026-02-17T15:42:00Z,5.13,95.79
2026-02-17T15:43:00Z,7.52,92.59
2026-02-17T15:44:00Z,10.00,92.59
2026-02-17T15:45:00Z,7.19,92.59
2026-02-17T15:46:00Z,9.82,91.00
2026-02-17T15:47:00Z,10.19,89.71
2026-02-17T15:48:00Z,9.00,90.66
2026-02-17T15:49:00Z,7.68,93.00
2026-02-17T15:50:00Z,7.09,96.45
2026-02-17T15:51:00Z,7.42,94.26
2026-02-17T15:52:00Z,5.63,96.43
2026-02-17T15:53:00Z,1.93,98.55
2026-02-17T15:54:00Z,1.00,99.00
2026-02-17T15:56:00Z,1.00,99.00
2026-02-17T15:57:00Z,1.00,99.00
2026-02-17T15:58:00Z,1.00,99.00
2026-02-17T15:59:00Z,1.00,99.00
2026-02-17T16:00:00Z,1.00,99.00
