# event_ticker=KXATPMATCH-26APR03DZUVAN
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Botic van de Zandschulp
# fav_player=Damir Dzumhur
# dog_player=Botic Van de Zandschulp
# kalshi_date=2026-04-03
timestamp,Damir Dzumhur,Botic Van de Zandschulp
2026-04-03T00:23:00Z,37.00,
2026-04-03T00:25:00Z,37.00,64.00
2026-04-03T00:58:00Z,37.00,64.18
2026-04-03T01:20:00Z,37.00,62.77
2026-04-03T01:31:00Z,37.00,63.00
2026-04-03T01:49:00Z,37.00,64.00
2026-04-03T02:08:00Z,37.00,64.00
2026-04-03T02:33:00Z,37.00,64.00
2026-04-03T02:59:00Z,37.00,64.00
2026-04-03T03:18:00Z,36.00,64.00
2026-04-03T03:22:00Z,36.00,64.00
2026-04-03T03:30:00Z,36.00,64.00
2026-04-03T03:36:00Z,36.00,64.00
2026-04-03T03:45:00Z,36.58,64.00
2026-04-03T03:47:00Z,37.00,64.00
2026-04-03T03:49:00Z,37.00,63.67
2026-04-03T03:53:00Z,37.00,63.67
2026-04-03T03:59:00Z,37.00,64.00
2026-04-03T04:06:00Z,37.00,63.00
2026-04-03T04:25:00Z,37.00,64.00
2026-04-03T04:37:00Z,37.00,64.00
2026-04-03T04:47:00Z,37.00,64.00
2026-04-03T04:48:00Z,37.00,64.00
2026-04-03T04:50:00Z,37.00,64.00
2026-04-03T04:52:00Z,37.00,64.00
2026-04-03T04:53:00Z,37.00,64.00
2026-04-03T05:01:00Z,37.00,64.00
2026-04-03T05:03:00Z,37.00,64.00
2026-04-03T05:04:00Z,37.00,64.00
2026-04-03T05:06:00Z,37.00,64.00
2026-04-03T05:10:00Z,37.00,64.00
2026-04-03T05:12:00Z,37.00,64.00
2026-04-03T05:20:00Z,37.00,64.00
2026-04-03T05:22:00Z,37.00,63.00
2026-04-03T05:23:00Z,36.00,63.00
2026-04-03T05:25:00Z,36.00,64.00
2026-04-03T05:26:00Z,36.00,64.00
2026-04-03T05:29:00Z,36.00,64.00
2026-04-03T05:42:00Z,36.00,64.00
2026-04-03T05:55:00Z,37.00,64.00
2026-04-03T05:56:00Z,37.95,64.00
2026-04-03T06:00:00Z,38.00,64.00
2026-04-03T06:06:00Z,38.00,64.00
2026-04-03T06:14:00Z,38.00,64.00
2026-04-03T06:16:00Z,38.00,64.00
2026-04-03T06:18:00Z,38.00,64.00
2026-04-03T06:21:00Z,38.00,64.00
2026-04-03T06:22:00Z,38.00,64.00
2026-04-03T06:27:00Z,38.00,64.00
2026-04-03T06:29:00Z,38.00,64.00
2026-04-03T06:31:00Z,38.00,64.00
2026-04-03T06:33:00Z,38.00,64.00
2026-04-03T06:38:00Z,38.00,64.00
2026-04-03T06:41:00Z,38.00,64.00
2026-04-03T06:44:00Z,38.00,64.00
2026-04-03T06:46:00Z,38.00,64.00
2026-04-03T06:48:00Z,38.00,64.00
2026-04-03T06:50:00Z,38.00,64.00
2026-04-03T06:56:00Z,38.00,64.00
2026-04-03T06:58:00Z,38.00,64.00
2026-04-03T07:02:00Z,38.00,64.00
2026-04-03T07:09:00Z,38.00,64.00
2026-04-03T07:13:00Z,38.00,64.00
2026-04-03T07:17:00Z,38.00,64.00
2026-04-03T07:18:00Z,38.00,64.00
2026-04-03T07:19:00Z,38.00,64.00
2026-04-03T07:26:00Z,38.00,64.00
2026-04-03T07:28:00Z,38.00,64.00
2026-04-03T07:37:00Z,38.00,64.00
2026-04-03T07:40:00Z,38.00,64.00
2026-04-03T07:42:00Z,38.00,64.00
2026-04-03T07:45:00Z,38.00,64.00
2026-04-03T07:47:00Z,38.00,64.00
2026-04-03T07:50:00Z,38.00,64.00
2026-04-03T07:53:00Z,38.00,64.00
2026-04-03T08:00:00Z,38.00,64.00
2026-04-03T08:01:00Z,38.00,64.00
2026-04-03T08:11:00Z,38.00,64.00
2026-04-03T08:20:00Z,38.00,64.00
2026-04-03T08:34:00Z,38.00,64.00
2026-04-03T08:35:00Z,37.00,64.00
2026-04-03T08:41:00Z,37.00,64.00
2026-04-03T08:55:00Z,37.00,64.00
2026-04-03T09:00:00Z,37.00,63.00
2026-04-03T09:03:00Z,37.00,63.00
2026-04-03T09:04:00Z,37.00,63.00
2026-04-03T09:06:00Z,37.00,64.00
2026-04-03T09:09:00Z,37.00,64.00
2026-04-03T09:13:00Z,37.07,64.00
2026-04-03T09:16:00Z,37.07,62.00
2026-04-03T09:18:00Z,37.07,62.00
2026-04-03T09:20:00Z,37.07,64.00
2026-04-03T09:21:00Z,38.00,64.00
2026-04-03T09:27:00Z,38.00,64.00
2026-04-03T09:29:00Z,38.00,64.00
2026-04-03T09:30:00Z,38.00,64.00
2026-04-03T09:32:00Z,38.00,63.00
2026-04-03T09:34:00Z,38.00,63.00
2026-04-03T09:35:00Z,38.00,64.00
2026-04-03T09:36:00Z,38.00,64.00
2026-04-03T09:37:00Z,38.00,64.00
2026-04-03T09:38:00Z,36.00,64.00
2026-04-03T09:47:00Z,36.00,64.00
2026-04-03T09:48:00Z,36.00,64.00
2026-04-03T09:50:00Z,36.00,64.00
2026-04-03T09:52:00Z,38.00,64.00
2026-04-03T09:57:00Z,37.00,64.00
2026-04-03T09:58:00Z,37.00,65.00
2026-04-03T09:59:00Z,37.00,65.00
2026-04-03T10:00:00Z,37.00,65.00
2026-04-03T10:06:00Z,37.00,65.00
2026-04-03T10:10:00Z,37.00,65.00
2026-04-03T10:15:00Z,38.00,65.00
2026-04-03T10:22:00Z,38.00,65.00
2026-04-03T10:23:00Z,38.00,65.00
2026-04-03T10:24:00Z,38.00,64.00
2026-04-03T10:27:00Z,38.00,64.00
2026-04-03T10:30:00Z,38.00,64.00
2026-04-03T10:33:00Z,38.00,64.00
2026-04-03T10:36:00Z,36.00,64.00
2026-04-03T10:37:00Z,36.00,64.00
2026-04-03T10:39:00Z,36.00,64.00
2026-04-03T10:40:00Z,38.00,64.00
2026-04-03T10:41:00Z,38.00,64.00
2026-04-03T10:43:00Z,38.00,64.00
2026-04-03T10:45:00Z,38.00,64.00
2026-04-03T10:46:00Z,38.00,64.00
2026-04-03T10:50:00Z,38.00,64.00
2026-04-03T10:51:00Z,37.50,64.00
2026-04-03T10:58:00Z,37.50,64.00
2026-04-03T10:59:00Z,37.50,64.00
2026-04-03T11:00:00Z,37.50,64.00
