# event_ticker=KXATPCHALLENGERMATCH-26FEB12BARNAG
# final_score=4-6 7-6(2) 6-3
# score_resolution=6-4 6-7 3-6
# match_winner=Petr Bar Biryukov
# fav_player=Sumit Nagal
# dog_player=Petr Bar Biryukov
# kalshi_date=2026-02-12
timestamp,Sumit Nagal,Petr Bar Biryukov
2026-02-11T22:23:00Z,69.00,31.00
2026-02-11T23:08:00Z,69.00,31.00
2026-02-11T23:29:00Z,68.00,31.00
2026-02-12T00:57:00Z,68.00,31.00
2026-02-12T02:14:00Z,68.00,35.00
2026-02-12T02:20:00Z,68.00,32.00
2026-02-12T03:07:00Z,68.00,32.00
2026-02-12T03:56:00Z,68.00,32.00
2026-02-12T04:02:00Z,68.00,32.00
2026-02-12T04:20:00Z,72.00,32.00
2026-02-12T04:36:00Z,72.00,32.00
2026-02-12T04:47:00Z,71.00,32.00
2026-02-12T04:51:00Z,71.00,32.00
2026-02-12T04:53:00Z,72.00,32.00
2026-02-12T04:58:00Z,72.00,32.00
2026-02-12T05:01:00Z,71.00,32.00
2026-02-12T05:07:00Z,71.00,32.00
2026-02-12T05:16:00Z,71.00,32.00
2026-02-12T05:19:00Z,71.00,32.00
2026-02-12T05:33:00Z,71.00,32.00
2026-02-12T05:37:00Z,71.00,32.00
2026-02-12T05:41:00Z,71.00,32.00
2026-02-12T05:45:00Z,71.00,32.00
2026-02-12T05:49:00Z,71.00,32.00
2026-02-12T05:52:00Z,68.33,32.00
2026-02-12T06:10:00Z,68.33,31.89
2026-02-12T06:14:00Z,71.00,31.89
2026-02-12T06:15:00Z,71.00,31.89
2026-02-12T06:18:00Z,69.00,31.89
2026-02-12T06:19:00Z,69.00,32.00
2026-02-12T06:22:00Z,71.00,32.00
2026-02-12T06:23:00Z,71.00,32.00
2026-02-12T06:25:00Z,71.00,32.00
2026-02-12T06:30:00Z,71.00,32.00
2026-02-12T06:32:00Z,71.00,31.53
2026-02-12T06:42:00Z,71.00,32.00
2026-02-12T06:56:00Z,71.00,32.00
2026-02-12T07:02:00Z,71.00,31.00
2026-02-12T07:13:00Z,71.00,31.00
2026-02-12T07:19:00Z,71.00,31.00
2026-02-12T07:23:00Z,71.00,31.00
2026-02-12T07:24:00Z,72.00,31.00
2026-02-12T07:27:00Z,72.00,31.66
2026-02-12T07:28:00Z,71.00,32.00
2026-02-12T07:31:00Z,69.03,32.37
2026-02-12T07:34:00Z,69.03,33.00
2026-02-12T07:39:00Z,71.00,33.00
2026-02-12T07:40:00Z,71.00,33.00
2026-02-12T07:43:00Z,71.00,33.00
2026-02-12T07:45:00Z,71.00,33.00
2026-02-12T07:47:00Z,71.00,33.00
2026-02-12T07:49:00Z,69.00,33.00
2026-02-12T07:50:00Z,69.00,32.00
2026-02-12T07:51:00Z,69.00,33.00
2026-02-12T07:54:00Z,69.00,33.00
2026-02-12T07:56:00Z,68.58,33.00
2026-02-12T10:01:00Z,73.37,35.00
2026-02-12T10:02:00Z,64.60,35.25
2026-02-12T10:03:00Z,65.11,37.00
2026-02-12T10:04:00Z,69.00,33.42
2026-02-12T10:05:00Z,70.98,31.00
2026-02-12T10:06:00Z,70.96,31.00
2026-02-12T10:07:00Z,67.41,36.62
2026-02-12T10:08:00Z,72.47,33.00
2026-02-12T10:09:00Z,67.00,36.39
2026-02-12T10:10:00Z,55.34,33.00
2026-02-12T10:11:00Z,72.99,29.20
2026-02-12T10:12:00Z,73.00,29.00
2026-02-12T10:13:00Z,75.99,25.29
2026-02-12T10:14:00Z,83.11,12.47
2026-02-12T10:15:00Z,89.66,12.00
2026-02-12T10:16:00Z,90.00,12.00
2026-02-12T10:17:00Z,89.96,18.67
2026-02-12T10:18:00Z,84.15,13.61
2026-02-12T10:19:00Z,87.14,13.84
2026-02-12T10:20:00Z,89.00,12.22
2026-02-12T10:21:00Z,93.39,8.01
2026-02-12T10:22:00Z,93.00,7.05
2026-02-12T10:23:00Z,93.47,10.30
2026-02-12T10:24:00Z,90.92,10.86
2026-02-12T10:25:00Z,93.73,8.97
2026-02-12T10:26:00Z,89.25,12.61
2026-02-12T10:27:00Z,86.92,13.00
2026-02-12T10:28:00Z,86.95,17.42
2026-02-12T10:29:00Z,87.98,13.37
2026-02-12T10:30:00Z,90.00,11.06
2026-02-12T10:31:00Z,89.10,11.99
2026-02-12T10:32:00Z,87.40,14.67
2026-02-12T10:33:00Z,87.40,14.09
2026-02-12T10:34:00Z,85.85,19.51
2026-02-12T10:35:00Z,88.17,15.40
2026-02-12T10:36:00Z,86.29,13.00
2026-02-12T10:37:00Z,85.00,15.06
2026-02-12T10:38:00Z,89.00,12.53
2026-02-12T10:39:00Z,89.00,12.73
2026-02-12T10:40:00Z,87.12,15.96
2026-02-12T10:41:00Z,86.90,15.76
2026-02-12T10:42:00Z,86.73,16.74
2026-02-12T10:43:00Z,85.00,16.00
2026-02-12T10:44:00Z,86.99,17.16
2026-02-12T10:45:00Z,87.94,14.12
2026-02-12T10:46:00Z,90.00,11.39
2026-02-12T10:47:00Z,90.00,12.70
2026-02-12T10:48:00Z,88.86,12.70
2026-02-12T10:49:00Z,85.61,15.21
2026-02-12T10:50:00Z,90.00,12.37
2026-02-12T10:51:00Z,90.00,10.07
2026-02-12T10:52:00Z,89.75,12.02
2026-02-12T10:53:00Z,85.13,12.62
2026-02-12T10:54:00Z,90.12,11.30
2026-02-12T10:55:00Z,91.23,10.52
2026-02-12T10:56:00Z,93.32,10.25
2026-02-12T10:57:00Z,87.91,13.45
2026-02-12T10:58:00Z,87.91,12.65
2026-02-12T10:59:00Z,90.00,12.26
2026-02-12T11:00:00Z,89.29,11.09
2026-02-12T11:01:00Z,89.92,12.35
2026-02-12T11:02:00Z,86.47,14.40
2026-02-12T11:03:00Z,87.72,16.41
2026-02-12T11:04:00Z,81.72,23.41
2026-02-12T11:05:00Z,74.00,29.89
2026-02-12T11:06:00Z,65.96,30.61
2026-02-12T11:07:00Z,68.15,31.56
2026-02-12T11:08:00Z,60.93,37.79
2026-02-12T11:09:00Z,59.83,40.33
2026-02-12T11:10:00Z,60.42,39.32
2026-02-12T11:11:00Z,60.70,40.97
2026-02-12T11:12:00Z,60.00,41.01
2026-02-12T11:13:00Z,60.03,40.06
2026-02-12T11:14:00Z,61.00,41.00
2026-02-12T11:15:00Z,61.00,39.26
2026-02-12T11:16:00Z,60.46,44.00
2026-02-12T11:17:00Z,51.85,47.78
