# event_ticker=KXATPCHALLENGERMATCH-26FEB12BARNAG
# final_score=4-6 7-6(2) 6-3
# score_resolution=6-4 6-7 3-6
# match_winner=Petr Bar Biryukov
# fav_player=Sumit Nagal
# dog_player=Petr Bar Biryukov
# kalshi_date=2026-02-12
timestamp,Sumit Nagal,Petr Bar Biryukov
2026-02-12T11:18:00Z,53.21,46.54
2026-02-12T11:19:00Z,47.76,53.47
2026-02-12T11:20:00Z,27.41,67.09
2026-02-12T11:21:00Z,19.63,79.73
2026-02-12T11:22:00Z,13.88,85.62
2026-02-12T11:23:00Z,14.71,85.08
2026-02-12T11:24:00Z,17.92,83.40
2026-02-12T11:25:00Z,19.39,82.29
2026-02-12T11:26:00Z,19.62,81.19
2026-02-12T11:27:00Z,23.02,79.72
2026-02-12T11:28:00Z,34.91,66.93
2026-02-12T11:29:00Z,37.20,64.80
2026-02-12T11:30:00Z,52.05,48.57
2026-02-12T11:31:00Z,54.86,47.26
2026-02-12T11:32:00Z,58.91,36.02
2026-02-12T11:33:00Z,62.99,36.90
2026-02-12T11:34:00Z,64.53,37.71
2026-02-12T11:35:00Z,67.27,34.07
2026-02-12T11:36:00Z,66.24,30.72
2026-02-12T11:37:00Z,53.06,41.57
2026-02-12T11:38:00Z,52.80,48.11
2026-02-12T11:39:00Z,52.38,47.86
2026-02-12T11:40:00Z,60.09,42.18
2026-02-12T11:41:00Z,51.06,51.26
2026-02-12T11:42:00Z,38.72,71.51
2026-02-12T11:43:00Z,10.18,89.95
2026-02-12T11:44:00Z,5.35,95.97
2026-02-12T11:45:00Z,3.83,96.40
2026-02-12T11:46:00Z,2.12,95.88
2026-02-12T11:47:00Z,2.12,96.97
