# event_ticker=KXATPCHALLENGERMATCH-26MAY12TOMOUA
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Bernard Tomic
# fav_player=Aziz Ouakaa
# dog_player=Bernard Tomic
# kalshi_date=2026-05-12
timestamp,Bernard Tomic,Aziz Ouakaa
2026-05-12T01:59:00Z,,28.00
2026-05-12T05:35:00Z,,28.00
2026-05-12T08:00:00Z,74.00,28.00
2026-05-12T08:45:00Z,73.00,28.00
2026-05-12T08:46:00Z,73.00,28.00
2026-05-12T09:25:00Z,71.00,28.00
2026-05-12T09:33:00Z,71.00,28.00
2026-05-12T10:13:00Z,71.00,30.00
2026-05-12T10:38:00Z,71.00,32.00
2026-05-12T11:16:00Z,71.00,31.00
2026-05-12T11:31:00Z,71.00,29.00
2026-05-12T11:32:00Z,71.00,28.00
2026-05-12T11:33:00Z,71.00,26.00
2026-05-12T11:34:00Z,78.00,26.00
2026-05-12T11:35:00Z,78.00,24.00
2026-05-12T11:38:00Z,78.00,27.00
2026-05-12T11:40:00Z,74.03,27.00
2026-05-12T11:41:00Z,77.00,27.00
2026-05-12T11:43:00Z,75.00,27.00
2026-05-12T11:44:00Z,72.00,29.00
2026-05-12T11:45:00Z,72.00,31.00
2026-05-12T11:47:00Z,67.00,34.06
2026-05-12T11:48:00Z,69.71,29.00
2026-05-12T11:49:00Z,70.00,29.72
2026-05-12T11:50:00Z,68.60,29.72
2026-05-12T11:51:00Z,67.91,36.91
2026-05-12T11:52:00Z,62.44,36.84
2026-05-12T11:53:00Z,64.00,37.00
2026-05-12T11:54:00Z,64.00,36.32
2026-05-12T11:55:00Z,70.29,32.00
2026-05-12T11:57:00Z,70.29,29.00
2026-05-12T11:58:00Z,71.00,29.00
2026-05-12T11:59:00Z,73.00,28.00
2026-05-12T12:00:00Z,75.03,24.02
2026-05-12T12:01:00Z,76.00,24.02
2026-05-12T12:02:00Z,80.72,18.67
2026-05-12T12:03:00Z,84.11,16.00
2026-05-12T12:05:00Z,84.11,16.00
2026-05-12T12:06:00Z,82.00,16.00
2026-05-12T12:07:00Z,83.02,19.00
2026-05-12T12:08:00Z,84.00,19.00
2026-05-12T12:09:00Z,90.00,13.05
2026-05-12T12:11:00Z,94.95,13.05
2026-05-12T12:12:00Z,94.95,19.46
2026-05-12T12:13:00Z,89.00,10.00
2026-05-12T12:14:00Z,90.00,10.00
2026-05-12T12:15:00Z,88.00,13.00
2026-05-12T12:16:00Z,91.98,7.83
2026-05-12T12:17:00Z,82.73,15.91
2026-05-12T12:18:00Z,82.66,19.17
2026-05-12T12:19:00Z,78.00,22.00
2026-05-12T12:20:00Z,83.36,15.00
2026-05-12T12:21:00Z,83.36,16.00
2026-05-12T12:22:00Z,86.00,16.00
2026-05-12T12:23:00Z,86.00,14.83
2026-05-12T12:24:00Z,87.00,14.00
2026-05-12T12:25:00Z,66.41,17.50
2026-05-12T12:26:00Z,84.28,15.93
2026-05-12T12:27:00Z,92.05,7.48
2026-05-12T12:28:00Z,94.06,7.00
2026-05-12T12:29:00Z,95.00,6.00
2026-05-12T12:30:00Z,94.79,6.00
2026-05-12T12:31:00Z,90.96,8.02
2026-05-12T12:32:00Z,93.00,8.92
2026-05-12T12:33:00Z,94.00,6.87
2026-05-12T12:34:00Z,95.56,5.00
2026-05-12T12:35:00Z,94.84,6.29
2026-05-12T12:36:00Z,95.00,6.76
2026-05-12T12:37:00Z,95.00,7.00
2026-05-12T12:38:00Z,95.00,7.00
2026-05-12T12:39:00Z,94.01,7.00
2026-05-12T12:40:00Z,95.00,5.01
2026-05-12T12:41:00Z,95.31,4.41
2026-05-12T12:42:00Z,97.00,3.00
2026-05-12T12:43:00Z,98.01,2.01
2026-05-12T12:44:00Z,99.00,2.18
2026-05-12T12:45:00Z,98.37,2.18
2026-05-12T12:46:00Z,98.42,3.00
2026-05-12T12:47:00Z,98.01,1.00
2026-05-12T12:50:00Z,98.01,1.00
2026-05-12T12:51:00Z,99.00,1.00
2026-05-12T12:52:00Z,99.00,1.00
2026-05-12T12:54:00Z,99.00,1.00
2026-05-12T12:57:00Z,99.00,1.00
