# event_ticker=KXATPMATCH-25OCT04KHASHA
# final_score=7-6(3) 6-3
# score_resolution=7-6 6-3
# match_winner=Juncheng Shang
# fav_player=Juncheng Shang
# dog_player=Karen Khachanov
# kalshi_date=2025-10-04
timestamp,Juncheng Shang,Karen Khachanov
2025-10-04T02:00:00Z,,62.00
2025-10-04T02:27:00Z,,61.00
2025-10-04T02:47:00Z,40.00,61.00
2025-10-04T03:25:00Z,40.00,61.00
2025-10-04T04:01:00Z,40.00,61.00
2025-10-04T04:06:00Z,40.00,61.00
2025-10-04T04:15:00Z,40.00,61.00
2025-10-04T04:33:00Z,40.00,61.00
2025-10-04T04:53:00Z,40.00,61.00
2025-10-04T05:16:00Z,40.00,61.00
2025-10-04T05:34:00Z,40.00,61.00
2025-10-04T06:01:00Z,40.00,61.75
2025-10-04T06:31:00Z,40.00,61.92
2025-10-04T06:34:00Z,38.22,61.92
2025-10-04T06:47:00Z,38.22,62.00
2025-10-04T06:50:00Z,40.00,62.00
2025-10-04T07:18:00Z,40.00,62.00
2025-10-04T07:19:00Z,40.00,62.00
2025-10-04T07:50:00Z,40.00,61.00
2025-10-04T07:51:00Z,40.00,61.00
2025-10-04T07:59:00Z,40.00,61.00
2025-10-04T08:02:00Z,40.00,61.00
2025-10-04T08:17:00Z,40.00,61.00
2025-10-04T08:27:00Z,40.00,62.00
2025-10-04T08:32:00Z,40.00,62.00
2025-10-04T08:38:00Z,40.00,62.00
2025-10-04T08:40:00Z,40.00,62.00
2025-10-04T08:50:00Z,40.00,62.00
2025-10-04T08:56:00Z,40.00,62.00
2025-10-04T09:13:00Z,40.00,62.00
2025-10-04T09:14:00Z,40.00,62.00
2025-10-04T09:29:00Z,40.00,62.00
2025-10-04T09:30:00Z,40.00,62.00
2025-10-04T09:38:00Z,40.00,62.00
2025-10-04T09:41:00Z,40.00,63.00
2025-10-04T09:43:00Z,40.00,63.00
2025-10-04T10:01:00Z,40.00,63.00
2025-10-04T10:04:00Z,40.00,63.00
2025-10-04T10:08:00Z,40.00,63.00
2025-10-04T10:16:00Z,38.00,63.00
2025-10-04T10:18:00Z,38.00,63.00
2025-10-04T10:19:00Z,38.00,63.00
2025-10-04T10:44:00Z,38.00,63.00
2025-10-04T10:47:00Z,38.00,63.00
2025-10-04T10:48:00Z,38.00,63.00
2025-10-04T10:59:00Z,38.00,63.00
2025-10-04T11:03:00Z,38.00,63.00
2025-10-04T11:10:00Z,38.00,63.00
2025-10-04T11:13:00Z,38.00,63.00
2025-10-04T11:20:00Z,38.00,63.00
2025-10-04T11:21:00Z,38.00,63.00
2025-10-04T11:25:00Z,37.00,63.72
2025-10-04T11:26:00Z,37.00,64.00
2025-10-04T11:28:00Z,37.00,64.00
2025-10-04T11:30:00Z,37.00,64.00
2025-10-04T11:32:00Z,38.00,63.00
2025-10-04T11:33:00Z,38.00,62.05
2025-10-04T11:36:00Z,38.00,62.05
2025-10-04T11:37:00Z,38.00,63.00
2025-10-04T11:39:00Z,38.00,63.00
2025-10-04T11:41:00Z,38.00,64.00
2025-10-04T11:43:00Z,38.00,63.00
2025-10-04T11:45:00Z,39.00,63.00
2025-10-04T11:49:00Z,39.00,63.00
2025-10-04T11:50:00Z,38.00,63.00
2025-10-04T11:51:00Z,39.00,63.00
2025-10-04T11:55:00Z,39.00,63.00
2025-10-04T11:57:00Z,39.00,63.00
2025-10-04T11:59:00Z,39.00,63.00
2025-10-04T12:00:00Z,39.00,63.00
2025-10-04T12:06:00Z,39.00,63.00
2025-10-04T12:08:00Z,39.00,63.00
2025-10-04T12:09:00Z,39.00,63.00
2025-10-04T12:17:00Z,39.00,63.00
2025-10-04T12:21:00Z,39.00,63.00
2025-10-04T12:23:00Z,39.00,63.00
2025-10-04T12:27:00Z,39.00,63.00
2025-10-04T12:30:00Z,39.00,63.00
2025-10-04T12:35:00Z,39.74,63.00
2025-10-04T12:38:00Z,39.74,63.44
2025-10-04T12:39:00Z,39.74,64.52
2025-10-04T12:40:00Z,37.03,65.43
2025-10-04T12:41:00Z,40.18,64.61
2025-10-04T12:42:00Z,42.48,65.03
2025-10-04T12:43:00Z,35.48,68.35
2025-10-04T12:44:00Z,30.21,68.36
2025-10-04T12:45:00Z,28.02,72.64
2025-10-04T12:46:00Z,36.09,73.08
2025-10-04T12:47:00Z,27.32,74.11
2025-10-04T12:48:00Z,19.46,80.82
2025-10-04T12:49:00Z,20.61,81.30
2025-10-04T12:50:00Z,22.72,78.30
2025-10-04T12:51:00Z,20.09,82.54
2025-10-04T12:52:00Z,27.08,76.38
2025-10-04T12:53:00Z,29.45,68.52
2025-10-04T12:54:00Z,34.18,68.00
2025-10-04T12:55:00Z,36.00,68.00
2025-10-04T12:56:00Z,34.04,67.57
2025-10-04T12:57:00Z,34.41,64.50
2025-10-04T12:58:00Z,37.31,62.30
2025-10-04T12:59:00Z,44.51,59.06
2025-10-04T13:00:00Z,43.51,61.40
2025-10-04T13:01:00Z,48.05,60.88
2025-10-04T13:02:00Z,54.87,48.95
2025-10-04T13:03:00Z,54.87,46.09
2025-10-04T13:04:00Z,51.25,48.46
2025-10-04T13:05:00Z,50.25,48.63
2025-10-04T13:06:00Z,44.00,55.59
2025-10-04T13:07:00Z,39.87,63.66
2025-10-04T13:08:00Z,37.04,61.07
2025-10-04T13:09:00Z,39.95,62.08
2025-10-04T13:10:00Z,34.03,62.08
2025-10-04T13:11:00Z,34.00,62.08
2025-10-04T13:12:00Z,35.83,65.47
2025-10-04T13:13:00Z,33.00,65.61
2025-10-04T13:14:00Z,38.00,65.61
2025-10-04T13:15:00Z,41.39,61.89
2025-10-04T13:16:00Z,38.69,57.00
2025-10-04T13:17:00Z,36.72,61.06
2025-10-04T13:18:00Z,37.12,65.49
2025-10-04T13:19:00Z,34.75,67.00
2025-10-04T13:20:00Z,35.00,67.01
2025-10-04T13:21:00Z,37.36,62.92
2025-10-04T13:22:00Z,38.46,65.00
2025-10-04T13:23:00Z,42.99,58.93
2025-10-04T13:24:00Z,40.46,60.14
2025-10-04T13:25:00Z,36.88,63.00
2025-10-04T13:26:00Z,36.69,66.00
2025-10-04T13:27:00Z,35.86,67.00
2025-10-04T13:28:00Z,36.65,65.33
2025-10-04T13:29:00Z,39.59,64.52
2025-10-04T13:30:00Z,40.25,59.50
2025-10-04T13:31:00Z,37.92,64.76
2025-10-04T13:32:00Z,43.72,55.36
2025-10-04T13:33:00Z,54.30,45.55
2025-10-04T13:34:00Z,50.06,45.57
2025-10-04T13:35:00Z,61.45,38.74
2025-10-04T13:36:00Z,65.37,36.04
2025-10-04T13:37:00Z,67.47,33.87
2025-10-04T13:38:00Z,66.85,34.23
2025-10-04T13:39:00Z,66.74,34.24
2025-10-04T13:40:00Z,67.00,34.33
2025-10-04T13:41:00Z,65.00,34.30
2025-10-04T13:42:00Z,68.28,34.86
2025-10-04T13:43:00Z,64.43,35.00
2025-10-04T13:44:00Z,64.43,35.81
2025-10-04T13:45:00Z,64.43,36.27
2025-10-04T13:46:00Z,69.62,34.67
2025-10-04T13:47:00Z,68.94,32.41
2025-10-04T13:48:00Z,67.26,34.83
2025-10-04T13:49:00Z,62.00,38.41
2025-10-04T13:50:00Z,64.09,36.23
2025-10-04T13:51:00Z,66.97,34.94
2025-10-04T13:52:00Z,65.30,33.00
2025-10-04T13:53:00Z,65.74,37.00
2025-10-04T13:54:00Z,63.26,38.80
2025-10-04T13:55:00Z,60.00,40.07
2025-10-04T13:56:00Z,61.02,37.72
2025-10-04T13:57:00Z,66.20,33.11
2025-10-04T13:58:00Z,69.00,33.00
2025-10-04T13:59:00Z,68.00,33.00
2025-10-04T14:00:00Z,68.18,34.79
2025-10-04T14:01:00Z,63.01,36.82
2025-10-04T14:02:00Z,62.69,38.00
2025-10-04T14:03:00Z,66.91,31.05
2025-10-04T14:04:00Z,66.51,35.36
2025-10-04T14:05:00Z,67.53,36.86
2025-10-04T14:06:00Z,67.00,34.19
2025-10-04T14:07:00Z,67.31,36.01
2025-10-04T14:08:00Z,67.31,35.45
2025-10-04T14:09:00Z,63.63,39.00
2025-10-04T14:10:00Z,65.49,34.70
2025-10-04T14:11:00Z,70.05,35.70
2025-10-04T14:12:00Z,67.83,36.64
2025-10-04T14:13:00Z,67.83,37.61
2025-10-04T14:14:00Z,69.00,32.02
2025-10-04T14:15:00Z,69.00,29.83
2025-10-04T14:16:00Z,74.87,26.24
2025-10-04T14:17:00Z,76.80,25.60
2025-10-04T14:18:00Z,75.39,25.52
2025-10-04T14:19:00Z,89.34,8.91
2025-10-04T14:20:00Z,97.47,3.98
2025-10-04T14:21:00Z,97.86,2.64
2025-10-04T14:22:00Z,99.00,1.00
2025-10-04T14:24:00Z,99.00,1.00
2025-10-04T14:25:00Z,99.00,1.00
