# event_ticker=KXATPCHALLENGERMATCH-26APR29FAUGOF
# final_score=6-1 6-4
# match_winner=Thomas Faurel
# fav_player=Thomas Faurel
# dog_player=David Goffin
# kalshi_date=2026-04-29
timestamp,Thomas Faurel,David Goffin
2026-04-29T03:03:00Z,41.00,
2026-04-29T03:04:00Z,39.00,
2026-04-29T03:05:00Z,39.00,60.00
2026-04-29T03:07:00Z,41.00,60.00
2026-04-29T03:11:00Z,42.00,60.00
2026-04-29T03:33:00Z,39.25,60.00
2026-04-29T03:35:00Z,41.87,60.00
2026-04-29T03:43:00Z,41.87,60.00
2026-04-29T03:44:00Z,42.00,59.00
2026-04-29T04:26:00Z,41.50,59.00
2026-04-29T04:29:00Z,41.50,59.00
2026-04-29T04:54:00Z,42.00,59.00
2026-04-29T05:11:00Z,42.00,59.00
2026-04-29T05:19:00Z,41.00,59.00
2026-04-29T05:42:00Z,41.00,59.00
2026-04-29T05:54:00Z,42.00,59.00
2026-04-29T06:26:00Z,42.00,59.00
2026-04-29T06:27:00Z,42.00,59.00
2026-04-29T06:30:00Z,42.00,59.00
2026-04-29T06:37:00Z,42.00,59.00
2026-04-29T06:43:00Z,42.00,59.00
2026-04-29T07:56:00Z,42.00,59.00
2026-04-29T07:59:00Z,42.00,59.00
2026-04-29T08:05:00Z,41.00,59.00
2026-04-29T08:32:00Z,41.00,59.00
2026-04-29T10:39:00Z,41.00,60.00
2026-04-29T10:42:00Z,41.00,60.00
2026-04-29T11:13:00Z,41.00,60.00
2026-04-29T11:35:00Z,41.00,60.00
2026-04-29T11:39:00Z,41.00,60.00
2026-04-29T12:07:00Z,41.00,60.00
2026-04-29T12:09:00Z,41.00,60.00
2026-04-29T12:10:00Z,42.00,60.00
2026-04-29T12:18:00Z,42.00,60.00
2026-04-29T12:46:00Z,42.00,60.00
2026-04-29T13:16:00Z,42.00,60.00
2026-04-29T13:31:00Z,42.00,60.00
2026-04-29T13:40:00Z,42.00,60.00
2026-04-29T13:52:00Z,41.00,60.00
2026-04-29T13:53:00Z,41.00,60.15
2026-04-29T13:55:00Z,41.00,60.68
2026-04-29T13:57:00Z,41.00,61.00
2026-04-29T13:58:00Z,41.00,61.00
2026-04-29T14:00:00Z,41.00,61.00
2026-04-29T14:01:00Z,41.00,61.00
2026-04-29T14:08:00Z,41.51,61.00
2026-04-29T14:16:00Z,41.51,60.00
2026-04-29T14:17:00Z,42.00,60.00
2026-04-29T14:18:00Z,42.00,60.59
2026-04-29T14:22:00Z,41.00,60.59
2026-04-29T14:24:00Z,41.00,61.60
2026-04-29T14:27:00Z,41.00,61.05
2026-04-29T14:30:00Z,41.00,61.00
2026-04-29T14:32:00Z,41.00,59.00
2026-04-29T14:33:00Z,41.00,59.00
2026-04-29T14:34:00Z,41.00,61.00
2026-04-29T14:35:00Z,40.00,62.00
2026-04-29T14:37:00Z,41.00,62.00
2026-04-29T14:40:00Z,41.00,62.00
2026-04-29T14:42:00Z,40.00,62.00
2026-04-29T14:44:00Z,40.00,62.00
2026-04-29T14:45:00Z,40.00,62.00
2026-04-29T14:46:00Z,40.00,62.00
2026-04-29T14:47:00Z,40.00,62.00
2026-04-29T14:48:00Z,40.00,62.00
2026-04-29T14:49:00Z,40.00,62.00
2026-04-29T14:50:00Z,40.00,62.00
2026-04-29T14:51:00Z,40.00,62.66
2026-04-29T14:52:00Z,41.08,57.28
2026-04-29T14:53:00Z,47.80,53.67
2026-04-29T14:54:00Z,51.83,50.26
2026-04-29T14:55:00Z,54.56,47.24
2026-04-29T14:56:00Z,61.77,41.79
2026-04-29T14:57:00Z,59.95,43.39
2026-04-29T14:58:00Z,60.55,40.61
2026-04-29T14:59:00Z,61.30,39.30
2026-04-29T15:00:00Z,61.96,38.44
2026-04-29T15:01:00Z,64.05,39.12
2026-04-29T15:02:00Z,65.86,34.88
2026-04-29T15:03:00Z,64.71,36.00
2026-04-29T15:04:00Z,60.19,40.98
2026-04-29T15:05:00Z,60.65,39.90
2026-04-29T15:06:00Z,64.95,37.68
2026-04-29T15:07:00Z,66.91,33.50
2026-04-29T15:08:00Z,68.76,32.41
2026-04-29T15:09:00Z,71.15,29.89
2026-04-29T15:10:00Z,74.17,27.58
2026-04-29T15:11:00Z,77.56,23.47
2026-04-29T15:12:00Z,78.70,21.99
2026-04-29T15:13:00Z,79.02,22.00
2026-04-29T15:14:00Z,79.93,21.92
2026-04-29T15:15:00Z,79.53,22.17
2026-04-29T15:16:00Z,78.73,23.00
2026-04-29T15:17:00Z,79.88,21.82
2026-04-29T15:18:00Z,85.30,15.30
2026-04-29T15:19:00Z,90.02,10.15
2026-04-29T15:20:00Z,90.05,10.76
2026-04-29T15:21:00Z,91.49,9.40
2026-04-29T15:22:00Z,93.93,7.37
2026-04-29T15:23:00Z,93.04,7.67
2026-04-29T15:24:00Z,91.85,8.65
2026-04-29T15:25:00Z,93.16,6.24
2026-04-29T15:26:00Z,96.75,3.16
2026-04-29T15:27:00Z,97.92,2.39
2026-04-29T15:28:00Z,98.88,1.84
2026-04-29T15:29:00Z,98.24,1.21
2026-04-29T15:30:00Z,98.86,1.76
2026-04-29T15:31:00Z,98.70,1.88
2026-04-29T15:32:00Z,98.70,1.79
2026-04-29T15:33:00Z,98.64,1.59
2026-04-29T15:34:00Z,97.66,1.35
2026-04-29T15:35:00Z,99.00,1.89
2026-04-29T15:36:00Z,98.00,1.43
2026-04-29T15:37:00Z,98.00,1.09
2026-04-29T15:38:00Z,98.30,1.00
2026-04-29T15:39:00Z,98.12,1.00
2026-04-29T15:40:00Z,98.79,1.00
2026-04-29T15:41:00Z,97.25,2.73
2026-04-29T15:42:00Z,95.89,3.94
2026-04-29T15:43:00Z,94.14,6.28
2026-04-29T15:44:00Z,93.74,6.67
2026-04-29T15:45:00Z,91.31,7.28
2026-04-29T15:46:00Z,91.44,8.98
2026-04-29T15:47:00Z,89.43,11.25
2026-04-29T15:48:00Z,86.19,13.87
2026-04-29T15:49:00Z,81.87,20.64
2026-04-29T15:50:00Z,84.83,15.16
2026-04-29T15:51:00Z,93.58,9.95
2026-04-29T15:52:00Z,86.54,13.49
2026-04-29T15:53:00Z,89.49,13.93
2026-04-29T15:54:00Z,90.58,11.88
2026-04-29T15:55:00Z,93.87,8.10
2026-04-29T15:56:00Z,94.45,4.94
2026-04-29T15:57:00Z,94.32,5.44
2026-04-29T15:58:00Z,93.00,7.79
2026-04-29T15:59:00Z,93.00,8.00
2026-04-29T16:00:00Z,93.70,6.20
2026-04-29T16:01:00Z,98.14,1.55
2026-04-29T16:02:00Z,98.57,1.57
2026-04-29T16:03:00Z,99.00,1.00
