# event_ticker=KXATPMATCH-25AUG24NAVGIR
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Mariano Navone
# fav_player=Marcos Giron
# dog_player=Mariano Navone
# kalshi_date=2025-08-24
timestamp,Marcos Giron,Mariano Navone
2025-08-24T13:53:00Z,47.00,
2025-08-24T14:03:00Z,48.00,
2025-08-24T14:05:00Z,48.00,55.00
2025-08-24T14:25:00Z,48.00,55.00
2025-08-24T16:10:00Z,47.00,55.00
2025-08-24T16:33:00Z,47.00,55.00
2025-08-24T16:44:00Z,47.00,55.00
2025-08-24T17:47:00Z,47.00,55.00
2025-08-24T17:49:00Z,47.00,55.00
2025-08-24T18:35:00Z,47.00,54.00
2025-08-24T19:49:00Z,48.00,54.00
2025-08-24T20:09:00Z,46.00,54.00
2025-08-24T20:22:00Z,46.00,54.00
2025-08-24T20:33:00Z,46.00,53.00
2025-08-24T20:38:00Z,46.00,53.00
2025-08-24T20:42:00Z,49.00,53.00
2025-08-24T20:43:00Z,49.00,53.00
2025-08-24T20:44:00Z,47.53,53.00
2025-08-24T20:52:00Z,47.53,54.00
2025-08-24T20:58:00Z,49.00,54.00
2025-08-24T21:02:00Z,49.00,53.00
2025-08-24T21:11:00Z,49.00,53.00
2025-08-24T21:23:00Z,49.00,53.00
2025-08-24T21:27:00Z,49.00,53.00
2025-08-24T21:29:00Z,49.00,53.00
2025-08-24T21:37:00Z,49.00,53.00
2025-08-24T21:41:00Z,49.00,54.00
2025-08-24T21:42:00Z,49.00,54.00
2025-08-24T21:46:00Z,49.00,54.00
2025-08-24T21:48:00Z,49.00,54.00
2025-08-24T21:51:00Z,49.00,54.00
2025-08-24T21:52:00Z,49.00,54.00
2025-08-24T21:53:00Z,49.00,54.00
2025-08-24T22:03:00Z,49.00,54.01
2025-08-24T22:08:00Z,49.00,54.00
2025-08-24T22:09:00Z,49.00,53.05
2025-08-24T22:10:00Z,49.00,54.00
2025-08-24T22:11:00Z,49.00,54.00
2025-08-24T22:12:00Z,48.00,54.00
2025-08-24T22:13:00Z,48.00,54.00
2025-08-24T22:15:00Z,48.00,54.00
2025-08-24T22:16:00Z,48.00,54.00
2025-08-24T22:17:00Z,49.31,53.00
2025-08-24T22:18:00Z,49.31,53.00
2025-08-24T22:22:00Z,49.31,55.72
2025-08-24T22:23:00Z,49.31,55.14
2025-08-24T22:24:00Z,51.00,55.14
2025-08-24T22:25:00Z,65.98,41.17
2025-08-24T22:26:00Z,69.00,46.00
2025-08-24T22:29:00Z,70.30,46.00
2025-08-24T22:30:00Z,65.00,46.00
2025-08-24T22:31:00Z,63.54,46.00
2025-08-24T22:32:00Z,61.00,46.00
2025-08-24T22:33:00Z,68.00,39.83
