# event_ticker=KXATPMATCH-26FEB25ZVEKEC
# final_score=6-3 6-7(3) 7-6(4)
# score_resolution=3-6 7-6 6-7
# match_winner=Miomir Kecmanovic
# fav_player=Alexander Zverev
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-02-25
timestamp,Alexander Zverev,Miomir Kecmanovic
2026-02-25T12:33:00Z,80.00,
2026-02-25T12:36:00Z,81.00,
2026-02-25T12:39:00Z,81.00,
2026-02-25T12:40:00Z,81.51,
2026-02-25T12:44:00Z,81.00,
2026-02-25T12:46:00Z,81.00,
2026-02-25T12:51:00Z,81.00,
2026-02-25T12:52:00Z,81.00,
2026-02-25T12:53:00Z,81.00,
2026-02-25T12:57:00Z,81.00,
2026-02-25T12:58:00Z,81.00,
2026-02-25T13:06:00Z,81.00,
2026-02-25T13:07:00Z,82.00,
2026-02-25T13:15:00Z,82.00,
2026-02-25T13:29:00Z,82.00,
2026-02-25T13:30:00Z,82.00,
2026-02-25T13:32:00Z,82.00,
2026-02-25T13:40:00Z,81.00,
2026-02-25T13:41:00Z,81.00,
2026-02-25T13:42:00Z,81.00,
2026-02-25T13:44:00Z,81.00,
2026-02-25T13:46:00Z,81.00,
2026-02-25T13:47:00Z,81.00,
2026-02-25T13:50:00Z,81.00,19.00
2026-02-25T13:54:00Z,81.00,19.00
2026-02-25T13:56:00Z,81.00,19.00
2026-02-25T13:57:00Z,81.00,19.00
2026-02-25T14:00:00Z,81.00,19.00
2026-02-25T14:06:00Z,81.00,19.00
2026-02-25T14:09:00Z,81.00,20.00
2026-02-25T14:11:00Z,81.00,20.00
2026-02-25T14:12:00Z,81.00,20.00
2026-02-25T14:14:00Z,81.00,20.00
2026-02-25T14:15:00Z,81.00,20.00
2026-02-25T14:19:00Z,81.00,19.00
2026-02-25T14:23:00Z,81.00,19.00
2026-02-25T14:29:00Z,81.00,19.00
2026-02-25T14:30:00Z,81.00,19.00
2026-02-25T14:31:00Z,81.00,19.00
2026-02-25T14:34:00Z,81.00,20.00
2026-02-25T14:35:00Z,81.00,20.00
2026-02-25T14:38:00Z,81.00,20.00
2026-02-25T14:40:00Z,81.00,20.00
2026-02-25T14:58:00Z,81.00,20.00
2026-02-25T15:00:00Z,80.00,20.00
2026-02-25T15:02:00Z,80.00,20.00
2026-02-25T15:03:00Z,80.00,20.00
2026-02-25T15:04:00Z,80.00,20.00
2026-02-25T15:05:00Z,80.00,20.00
2026-02-25T15:10:00Z,81.00,20.00
2026-02-25T15:11:00Z,81.00,20.00
2026-02-25T15:13:00Z,81.00,20.00
2026-02-25T15:14:00Z,81.00,20.00
2026-02-25T15:19:00Z,81.00,20.00
2026-02-25T15:20:00Z,81.00,20.00
2026-02-25T15:21:00Z,81.00,20.00
2026-02-25T15:22:00Z,81.00,20.00
2026-02-25T15:24:00Z,81.00,20.00
2026-02-25T15:25:00Z,81.00,20.00
2026-02-25T15:27:00Z,81.00,20.00
2026-02-25T15:28:00Z,81.00,20.00
2026-02-25T15:29:00Z,81.00,20.00
2026-02-25T15:41:00Z,81.00,20.00
2026-02-25T15:47:00Z,81.00,20.00
2026-02-25T15:49:00Z,81.00,20.00
2026-02-25T15:52:00Z,81.00,20.00
2026-02-25T15:53:00Z,81.00,20.00
2026-02-25T15:54:00Z,81.00,20.00
2026-02-25T16:00:00Z,81.00,20.00
2026-02-25T16:02:00Z,81.00,20.00
2026-02-25T16:04:00Z,81.00,20.00
2026-02-25T16:09:00Z,81.00,20.00
2026-02-25T16:12:00Z,81.00,20.00
2026-02-25T16:13:00Z,81.00,20.00
2026-02-25T16:14:00Z,81.00,20.00
2026-02-25T16:15:00Z,81.00,20.00
2026-02-25T16:16:00Z,80.55,20.00
2026-02-25T16:17:00Z,81.00,20.00
2026-02-25T16:20:00Z,81.00,20.00
