# event_ticker=KXATPMATCH-26JAN08MULGIR
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Marcos Giron
# fav_player=Alexandre Muller
# dog_player=Marcos Giron
# kalshi_date=2026-01-08
timestamp,Alexandre Muller,Marcos Giron
2026-01-07T17:55:00Z,,53.00
2026-01-07T20:50:00Z,48.00,53.00
2026-01-07T21:03:00Z,48.00,53.00
2026-01-07T21:09:00Z,48.00,53.00
2026-01-07T21:22:00Z,48.00,53.00
2026-01-07T21:24:00Z,48.00,53.00
2026-01-07T21:39:00Z,48.00,53.00
2026-01-07T22:11:00Z,48.00,53.00
2026-01-07T22:16:00Z,48.00,53.00
2026-01-07T23:10:00Z,48.00,53.00
2026-01-07T23:29:00Z,48.00,53.00
2026-01-07T23:53:00Z,48.00,53.00
2026-01-08T00:00:00Z,48.00,53.00
2026-01-08T00:04:00Z,48.00,53.00
2026-01-08T00:35:00Z,46.00,53.00
2026-01-08T00:36:00Z,46.00,53.00
2026-01-08T00:39:00Z,46.00,55.00
2026-01-08T00:40:00Z,46.00,55.00
2026-01-08T00:45:00Z,46.11,55.00
2026-01-08T00:51:00Z,46.11,55.00
2026-01-08T00:53:00Z,47.00,55.00
2026-01-08T00:54:00Z,47.00,55.00
2026-01-08T00:55:00Z,47.00,55.00
2026-01-08T00:57:00Z,47.00,55.00
2026-01-08T01:01:00Z,47.00,54.00
2026-01-08T01:30:00Z,47.00,55.00
2026-01-08T01:48:00Z,47.00,55.00
2026-01-08T01:51:00Z,47.00,54.00
2026-01-08T02:14:00Z,47.00,54.00
2026-01-08T02:16:00Z,47.00,53.00
2026-01-08T02:19:00Z,47.00,53.00
2026-01-08T02:25:00Z,48.00,54.00
2026-01-08T02:42:00Z,48.00,54.00
2026-01-08T02:46:00Z,48.00,54.00
2026-01-08T02:52:00Z,48.00,54.00
2026-01-08T03:14:00Z,48.00,54.00
2026-01-08T03:26:00Z,47.00,55.00
2026-01-08T03:31:00Z,47.00,55.00
2026-01-08T03:45:00Z,47.00,55.00
2026-01-08T03:48:00Z,47.00,55.00
2026-01-08T03:49:00Z,47.00,55.00
2026-01-08T03:51:00Z,47.00,55.00
2026-01-08T03:52:00Z,47.00,55.00
2026-01-08T03:53:00Z,47.00,55.00
2026-01-08T03:58:00Z,47.00,55.00
2026-01-08T04:00:00Z,47.00,55.00
2026-01-08T04:02:00Z,47.00,55.00
2026-01-08T04:03:00Z,47.00,55.00
2026-01-08T04:04:00Z,47.00,55.00
2026-01-08T04:05:00Z,45.91,55.00
2026-01-08T04:09:00Z,47.00,55.00
2026-01-08T04:10:00Z,47.00,55.00
2026-01-08T04:13:00Z,47.00,55.00
2026-01-08T04:14:00Z,47.00,55.00
2026-01-08T04:15:00Z,47.00,55.00
2026-01-08T04:18:00Z,47.00,55.00
2026-01-08T04:19:00Z,47.00,55.00
2026-01-08T04:22:00Z,47.00,55.00
2026-01-08T04:24:00Z,47.00,55.00
2026-01-08T04:27:00Z,47.00,55.00
2026-01-08T04:31:00Z,47.00,55.00
2026-01-08T04:34:00Z,46.00,55.00
2026-01-08T04:35:00Z,46.00,55.00
2026-01-08T04:38:00Z,46.00,55.00
2026-01-08T04:39:00Z,46.00,55.00
2026-01-08T04:40:00Z,46.00,55.00
2026-01-08T04:42:00Z,46.00,55.00
2026-01-08T04:47:00Z,46.00,55.00
2026-01-08T04:48:00Z,47.00,55.00
2026-01-08T04:49:00Z,47.00,55.00
2026-01-08T04:50:00Z,47.00,55.00
2026-01-08T04:52:00Z,47.00,53.15
2026-01-08T04:56:00Z,47.00,55.00
2026-01-08T04:58:00Z,46.00,55.00
2026-01-08T04:59:00Z,46.00,55.00
2026-01-08T05:01:00Z,46.00,55.00
2026-01-08T05:02:00Z,46.35,55.00
2026-01-08T05:08:00Z,47.00,55.00
2026-01-08T05:09:00Z,47.00,55.00
2026-01-08T05:11:00Z,47.00,55.00
2026-01-08T05:12:00Z,47.00,55.00
2026-01-08T05:14:00Z,47.00,55.00
2026-01-08T05:16:00Z,47.00,55.00
2026-01-08T05:17:00Z,47.00,55.00
2026-01-08T05:18:00Z,47.00,55.00
2026-01-08T05:19:00Z,47.00,55.00
2026-01-08T05:20:00Z,47.00,55.00
2026-01-08T05:21:00Z,47.00,55.00
2026-01-08T05:22:00Z,47.00,55.00
2026-01-08T05:23:00Z,47.00,55.00
2026-01-08T05:27:00Z,47.00,55.00
2026-01-08T05:28:00Z,47.00,55.00
2026-01-08T05:29:00Z,47.00,55.00
2026-01-08T05:30:00Z,47.00,55.00
2026-01-08T05:31:00Z,47.00,55.00
2026-01-08T05:32:00Z,47.00,55.00
2026-01-08T05:36:00Z,47.00,54.71
2026-01-08T05:37:00Z,47.00,53.57
2026-01-08T05:38:00Z,47.00,55.00
2026-01-08T05:39:00Z,46.56,53.01
2026-01-08T05:40:00Z,46.00,53.01
2026-01-08T05:41:00Z,46.00,53.01
2026-01-08T05:42:00Z,46.80,49.75
2026-01-08T05:43:00Z,60.37,44.60
2026-01-08T05:44:00Z,62.64,38.88
2026-01-08T05:45:00Z,58.18,43.70
2026-01-08T05:46:00Z,63.61,38.00
2026-01-08T05:47:00Z,63.96,36.80
2026-01-08T05:48:00Z,61.82,39.01
2026-01-08T05:49:00Z,62.00,40.00
2026-01-08T05:50:00Z,62.15,40.00
2026-01-08T05:51:00Z,64.22,36.65
2026-01-08T05:52:00Z,61.50,40.12
2026-01-08T05:53:00Z,60.30,40.97
2026-01-08T05:54:00Z,60.96,40.69
2026-01-08T05:55:00Z,55.78,44.77
2026-01-08T05:56:00Z,56.69,45.00
2026-01-08T05:57:00Z,52.73,45.23
2026-01-08T05:58:00Z,64.00,39.00
2026-01-08T05:59:00Z,60.36,40.91
2026-01-08T06:00:00Z,59.00,43.00
2026-01-08T06:01:00Z,59.00,41.03
2026-01-08T06:02:00Z,54.73,45.00
2026-01-08T06:03:00Z,47.17,53.30
2026-01-08T06:04:00Z,36.61,64.30
2026-01-08T06:05:00Z,36.07,64.50
2026-01-08T06:06:00Z,38.09,63.74
2026-01-08T06:07:00Z,33.47,65.00
2026-01-08T06:08:00Z,35.93,65.00
2026-01-08T06:09:00Z,35.21,65.68
2026-01-08T06:10:00Z,39.11,65.68
2026-01-08T06:11:00Z,44.10,54.81
2026-01-08T06:12:00Z,40.01,60.97
2026-01-08T06:13:00Z,38.71,63.00
2026-01-08T06:14:00Z,36.61,65.00
2026-01-08T06:15:00Z,36.00,64.40
2026-01-08T06:16:00Z,33.02,66.98
2026-01-08T06:17:00Z,30.89,68.26
2026-01-08T06:18:00Z,22.09,80.42
2026-01-08T06:19:00Z,17.68,83.00
2026-01-08T06:20:00Z,17.91,84.33
2026-01-08T06:21:00Z,14.79,86.71
2026-01-08T06:22:00Z,13.60,87.99
2026-01-08T06:23:00Z,10.88,90.90
2026-01-08T06:24:00Z,7.39,92.90
2026-01-08T06:25:00Z,5.39,94.82
2026-01-08T06:26:00Z,7.29,94.84
2026-01-08T06:27:00Z,7.67,93.11
2026-01-08T06:28:00Z,6.70,93.48
2026-01-08T06:29:00Z,5.10,96.00
2026-01-08T06:30:00Z,13.70,91.20
2026-01-08T06:31:00Z,15.35,84.45
2026-01-08T06:32:00Z,16.86,82.58
2026-01-08T06:33:00Z,17.34,84.05
2026-01-08T06:34:00Z,14.17,87.33
2026-01-08T06:35:00Z,12.74,86.02
2026-01-08T06:36:00Z,17.08,85.47
2026-01-08T06:37:00Z,22.04,77.72
2026-01-08T06:38:00Z,23.62,76.05
2026-01-08T06:39:00Z,18.51,82.08
2026-01-08T06:40:00Z,19.29,82.20
2026-01-08T06:41:00Z,14.91,85.00
2026-01-08T06:42:00Z,15.51,85.00
2026-01-08T06:43:00Z,17.28,83.00
2026-01-08T06:44:00Z,20.72,77.99
2026-01-08T06:45:00Z,20.22,80.23
2026-01-08T06:46:00Z,18.99,81.44
2026-01-08T06:47:00Z,16.23,82.01
2026-01-08T06:48:00Z,15.98,84.32
2026-01-08T06:49:00Z,16.45,83.62
2026-01-08T06:50:00Z,18.00,82.28
2026-01-08T06:51:00Z,14.80,86.33
2026-01-08T06:52:00Z,19.20,80.48
2026-01-08T06:53:00Z,20.89,80.48
2026-01-08T06:54:00Z,23.93,78.09
2026-01-08T06:55:00Z,27.84,72.71
2026-01-08T06:56:00Z,35.67,66.22
2026-01-08T06:57:00Z,45.59,55.76
2026-01-08T06:58:00Z,45.50,56.25
2026-01-08T06:59:00Z,44.03,60.59
2026-01-08T07:00:00Z,23.91,71.78
2026-01-08T07:01:00Z,23.22,76.09
2026-01-08T07:02:00Z,19.11,81.46
2026-01-08T07:03:00Z,16.78,84.35
2026-01-08T07:04:00Z,16.76,84.42
2026-01-08T07:05:00Z,16.97,84.91
2026-01-08T07:06:00Z,21.49,81.54
2026-01-08T07:07:00Z,22.00,83.61
2026-01-08T07:08:00Z,24.64,78.28
2026-01-08T07:09:00Z,20.10,81.18
2026-01-08T07:10:00Z,17.45,83.55
2026-01-08T07:11:00Z,8.32,89.63
2026-01-08T07:12:00Z,5.45,96.92
2026-01-08T07:13:00Z,9.12,91.51
2026-01-08T07:14:00Z,8.65,91.54
2026-01-08T07:15:00Z,11.01,85.57
2026-01-08T07:16:00Z,10.31,90.92
2026-01-08T07:17:00Z,1.32,98.95
2026-01-08T07:18:00Z,1.32,99.00
2026-01-08T07:19:00Z,1.00,99.00
2026-01-08T07:20:00Z,1.00,99.00
2026-01-08T07:21:00Z,1.00,99.00
