# event_ticker=KXATPCHALLENGERMATCH-26MAR03MAXWEN
# final_score=4-6 6-1 6-3
# match_winner=Harry Wendelken
# fav_player=Harry Wendelken
# dog_player=Lui Maxted
# kalshi_date=2026-03-03
timestamp,Harry Wendelken,Lui Maxted
2026-03-03T01:50:00Z,,53.00
2026-03-03T01:51:00Z,,53.00
2026-03-03T02:02:00Z,,53.00
2026-03-03T02:28:00Z,,54.00
2026-03-03T03:06:00Z,,54.00
2026-03-03T04:12:00Z,48.73,54.00
2026-03-03T04:13:00Z,49.00,54.00
2026-03-03T04:19:00Z,49.00,54.00
2026-03-03T04:21:00Z,49.00,54.00
2026-03-03T04:29:00Z,49.00,54.00
2026-03-03T04:35:00Z,49.00,54.00
2026-03-03T04:38:00Z,49.00,54.00
2026-03-03T04:45:00Z,49.00,50.24
2026-03-03T04:46:00Z,49.00,52.31
2026-03-03T05:01:00Z,50.00,52.31
2026-03-03T05:05:00Z,50.00,53.00
2026-03-03T05:06:00Z,50.00,53.00
2026-03-03T05:18:00Z,50.00,53.00
2026-03-03T05:23:00Z,50.00,53.00
2026-03-03T05:24:00Z,50.00,54.00
2026-03-03T05:25:00Z,50.00,55.00
2026-03-03T05:28:00Z,50.00,56.00
2026-03-03T05:31:00Z,47.00,56.00
2026-03-03T05:47:00Z,47.00,52.00
2026-03-03T05:49:00Z,47.00,51.00
2026-03-03T05:50:00Z,47.00,52.00
2026-03-03T05:52:00Z,47.00,52.00
2026-03-03T05:54:00Z,50.00,52.00
2026-03-03T05:55:00Z,50.00,52.00
2026-03-03T05:58:00Z,50.00,52.00
2026-03-03T06:01:00Z,50.00,52.00
2026-03-03T06:02:00Z,50.00,52.00
2026-03-03T06:06:00Z,50.00,52.00
2026-03-03T06:09:00Z,50.00,52.00
2026-03-03T06:11:00Z,50.00,52.00
2026-03-03T06:14:00Z,50.00,52.00
2026-03-03T06:15:00Z,50.00,52.00
2026-03-03T06:16:00Z,50.00,51.00
2026-03-03T06:19:00Z,50.00,52.00
2026-03-03T06:20:00Z,50.00,52.00
2026-03-03T06:22:00Z,50.00,52.00
2026-03-03T06:23:00Z,50.00,52.00
2026-03-03T06:28:00Z,50.00,52.91
2026-03-03T06:30:00Z,50.00,52.91
2026-03-03T06:33:00Z,50.00,52.91
2026-03-03T06:34:00Z,50.00,52.00
2026-03-03T06:36:00Z,50.00,53.00
2026-03-03T06:42:00Z,49.00,53.00
2026-03-03T06:43:00Z,49.00,53.00
2026-03-03T06:45:00Z,49.00,53.00
2026-03-03T06:46:00Z,49.00,53.00
2026-03-03T06:48:00Z,49.00,53.00
2026-03-03T06:49:00Z,49.00,53.00
2026-03-03T06:50:00Z,49.00,53.00
2026-03-03T06:51:00Z,49.00,53.00
2026-03-03T06:56:00Z,49.00,53.00
2026-03-03T06:57:00Z,49.00,53.00
2026-03-03T06:59:00Z,49.00,53.00
2026-03-03T07:02:00Z,49.00,53.00
2026-03-03T07:03:00Z,49.00,52.00
2026-03-03T07:04:00Z,49.00,52.00
2026-03-03T07:07:00Z,49.00,53.00
2026-03-03T07:10:00Z,49.00,54.00
2026-03-03T07:11:00Z,48.00,54.00
2026-03-03T07:13:00Z,48.00,54.00
2026-03-03T07:18:00Z,48.00,54.00
2026-03-03T07:19:00Z,49.00,54.00
2026-03-03T07:23:00Z,49.00,52.27
2026-03-03T07:33:00Z,49.00,53.00
2026-03-03T07:47:00Z,49.00,55.00
2026-03-03T07:51:00Z,48.00,55.00
2026-03-03T07:54:00Z,48.00,55.00
2026-03-03T07:58:00Z,48.00,53.00
2026-03-03T08:01:00Z,48.00,53.00
2026-03-03T08:02:00Z,48.00,53.00
2026-03-03T08:03:00Z,50.00,53.66
2026-03-03T08:04:00Z,50.00,53.81
2026-03-03T08:05:00Z,50.00,53.00
2026-03-03T08:06:00Z,50.00,53.00
2026-03-03T08:07:00Z,49.00,53.36
2026-03-03T08:08:00Z,49.00,53.36
2026-03-03T08:09:00Z,49.00,53.36
2026-03-03T08:10:00Z,49.00,55.10
2026-03-03T08:11:00Z,44.00,55.10
2026-03-03T08:12:00Z,44.00,59.00
2026-03-03T08:13:00Z,45.00,57.81
2026-03-03T08:14:00Z,43.95,57.81
2026-03-03T08:15:00Z,44.00,57.00
2026-03-03T08:16:00Z,41.00,57.00
2026-03-03T08:17:00Z,37.00,69.23
2026-03-03T08:18:00Z,34.69,66.66
2026-03-03T08:19:00Z,34.69,67.00
2026-03-03T08:20:00Z,30.00,72.99
2026-03-03T08:21:00Z,33.00,68.35
2026-03-03T08:22:00Z,34.23,66.93
2026-03-03T08:23:00Z,34.23,63.54
2026-03-03T08:24:00Z,34.23,61.00
2026-03-03T08:25:00Z,37.00,64.00
2026-03-03T08:26:00Z,39.52,63.00
2026-03-03T08:27:00Z,35.53,66.77
2026-03-03T08:28:00Z,36.00,66.77
2026-03-03T08:29:00Z,39.96,65.01
2026-03-03T08:30:00Z,41.00,62.00
2026-03-03T08:31:00Z,41.00,61.42
2026-03-03T08:32:00Z,37.00,61.08
2026-03-03T08:33:00Z,37.00,58.52
2026-03-03T08:34:00Z,42.41,59.52
2026-03-03T08:35:00Z,42.41,54.72
2026-03-03T08:36:00Z,48.00,57.93
2026-03-03T08:37:00Z,48.00,50.06
2026-03-03T08:38:00Z,45.91,58.88
2026-03-03T08:39:00Z,38.00,63.00
2026-03-03T08:40:00Z,37.17,63.00
2026-03-03T08:41:00Z,40.00,62.00
2026-03-03T08:42:00Z,38.00,62.00
2026-03-03T08:43:00Z,38.00,62.00
2026-03-03T08:44:00Z,40.00,58.00
2026-03-03T08:47:00Z,40.00,52.00
2026-03-03T08:48:00Z,42.07,58.82
2026-03-03T08:49:00Z,48.83,51.65
2026-03-03T08:50:00Z,47.00,51.65
2026-03-03T08:51:00Z,46.68,58.00
2026-03-03T08:52:00Z,40.00,62.00
2026-03-03T08:53:00Z,40.00,60.00
2026-03-03T08:54:00Z,41.62,59.27
2026-03-03T08:56:00Z,45.72,59.27
2026-03-03T08:57:00Z,48.00,59.27
2026-03-03T08:58:00Z,57.58,40.34
2026-03-03T08:59:00Z,60.10,44.09
2026-03-03T09:00:00Z,57.80,39.99
2026-03-03T09:01:00Z,55.46,49.32
2026-03-03T09:02:00Z,46.05,56.29
2026-03-03T09:03:00Z,48.99,59.36
2026-03-03T09:04:00Z,43.09,59.00
2026-03-03T09:05:00Z,37.22,61.90
2026-03-03T09:06:00Z,28.80,71.55
2026-03-03T09:07:00Z,30.66,70.00
2026-03-03T09:08:00Z,25.99,73.00
2026-03-03T09:09:00Z,30.86,71.43
2026-03-03T09:10:00Z,27.54,77.03
2026-03-03T09:11:00Z,22.04,79.10
2026-03-03T09:12:00Z,21.78,79.00
2026-03-03T09:13:00Z,18.84,81.98
2026-03-03T09:14:00Z,21.58,73.85
2026-03-03T09:15:00Z,18.34,82.00
2026-03-03T09:16:00Z,20.06,79.01
2026-03-03T09:17:00Z,18.00,79.01
2026-03-03T09:18:00Z,18.77,82.01
2026-03-03T09:19:00Z,19.49,80.01
2026-03-03T09:20:00Z,22.38,77.02
2026-03-03T09:21:00Z,22.53,78.00
2026-03-03T09:22:00Z,22.08,78.00
2026-03-03T09:23:00Z,23.00,78.40
2026-03-03T09:24:00Z,32.63,69.56
2026-03-03T09:25:00Z,33.72,66.00
2026-03-03T09:26:00Z,36.65,62.75
2026-03-03T09:27:00Z,37.00,65.00
2026-03-03T09:28:00Z,39.00,61.04
2026-03-03T09:29:00Z,42.00,61.04
2026-03-03T09:30:00Z,44.99,61.04
2026-03-03T09:31:00Z,46.49,54.61
2026-03-03T09:32:00Z,39.84,56.77
2026-03-03T09:33:00Z,44.31,56.01
2026-03-03T09:34:00Z,46.85,56.15
2026-03-03T09:35:00Z,48.44,53.99
2026-03-03T09:36:00Z,46.11,54.29
2026-03-03T09:37:00Z,50.28,55.00
2026-03-03T09:38:00Z,54.18,47.00
2026-03-03T09:39:00Z,55.00,45.71
2026-03-03T09:40:00Z,57.80,43.00
2026-03-03T09:41:00Z,59.21,41.91
2026-03-03T09:42:00Z,59.67,41.13
2026-03-03T09:43:00Z,61.40,41.13
2026-03-03T09:44:00Z,60.45,38.82
2026-03-03T09:45:00Z,63.76,38.00
2026-03-03T09:46:00Z,62.86,38.00
2026-03-03T09:47:00Z,63.08,38.00
2026-03-03T09:48:00Z,63.00,37.98
2026-03-03T09:49:00Z,61.76,41.54
2026-03-03T09:50:00Z,58.63,43.00
2026-03-03T09:51:00Z,61.59,39.01
2026-03-03T09:52:00Z,68.25,31.93
2026-03-03T09:53:00Z,68.33,32.00
2026-03-03T09:54:00Z,72.22,32.36
2026-03-03T09:55:00Z,74.94,31.17
2026-03-03T09:56:00Z,81.91,17.18
2026-03-03T09:57:00Z,86.68,14.79
2026-03-03T09:58:00Z,90.80,12.68
2026-03-03T09:59:00Z,92.91,7.52
2026-03-03T10:00:00Z,92.34,8.03
2026-03-03T10:01:00Z,94.00,7.30
2026-03-03T10:02:00Z,95.86,4.16
2026-03-03T10:03:00Z,96.72,4.97
2026-03-03T10:04:00Z,98.86,1.35
2026-03-03T10:05:00Z,98.77,1.97
2026-03-03T10:06:00Z,97.92,2.06
2026-03-03T10:07:00Z,97.28,4.05
2026-03-03T10:08:00Z,95.00,4.95
2026-03-03T10:09:00Z,97.99,2.05
2026-03-03T10:10:00Z,97.88,4.00
2026-03-03T10:11:00Z,96.70,3.04
2026-03-03T10:12:00Z,97.23,4.09
2026-03-03T10:13:00Z,96.12,4.03
2026-03-03T10:14:00Z,96.81,5.80
2026-03-03T10:15:00Z,96.01,4.06
2026-03-03T10:16:00Z,93.29,7.73
2026-03-03T10:17:00Z,92.54,8.31
2026-03-03T10:18:00Z,91.31,10.33
2026-03-03T10:19:00Z,88.99,10.58
2026-03-03T10:20:00Z,92.00,8.55
2026-03-03T10:21:00Z,90.83,11.33
2026-03-03T10:22:00Z,89.68,11.02
2026-03-03T10:23:00Z,87.88,12.90
2026-03-03T10:24:00Z,82.09,15.21
2026-03-03T10:25:00Z,82.49,14.05
2026-03-03T10:26:00Z,91.48,10.63
2026-03-03T10:27:00Z,95.59,5.79
2026-03-03T10:28:00Z,95.18,4.02
2026-03-03T10:29:00Z,96.24,3.15
2026-03-03T10:30:00Z,98.73,1.99
2026-03-03T10:31:00Z,98.88,2.00
2026-03-03T10:32:00Z,96.59,3.56
2026-03-03T10:33:00Z,97.03,5.94
2026-03-03T10:34:00Z,93.84,7.19
2026-03-03T10:35:00Z,93.51,6.86
2026-03-03T10:36:00Z,98.06,2.70
2026-03-03T10:37:00Z,99.00,1.91
2026-03-03T10:38:00Z,99.00,1.91
2026-03-03T10:39:00Z,99.00,1.91
2026-03-03T10:40:00Z,99.00,1.91
2026-03-03T10:41:00Z,99.00,1.91
2026-03-03T10:42:00Z,99.00,1.91
