# event_ticker=KXATPMATCH-26APR22MACCOM
# final_score=3-6 7-6(3) 6-3
# score_resolution=3-6 7-6 6-3
# match_winner=Tomas Machac
# fav_player=Tomas Machac
# dog_player=Francisco Comesana
# kalshi_date=2026-04-22
timestamp,Tomas Machac,Francisco Comesana
2026-04-22T05:22:00Z,68.00,
2026-04-22T05:24:00Z,68.00,
2026-04-22T05:26:00Z,68.00,
2026-04-22T05:27:00Z,68.00,
2026-04-22T05:28:00Z,68.00,
2026-04-22T05:31:00Z,68.00,
2026-04-22T05:37:00Z,68.00,
2026-04-22T05:41:00Z,68.00,34.00
2026-04-22T05:42:00Z,68.00,34.00
2026-04-22T05:45:00Z,68.00,34.00
2026-04-22T05:47:00Z,68.00,34.00
2026-04-22T05:52:00Z,68.00,33.00
2026-04-22T05:53:00Z,68.00,34.00
2026-04-22T05:56:00Z,68.00,34.00
2026-04-22T05:59:00Z,68.00,34.00
2026-04-22T06:03:00Z,68.00,34.00
2026-04-22T06:05:00Z,68.00,34.00
2026-04-22T06:18:00Z,68.00,34.00
2026-04-22T06:22:00Z,68.00,34.00
2026-04-22T06:27:00Z,68.00,34.00
2026-04-22T06:29:00Z,68.00,34.00
2026-04-22T06:40:00Z,68.00,34.00
2026-04-22T06:44:00Z,68.00,34.00
2026-04-22T06:48:00Z,68.00,34.00
2026-04-22T06:49:00Z,68.00,34.00
2026-04-22T06:50:00Z,68.00,34.00
2026-04-22T06:53:00Z,68.00,33.00
2026-04-22T06:56:00Z,68.00,33.00
2026-04-22T07:02:00Z,68.00,33.00
2026-04-22T07:08:00Z,68.00,33.00
2026-04-22T07:10:00Z,67.00,33.00
2026-04-22T07:13:00Z,67.00,33.00
2026-04-22T07:26:00Z,67.00,33.00
2026-04-22T07:28:00Z,67.00,33.00
2026-04-22T07:32:00Z,67.00,33.00
2026-04-22T07:51:00Z,67.00,33.00
2026-04-22T08:02:00Z,67.00,33.00
2026-04-22T08:15:00Z,67.00,33.00
2026-04-22T08:20:00Z,67.00,33.00
2026-04-22T08:24:00Z,67.00,34.00
2026-04-22T08:33:00Z,67.00,34.00
2026-04-22T08:34:00Z,67.00,34.00
2026-04-22T08:44:00Z,67.00,34.00
2026-04-22T08:47:00Z,67.00,34.00
2026-04-22T08:49:00Z,67.00,34.00
2026-04-22T08:52:00Z,67.00,34.00
2026-04-22T08:58:00Z,67.00,34.00
2026-04-22T09:14:00Z,67.00,34.00
2026-04-22T09:16:00Z,67.00,34.00
2026-04-22T09:22:00Z,67.00,34.00
2026-04-22T09:25:00Z,67.00,34.00
2026-04-22T09:27:00Z,67.00,34.00
2026-04-22T09:28:00Z,67.00,34.00
2026-04-22T10:05:00Z,67.00,34.00
2026-04-22T10:09:00Z,67.00,34.00
2026-04-22T10:12:00Z,67.00,34.00
2026-04-22T10:13:00Z,67.00,34.00
2026-04-22T10:25:00Z,67.00,34.00
2026-04-22T10:38:00Z,68.00,34.00
2026-04-22T10:44:00Z,68.00,34.00
2026-04-22T10:49:00Z,68.00,34.00
2026-04-22T10:55:00Z,68.00,34.00
2026-04-22T10:59:00Z,68.00,34.00
2026-04-22T11:00:00Z,68.00,34.00
2026-04-22T11:01:00Z,68.00,34.00
2026-04-22T11:03:00Z,68.00,34.00
2026-04-22T11:13:00Z,68.00,34.00
2026-04-22T11:23:00Z,68.00,34.00
2026-04-22T11:35:00Z,68.00,34.00
2026-04-22T11:41:00Z,68.00,34.00
2026-04-22T11:45:00Z,68.00,34.00
2026-04-22T11:46:00Z,68.00,34.00
2026-04-22T11:47:00Z,68.00,34.00
2026-04-22T11:48:00Z,68.00,34.00
2026-04-22T11:51:00Z,68.00,34.00
2026-04-22T11:56:00Z,68.00,34.00
2026-04-22T12:02:00Z,68.00,34.00
2026-04-22T12:08:00Z,68.00,34.00
2026-04-22T12:10:00Z,68.00,34.00
2026-04-22T12:12:00Z,68.00,34.00
2026-04-22T12:18:00Z,68.00,34.00
