# event_ticker=KXATPCHALLENGERMATCH-26MAR17ARNPUR
# final_score=6-3 4-6 6-4
# score_resolution=3-6 6-4 4-6
# match_winner=Gilles Arnaud Bailly
# fav_player=Saba Purtseladze
# dog_player=Gilles Arnaud Bailly
# kalshi_date=2026-03-17
timestamp,Saba Purtseladze,Gilles Arnaud Bailly
2026-03-17T04:37:00Z,19.33,
2026-03-17T05:49:00Z,19.33,85.00
2026-03-17T06:10:00Z,19.33,84.00
2026-03-17T06:57:00Z,17.00,84.00
2026-03-17T07:24:00Z,17.00,84.99
2026-03-17T08:09:00Z,17.00,84.99
2026-03-17T08:16:00Z,17.00,84.00
2026-03-17T09:27:00Z,17.00,84.00
2026-03-17T09:43:00Z,17.00,84.00
2026-03-17T10:28:00Z,17.00,84.67
2026-03-17T10:42:00Z,17.00,85.54
2026-03-17T11:11:00Z,16.00,85.00
2026-03-17T11:23:00Z,17.00,85.00
2026-03-17T11:30:00Z,16.00,85.14
2026-03-17T12:18:00Z,16.00,85.14
2026-03-17T12:30:00Z,16.00,85.00
2026-03-17T12:34:00Z,16.00,86.00
2026-03-17T12:39:00Z,17.00,86.00
2026-03-17T12:41:00Z,17.00,86.00
2026-03-17T12:43:00Z,17.00,86.00
2026-03-17T13:07:00Z,16.00,86.00
2026-03-17T13:16:00Z,16.00,87.00
2026-03-17T13:24:00Z,17.00,87.00
2026-03-17T13:27:00Z,18.00,87.00
2026-03-17T13:28:00Z,18.00,87.00
2026-03-17T13:31:00Z,18.00,87.00
2026-03-17T13:35:00Z,18.00,81.00
2026-03-17T13:37:00Z,20.19,81.00
2026-03-17T13:38:00Z,16.00,81.00
2026-03-17T13:42:00Z,19.00,81.00
2026-03-17T13:44:00Z,14.00,81.00
2026-03-17T13:54:00Z,18.00,81.00
2026-03-17T13:57:00Z,18.00,81.00
2026-03-17T14:03:00Z,19.00,81.00
2026-03-17T14:04:00Z,20.00,81.00
2026-03-17T14:10:00Z,20.00,81.00
2026-03-17T14:11:00Z,22.00,80.00
2026-03-17T14:13:00Z,15.90,84.00
2026-03-17T14:14:00Z,15.90,84.94
2026-03-17T14:20:00Z,21.00,81.57
2026-03-17T14:24:00Z,16.00,81.57
2026-03-17T14:30:00Z,16.00,85.00
2026-03-17T14:37:00Z,20.08,80.23
2026-03-17T14:40:00Z,22.65,80.14
2026-03-17T14:41:00Z,17.71,80.14
2026-03-17T14:47:00Z,16.00,80.14
2026-03-17T14:48:00Z,19.11,82.00
2026-03-17T14:49:00Z,24.35,82.00
2026-03-17T14:50:00Z,21.00,82.00
2026-03-17T14:53:00Z,15.81,85.65
2026-03-17T14:54:00Z,24.46,82.26
2026-03-17T14:55:00Z,15.26,82.00
2026-03-17T14:56:00Z,28.14,77.71
2026-03-17T14:57:00Z,28.40,75.05
2026-03-17T14:58:00Z,18.12,82.02
2026-03-17T14:59:00Z,17.87,84.78
2026-03-17T15:00:00Z,14.00,86.03
2026-03-17T15:01:00Z,14.00,86.03
2026-03-17T15:02:00Z,15.90,86.03
2026-03-17T15:03:00Z,9.11,89.35
2026-03-17T15:04:00Z,8.24,91.89
2026-03-17T15:05:00Z,5.48,93.54
2026-03-17T15:06:00Z,6.34,94.00
2026-03-17T15:07:00Z,6.34,94.92
2026-03-17T15:08:00Z,6.60,94.81
2026-03-17T15:09:00Z,7.92,94.81
2026-03-17T15:10:00Z,12.97,90.06
2026-03-17T15:11:00Z,13.69,89.00
2026-03-17T15:12:00Z,14.97,87.00
2026-03-17T15:13:00Z,13.30,89.00
2026-03-17T15:14:00Z,9.00,92.26
2026-03-17T15:15:00Z,7.00,92.26
2026-03-17T15:16:00Z,5.81,94.00
2026-03-17T15:17:00Z,7.00,94.65
2026-03-17T15:18:00Z,6.00,95.00
2026-03-17T15:19:00Z,5.57,95.00
2026-03-17T15:20:00Z,5.00,95.87
2026-03-17T15:21:00Z,5.42,95.42
2026-03-17T15:22:00Z,6.00,95.00
2026-03-17T15:23:00Z,6.60,95.00
2026-03-17T15:24:00Z,4.46,95.77
2026-03-17T15:25:00Z,6.00,95.00
2026-03-17T15:26:00Z,6.01,95.00
2026-03-17T15:27:00Z,5.82,94.37
2026-03-17T15:28:00Z,5.00,94.37
2026-03-17T15:29:00Z,5.00,96.00
2026-03-17T15:30:00Z,5.54,95.00
2026-03-17T15:32:00Z,6.58,95.00
2026-03-17T15:33:00Z,4.95,95.32
2026-03-17T15:34:00Z,5.82,95.32
2026-03-17T15:35:00Z,5.53,95.00
2026-03-17T15:36:00Z,5.53,94.36
2026-03-17T15:37:00Z,7.00,94.36
2026-03-17T15:38:00Z,6.99,92.01
2026-03-17T15:39:00Z,6.99,95.00
2026-03-17T15:40:00Z,5.62,95.14
2026-03-17T15:41:00Z,5.17,93.71
2026-03-17T15:42:00Z,6.00,95.00
2026-03-17T15:43:00Z,6.42,95.00
2026-03-17T15:44:00Z,6.00,94.41
2026-03-17T15:45:00Z,5.25,94.41
2026-03-17T15:46:00Z,5.00,95.00
2026-03-17T15:47:00Z,6.36,94.00
2026-03-17T15:48:00Z,8.30,93.57
2026-03-17T15:49:00Z,8.78,89.88
2026-03-17T15:50:00Z,13.30,89.88
2026-03-17T15:51:00Z,12.80,88.00
2026-03-17T15:52:00Z,11.21,92.19
2026-03-17T15:53:00Z,12.99,87.43
2026-03-17T15:54:00Z,11.85,89.67
2026-03-17T15:55:00Z,7.38,91.00
2026-03-17T15:56:00Z,9.66,91.00
2026-03-17T15:57:00Z,5.59,93.81
2026-03-17T15:58:00Z,4.00,93.81
2026-03-17T15:59:00Z,6.27,95.00
2026-03-17T16:00:00Z,5.30,95.01
2026-03-17T16:01:00Z,6.02,95.00
2026-03-17T16:02:00Z,3.44,96.97
2026-03-17T16:03:00Z,7.93,94.72
2026-03-17T16:04:00Z,6.98,94.72
2026-03-17T16:05:00Z,6.26,94.43
2026-03-17T16:06:00Z,8.96,93.83
2026-03-17T16:07:00Z,5.01,93.60
2026-03-17T16:08:00Z,8.80,92.92
2026-03-17T16:09:00Z,8.18,92.00
2026-03-17T16:10:00Z,8.00,93.89
2026-03-17T16:11:00Z,6.00,92.98
2026-03-17T16:12:00Z,5.89,94.00
2026-03-17T16:13:00Z,6.94,95.01
