# event_ticker=KXATPCHALLENGERMATCH-26MAR15GIRQUI
# final_score=7-6(1) 4-6 7-5
# score_resolution=7-6 4-6 7-5
# match_winner=Ethan Quinn
# fav_player=Ethan Quinn
# dog_player=Marcos Giron
# kalshi_date=2026-03-15
timestamp,Ethan Quinn,Marcos Giron
2026-03-15T11:38:00Z,,58.00
2026-03-15T12:05:00Z,43.00,58.00
2026-03-15T12:10:00Z,43.00,58.00
2026-03-15T12:31:00Z,43.00,58.00
2026-03-15T12:40:00Z,43.00,58.00
2026-03-15T13:10:00Z,43.00,58.00
2026-03-15T13:15:00Z,43.00,58.00
2026-03-15T13:37:00Z,43.00,58.00
2026-03-15T13:40:00Z,43.00,58.00
2026-03-15T13:47:00Z,43.00,58.00
2026-03-15T13:54:00Z,43.00,58.00
2026-03-15T14:01:00Z,43.00,58.00
2026-03-15T14:49:00Z,43.00,58.00
2026-03-15T15:05:00Z,43.00,58.00
2026-03-15T15:06:00Z,43.00,57.00
2026-03-15T15:08:00Z,41.00,57.00
2026-03-15T15:09:00Z,42.64,57.00
2026-03-15T15:10:00Z,41.00,57.00
2026-03-15T15:19:00Z,43.00,59.00
2026-03-15T15:21:00Z,43.00,59.00
2026-03-15T15:28:00Z,43.00,59.00
2026-03-15T15:30:00Z,43.00,59.00
2026-03-15T15:40:00Z,43.00,59.00
2026-03-15T15:43:00Z,43.00,59.00
2026-03-15T15:46:00Z,43.00,59.00
2026-03-15T15:49:00Z,43.00,59.00
2026-03-15T15:50:00Z,43.00,59.00
2026-03-15T15:51:00Z,43.00,59.00
2026-03-15T15:52:00Z,43.00,59.00
2026-03-15T15:58:00Z,43.00,59.00
2026-03-15T16:00:00Z,43.00,59.00
2026-03-15T16:08:00Z,42.44,59.00
2026-03-15T16:09:00Z,42.44,58.00
2026-03-15T16:13:00Z,42.44,58.00
2026-03-15T16:15:00Z,42.00,58.00
2026-03-15T16:16:00Z,42.00,58.42
2026-03-15T16:17:00Z,41.00,58.00
2026-03-15T16:31:00Z,42.00,59.00
2026-03-15T16:40:00Z,42.00,59.00
2026-03-15T16:42:00Z,42.00,59.00
2026-03-15T16:50:00Z,42.00,59.00
2026-03-15T16:51:00Z,42.00,59.00
2026-03-15T17:01:00Z,42.00,59.00
2026-03-15T17:05:00Z,41.00,60.00
2026-03-15T17:09:00Z,41.00,60.00
2026-03-15T17:11:00Z,40.00,59.00
2026-03-15T17:12:00Z,40.00,60.00
2026-03-15T17:21:00Z,39.29,59.01
2026-03-15T17:22:00Z,39.29,60.00
2026-03-15T17:28:00Z,39.29,60.00
2026-03-15T17:31:00Z,40.00,59.00
2026-03-15T17:41:00Z,39.25,59.00
2026-03-15T17:42:00Z,39.25,60.00
2026-03-15T17:54:00Z,39.25,60.00
2026-03-15T17:56:00Z,39.25,60.00
2026-03-15T18:16:00Z,39.25,60.00
2026-03-15T18:18:00Z,41.00,60.00
2026-03-15T18:29:00Z,41.00,61.00
2026-03-15T18:35:00Z,41.00,61.00
2026-03-15T18:38:00Z,41.00,61.00
2026-03-15T18:46:00Z,41.00,61.00
2026-03-15T18:47:00Z,41.00,61.00
2026-03-15T18:58:00Z,41.00,61.00
2026-03-15T19:06:00Z,40.79,61.00
2026-03-15T19:13:00Z,40.79,61.00
2026-03-15T19:14:00Z,40.79,61.00
2026-03-15T19:22:00Z,41.00,61.00
2026-03-15T19:23:00Z,41.00,61.00
2026-03-15T19:24:00Z,41.00,61.00
2026-03-15T19:29:00Z,41.00,62.00
2026-03-15T19:35:00Z,41.00,62.00
2026-03-15T19:37:00Z,40.00,62.00
2026-03-15T19:38:00Z,40.00,62.00
2026-03-15T19:41:00Z,40.00,62.00
2026-03-15T19:46:00Z,40.00,62.00
2026-03-15T19:47:00Z,40.00,62.00
2026-03-15T19:48:00Z,40.00,60.00
2026-03-15T19:58:00Z,39.00,60.00
