# event_ticker=KXATPCHALLENGERMATCH-26APR20LAJJON
# final_score=7-5 5-7 7-6(6)
# score_resolution=5-7 7-5 6-7
# match_winner=Mark Lajal
# fav_player=Maximus Jones
# dog_player=Mark Lajal
# kalshi_date=2026-04-20
timestamp,Mark Lajal,Maximus Jones
2026-04-19T20:50:00Z,71.00,
2026-04-19T23:03:00Z,71.00,30.00
2026-04-19T23:09:00Z,71.00,30.00
2026-04-19T23:31:00Z,71.00,31.00
2026-04-19T23:47:00Z,71.00,31.00
2026-04-20T00:13:00Z,71.00,31.00
2026-04-20T01:06:00Z,71.00,31.00
2026-04-20T01:35:00Z,71.00,31.00
2026-04-20T01:57:00Z,71.00,31.00
2026-04-20T02:10:00Z,71.00,31.00
2026-04-20T02:18:00Z,71.00,31.00
2026-04-20T02:19:00Z,71.00,31.00
2026-04-20T02:22:00Z,71.00,31.00
2026-04-20T02:33:00Z,71.00,31.00
2026-04-20T02:45:00Z,71.00,31.00
2026-04-20T03:20:00Z,71.00,31.00
2026-04-20T03:21:00Z,72.00,31.00
2026-04-20T03:30:00Z,72.00,31.00
2026-04-20T03:31:00Z,72.00,31.00
2026-04-20T03:32:00Z,72.00,31.00
2026-04-20T03:34:00Z,72.00,31.00
2026-04-20T03:36:00Z,72.00,31.00
2026-04-20T03:39:00Z,72.00,31.00
2026-04-20T03:41:00Z,72.00,31.00
2026-04-20T03:48:00Z,72.00,30.85
2026-04-20T03:52:00Z,72.00,30.85
2026-04-20T03:55:00Z,72.00,30.85
2026-04-20T03:57:00Z,72.00,30.85
2026-04-20T04:01:00Z,72.00,30.85
2026-04-20T04:07:00Z,72.00,30.85
2026-04-20T04:08:00Z,72.00,28.00
2026-04-20T04:13:00Z,72.00,28.00
2026-04-20T04:15:00Z,72.00,28.00
2026-04-20T04:16:00Z,72.00,28.00
2026-04-20T04:20:00Z,72.00,28.00
2026-04-20T04:33:00Z,72.00,28.00
2026-04-20T04:34:00Z,72.00,28.00
2026-04-20T04:36:00Z,72.00,30.00
2026-04-20T04:37:00Z,72.00,30.00
2026-04-20T04:38:00Z,72.00,30.00
2026-04-20T04:40:00Z,72.00,31.00
2026-04-20T04:41:00Z,72.00,31.00
2026-04-20T04:42:00Z,72.00,31.00
2026-04-20T04:47:00Z,72.00,31.00
2026-04-20T04:48:00Z,72.00,31.00
2026-04-20T04:49:00Z,72.00,30.00
2026-04-20T04:50:00Z,72.00,30.00
2026-04-20T04:51:00Z,71.00,30.00
2026-04-20T04:52:00Z,72.00,30.00
2026-04-20T04:54:00Z,72.00,30.00
2026-04-20T04:58:00Z,72.00,30.00
2026-04-20T04:59:00Z,72.00,30.00
2026-04-20T05:02:00Z,72.00,30.00
2026-04-20T05:03:00Z,72.00,30.00
2026-04-20T05:04:00Z,72.00,30.00
2026-04-20T05:07:00Z,72.00,29.77
2026-04-20T05:08:00Z,72.07,28.34
2026-04-20T05:11:00Z,72.80,28.34
2026-04-20T05:13:00Z,72.00,28.34
2026-04-20T05:16:00Z,72.86,28.34
2026-04-20T05:17:00Z,72.86,30.00
2026-04-20T05:18:00Z,70.00,30.00
2026-04-20T05:21:00Z,72.00,30.00
2026-04-20T05:22:00Z,72.00,30.00
2026-04-20T05:23:00Z,72.00,30.00
2026-04-20T05:27:00Z,72.00,30.00
2026-04-20T05:29:00Z,72.00,30.00
2026-04-20T05:30:00Z,72.00,29.00
2026-04-20T05:32:00Z,72.00,30.00
2026-04-20T05:33:00Z,72.94,30.00
2026-04-20T05:34:00Z,73.33,26.51
2026-04-20T05:36:00Z,74.36,28.73
2026-04-20T05:37:00Z,74.36,29.00
2026-04-20T05:38:00Z,74.00,28.00
2026-04-20T05:39:00Z,74.00,29.00
2026-04-20T05:40:00Z,74.00,29.00
2026-04-20T05:41:00Z,74.44,28.00
2026-04-20T05:42:00Z,75.09,28.00
2026-04-20T05:43:00Z,74.00,26.54
2026-04-20T05:44:00Z,75.35,26.00
2026-04-20T05:45:00Z,76.91,25.00
2026-04-20T05:46:00Z,76.00,25.00
2026-04-20T05:47:00Z,79.00,24.00
2026-04-20T05:48:00Z,78.00,22.00
2026-04-20T05:49:00Z,80.98,16.22
2026-04-20T05:50:00Z,84.09,17.82
2026-04-20T05:51:00Z,80.84,19.00
2026-04-20T05:52:00Z,86.95,15.39
2026-04-20T05:53:00Z,87.04,15.39
2026-04-20T05:54:00Z,87.04,14.00
2026-04-20T05:55:00Z,87.33,15.04
2026-04-20T05:56:00Z,78.78,19.64
2026-04-20T05:57:00Z,75.87,24.73
2026-04-20T05:58:00Z,75.23,25.90
2026-04-20T05:59:00Z,76.76,24.50
2026-04-20T06:00:00Z,75.02,27.50
2026-04-20T06:01:00Z,74.60,26.56
2026-04-20T06:02:00Z,76.98,24.95
2026-04-20T06:03:00Z,78.00,23.97
2026-04-20T06:04:00Z,76.59,25.00
2026-04-20T06:05:00Z,72.28,29.72
2026-04-20T06:06:00Z,72.95,27.62
2026-04-20T06:07:00Z,75.03,25.63
2026-04-20T06:08:00Z,76.99,24.58
2026-04-20T06:09:00Z,77.09,23.41
2026-04-20T06:10:00Z,78.25,22.90
2026-04-20T06:11:00Z,77.47,24.48
2026-04-20T06:12:00Z,77.37,24.00
2026-04-20T06:13:00Z,80.35,19.07
2026-04-20T06:14:00Z,78.26,22.84
2026-04-20T06:15:00Z,78.26,26.00
2026-04-20T06:16:00Z,74.31,27.47
2026-04-20T06:17:00Z,76.21,24.66
2026-04-20T06:18:00Z,75.65,26.84
2026-04-20T06:19:00Z,77.95,23.00
2026-04-20T06:20:00Z,77.95,23.00
2026-04-20T06:21:00Z,74.00,27.06
2026-04-20T06:22:00Z,71.93,30.00
2026-04-20T06:23:00Z,65.98,34.34
2026-04-20T06:24:00Z,61.41,37.80
2026-04-20T06:25:00Z,66.64,33.13
2026-04-20T06:26:00Z,74.88,27.71
2026-04-20T06:27:00Z,75.91,24.99
2026-04-20T06:28:00Z,76.04,28.28
2026-04-20T06:29:00Z,79.32,18.41
2026-04-20T06:30:00Z,81.11,18.80
2026-04-20T06:31:00Z,89.89,10.21
2026-04-20T06:32:00Z,89.12,11.11
2026-04-20T06:33:00Z,86.67,14.08
2026-04-20T06:34:00Z,83.97,15.34
2026-04-20T06:35:00Z,87.30,12.01
2026-04-20T06:36:00Z,87.66,14.13
2026-04-20T06:37:00Z,83.05,17.81
2026-04-20T06:38:00Z,86.40,15.83
2026-04-20T06:39:00Z,84.81,16.52
2026-04-20T06:40:00Z,87.24,12.55
2026-04-20T06:41:00Z,86.03,13.04
2026-04-20T06:42:00Z,86.00,14.98
2026-04-20T06:43:00Z,88.00,12.98
2026-04-20T06:44:00Z,89.72,10.51
2026-04-20T06:45:00Z,90.70,11.55
2026-04-20T06:46:00Z,88.00,11.35
2026-04-20T06:47:00Z,87.71,13.84
2026-04-20T06:48:00Z,86.00,14.65
2026-04-20T06:49:00Z,86.00,14.51
