# event_ticker=KXATPMATCH-25AUG10COMDAR
# final_score=6-4 3-1 RET
# match_winner=Francisco Comesana
# fav_player=Francisco Comesana
# dog_player=Luciano Darderi
# kalshi_date=2025-08-10
timestamp,Francisco Comesana,Luciano Darderi
2025-08-11T02:33:00Z,99.00,
2025-08-11T07:15:00Z,99.00,
2025-08-11T10:13:00Z,99.00,
