# event_ticker=KXATPMATCH-25AUG21MUNFUC
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Marton Fucsovics
# fav_player=Jaume Munar
# dog_player=Marton Fucsovics
# kalshi_date=2025-08-21
timestamp,Jaume Munar,Marton Fucsovics
2025-08-21T10:16:00Z,54.00,
2025-08-21T10:50:00Z,54.00,48.98
2025-08-21T11:20:00Z,58.75,48.98
2025-08-21T12:15:00Z,55.41,48.98
2025-08-21T12:34:00Z,55.41,50.33
2025-08-21T12:53:00Z,52.00,50.33
2025-08-21T13:18:00Z,52.00,49.00
2025-08-21T14:01:00Z,52.00,49.00
2025-08-21T14:06:00Z,52.00,49.00
2025-08-21T14:28:00Z,52.00,46.00
2025-08-21T14:33:00Z,56.00,46.00
2025-08-21T14:34:00Z,56.00,46.00
2025-08-21T14:35:00Z,56.00,46.00
2025-08-21T14:59:00Z,56.00,46.00
2025-08-21T15:38:00Z,56.00,46.00
2025-08-21T15:46:00Z,56.00,46.00
2025-08-21T16:02:00Z,55.00,46.00
2025-08-21T16:15:00Z,55.00,46.24
2025-08-21T16:22:00Z,55.00,46.24
2025-08-21T16:30:00Z,55.00,47.00
2025-08-21T17:08:00Z,56.55,45.00
2025-08-21T17:13:00Z,57.00,45.00
2025-08-21T17:32:00Z,57.00,44.00
2025-08-21T17:38:00Z,57.00,43.00
2025-08-21T18:03:00Z,57.00,43.74
2025-08-21T18:04:00Z,57.00,43.74
2025-08-21T18:05:00Z,57.00,44.00
2025-08-21T18:11:00Z,57.00,44.00
2025-08-21T18:13:00Z,57.00,44.00
2025-08-21T18:26:00Z,57.00,44.00
2025-08-21T18:32:00Z,58.00,44.00
2025-08-21T18:44:00Z,58.00,44.00
2025-08-21T18:47:00Z,58.00,44.00
2025-08-21T18:57:00Z,58.00,44.00
2025-08-21T18:58:00Z,58.00,44.00
2025-08-21T19:00:00Z,58.00,44.00
2025-08-21T19:08:00Z,58.00,44.00
2025-08-21T19:12:00Z,58.00,44.00
2025-08-21T19:17:00Z,58.00,44.00
2025-08-21T19:20:00Z,58.00,44.00
2025-08-21T19:21:00Z,57.00,44.19
2025-08-21T19:23:00Z,57.00,45.00
2025-08-21T19:24:00Z,56.50,44.00
2025-08-21T19:26:00Z,57.00,44.00
2025-08-21T19:27:00Z,57.97,44.00
2025-08-21T19:29:00Z,58.00,43.00
2025-08-21T19:30:00Z,58.00,43.69
2025-08-21T19:31:00Z,58.00,44.00
2025-08-21T19:32:00Z,57.00,44.50
2025-08-21T19:33:00Z,57.21,44.50
