# event_ticker=KXATPMATCH-25OCT15SHEMOU
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Corentin Moutet
# fav_player=Alexander Shevchenko
# dog_player=Corentin Moutet
# kalshi_date=2025-10-15
timestamp,Alexander Shevchenko,Corentin Moutet
2025-10-15T01:37:00Z,,63.00
2025-10-15T01:40:00Z,,63.00
2025-10-15T02:02:00Z,38.00,63.00
2025-10-15T02:41:00Z,38.00,63.00
2025-10-15T02:42:00Z,38.00,63.00
2025-10-15T02:44:00Z,38.00,63.00
2025-10-15T03:03:00Z,37.00,63.00
2025-10-15T03:16:00Z,38.00,63.00
2025-10-15T03:36:00Z,38.00,63.00
2025-10-15T03:45:00Z,38.00,63.00
2025-10-15T03:48:00Z,38.00,63.00
2025-10-15T04:07:00Z,38.00,63.00
2025-10-15T04:26:00Z,38.00,63.00
2025-10-15T04:38:00Z,38.00,63.00
2025-10-15T04:39:00Z,38.00,63.00
2025-10-15T04:41:00Z,37.00,63.00
2025-10-15T04:43:00Z,37.00,64.00
2025-10-15T04:46:00Z,37.00,64.00
2025-10-15T05:03:00Z,37.00,64.00
2025-10-15T05:09:00Z,37.00,64.00
2025-10-15T05:12:00Z,36.00,64.00
2025-10-15T05:14:00Z,36.00,64.00
2025-10-15T05:27:00Z,36.00,64.00
2025-10-15T05:32:00Z,36.00,64.00
2025-10-15T05:34:00Z,36.00,65.00
2025-10-15T05:39:00Z,36.00,64.00
2025-10-15T05:59:00Z,36.00,65.00
2025-10-15T06:05:00Z,36.00,65.00
2025-10-15T06:26:00Z,34.66,66.00
2025-10-15T06:27:00Z,34.00,66.00
2025-10-15T06:29:00Z,34.00,66.00
2025-10-15T06:48:00Z,34.00,66.00
2025-10-15T06:52:00Z,33.00,66.00
2025-10-15T07:12:00Z,34.00,66.00
2025-10-15T07:25:00Z,34.00,66.00
2025-10-15T07:27:00Z,34.00,66.00
2025-10-15T07:39:00Z,34.00,66.00
2025-10-15T08:06:00Z,34.00,66.00
2025-10-15T08:12:00Z,34.00,66.03
2025-10-15T08:13:00Z,33.00,67.00
2025-10-15T08:15:00Z,33.00,67.00
2025-10-15T08:53:00Z,33.00,67.00
2025-10-15T08:55:00Z,33.00,68.00
2025-10-15T09:38:00Z,33.00,67.00
2025-10-15T09:39:00Z,33.00,67.00
2025-10-15T09:42:00Z,34.00,67.00
2025-10-15T09:45:00Z,34.00,67.00
2025-10-15T09:56:00Z,34.00,67.00
2025-10-15T09:58:00Z,34.00,67.00
2025-10-15T10:00:00Z,34.00,67.00
2025-10-15T10:04:00Z,34.00,67.00
2025-10-15T10:07:00Z,35.00,67.00
2025-10-15T10:08:00Z,35.00,67.00
2025-10-15T10:12:00Z,35.00,67.00
2025-10-15T10:13:00Z,35.00,67.00
2025-10-15T10:14:00Z,35.00,67.00
2025-10-15T10:16:00Z,35.00,67.00
2025-10-15T10:17:00Z,35.00,67.00
2025-10-15T10:18:00Z,35.00,67.00
2025-10-15T10:24:00Z,35.00,67.00
2025-10-15T10:25:00Z,35.00,67.00
2025-10-15T10:26:00Z,35.00,67.00
2025-10-15T10:27:00Z,35.00,67.00
2025-10-15T10:28:00Z,35.00,67.00
2025-10-15T10:29:00Z,35.00,67.00
2025-10-15T10:30:00Z,34.00,67.00
2025-10-15T10:31:00Z,34.00,67.00
2025-10-15T10:32:00Z,35.00,67.00
2025-10-15T10:33:00Z,35.00,67.08
2025-10-15T10:34:00Z,35.86,67.00
2025-10-15T10:35:00Z,36.00,66.14
2025-10-15T10:36:00Z,36.00,66.14
2025-10-15T10:38:00Z,35.00,67.00
2025-10-15T10:39:00Z,36.08,66.00
2025-10-15T10:40:00Z,35.00,66.00
2025-10-15T10:41:00Z,37.00,68.00
2025-10-15T10:42:00Z,34.00,66.60
2025-10-15T10:43:00Z,39.03,62.10
2025-10-15T10:44:00Z,41.54,60.34
2025-10-15T10:45:00Z,49.61,58.71
2025-10-15T10:46:00Z,38.61,65.00
2025-10-15T10:47:00Z,35.00,66.36
2025-10-15T10:48:00Z,35.00,66.36
2025-10-15T10:49:00Z,35.00,66.00
2025-10-15T10:50:00Z,34.00,67.09
2025-10-15T10:51:00Z,34.00,67.24
2025-10-15T10:52:00Z,34.14,67.24
2025-10-15T10:53:00Z,34.66,66.31
2025-10-15T10:54:00Z,38.18,66.61
2025-10-15T10:55:00Z,43.70,57.49
2025-10-15T10:56:00Z,51.52,50.82
2025-10-15T10:57:00Z,51.87,50.21
2025-10-15T10:58:00Z,54.55,49.00
2025-10-15T10:59:00Z,52.94,49.00
2025-10-15T11:00:00Z,52.97,48.03
2025-10-15T11:01:00Z,59.80,39.76
2025-10-15T11:02:00Z,66.28,29.80
2025-10-15T11:03:00Z,68.21,32.82
2025-10-15T11:04:00Z,67.54,34.00
2025-10-15T11:05:00Z,63.98,38.09
2025-10-15T11:06:00Z,62.40,38.09
2025-10-15T11:07:00Z,64.26,38.95
2025-10-15T11:08:00Z,66.93,32.35
2025-10-15T11:09:00Z,68.60,32.06
2025-10-15T11:10:00Z,68.35,32.06
2025-10-15T11:11:00Z,65.94,35.97
2025-10-15T11:12:00Z,63.81,39.96
2025-10-15T11:13:00Z,62.65,40.75
2025-10-15T11:14:00Z,54.50,45.31
2025-10-15T11:15:00Z,53.31,46.28
2025-10-15T11:16:00Z,52.00,46.00
2025-10-15T11:17:00Z,54.00,47.00
2025-10-15T11:18:00Z,62.12,44.00
2025-10-15T11:19:00Z,62.12,44.36
2025-10-15T11:20:00Z,61.97,39.00
2025-10-15T11:21:00Z,61.97,41.00
2025-10-15T11:22:00Z,58.29,43.61
2025-10-15T11:23:00Z,57.44,43.61
2025-10-15T11:24:00Z,58.00,46.00
2025-10-15T11:25:00Z,60.69,46.00
2025-10-15T11:26:00Z,57.00,42.95
2025-10-15T11:27:00Z,62.67,42.95
2025-10-15T11:28:00Z,57.00,42.95
2025-10-15T11:29:00Z,47.76,52.40
2025-10-15T11:30:00Z,50.09,48.34
2025-10-15T11:31:00Z,49.38,60.38
2025-10-15T11:32:00Z,31.26,69.09
2025-10-15T11:33:00Z,27.95,72.65
2025-10-15T11:34:00Z,27.95,69.80
2025-10-15T11:35:00Z,43.49,60.65
2025-10-15T11:36:00Z,34.60,65.76
2025-10-15T11:37:00Z,29.26,71.66
2025-10-15T11:38:00Z,28.42,81.00
2025-10-15T11:39:00Z,24.03,78.46
2025-10-15T11:40:00Z,16.23,87.44
2025-10-15T11:41:00Z,12.67,85.46
2025-10-15T11:42:00Z,12.65,87.03
2025-10-15T11:43:00Z,12.81,87.17
2025-10-15T11:44:00Z,12.95,87.08
2025-10-15T11:45:00Z,14.00,87.00
2025-10-15T11:46:00Z,13.13,87.85
2025-10-15T11:47:00Z,13.26,87.85
2025-10-15T11:48:00Z,14.00,87.80
2025-10-15T11:49:00Z,10.07,87.80
2025-10-15T11:50:00Z,10.00,90.80
2025-10-15T11:51:00Z,12.06,88.63
2025-10-15T11:52:00Z,11.14,87.38
2025-10-15T11:53:00Z,13.30,87.38
2025-10-15T11:54:00Z,14.58,87.95
2025-10-15T11:55:00Z,16.00,87.95
2025-10-15T11:56:00Z,12.88,89.55
2025-10-15T11:57:00Z,16.00,86.59
2025-10-15T11:58:00Z,14.11,88.99
2025-10-15T11:59:00Z,8.60,91.85
2025-10-15T12:00:00Z,9.77,89.44
2025-10-15T12:01:00Z,15.67,93.75
2025-10-15T12:02:00Z,14.29,93.75
2025-10-15T12:03:00Z,14.00,87.22
2025-10-15T12:04:00Z,9.38,88.22
2025-10-15T12:05:00Z,8.48,92.82
2025-10-15T12:06:00Z,8.00,92.93
2025-10-15T12:07:00Z,5.26,98.46
2025-10-15T12:08:00Z,2.27,97.73
2025-10-15T12:09:00Z,6.14,95.68
2025-10-15T12:10:00Z,4.92,95.79
2025-10-15T12:11:00Z,2.16,98.59
2025-10-15T12:12:00Z,2.00,97.89
2025-10-15T12:13:00Z,1.99,97.95
2025-10-15T12:14:00Z,1.15,98.95
2025-10-15T12:15:00Z,4.00,98.00
2025-10-15T12:16:00Z,1.00,98.00
2025-10-15T12:18:00Z,7.26,98.00
2025-10-15T12:19:00Z,9.00,95.86
2025-10-15T12:20:00Z,2.00,99.00
