# event_ticker=KXATPCHALLENGERMATCH-26MAR07GASOFN
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Sebastian Ofner
# fav_player=Hugo Gaston
# dog_player=Sebastian Ofner
# kalshi_date=2026-03-07
timestamp,Hugo Gaston,Sebastian Ofner
2026-03-07T05:00:00Z,54.00,
2026-03-07T05:01:00Z,54.00,50.00
2026-03-07T05:55:00Z,54.00,50.00
2026-03-07T06:00:00Z,54.00,50.00
2026-03-07T06:42:00Z,53.00,50.00
2026-03-07T07:01:00Z,53.00,50.00
2026-03-07T07:04:00Z,53.00,48.00
2026-03-07T07:14:00Z,53.00,48.00
2026-03-07T07:27:00Z,53.00,48.00
2026-03-07T07:29:00Z,53.00,48.00
2026-03-07T07:57:00Z,53.66,48.00
2026-03-07T07:58:00Z,53.66,48.00
2026-03-07T08:07:00Z,54.00,48.00
2026-03-07T08:08:00Z,54.00,49.00
2026-03-07T08:12:00Z,54.00,46.31
2026-03-07T08:37:00Z,54.00,48.62
2026-03-07T08:38:00Z,54.00,49.00
2026-03-07T08:39:00Z,54.00,49.00
2026-03-07T08:41:00Z,54.00,49.00
2026-03-07T08:42:00Z,54.00,49.00
2026-03-07T08:43:00Z,54.00,49.00
2026-03-07T08:45:00Z,53.32,49.00
2026-03-07T08:48:00Z,53.32,49.00
2026-03-07T08:58:00Z,53.32,49.00
2026-03-07T09:07:00Z,53.32,49.00
2026-03-07T09:12:00Z,53.32,49.00
2026-03-07T09:14:00Z,53.32,49.00
2026-03-07T09:19:00Z,53.32,49.00
2026-03-07T09:31:00Z,53.32,49.00
2026-03-07T09:37:00Z,54.00,49.00
2026-03-07T09:38:00Z,54.00,48.00
2026-03-07T09:45:00Z,54.00,48.00
2026-03-07T09:53:00Z,54.00,48.00
2026-03-07T09:54:00Z,54.00,49.00
2026-03-07T10:03:00Z,54.00,49.00
2026-03-07T10:08:00Z,54.26,49.00
2026-03-07T10:11:00Z,55.00,49.00
2026-03-07T10:44:00Z,55.00,49.00
2026-03-07T10:46:00Z,55.00,47.00
2026-03-07T10:53:00Z,55.00,47.00
2026-03-07T10:54:00Z,55.00,47.00
2026-03-07T10:58:00Z,55.00,47.00
2026-03-07T11:10:00Z,55.00,47.00
2026-03-07T11:11:00Z,55.00,47.00
2026-03-07T11:12:00Z,55.00,47.00
2026-03-07T11:15:00Z,55.00,47.00
2026-03-07T11:17:00Z,55.00,47.00
2026-03-07T11:22:00Z,55.00,47.00
2026-03-07T11:34:00Z,56.00,47.00
2026-03-07T11:38:00Z,56.00,47.00
2026-03-07T11:41:00Z,56.00,47.00
2026-03-07T11:44:00Z,56.00,47.00
2026-03-07T12:01:00Z,56.00,47.00
2026-03-07T12:02:00Z,56.00,47.00
2026-03-07T12:05:00Z,55.00,47.00
2026-03-07T12:08:00Z,55.00,47.00
2026-03-07T12:09:00Z,56.47,47.00
2026-03-07T12:11:00Z,56.00,46.00
2026-03-07T12:15:00Z,56.00,45.00
2026-03-07T12:16:00Z,56.00,45.00
2026-03-07T12:17:00Z,57.00,45.00
2026-03-07T12:18:00Z,57.00,45.00
2026-03-07T12:19:00Z,57.00,45.00
2026-03-07T12:22:00Z,57.00,43.98
2026-03-07T12:37:00Z,57.00,46.00
2026-03-07T12:40:00Z,56.00,46.00
2026-03-07T12:45:00Z,56.00,46.00
2026-03-07T12:46:00Z,56.00,46.00
2026-03-07T12:49:00Z,56.00,46.00
2026-03-07T12:54:00Z,56.00,46.00
2026-03-07T13:05:00Z,56.00,46.00
2026-03-07T13:06:00Z,56.00,46.00
2026-03-07T13:19:00Z,56.00,46.00
2026-03-07T13:20:00Z,56.00,45.00
2026-03-07T13:22:00Z,56.00,45.49
2026-03-07T13:23:00Z,56.00,45.77
2026-03-07T13:28:00Z,56.00,46.00
2026-03-07T13:30:00Z,56.00,46.00
2026-03-07T13:32:00Z,56.00,44.00
2026-03-07T13:33:00Z,56.00,46.00
2026-03-07T13:34:00Z,56.00,46.00
2026-03-07T13:51:00Z,56.00,46.00
2026-03-07T13:57:00Z,56.00,45.50
2026-03-07T14:01:00Z,56.00,45.50
2026-03-07T14:02:00Z,56.00,45.50
2026-03-07T14:05:00Z,56.00,46.00
2026-03-07T14:07:00Z,56.00,46.00
2026-03-07T14:09:00Z,56.00,46.00
2026-03-07T14:15:00Z,56.00,46.00
2026-03-07T14:21:00Z,56.00,46.00
2026-03-07T14:28:00Z,56.00,46.00
2026-03-07T14:29:00Z,56.00,46.00
2026-03-07T14:30:00Z,56.00,46.00
2026-03-07T14:31:00Z,56.00,46.00
2026-03-07T14:32:00Z,56.00,46.00
2026-03-07T14:34:00Z,56.00,46.00
2026-03-07T14:37:00Z,56.00,46.00
2026-03-07T14:38:00Z,56.00,46.00
2026-03-07T14:40:00Z,56.00,46.00
2026-03-07T14:43:00Z,56.00,46.00
2026-03-07T14:44:00Z,56.00,46.00
2026-03-07T14:45:00Z,56.00,46.00
2026-03-07T14:48:00Z,56.00,46.00
2026-03-07T14:50:00Z,56.00,46.00
2026-03-07T14:51:00Z,56.00,46.00
2026-03-07T14:54:00Z,56.00,46.00
2026-03-07T14:55:00Z,56.00,46.00
2026-03-07T14:56:00Z,56.00,47.54
2026-03-07T14:57:00Z,52.00,48.85
2026-03-07T14:58:00Z,52.50,48.41
2026-03-07T14:59:00Z,53.85,48.48
2026-03-07T15:00:00Z,54.00,47.00
2026-03-07T15:01:00Z,54.00,47.00
2026-03-07T15:02:00Z,54.00,47.00
2026-03-07T15:03:00Z,53.79,46.40
2026-03-07T15:04:00Z,53.15,46.89
2026-03-07T15:05:00Z,54.00,47.00
2026-03-07T15:06:00Z,53.93,47.94
2026-03-07T15:07:00Z,53.73,47.00
2026-03-07T15:08:00Z,53.73,47.00
2026-03-07T15:09:00Z,52.00,48.16
2026-03-07T15:10:00Z,54.00,46.79
2026-03-07T15:11:00Z,52.39,48.92
2026-03-07T15:12:00Z,53.00,48.00
2026-03-07T15:13:00Z,52.54,48.00
2026-03-07T15:14:00Z,53.00,48.63
2026-03-07T15:15:00Z,53.00,48.60
2026-03-07T15:16:00Z,52.26,48.35
2026-03-07T15:17:00Z,51.13,48.68
2026-03-07T15:18:00Z,53.41,48.44
2026-03-07T15:19:00Z,51.36,48.00
2026-03-07T15:20:00Z,53.38,47.55
2026-03-07T15:21:00Z,54.00,48.15
2026-03-07T15:22:00Z,52.00,48.00
2026-03-07T15:23:00Z,54.00,48.31
2026-03-07T15:24:00Z,53.84,48.00
2026-03-07T15:25:00Z,54.00,48.18
2026-03-07T15:26:00Z,52.13,48.92
2026-03-07T15:27:00Z,53.80,48.00
2026-03-07T15:28:00Z,54.00,48.00
2026-03-07T15:29:00Z,52.47,48.70
2026-03-07T15:30:00Z,52.53,48.46
2026-03-07T15:31:00Z,52.93,47.87
2026-03-07T15:32:00Z,52.07,47.58
2026-03-07T15:33:00Z,52.73,48.18
2026-03-07T15:34:00Z,51.03,48.59
2026-03-07T15:35:00Z,53.16,48.00
2026-03-07T15:36:00Z,52.46,48.00
2026-03-07T15:37:00Z,53.48,48.20
2026-03-07T15:38:00Z,52.30,48.51
2026-03-07T15:39:00Z,52.00,48.00
2026-03-07T15:40:00Z,54.00,46.02
2026-03-07T15:41:00Z,54.00,48.00
2026-03-07T15:42:00Z,54.00,48.00
2026-03-07T15:43:00Z,54.00,48.00
2026-03-07T15:44:00Z,54.00,46.00
2026-03-07T15:45:00Z,54.00,46.00
2026-03-07T15:46:00Z,54.00,46.00
2026-03-07T15:47:00Z,54.00,48.00
2026-03-07T15:48:00Z,54.00,48.31
2026-03-07T15:50:00Z,54.00,48.31
2026-03-07T15:51:00Z,54.00,48.00
2026-03-07T15:52:00Z,54.00,45.55
2026-03-07T15:53:00Z,54.00,48.00
2026-03-07T15:54:00Z,54.00,48.54
2026-03-07T15:55:00Z,53.55,48.54
2026-03-07T15:57:00Z,52.00,48.00
2026-03-07T15:58:00Z,52.00,48.00
2026-03-07T15:59:00Z,52.56,48.00
2026-03-07T16:00:00Z,52.56,48.47
2026-03-07T16:01:00Z,54.00,48.47
2026-03-07T16:02:00Z,54.00,48.41
2026-03-07T16:03:00Z,54.00,48.41
2026-03-07T16:04:00Z,53.00,48.00
2026-03-07T16:05:00Z,53.00,48.00
2026-03-07T16:06:00Z,53.00,48.00
2026-03-07T16:07:00Z,53.00,48.15
2026-03-07T16:09:00Z,53.00,48.00
2026-03-07T16:10:00Z,53.00,47.80
2026-03-07T16:11:00Z,53.00,48.00
2026-03-07T16:12:00Z,53.00,48.00
2026-03-07T16:13:00Z,53.00,46.00
2026-03-07T16:14:00Z,53.00,48.05
2026-03-07T16:15:00Z,53.00,48.05
2026-03-07T16:17:00Z,53.00,48.05
2026-03-07T16:18:00Z,53.00,48.00
2026-03-07T16:20:00Z,53.00,48.00
2026-03-07T16:21:00Z,53.00,48.00
2026-03-07T16:22:00Z,52.09,48.00
2026-03-07T16:24:00Z,52.09,46.00
2026-03-07T16:25:00Z,53.00,48.46
2026-03-07T16:26:00Z,53.00,48.00
2026-03-07T16:27:00Z,53.00,47.17
2026-03-07T16:28:00Z,53.33,48.42
2026-03-07T16:29:00Z,53.71,46.67
2026-03-07T16:30:00Z,54.00,48.00
2026-03-07T16:31:00Z,54.00,49.09
2026-03-07T16:32:00Z,54.00,48.42
2026-03-07T16:33:00Z,53.19,48.04
2026-03-07T16:34:00Z,54.00,48.55
2026-03-07T16:35:00Z,53.61,49.32
2026-03-07T16:36:00Z,53.00,49.09
2026-03-07T16:37:00Z,53.00,48.98
2026-03-07T16:38:00Z,53.00,48.47
2026-03-07T16:39:00Z,53.00,49.00
2026-03-07T16:40:00Z,53.50,49.00
2026-03-07T16:41:00Z,53.68,48.31
2026-03-07T16:42:00Z,54.00,48.14
2026-03-07T16:43:00Z,53.78,47.76
2026-03-07T16:44:00Z,54.11,47.00
2026-03-07T16:45:00Z,57.59,46.06
2026-03-07T16:46:00Z,59.54,42.90
2026-03-07T16:47:00Z,60.18,41.33
