# event_ticker=KXATPMATCH-26FEB25CERMOL
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Francisco Cerundolo
# fav_player=Elmer Moller
# dog_player=Francisco Cerundolo
# kalshi_date=2026-02-25
timestamp,Elmer Moller,Francisco Cerundolo
2026-02-26T06:24:00Z,17.00,
2026-02-26T06:25:00Z,17.00,
2026-02-26T06:27:00Z,17.00,
2026-02-26T06:28:00Z,17.00,85.00
2026-02-26T06:39:00Z,17.00,85.00
2026-02-26T07:01:00Z,17.00,85.00
2026-02-26T07:19:00Z,17.00,85.00
2026-02-26T07:29:00Z,17.00,85.00
2026-02-26T07:41:00Z,17.00,85.00
2026-02-26T07:51:00Z,17.00,85.00
2026-02-26T07:55:00Z,17.00,85.00
2026-02-26T07:56:00Z,17.00,86.00
2026-02-26T10:01:00Z,17.00,86.00
2026-02-26T10:04:00Z,17.00,85.00
2026-02-26T10:07:00Z,17.00,85.00
2026-02-26T10:14:00Z,16.00,85.00
2026-02-26T10:16:00Z,16.00,85.00
2026-02-26T10:27:00Z,16.00,85.00
2026-02-26T10:39:00Z,16.12,85.00
2026-02-26T11:06:00Z,16.00,85.00
2026-02-26T11:07:00Z,17.00,85.00
2026-02-26T11:13:00Z,17.00,85.00
2026-02-26T11:21:00Z,17.00,85.00
2026-02-26T11:26:00Z,17.00,84.00
2026-02-26T11:34:00Z,17.00,85.00
2026-02-26T11:36:00Z,17.00,85.00
2026-02-26T12:09:00Z,17.00,85.00
2026-02-26T12:14:00Z,16.00,85.00
2026-02-26T12:23:00Z,16.00,85.00
2026-02-26T12:31:00Z,16.00,85.00
2026-02-26T12:39:00Z,16.00,85.00
2026-02-26T12:41:00Z,16.00,85.00
2026-02-26T12:50:00Z,16.00,84.07
2026-02-26T12:52:00Z,16.00,85.00
2026-02-26T12:53:00Z,16.00,84.00
2026-02-26T13:04:00Z,16.00,85.00
2026-02-26T13:08:00Z,16.00,85.00
2026-02-26T13:09:00Z,16.00,85.00
2026-02-26T13:22:00Z,16.00,85.00
2026-02-26T13:32:00Z,16.00,85.00
2026-02-26T13:51:00Z,15.00,85.00
2026-02-26T13:55:00Z,16.00,85.00
2026-02-26T13:58:00Z,16.00,85.00
2026-02-26T13:59:00Z,16.00,85.00
2026-02-26T14:03:00Z,16.00,85.00
2026-02-26T14:09:00Z,15.85,85.00
2026-02-26T14:14:00Z,16.00,85.00
2026-02-26T14:16:00Z,16.00,85.00
2026-02-26T14:18:00Z,15.00,85.00
2026-02-26T14:21:00Z,16.00,85.00
2026-02-26T14:23:00Z,16.00,85.00
2026-02-26T14:24:00Z,16.00,85.00
2026-02-26T14:27:00Z,16.00,85.00
2026-02-26T14:28:00Z,16.00,85.00
2026-02-26T14:32:00Z,16.00,85.00
2026-02-26T14:34:00Z,16.00,85.00
2026-02-26T14:38:00Z,16.00,85.00
2026-02-26T14:45:00Z,16.00,85.00
2026-02-26T14:53:00Z,16.00,85.00
2026-02-26T14:56:00Z,16.00,85.00
2026-02-26T15:00:00Z,16.00,85.00
2026-02-26T15:08:00Z,16.00,85.00
2026-02-26T15:10:00Z,16.00,85.00
2026-02-26T15:13:00Z,16.00,85.00
2026-02-26T15:17:00Z,16.00,85.00
2026-02-26T15:18:00Z,16.00,85.00
2026-02-26T15:19:00Z,16.00,85.00
2026-02-26T15:21:00Z,16.00,85.00
2026-02-26T15:23:00Z,16.00,85.00
2026-02-26T15:24:00Z,16.00,85.00
2026-02-26T15:32:00Z,16.00,85.00
2026-02-26T15:37:00Z,16.00,85.00
2026-02-26T15:38:00Z,17.00,85.00
2026-02-26T15:40:00Z,17.00,85.00
2026-02-26T15:47:00Z,17.00,85.00
2026-02-26T15:49:00Z,16.00,85.00
2026-02-26T15:50:00Z,16.00,85.00
2026-02-26T15:51:00Z,16.00,85.00
2026-02-26T16:00:00Z,16.00,85.00
2026-02-26T16:01:00Z,16.00,85.00
2026-02-26T16:04:00Z,16.00,85.00
2026-02-26T16:05:00Z,16.00,85.00
2026-02-26T16:08:00Z,16.00,85.00
2026-02-26T16:10:00Z,16.00,85.00
2026-02-26T16:18:00Z,16.00,85.00
2026-02-26T16:19:00Z,16.00,85.00
2026-02-26T16:20:00Z,16.00,85.00
2026-02-26T16:21:00Z,16.00,85.00
2026-02-26T16:23:00Z,16.00,85.00
2026-02-26T16:24:00Z,16.00,85.00
2026-02-26T16:25:00Z,16.00,85.00
2026-02-26T16:26:00Z,16.00,85.00
2026-02-26T16:27:00Z,16.00,85.00
2026-02-26T16:28:00Z,16.00,85.00
2026-02-26T16:35:00Z,16.00,85.00
2026-02-26T16:37:00Z,16.00,85.00
2026-02-26T16:39:00Z,16.00,84.00
2026-02-26T16:42:00Z,16.00,84.00
2026-02-26T16:43:00Z,16.00,85.00
2026-02-26T16:44:00Z,16.00,85.00
2026-02-26T16:45:00Z,15.92,85.00
2026-02-26T16:47:00Z,15.92,85.00
2026-02-26T16:48:00Z,17.00,85.00
2026-02-26T16:49:00Z,17.00,85.00
2026-02-26T16:50:00Z,17.00,85.00
2026-02-26T16:51:00Z,17.00,85.00
2026-02-26T16:52:00Z,17.00,85.00
2026-02-26T16:54:00Z,17.00,85.00
2026-02-26T16:55:00Z,16.00,85.00
2026-02-26T16:56:00Z,15.88,85.00
2026-02-26T16:57:00Z,16.00,85.00
2026-02-26T16:58:00Z,16.00,85.00
2026-02-26T17:01:00Z,16.00,85.00
2026-02-26T17:02:00Z,16.00,85.00
2026-02-26T17:03:00Z,16.00,85.00
2026-02-26T17:04:00Z,16.00,85.00
2026-02-26T17:10:00Z,16.00,85.00
2026-02-26T17:13:00Z,16.00,85.00
2026-02-26T17:16:00Z,16.00,85.00
2026-02-26T17:17:00Z,16.00,85.00
2026-02-26T17:18:00Z,17.00,85.00
2026-02-26T17:20:00Z,17.00,85.00
2026-02-26T17:21:00Z,17.00,85.00
2026-02-26T17:23:00Z,17.00,85.00
2026-02-26T17:25:00Z,16.90,84.00
2026-02-26T17:26:00Z,16.00,84.00
2026-02-26T17:28:00Z,16.00,84.00
2026-02-26T17:29:00Z,16.00,85.00
2026-02-26T17:30:00Z,17.00,85.00
2026-02-26T17:31:00Z,15.00,85.00
2026-02-26T17:32:00Z,16.00,85.00
2026-02-26T17:33:00Z,17.00,85.00
2026-02-26T17:34:00Z,17.00,84.00
2026-02-26T17:35:00Z,17.00,84.00
2026-02-26T17:36:00Z,17.00,84.00
2026-02-26T17:37:00Z,17.00,84.00
2026-02-26T17:38:00Z,17.00,84.00
2026-02-26T17:39:00Z,17.00,84.00
2026-02-26T17:40:00Z,17.00,84.00
2026-02-26T17:41:00Z,17.00,84.00
2026-02-26T17:42:00Z,17.00,84.00
2026-02-26T17:43:00Z,17.00,84.00
2026-02-26T17:44:00Z,17.00,84.00
2026-02-26T17:45:00Z,17.00,84.00
2026-02-26T17:46:00Z,17.00,84.00
2026-02-26T17:47:00Z,17.00,84.00
2026-02-26T17:48:00Z,17.00,84.00
2026-02-26T17:49:00Z,17.00,84.00
2026-02-26T17:50:00Z,17.00,84.00
2026-02-26T17:52:00Z,16.00,84.00
2026-02-26T17:53:00Z,16.00,85.00
2026-02-26T17:54:00Z,16.00,85.00
2026-02-26T17:55:00Z,16.00,85.00
2026-02-26T17:56:00Z,16.00,85.00
2026-02-26T17:57:00Z,16.00,85.00
2026-02-26T17:58:00Z,16.00,85.00
2026-02-26T17:59:00Z,16.00,85.00
2026-02-26T18:00:00Z,16.00,85.00
2026-02-26T18:01:00Z,16.00,84.00
2026-02-26T18:02:00Z,16.00,85.00
2026-02-26T18:03:00Z,16.00,85.00
2026-02-26T18:04:00Z,16.00,85.00
2026-02-26T18:05:00Z,16.00,84.00
2026-02-26T18:06:00Z,16.00,84.00
2026-02-26T18:07:00Z,16.00,85.00
2026-02-26T18:08:00Z,16.00,85.00
2026-02-26T18:09:00Z,16.04,86.22
2026-02-26T18:10:00Z,17.09,85.00
2026-02-26T18:11:00Z,16.63,85.51
2026-02-26T18:12:00Z,19.87,82.36
2026-02-26T18:13:00Z,21.96,79.48
2026-02-26T18:14:00Z,21.83,80.25
2026-02-26T18:15:00Z,22.00,80.37
2026-02-26T18:16:00Z,21.44,79.04
2026-02-26T18:17:00Z,20.28,80.50
2026-02-26T18:18:00Z,20.29,81.34
2026-02-26T18:19:00Z,14.58,86.00
2026-02-26T18:20:00Z,12.81,88.68
2026-02-26T18:21:00Z,11.80,89.49
2026-02-26T18:22:00Z,13.00,87.43
2026-02-26T18:23:00Z,12.55,87.02
2026-02-26T18:24:00Z,10.95,90.81
2026-02-26T18:25:00Z,9.70,90.69
2026-02-26T18:26:00Z,8.36,92.58
2026-02-26T18:27:00Z,6.95,93.05
2026-02-26T18:28:00Z,7.98,93.01
2026-02-26T18:29:00Z,6.00,95.00
2026-02-26T18:30:00Z,5.86,95.00
2026-02-26T18:31:00Z,4.99,95.00
2026-02-26T18:32:00Z,4.83,94.99
2026-02-26T18:33:00Z,4.95,95.45
2026-02-26T18:34:00Z,5.40,95.98
2026-02-26T18:35:00Z,6.43,95.66
2026-02-26T18:36:00Z,6.06,95.00
2026-02-26T18:37:00Z,5.99,95.00
2026-02-26T18:38:00Z,6.38,94.18
2026-02-26T18:39:00Z,7.10,94.93
2026-02-26T18:40:00Z,5.31,95.59
2026-02-26T18:41:00Z,5.00,95.84
2026-02-26T18:42:00Z,4.99,95.23
2026-02-26T18:43:00Z,5.00,95.53
2026-02-26T18:44:00Z,5.00,96.00
2026-02-26T18:45:00Z,5.68,96.00
2026-02-26T18:46:00Z,5.93,96.00
2026-02-26T18:47:00Z,6.01,95.02
2026-02-26T18:48:00Z,7.26,94.03
2026-02-26T18:49:00Z,6.50,94.01
2026-02-26T18:50:00Z,6.92,94.00
2026-02-26T18:51:00Z,4.40,96.24
2026-02-26T18:52:00Z,3.41,98.00
2026-02-26T18:53:00Z,2.26,98.00
2026-02-26T18:54:00Z,1.85,98.34
2026-02-26T18:55:00Z,2.34,98.18
2026-02-26T18:56:00Z,2.60,98.00
2026-02-26T18:57:00Z,2.56,98.56
2026-02-26T18:58:00Z,2.53,98.02
2026-02-26T18:59:00Z,2.92,98.70
2026-02-26T19:00:00Z,3.05,97.97
2026-02-26T19:01:00Z,3.85,98.00
