# event_ticker=KXATPMATCH-26FEB22TABETC
# final_score=3-6 7-6(3) 6-4
# score_resolution=3-6 7-6 6-4
# match_winner=Tomas Martin Etcheverry
# fav_player=Tomas Martin Etcheverry
# dog_player=Alejandro Tabilo
# kalshi_date=2026-02-22
timestamp,Tomas Martin Etcheverry,Alejandro Tabilo
2026-02-22T18:49:00Z,,60.00
2026-02-22T18:51:00Z,41.00,60.00
2026-02-22T18:52:00Z,41.00,62.00
2026-02-22T18:53:00Z,41.00,62.00
2026-02-22T18:54:00Z,41.00,63.00
2026-02-22T18:55:00Z,41.00,62.00
2026-02-22T18:56:00Z,39.00,62.00
2026-02-22T18:57:00Z,39.00,63.77
2026-02-22T18:58:00Z,39.00,63.00
2026-02-22T19:00:00Z,39.00,63.00
2026-02-22T19:01:00Z,39.00,63.00
2026-02-22T19:03:00Z,39.00,63.00
2026-02-22T19:04:00Z,39.00,63.00
2026-02-22T19:05:00Z,39.00,63.00
2026-02-22T19:10:00Z,37.00,63.00
2026-02-22T19:11:00Z,37.00,65.00
2026-02-22T19:12:00Z,37.00,65.00
2026-02-22T19:14:00Z,37.00,65.00
2026-02-22T19:16:00Z,37.00,65.00
2026-02-22T19:17:00Z,37.00,66.00
2026-02-22T19:19:00Z,37.00,65.85
2026-02-22T19:23:00Z,37.00,66.00
2026-02-22T19:24:00Z,36.00,66.00
2026-02-22T19:28:00Z,36.00,66.00
2026-02-22T19:29:00Z,36.00,66.00
2026-02-22T19:30:00Z,36.00,65.39
2026-02-22T19:31:00Z,36.00,65.99
2026-02-22T19:34:00Z,36.00,66.00
2026-02-22T19:35:00Z,36.00,66.00
2026-02-22T19:37:00Z,36.00,65.54
2026-02-22T19:39:00Z,36.00,66.00
2026-02-22T19:40:00Z,36.00,66.00
2026-02-22T19:41:00Z,36.00,66.00
2026-02-22T19:42:00Z,36.00,66.00
2026-02-22T19:46:00Z,36.00,66.09
2026-02-22T19:47:00Z,36.00,66.00
2026-02-22T19:49:00Z,36.00,66.00
2026-02-22T19:51:00Z,36.00,66.06
2026-02-22T19:53:00Z,36.00,66.00
2026-02-22T19:54:00Z,35.00,66.31
2026-02-22T19:55:00Z,36.00,66.31
2026-02-22T19:57:00Z,35.93,66.00
2026-02-22T19:59:00Z,35.93,66.00
2026-02-22T20:01:00Z,35.76,66.00
2026-02-22T20:02:00Z,36.00,66.00
2026-02-22T20:04:00Z,36.00,66.00
2026-02-22T20:05:00Z,36.55,66.00
2026-02-22T20:06:00Z,36.00,63.96
2026-02-22T20:07:00Z,36.00,66.00
2026-02-22T20:08:00Z,36.00,66.00
2026-02-22T20:09:00Z,36.00,66.00
2026-02-22T20:11:00Z,36.00,65.00
2026-02-22T20:12:00Z,36.00,65.94
2026-02-22T20:13:00Z,36.00,66.00
2026-02-22T20:15:00Z,37.00,66.00
2026-02-22T20:18:00Z,37.00,65.94
2026-02-22T20:19:00Z,37.00,65.94
2026-02-22T20:20:00Z,37.00,66.00
2026-02-22T20:21:00Z,36.00,66.14
2026-02-22T20:22:00Z,36.00,66.14
2026-02-22T20:23:00Z,36.00,66.00
2026-02-22T20:25:00Z,36.00,66.00
2026-02-22T20:26:00Z,36.00,66.00
2026-02-22T20:27:00Z,36.00,66.00
2026-02-22T20:28:00Z,36.00,66.00
2026-02-22T20:29:00Z,36.00,66.00
2026-02-22T20:30:00Z,36.00,66.20
2026-02-22T20:31:00Z,36.00,66.96
2026-02-22T20:32:00Z,35.16,66.96
2026-02-22T20:33:00Z,35.00,66.00
2026-02-22T20:34:00Z,35.00,66.00
2026-02-22T20:35:00Z,35.98,66.00
2026-02-22T20:36:00Z,36.00,64.20
2026-02-22T20:37:00Z,36.00,66.00
2026-02-22T20:38:00Z,36.00,66.00
2026-02-22T20:39:00Z,35.83,66.00
2026-02-22T20:40:00Z,36.00,66.00
2026-02-22T20:41:00Z,36.00,66.00
2026-02-22T20:42:00Z,36.00,66.00
2026-02-22T20:43:00Z,36.00,66.00
2026-02-22T20:44:00Z,36.09,66.00
2026-02-22T20:45:00Z,36.00,64.47
2026-02-22T20:46:00Z,36.00,66.00
2026-02-22T20:48:00Z,36.00,66.00
2026-02-22T20:49:00Z,36.00,66.00
2026-02-22T20:50:00Z,36.00,66.72
2026-02-22T20:51:00Z,36.00,66.00
2026-02-22T20:52:00Z,36.00,66.00
2026-02-22T20:53:00Z,36.00,66.00
2026-02-22T20:54:00Z,36.00,65.00
2026-02-22T20:55:00Z,36.00,65.00
2026-02-22T20:56:00Z,34.00,65.96
2026-02-22T20:57:00Z,36.00,65.39
2026-02-22T20:58:00Z,36.00,65.39
2026-02-22T20:59:00Z,36.00,65.00
2026-02-22T21:00:00Z,36.00,65.00
2026-02-22T21:01:00Z,36.00,65.00
2026-02-22T21:02:00Z,36.00,64.00
2026-02-22T21:03:00Z,36.00,62.55
2026-02-22T21:04:00Z,36.00,64.00
2026-02-22T21:05:00Z,36.00,64.00
2026-02-22T21:06:00Z,36.00,64.00
2026-02-22T21:07:00Z,36.00,64.50
2026-02-22T21:08:00Z,36.00,65.00
2026-02-22T21:09:00Z,35.66,65.00
2026-02-22T21:10:00Z,36.00,65.48
2026-02-22T21:11:00Z,35.00,65.00
2026-02-22T21:12:00Z,35.00,65.00
2026-02-22T21:13:00Z,35.00,65.25
2026-02-22T21:14:00Z,37.67,65.25
2026-02-22T21:15:00Z,38.00,64.00
2026-02-22T21:16:00Z,38.00,64.00
2026-02-22T21:17:00Z,36.51,65.53
2026-02-22T21:18:00Z,36.77,65.02
2026-02-22T21:19:00Z,41.44,60.00
2026-02-22T21:20:00Z,42.23,57.12
2026-02-22T21:21:00Z,50.73,50.17
2026-02-22T21:22:00Z,51.43,49.62
2026-02-22T21:23:00Z,51.16,50.27
2026-02-22T21:24:00Z,46.15,58.41
2026-02-22T21:25:00Z,41.30,60.20
2026-02-22T21:26:00Z,32.97,67.58
2026-02-22T21:27:00Z,32.01,69.93
2026-02-22T21:28:00Z,32.44,70.37
2026-02-22T21:29:00Z,32.00,69.98
2026-02-22T21:30:00Z,32.00,70.00
2026-02-22T21:31:00Z,32.13,70.00
2026-02-22T21:32:00Z,31.00,74.47
2026-02-22T21:33:00Z,20.45,78.30
2026-02-22T21:34:00Z,16.40,83.37
2026-02-22T21:35:00Z,16.02,84.57
2026-02-22T21:36:00Z,16.26,84.93
2026-02-22T21:37:00Z,16.02,85.87
2026-02-22T21:38:00Z,16.00,85.00
2026-02-22T21:39:00Z,14.78,86.01
2026-02-22T21:40:00Z,13.12,87.60
2026-02-22T21:41:00Z,11.46,89.00
2026-02-22T21:42:00Z,11.81,88.72
2026-02-22T21:43:00Z,14.71,85.58
2026-02-22T21:44:00Z,17.08,83.45
2026-02-22T21:45:00Z,16.92,84.32
2026-02-22T21:46:00Z,16.99,84.00
2026-02-22T21:47:00Z,16.61,84.76
2026-02-22T21:48:00Z,18.25,84.00
2026-02-22T21:49:00Z,15.00,85.00
2026-02-22T21:50:00Z,14.78,86.00
2026-02-22T21:51:00Z,13.37,86.11
2026-02-22T21:52:00Z,13.66,86.45
2026-02-22T21:53:00Z,14.22,87.04
2026-02-22T21:54:00Z,13.91,87.09
