# event_ticker=KXATPCHALLENGERMATCH-26FEB20GOJTOM
# final_score=6-3 4-6 6-4
# score_resolution=3-6 6-4 4-6
# match_winner=Borna Gojo
# fav_player=Bernard Tomic
# dog_player=Borna Gojo
# kalshi_date=2026-02-20
timestamp,Bernard Tomic,Borna Gojo
2026-02-20T08:26:00Z,,69.00
2026-02-20T09:04:00Z,34.77,69.00
2026-02-20T09:07:00Z,34.77,69.00
2026-02-20T09:23:00Z,34.77,68.00
2026-02-20T09:56:00Z,34.77,68.00
2026-02-20T10:52:00Z,34.77,68.00
2026-02-20T11:24:00Z,34.77,68.00
2026-02-20T11:29:00Z,34.77,68.00
2026-02-20T11:31:00Z,34.77,68.00
2026-02-20T12:12:00Z,34.77,68.00
2026-02-20T12:24:00Z,33.00,68.00
2026-02-20T12:44:00Z,33.00,68.00
2026-02-20T13:27:00Z,33.00,68.00
2026-02-20T13:30:00Z,32.00,68.00
2026-02-20T13:37:00Z,33.46,68.00
2026-02-20T13:39:00Z,33.46,68.00
2026-02-20T13:51:00Z,34.00,68.00
2026-02-20T14:26:00Z,34.00,68.00
2026-02-20T14:46:00Z,34.00,68.00
2026-02-20T14:53:00Z,34.00,68.00
2026-02-20T14:55:00Z,34.00,68.00
2026-02-20T15:00:00Z,34.00,68.00
2026-02-20T15:30:00Z,34.00,68.00
2026-02-20T15:32:00Z,34.00,68.00
2026-02-20T15:46:00Z,34.00,68.00
2026-02-20T16:12:00Z,34.00,68.00
2026-02-20T16:17:00Z,34.00,67.00
2026-02-20T16:25:00Z,34.00,67.00
2026-02-20T16:36:00Z,34.00,67.00
2026-02-20T16:47:00Z,35.00,67.00
2026-02-20T16:55:00Z,35.00,67.00
2026-02-20T16:58:00Z,35.00,67.00
2026-02-20T17:01:00Z,35.00,67.00
2026-02-20T17:07:00Z,35.00,67.00
2026-02-20T17:13:00Z,35.00,67.00
2026-02-20T17:17:00Z,35.00,67.00
2026-02-20T17:18:00Z,35.00,67.65
2026-02-20T17:22:00Z,35.00,68.00
2026-02-20T17:28:00Z,35.00,68.00
2026-02-20T17:43:00Z,35.00,68.00
2026-02-20T17:48:00Z,35.00,68.00
2026-02-20T17:52:00Z,35.00,68.00
2026-02-20T17:55:00Z,35.00,68.00
2026-02-20T17:59:00Z,35.00,68.00
2026-02-20T18:02:00Z,35.00,68.00
2026-02-20T18:04:00Z,35.00,68.00
2026-02-20T18:08:00Z,35.00,66.00
2026-02-20T18:11:00Z,35.00,66.00
2026-02-20T18:13:00Z,35.00,68.00
2026-02-20T18:16:00Z,35.00,68.00
2026-02-20T18:20:00Z,35.00,68.00
2026-02-20T18:29:00Z,33.00,68.00
2026-02-20T18:30:00Z,33.00,68.00
2026-02-20T18:31:00Z,33.00,68.00
2026-02-20T18:36:00Z,33.00,68.00
2026-02-20T18:37:00Z,33.00,68.00
2026-02-20T18:38:00Z,33.00,68.00
2026-02-20T18:39:00Z,33.00,67.15
2026-02-20T18:42:00Z,33.00,69.00
2026-02-20T18:43:00Z,33.00,69.00
2026-02-20T18:46:00Z,33.00,69.00
2026-02-20T18:57:00Z,33.00,69.00
2026-02-20T18:58:00Z,33.00,69.00
2026-02-20T19:03:00Z,33.00,69.00
2026-02-20T19:05:00Z,33.00,69.00
2026-02-20T19:11:00Z,33.00,69.00
2026-02-20T19:18:00Z,33.00,69.00
2026-02-20T19:19:00Z,33.00,69.00
2026-02-20T19:24:00Z,33.00,69.00
2026-02-20T19:25:00Z,33.00,69.00
2026-02-20T19:26:00Z,33.00,69.00
2026-02-20T19:27:00Z,33.00,68.20
2026-02-20T19:28:00Z,33.00,68.20
2026-02-20T19:29:00Z,33.00,68.20
2026-02-20T19:30:00Z,33.50,68.20
2026-02-20T19:31:00Z,31.30,68.20
2026-02-20T19:32:00Z,29.02,73.00
2026-02-20T19:33:00Z,34.00,68.13
2026-02-20T19:34:00Z,35.04,65.09
2026-02-20T19:35:00Z,33.00,68.00
2026-02-20T19:36:00Z,34.78,68.63
2026-02-20T19:37:00Z,37.20,64.00
2026-02-20T19:38:00Z,35.00,67.78
2026-02-20T19:39:00Z,37.14,64.73
2026-02-20T19:40:00Z,34.99,66.83
2026-02-20T19:41:00Z,31.86,67.44
2026-02-20T19:42:00Z,31.21,70.35
2026-02-20T19:43:00Z,28.80,71.93
2026-02-20T19:44:00Z,32.77,70.77
2026-02-20T19:45:00Z,32.34,68.00
2026-02-20T19:46:00Z,35.18,65.00
2026-02-20T19:47:00Z,34.46,64.54
2026-02-20T19:48:00Z,33.74,66.48
2026-02-20T19:49:00Z,32.00,69.00
2026-02-20T19:50:00Z,32.60,65.00
2026-02-20T19:51:00Z,32.79,70.18
2026-02-20T19:52:00Z,34.74,65.00
2026-02-20T19:53:00Z,32.48,70.00
2026-02-20T19:54:00Z,32.75,69.66
2026-02-20T19:55:00Z,30.13,69.28
2026-02-20T19:56:00Z,29.16,71.90
2026-02-20T19:57:00Z,28.49,72.44
2026-02-20T19:58:00Z,27.99,73.55
2026-02-20T19:59:00Z,18.66,83.96
2026-02-20T20:00:00Z,12.57,86.21
2026-02-20T20:01:00Z,11.84,88.00
2026-02-20T20:02:00Z,11.89,89.00
2026-02-20T20:03:00Z,10.57,89.29
2026-02-20T20:04:00Z,10.19,90.60
2026-02-20T20:05:00Z,10.58,88.04
2026-02-20T20:06:00Z,13.64,87.31
2026-02-20T20:07:00Z,11.81,87.00
2026-02-20T20:08:00Z,11.11,89.00
2026-02-20T20:09:00Z,11.17,90.33
2026-02-20T20:10:00Z,12.00,85.78
2026-02-20T20:11:00Z,12.80,88.00
2026-02-20T20:12:00Z,12.55,88.00
2026-02-20T20:13:00Z,12.13,89.00
2026-02-20T20:14:00Z,12.80,89.00
2026-02-20T20:15:00Z,10.30,89.94
2026-02-20T20:16:00Z,7.71,92.42
2026-02-20T20:17:00Z,7.89,93.88
2026-02-20T20:18:00Z,8.26,90.56
2026-02-20T20:19:00Z,9.85,94.22
2026-02-20T20:20:00Z,13.06,87.00
2026-02-20T20:21:00Z,13.82,86.25
2026-02-20T20:22:00Z,12.33,88.57
2026-02-20T20:23:00Z,12.48,88.10
2026-02-20T20:24:00Z,12.06,87.51
2026-02-20T20:25:00Z,12.23,88.00
2026-02-20T20:26:00Z,13.94,87.00
2026-02-20T20:27:00Z,14.41,86.03
2026-02-20T20:28:00Z,14.28,86.83
2026-02-20T20:29:00Z,12.31,88.00
2026-02-20T20:30:00Z,15.59,87.00
2026-02-20T20:31:00Z,17.34,84.00
2026-02-20T20:32:00Z,16.84,84.82
2026-02-20T20:33:00Z,15.12,85.07
2026-02-20T20:34:00Z,17.31,85.45
2026-02-20T20:35:00Z,17.98,84.49
2026-02-20T20:36:00Z,18.53,82.00
2026-02-20T20:37:00Z,30.07,74.18
2026-02-20T20:38:00Z,40.57,59.59
2026-02-20T20:39:00Z,38.58,60.00
2026-02-20T20:40:00Z,41.20,57.08
2026-02-20T20:41:00Z,47.08,50.42
2026-02-20T20:42:00Z,47.12,55.01
2026-02-20T20:43:00Z,48.18,53.88
2026-02-20T20:44:00Z,50.00,52.17
2026-02-20T20:45:00Z,46.67,55.87
2026-02-20T20:46:00Z,47.86,51.87
2026-02-20T20:47:00Z,55.11,50.69
2026-02-20T20:48:00Z,60.01,48.18
2026-02-20T20:49:00Z,52.07,47.09
2026-02-20T20:50:00Z,48.02,52.76
2026-02-20T20:51:00Z,46.91,54.25
2026-02-20T20:52:00Z,47.63,54.44
2026-02-20T20:53:00Z,48.54,52.97
2026-02-20T20:54:00Z,50.51,51.03
2026-02-20T20:55:00Z,49.14,52.69
2026-02-20T20:56:00Z,50.34,50.77
2026-02-20T20:57:00Z,51.64,47.30
2026-02-20T20:58:00Z,55.32,49.92
2026-02-20T20:59:00Z,47.83,52.12
2026-02-20T21:00:00Z,38.28,58.32
2026-02-20T21:01:00Z,22.32,79.51
2026-02-20T21:02:00Z,16.45,83.25
2026-02-20T21:03:00Z,10.70,92.53
2026-02-20T21:04:00Z,13.68,90.13
2026-02-20T21:05:00Z,14.14,84.69
2026-02-20T21:06:00Z,8.48,90.94
2026-02-20T21:07:00Z,10.48,89.10
2026-02-20T21:08:00Z,5.58,94.11
2026-02-20T21:09:00Z,5.53,95.37
2026-02-20T21:10:00Z,6.98,94.10
2026-02-20T21:11:00Z,6.68,93.54
