# event_ticker=KXATPMATCH-25OCT04HALLEH
# final_score=6-4 7-5
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Quentin Halys
# kalshi_date=2025-10-04
timestamp,Jiri Lehecka,Quentin Halys
2025-10-04T05:02:00Z,93.00,10.52
2025-10-04T05:03:00Z,93.00,10.00
2025-10-04T05:04:00Z,93.00,10.00
2025-10-04T05:05:00Z,93.00,10.00
2025-10-04T05:06:00Z,92.00,9.20
2025-10-04T05:07:00Z,93.00,9.20
2025-10-04T05:08:00Z,93.00,7.00
2025-10-04T05:09:00Z,93.00,7.00
2025-10-04T05:10:00Z,93.00,9.90
2025-10-04T05:11:00Z,93.00,9.58
2025-10-04T05:12:00Z,92.00,8.75
2025-10-04T05:13:00Z,92.00,8.00
2025-10-04T05:15:00Z,92.00,6.27
2025-10-04T05:18:00Z,92.00,8.00
2025-10-04T05:21:00Z,91.00,8.00
2025-10-04T05:25:00Z,91.00,10.00
2025-10-04T05:26:00Z,91.00,10.13
2025-10-04T05:27:00Z,91.00,11.00
2025-10-04T05:28:00Z,89.67,11.00
2025-10-04T05:29:00Z,89.67,12.50
2025-10-04T05:30:00Z,90.72,12.50
2025-10-04T05:31:00Z,91.00,10.75
2025-10-04T05:32:00Z,90.00,10.82
2025-10-04T05:33:00Z,92.00,9.91
2025-10-04T05:34:00Z,92.00,11.49
2025-10-04T05:35:00Z,92.00,11.13
2025-10-04T05:36:00Z,92.00,12.55
2025-10-04T05:37:00Z,87.88,15.77
2025-10-04T05:38:00Z,84.00,18.30
2025-10-04T05:39:00Z,87.00,13.35
2025-10-04T05:40:00Z,90.00,12.00
2025-10-04T05:41:00Z,90.00,12.99
2025-10-04T05:42:00Z,89.57,13.00
2025-10-04T05:43:00Z,92.00,8.08
2025-10-04T05:44:00Z,91.00,7.91
2025-10-04T05:45:00Z,91.00,14.22
2025-10-04T05:46:00Z,89.00,14.47
2025-10-04T05:47:00Z,88.26,13.34
2025-10-04T05:48:00Z,88.26,16.55
2025-10-04T05:49:00Z,87.00,15.03
2025-10-04T05:50:00Z,86.00,14.73
2025-10-04T05:51:00Z,86.00,13.10
2025-10-04T05:52:00Z,90.00,12.38
2025-10-04T05:53:00Z,87.61,15.55
2025-10-04T05:54:00Z,87.61,20.68
2025-10-04T05:55:00Z,84.57,17.40
2025-10-04T05:56:00Z,82.29,18.98
2025-10-04T05:57:00Z,83.00,21.40
2025-10-04T05:58:00Z,84.57,16.47
2025-10-04T05:59:00Z,85.00,15.00
2025-10-04T06:00:00Z,86.52,15.71
2025-10-04T06:01:00Z,92.85,10.50
2025-10-04T06:02:00Z,93.67,5.85
2025-10-04T06:04:00Z,84.00,3.78
2025-10-04T06:05:00Z,84.00,4.10
2025-10-04T06:06:00Z,97.60,4.33
2025-10-04T06:11:00Z,99.00,1.00
2025-10-04T06:13:00Z,99.00,1.00
