# event_ticker=KXATPMATCH-25OCT04HALLEH
# final_score=6-4 7-5
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Quentin Halys
# kalshi_date=2025-10-04
timestamp,Jiri Lehecka,Quentin Halys
2025-10-03T18:49:00Z,79.00,33.00
2025-10-03T19:11:00Z,81.00,33.00
2025-10-03T19:14:00Z,81.00,33.00
2025-10-03T19:20:00Z,81.00,19.00
2025-10-03T19:46:00Z,81.00,19.00
2025-10-03T20:02:00Z,81.00,19.00
2025-10-03T20:07:00Z,81.00,19.00
2025-10-03T20:17:00Z,82.00,19.00
2025-10-03T20:41:00Z,82.00,19.00
2025-10-03T20:56:00Z,82.00,19.00
2025-10-03T21:06:00Z,82.00,19.00
2025-10-03T21:29:00Z,82.00,19.00
2025-10-03T21:30:00Z,82.00,19.00
2025-10-03T21:32:00Z,82.00,19.00
2025-10-03T21:38:00Z,82.00,19.00
2025-10-03T21:42:00Z,82.00,19.00
2025-10-03T21:46:00Z,82.00,19.00
2025-10-03T21:55:00Z,82.00,19.00
2025-10-03T22:05:00Z,82.00,19.00
2025-10-03T22:12:00Z,82.00,19.00
2025-10-03T22:18:00Z,82.00,19.00
2025-10-03T22:19:00Z,82.00,19.00
2025-10-03T22:21:00Z,82.00,19.00
2025-10-03T22:29:00Z,82.00,19.00
2025-10-03T22:41:00Z,82.00,19.00
2025-10-03T23:01:00Z,82.00,19.00
2025-10-03T23:08:00Z,82.00,19.00
2025-10-03T23:51:00Z,82.00,19.00
2025-10-04T00:05:00Z,82.00,19.00
2025-10-04T00:07:00Z,82.00,19.00
2025-10-04T00:23:00Z,82.00,19.00
2025-10-04T00:26:00Z,82.00,19.00
2025-10-04T00:35:00Z,82.00,19.00
2025-10-04T00:47:00Z,82.00,19.56
2025-10-04T00:48:00Z,82.00,19.00
2025-10-04T01:00:00Z,82.00,19.00
2025-10-04T01:08:00Z,82.00,19.00
2025-10-04T01:13:00Z,82.00,19.00
2025-10-04T01:17:00Z,82.00,19.00
2025-10-04T01:23:00Z,82.00,19.00
2025-10-04T01:29:00Z,82.00,18.00
2025-10-04T01:31:00Z,82.00,19.00
2025-10-04T01:46:00Z,82.00,19.97
2025-10-04T01:55:00Z,82.00,20.00
2025-10-04T01:56:00Z,80.00,18.08
2025-10-04T01:58:00Z,80.00,19.00
2025-10-04T02:04:00Z,80.00,19.00
2025-10-04T02:08:00Z,80.00,19.00
2025-10-04T02:12:00Z,80.00,19.00
2025-10-04T02:20:00Z,80.00,19.00
2025-10-04T02:23:00Z,80.00,19.00
2025-10-04T02:34:00Z,82.00,19.00
2025-10-04T02:36:00Z,82.00,19.00
2025-10-04T02:38:00Z,82.00,19.00
2025-10-04T02:39:00Z,82.00,19.00
2025-10-04T02:43:00Z,82.00,19.00
2025-10-04T02:54:00Z,82.00,19.00
2025-10-04T02:55:00Z,82.00,19.00
2025-10-04T02:56:00Z,82.00,19.00
2025-10-04T03:00:00Z,82.00,19.00
2025-10-04T03:03:00Z,82.00,19.00
2025-10-04T03:06:00Z,82.00,18.00
2025-10-04T03:07:00Z,82.00,18.00
2025-10-04T03:12:00Z,82.00,19.00
2025-10-04T03:17:00Z,82.00,19.00
2025-10-04T03:21:00Z,82.00,19.00
2025-10-04T03:40:00Z,82.00,19.00
2025-10-04T03:44:00Z,82.00,19.00
2025-10-04T03:45:00Z,82.00,19.00
2025-10-04T03:49:00Z,82.00,19.47
2025-10-04T03:51:00Z,82.00,19.56
2025-10-04T03:53:00Z,82.00,19.00
2025-10-04T03:54:00Z,82.00,19.00
2025-10-04T03:55:00Z,82.00,19.00
2025-10-04T03:56:00Z,82.00,19.00
2025-10-04T03:57:00Z,82.00,19.00
2025-10-04T03:58:00Z,82.00,19.00
2025-10-04T04:00:00Z,82.00,19.12
2025-10-04T04:03:00Z,82.00,19.00
2025-10-04T04:05:00Z,82.00,19.00
2025-10-04T04:06:00Z,82.00,19.00
2025-10-04T04:07:00Z,82.00,19.00
2025-10-04T04:08:00Z,82.00,19.26
2025-10-04T04:09:00Z,82.00,19.32
2025-10-04T04:14:00Z,82.00,20.00
2025-10-04T04:15:00Z,82.00,20.00
2025-10-04T04:17:00Z,82.00,20.00
2025-10-04T04:18:00Z,82.00,20.00
2025-10-04T04:20:00Z,82.00,19.00
2025-10-04T04:22:00Z,82.00,19.00
2025-10-04T04:24:00Z,82.00,19.00
2025-10-04T04:25:00Z,82.00,19.00
2025-10-04T04:28:00Z,82.00,19.00
2025-10-04T04:29:00Z,82.00,19.00
2025-10-04T04:30:00Z,82.00,19.00
2025-10-04T04:31:00Z,82.00,19.00
2025-10-04T04:33:00Z,82.00,19.00
2025-10-04T04:35:00Z,82.00,19.00
2025-10-04T04:37:00Z,82.00,20.00
2025-10-04T04:38:00Z,82.00,20.00
2025-10-04T04:39:00Z,82.00,20.00
2025-10-04T04:40:00Z,82.00,20.00
2025-10-04T04:41:00Z,82.00,20.00
2025-10-04T04:42:00Z,82.00,18.26
2025-10-04T04:43:00Z,86.00,15.74
2025-10-04T04:44:00Z,87.83,10.00
2025-10-04T04:45:00Z,92.00,7.94
2025-10-04T04:46:00Z,92.00,9.00
2025-10-04T04:47:00Z,91.00,10.00
2025-10-04T04:48:00Z,91.00,10.69
2025-10-04T04:49:00Z,90.00,10.78
2025-10-04T04:51:00Z,90.07,11.00
2025-10-04T04:52:00Z,90.00,11.00
2025-10-04T04:54:00Z,90.00,10.23
2025-10-04T04:55:00Z,91.37,11.00
2025-10-04T04:56:00Z,91.37,7.96
2025-10-04T04:57:00Z,91.00,11.00
2025-10-04T04:58:00Z,91.00,9.58
2025-10-04T04:59:00Z,93.00,9.00
2025-10-04T05:00:00Z,93.00,9.87
2025-10-04T05:01:00Z,93.00,10.00
