# event_ticker=KXATPCHALLENGERMATCH-26APR09PAVMAY
# final_score=6-1 3-6 7-6(8)
# score_resolution=1-6 6-3 6-7
# match_winner=Luka Pavlovic
# fav_player=Aidan Mayo
# dog_player=Luka Pavlovic
# kalshi_date=2026-04-09
timestamp,Aidan Mayo,Luka Pavlovic
2026-04-09T09:11:00Z,,77.00
2026-04-09T10:22:00Z,,78.00
2026-04-09T10:35:00Z,,78.00
2026-04-09T11:40:00Z,,72.00
2026-04-09T11:43:00Z,,72.00
2026-04-09T11:57:00Z,,72.00
2026-04-09T12:03:00Z,30.00,72.00
2026-04-09T12:08:00Z,30.00,73.00
2026-04-09T12:11:00Z,30.00,74.82
2026-04-09T12:16:00Z,30.00,75.00
2026-04-09T12:26:00Z,30.00,75.00
2026-04-09T12:46:00Z,30.00,75.00
2026-04-09T12:49:00Z,30.00,75.00
2026-04-09T12:52:00Z,30.00,75.00
2026-04-09T14:08:00Z,29.00,75.00
2026-04-09T14:24:00Z,29.00,74.00
2026-04-09T14:25:00Z,29.00,74.00
2026-04-09T14:40:00Z,29.00,74.00
2026-04-09T14:45:00Z,29.00,73.00
2026-04-09T15:10:00Z,29.00,74.00
2026-04-09T15:11:00Z,29.00,73.00
2026-04-09T15:16:00Z,29.00,73.00
2026-04-09T15:22:00Z,29.00,72.00
2026-04-09T15:24:00Z,30.00,72.00
2026-04-09T15:27:00Z,30.00,73.00
2026-04-09T15:28:00Z,30.00,73.00
2026-04-09T15:33:00Z,30.00,73.00
2026-04-09T15:54:00Z,30.00,73.00
2026-04-09T15:55:00Z,30.00,73.00
2026-04-09T16:12:00Z,27.00,73.00
2026-04-09T16:15:00Z,27.00,70.00
2026-04-09T16:21:00Z,27.00,73.00
2026-04-09T16:25:00Z,27.00,72.12
2026-04-09T16:29:00Z,27.00,73.00
2026-04-09T16:31:00Z,31.00,73.00
2026-04-09T16:35:00Z,31.00,72.00
2026-04-09T16:36:00Z,31.00,72.00
2026-04-09T16:39:00Z,31.00,71.50
2026-04-09T16:40:00Z,31.00,71.50
2026-04-09T16:45:00Z,31.00,71.80
2026-04-09T16:47:00Z,31.00,72.00
2026-04-09T17:00:00Z,31.00,72.00
2026-04-09T17:01:00Z,31.00,72.00
2026-04-09T17:05:00Z,31.00,73.00
2026-04-09T17:08:00Z,31.00,73.00
2026-04-09T17:21:00Z,31.00,73.00
2026-04-09T17:29:00Z,31.00,72.00
2026-04-09T17:32:00Z,31.00,72.00
2026-04-09T17:33:00Z,31.00,72.00
2026-04-09T17:36:00Z,31.00,72.72
2026-04-09T17:37:00Z,31.00,72.72
2026-04-09T17:39:00Z,31.00,73.00
2026-04-09T17:41:00Z,27.00,73.00
2026-04-09T17:47:00Z,27.00,73.00
2026-04-09T17:50:00Z,27.00,73.00
2026-04-09T17:53:00Z,27.00,73.00
2026-04-09T17:54:00Z,27.00,71.00
2026-04-09T17:55:00Z,30.00,71.00
2026-04-09T17:57:00Z,30.00,73.00
2026-04-09T18:00:00Z,30.00,73.00
2026-04-09T18:02:00Z,30.00,73.76
2026-04-09T18:06:00Z,30.00,74.00
2026-04-09T18:11:00Z,30.00,74.00
2026-04-09T18:14:00Z,30.00,74.00
2026-04-09T18:21:00Z,30.00,74.00
2026-04-09T18:32:00Z,30.00,74.00
2026-04-09T18:34:00Z,30.00,74.00
2026-04-09T18:35:00Z,30.00,74.01
2026-04-09T18:37:00Z,30.00,74.00
2026-04-09T18:42:00Z,30.00,74.00
2026-04-09T18:43:00Z,29.00,73.00
2026-04-09T18:45:00Z,29.00,72.55
2026-04-09T18:47:00Z,29.00,73.59
2026-04-09T18:48:00Z,29.00,74.00
2026-04-09T18:55:00Z,29.00,74.00
2026-04-09T18:56:00Z,29.00,74.88
2026-04-09T18:57:00Z,29.00,75.00
2026-04-09T18:58:00Z,29.00,75.00
2026-04-09T18:59:00Z,28.00,75.00
2026-04-09T19:00:00Z,28.00,75.00
2026-04-09T19:01:00Z,28.00,75.79
2026-04-09T19:02:00Z,28.00,76.00
2026-04-09T19:04:00Z,26.87,76.00
2026-04-09T19:05:00Z,27.38,76.00
2026-04-09T19:06:00Z,29.42,75.00
2026-04-09T19:07:00Z,27.45,73.71
2026-04-09T19:08:00Z,29.59,72.19
2026-04-09T19:09:00Z,29.59,74.23
2026-04-09T19:10:00Z,29.36,73.58
2026-04-09T19:11:00Z,24.59,76.58
2026-04-09T19:12:00Z,23.16,76.00
2026-04-09T19:13:00Z,20.39,79.41
2026-04-09T19:14:00Z,22.54,81.40
2026-04-09T19:15:00Z,15.75,86.46
2026-04-09T19:16:00Z,11.28,87.99
2026-04-09T19:17:00Z,11.00,87.99
2026-04-09T19:18:00Z,11.00,88.92
2026-04-09T19:19:00Z,12.99,88.99
2026-04-09T19:20:00Z,11.13,88.45
2026-04-09T19:21:00Z,11.23,89.00
2026-04-09T19:22:00Z,10.39,92.75
2026-04-09T19:23:00Z,7.55,93.00
2026-04-09T19:24:00Z,7.91,93.00
2026-04-09T19:25:00Z,6.97,94.39
2026-04-09T19:26:00Z,5.69,93.06
2026-04-09T19:27:00Z,7.19,94.00
2026-04-09T19:28:00Z,8.01,93.91
2026-04-09T19:29:00Z,9.00,92.00
2026-04-09T19:30:00Z,8.14,92.99
2026-04-09T19:31:00Z,8.97,91.86
2026-04-09T19:32:00Z,9.00,92.99
2026-04-09T19:33:00Z,9.86,91.00
2026-04-09T19:34:00Z,9.09,91.02
2026-04-09T19:35:00Z,10.00,91.04
2026-04-09T19:36:00Z,10.00,91.00
2026-04-09T19:37:00Z,9.32,91.00
2026-04-09T19:38:00Z,8.57,93.86
2026-04-09T19:39:00Z,6.01,96.67
2026-04-09T19:40:00Z,5.04,96.11
2026-04-09T19:41:00Z,4.41,96.03
2026-04-09T19:42:00Z,5.67,93.65
2026-04-09T19:43:00Z,8.00,94.00
2026-04-09T19:44:00Z,8.00,94.00
2026-04-09T19:45:00Z,7.80,93.00
2026-04-09T19:46:00Z,8.89,93.00
2026-04-09T19:47:00Z,7.69,94.00
2026-04-09T19:48:00Z,5.00,94.00
2026-04-09T19:49:00Z,8.24,92.17
