# event_ticker=KXATPCHALLENGERMATCH-26FEB23VARMID
# final_score=6-4 6-1
# match_winner=Juan Pablo Varillas
# fav_player=Juan Pablo Varillas
# dog_player=Lautaro Midon
# kalshi_date=2026-02-23
timestamp,Juan Pablo Varillas,Lautaro Midon
2026-02-24T06:02:00Z,59.00,
2026-02-24T06:03:00Z,60.00,
2026-02-24T06:59:00Z,60.00,46.00
2026-02-24T07:10:00Z,60.00,41.00
2026-02-24T07:12:00Z,60.00,46.00
2026-02-24T08:01:00Z,83.00,46.00
2026-02-24T08:21:00Z,83.00,46.00
2026-02-24T08:41:00Z,63.00,41.00
2026-02-24T09:46:00Z,63.00,46.00
2026-02-24T09:47:00Z,63.00,46.00
2026-02-24T09:48:00Z,63.00,46.00
2026-02-24T10:19:00Z,50.00,46.00
2026-02-24T10:20:00Z,50.00,48.00
2026-02-24T11:10:00Z,55.00,48.00
2026-02-24T11:26:00Z,55.00,48.00
2026-02-24T11:43:00Z,55.00,47.82
2026-02-24T11:44:00Z,54.00,47.82
2026-02-24T11:47:00Z,54.00,44.36
2026-02-24T12:09:00Z,57.00,44.36
2026-02-24T12:26:00Z,57.00,44.36
2026-02-24T13:18:00Z,56.00,44.36
2026-02-24T14:19:00Z,56.00,46.00
2026-02-24T14:35:00Z,56.00,46.00
2026-02-24T15:10:00Z,57.00,46.00
2026-02-24T15:17:00Z,54.00,46.00
2026-02-24T15:19:00Z,57.00,46.00
2026-02-24T15:22:00Z,57.00,46.00
2026-02-24T15:23:00Z,57.00,47.00
2026-02-24T15:27:00Z,57.00,47.00
2026-02-24T15:39:00Z,57.00,47.00
2026-02-24T15:40:00Z,57.00,47.00
2026-02-24T15:41:00Z,57.00,47.00
2026-02-24T15:42:00Z,57.00,43.00
2026-02-24T15:43:00Z,57.00,43.00
2026-02-24T15:46:00Z,57.00,43.00
2026-02-24T15:48:00Z,57.00,47.00
2026-02-24T15:58:00Z,57.00,47.00
2026-02-24T15:59:00Z,57.00,47.00
2026-02-24T16:01:00Z,53.00,47.00
2026-02-24T16:03:00Z,57.00,47.00
2026-02-24T16:04:00Z,57.00,47.39
2026-02-24T16:07:00Z,57.00,47.00
2026-02-24T16:08:00Z,57.00,48.00
2026-02-24T16:10:00Z,57.00,47.00
2026-02-24T16:11:00Z,56.64,47.00
2026-02-24T16:12:00Z,55.00,53.24
2026-02-24T16:13:00Z,57.00,44.13
2026-02-24T16:14:00Z,54.00,48.77
2026-02-24T16:15:00Z,50.63,50.97
2026-02-24T16:16:00Z,50.33,52.00
2026-02-24T16:17:00Z,49.19,49.07
2026-02-24T16:18:00Z,54.93,43.56
2026-02-24T16:19:00Z,56.00,46.17
2026-02-24T16:20:00Z,57.00,44.02
2026-02-24T16:21:00Z,59.03,44.32
2026-02-24T16:22:00Z,56.51,48.04
2026-02-24T16:23:00Z,50.84,51.83
2026-02-24T16:24:00Z,51.00,51.86
2026-02-24T16:25:00Z,52.54,49.07
2026-02-24T16:26:00Z,54.06,47.22
2026-02-24T16:27:00Z,61.67,53.55
2026-02-24T16:28:00Z,56.98,45.90
2026-02-24T16:29:00Z,55.19,50.06
2026-02-24T16:30:00Z,58.71,42.92
2026-02-24T16:31:00Z,62.98,44.36
2026-02-24T16:32:00Z,59.00,45.16
2026-02-24T16:33:00Z,68.75,30.06
2026-02-24T16:34:00Z,71.79,29.34
2026-02-24T16:35:00Z,71.80,30.00
2026-02-24T16:36:00Z,74.20,24.47
2026-02-24T16:37:00Z,74.18,27.62
2026-02-24T16:38:00Z,77.67,24.92
2026-02-24T16:39:00Z,78.11,22.63
2026-02-24T16:40:00Z,75.43,24.67
2026-02-24T16:41:00Z,74.00,28.00
2026-02-24T16:42:00Z,76.16,35.84
2026-02-24T16:43:00Z,71.18,38.24
2026-02-24T16:44:00Z,72.85,40.42
2026-02-24T16:45:00Z,54.16,48.74
2026-02-24T16:46:00Z,51.64,51.78
2026-02-24T16:47:00Z,53.64,45.38
2026-02-24T16:48:00Z,56.00,45.71
2026-02-24T16:49:00Z,60.94,44.89
2026-02-24T16:50:00Z,72.03,30.41
2026-02-24T16:51:00Z,73.54,29.04
2026-02-24T16:52:00Z,76.29,25.25
2026-02-24T16:53:00Z,79.23,23.45
2026-02-24T16:54:00Z,77.00,24.09
2026-02-24T16:55:00Z,78.92,24.71
2026-02-24T16:56:00Z,78.77,21.79
2026-02-24T16:57:00Z,83.04,17.42
2026-02-24T16:58:00Z,84.00,16.45
2026-02-24T16:59:00Z,79.93,20.39
2026-02-24T17:00:00Z,78.06,27.08
2026-02-24T17:01:00Z,73.76,33.70
2026-02-24T17:02:00Z,75.23,27.35
2026-02-24T17:03:00Z,77.49,24.78
2026-02-24T17:04:00Z,80.24,22.83
2026-02-24T17:05:00Z,83.84,15.69
2026-02-24T17:06:00Z,86.83,14.89
2026-02-24T17:07:00Z,88.70,10.47
2026-02-24T17:08:00Z,89.92,11.98
2026-02-24T17:09:00Z,89.91,11.97
2026-02-24T17:10:00Z,91.47,10.77
2026-02-24T17:11:00Z,93.93,6.97
2026-02-24T17:12:00Z,93.90,5.34
2026-02-24T17:13:00Z,94.07,5.36
2026-02-24T17:14:00Z,95.17,4.54
2026-02-24T17:15:00Z,95.77,3.00
2026-02-24T17:16:00Z,97.44,1.75
2026-02-24T17:17:00Z,97.77,2.00
2026-02-24T17:18:00Z,98.99,1.57
2026-02-24T17:19:00Z,98.47,1.00
2026-02-24T17:20:00Z,99.00,1.00
2026-02-24T17:21:00Z,99.00,1.00
2026-02-24T17:22:00Z,99.00,1.00
2026-02-24T17:23:00Z,99.00,1.00
2026-02-24T17:24:00Z,99.00,1.00
2026-02-24T17:25:00Z,99.00,1.00
2026-02-24T17:26:00Z,99.00,1.00
2026-02-24T17:27:00Z,99.00,1.00
2026-02-24T17:28:00Z,99.00,1.00
2026-02-24T17:29:00Z,99.00,1.00
