# event_ticker=KXATPCHALLENGERMATCH-26JUN02RAWWIN
# final_score=6-3 6-2
# match_winner=Edward Winter
# fav_player=Edward Winter
# dog_player=Sidharth Rawat
# kalshi_date=2026-06-02
timestamp,Sidharth Rawat,Edward Winter
2026-06-02T01:18:00Z,,80.00
2026-06-02T03:17:00Z,24.00,80.00
2026-06-02T03:55:00Z,24.00,80.00
2026-06-02T03:58:00Z,24.00,80.00
2026-06-02T04:52:00Z,24.00,80.00
2026-06-02T04:58:00Z,24.00,80.00
2026-06-02T05:05:00Z,24.00,80.00
2026-06-02T06:59:00Z,24.00,80.00
2026-06-02T07:38:00Z,24.00,80.00
2026-06-02T07:39:00Z,24.00,79.00
2026-06-02T07:40:00Z,24.00,79.00
2026-06-02T07:47:00Z,24.00,79.00
2026-06-02T07:51:00Z,24.00,79.00
2026-06-02T07:54:00Z,24.00,79.00
2026-06-02T07:55:00Z,24.00,76.00
2026-06-02T08:02:00Z,24.00,76.00
2026-06-02T08:03:00Z,24.00,76.00
2026-06-02T08:10:00Z,24.80,76.00
2026-06-02T08:13:00Z,23.00,79.00
2026-06-02T08:14:00Z,23.99,79.00
2026-06-02T08:16:00Z,17.75,84.00
2026-06-02T08:17:00Z,16.00,85.93
2026-06-02T08:18:00Z,17.00,86.00
2026-06-02T08:19:00Z,12.61,87.00
2026-06-02T08:20:00Z,12.00,89.00
2026-06-02T08:21:00Z,11.00,89.00
2026-06-02T08:22:00Z,11.00,90.00
2026-06-02T08:23:00Z,11.00,90.00
2026-06-02T08:24:00Z,11.00,90.51
2026-06-02T08:26:00Z,11.00,91.00
2026-06-02T08:27:00Z,11.00,91.00
2026-06-02T08:28:00Z,12.00,90.00
2026-06-02T08:29:00Z,12.00,87.00
2026-06-02T08:30:00Z,11.00,88.00
2026-06-02T08:31:00Z,11.00,88.00
2026-06-02T08:32:00Z,10.00,88.00
2026-06-02T08:35:00Z,11.00,88.00
2026-06-02T08:37:00Z,11.00,91.00
2026-06-02T08:38:00Z,10.00,91.00
2026-06-02T08:40:00Z,8.00,92.00
2026-06-02T08:41:00Z,8.00,93.00
2026-06-02T08:42:00Z,8.00,93.00
2026-06-02T08:43:00Z,8.26,92.00
2026-06-02T08:45:00Z,9.00,92.84
2026-06-02T08:46:00Z,8.00,92.84
2026-06-02T08:47:00Z,9.00,92.84
2026-06-02T08:50:00Z,9.00,92.84
2026-06-02T08:51:00Z,9.00,92.84
2026-06-02T08:53:00Z,10.16,91.00
2026-06-02T08:54:00Z,10.62,91.00
2026-06-02T08:55:00Z,10.62,92.98
2026-06-02T08:56:00Z,9.00,92.98
2026-06-02T08:57:00Z,8.00,92.98
2026-06-02T08:58:00Z,9.00,92.13
2026-06-02T08:59:00Z,7.00,92.13
2026-06-02T09:00:00Z,6.51,93.76
2026-06-02T09:01:00Z,4.41,96.48
2026-06-02T09:02:00Z,3.72,97.00
2026-06-02T09:03:00Z,3.00,97.00
2026-06-02T09:04:00Z,3.00,97.00
2026-06-02T09:05:00Z,2.83,98.00
2026-06-02T09:06:00Z,1.00,99.00
2026-06-02T09:08:00Z,1.00,99.00
2026-06-02T09:09:00Z,2.18,99.00
2026-06-02T09:10:00Z,1.00,99.00
2026-06-02T09:11:00Z,2.00,99.00
2026-06-02T09:12:00Z,2.00,99.00
2026-06-02T09:13:00Z,2.00,99.00
2026-06-02T09:15:00Z,2.00,99.00
2026-06-02T09:17:00Z,1.00,99.00
2026-06-02T09:19:00Z,1.00,99.00
2026-06-02T09:20:00Z,1.00,99.00
2026-06-02T09:22:00Z,1.00,99.00
2026-06-02T09:24:00Z,1.00,99.00
