# event_ticker=KXATPMATCH-26MAR17MAJKEC
# final_score=4-6 6-3 6-1
# match_winner=Kamil Majchrzak
# fav_player=Kamil Majchrzak
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-03-17
timestamp,Kamil Majchrzak,Miomir Kecmanovic
2026-03-19T10:34:00Z,,65.00
2026-03-19T14:16:00Z,36.00,65.00
2026-03-19T14:49:00Z,36.00,64.00
2026-03-19T15:24:00Z,36.00,65.00
2026-03-19T15:56:00Z,36.00,65.00
2026-03-19T16:26:00Z,36.00,65.00
2026-03-19T16:42:00Z,36.00,65.00
2026-03-19T16:46:00Z,36.00,65.00
2026-03-19T17:05:00Z,36.00,65.00
2026-03-19T19:04:00Z,36.00,65.00
2026-03-19T19:06:00Z,36.00,65.00
2026-03-19T19:11:00Z,36.00,65.00
2026-03-19T19:21:00Z,36.00,65.00
2026-03-19T19:24:00Z,36.00,65.00
2026-03-19T19:38:00Z,36.00,65.00
2026-03-19T19:53:00Z,36.00,65.00
2026-03-19T20:13:00Z,36.00,65.00
2026-03-19T20:17:00Z,36.00,65.00
2026-03-19T20:31:00Z,36.00,65.00
2026-03-19T20:36:00Z,36.00,65.00
2026-03-19T20:44:00Z,36.00,65.00
2026-03-19T20:57:00Z,36.00,65.00
2026-03-19T20:59:00Z,36.00,65.00
2026-03-19T21:07:00Z,36.00,65.00
2026-03-19T21:20:00Z,37.00,65.00
2026-03-19T21:22:00Z,37.00,65.00
2026-03-19T21:23:00Z,37.00,65.00
2026-03-19T21:25:00Z,37.00,65.00
2026-03-19T21:26:00Z,37.00,65.00
2026-03-19T21:27:00Z,37.00,65.00
2026-03-19T21:30:00Z,37.00,65.00
2026-03-19T21:31:00Z,37.00,65.00
2026-03-19T21:35:00Z,37.00,65.00
2026-03-19T21:36:00Z,37.00,65.00
2026-03-19T21:37:00Z,37.00,65.00
2026-03-19T21:38:00Z,37.00,65.00
2026-03-19T21:40:00Z,37.00,65.00
2026-03-19T21:44:00Z,37.00,65.00
2026-03-19T21:45:00Z,37.00,65.00
2026-03-19T21:46:00Z,37.00,65.00
2026-03-19T21:49:00Z,37.00,65.00
2026-03-19T21:50:00Z,37.00,65.00
2026-03-19T21:51:00Z,37.00,65.00
2026-03-19T21:52:00Z,37.00,65.00
2026-03-19T21:54:00Z,37.00,65.00
2026-03-19T21:56:00Z,37.00,65.58
2026-03-19T21:57:00Z,37.00,65.00
2026-03-19T21:58:00Z,37.00,65.00
2026-03-19T21:59:00Z,37.00,65.00
2026-03-19T22:00:00Z,36.00,65.69
2026-03-19T22:01:00Z,36.09,63.53
2026-03-19T22:02:00Z,41.57,57.77
2026-03-19T22:03:00Z,39.02,59.86
2026-03-19T22:04:00Z,47.76,57.02
2026-03-19T22:05:00Z,50.59,52.14
2026-03-19T22:06:00Z,42.70,57.51
2026-03-19T22:07:00Z,40.78,60.97
2026-03-19T22:08:00Z,37.10,63.37
2026-03-19T22:09:00Z,32.50,71.66
2026-03-19T22:10:00Z,25.93,75.71
2026-03-19T22:11:00Z,22.15,77.91
2026-03-19T22:12:00Z,22.75,77.35
2026-03-19T22:13:00Z,25.70,76.03
2026-03-19T22:14:00Z,24.31,76.44
2026-03-19T22:15:00Z,25.08,77.00
2026-03-19T22:16:00Z,27.73,76.95
2026-03-19T22:17:00Z,29.03,77.79
2026-03-19T22:18:00Z,28.45,74.42
2026-03-19T22:19:00Z,36.96,65.04
2026-03-19T22:20:00Z,35.44,66.00
2026-03-19T22:21:00Z,36.19,64.43
2026-03-19T22:22:00Z,34.39,67.59
2026-03-19T22:23:00Z,34.42,64.07
2026-03-19T22:24:00Z,30.19,72.84
2026-03-19T22:25:00Z,23.95,76.95
2026-03-19T22:26:00Z,25.80,76.63
2026-03-19T22:27:00Z,24.42,76.03
2026-03-19T22:28:00Z,20.09,80.81
2026-03-19T22:29:00Z,21.57,79.13
2026-03-19T22:30:00Z,22.98,79.82
2026-03-19T22:31:00Z,22.65,79.98
2026-03-19T22:32:00Z,22.99,79.04
2026-03-19T22:33:00Z,26.48,73.73
2026-03-19T22:34:00Z,33.18,69.23
2026-03-19T22:35:00Z,24.63,75.10
2026-03-19T22:36:00Z,19.95,80.54
2026-03-19T22:37:00Z,18.05,82.11
2026-03-19T22:38:00Z,21.40,79.52
2026-03-19T22:39:00Z,21.90,79.64
2026-03-19T22:40:00Z,19.84,81.71
2026-03-19T22:41:00Z,20.31,80.66
2026-03-19T22:42:00Z,21.73,80.72
2026-03-19T22:43:00Z,18.57,81.86
2026-03-19T22:44:00Z,17.90,82.44
2026-03-19T22:45:00Z,17.22,82.00
2026-03-19T22:46:00Z,19.53,82.00
2026-03-19T22:47:00Z,18.04,82.14
2026-03-19T22:48:00Z,18.57,81.70
2026-03-19T22:49:00Z,22.00,79.24
2026-03-19T22:50:00Z,30.64,68.89
2026-03-19T22:51:00Z,34.34,65.56
2026-03-19T22:52:00Z,35.95,66.04
2026-03-19T22:53:00Z,35.71,63.94
2026-03-19T22:54:00Z,36.16,62.66
2026-03-19T22:55:00Z,37.64,63.65
2026-03-19T22:56:00Z,37.88,65.81
2026-03-19T22:57:00Z,36.48,68.05
