# event_ticker=KXATPMATCH-26MAR17MAJKEC
# final_score=4-6 6-3 6-1
# match_winner=Kamil Majchrzak
# fav_player=Kamil Majchrzak
# dog_player=Miomir Kecmanovic
# kalshi_date=2026-03-17
timestamp,Kamil Majchrzak,Miomir Kecmanovic
2026-03-19T22:58:00Z,36.11,68.01
2026-03-19T22:59:00Z,37.65,62.93
2026-03-19T23:00:00Z,41.00,68.43
2026-03-19T23:01:00Z,39.76,63.75
2026-03-19T23:02:00Z,40.23,59.98
2026-03-19T23:03:00Z,38.05,61.16
2026-03-19T23:04:00Z,33.00,63.29
2026-03-19T23:05:00Z,38.67,62.16
2026-03-19T23:06:00Z,37.31,62.12
2026-03-19T23:07:00Z,36.61,64.17
2026-03-19T23:08:00Z,35.43,66.08
2026-03-19T23:09:00Z,42.60,58.55
2026-03-19T23:10:00Z,42.20,58.44
2026-03-19T23:11:00Z,39.01,58.44
2026-03-19T23:12:00Z,40.01,61.82
2026-03-19T23:13:00Z,37.41,63.04
2026-03-19T23:14:00Z,38.06,62.95
2026-03-19T23:15:00Z,40.06,60.02
2026-03-19T23:16:00Z,42.79,57.44
2026-03-19T23:17:00Z,45.38,56.60
2026-03-19T23:18:00Z,43.67,56.08
2026-03-19T23:19:00Z,44.55,57.00
2026-03-19T23:20:00Z,42.60,58.11
2026-03-19T23:21:00Z,43.02,55.68
2026-03-19T23:22:00Z,42.96,57.71
2026-03-19T23:23:00Z,43.31,58.96
2026-03-19T23:24:00Z,37.03,63.26
2026-03-19T23:25:00Z,43.10,60.13
2026-03-19T23:26:00Z,43.42,56.51
2026-03-19T23:27:00Z,43.16,56.95
2026-03-19T23:28:00Z,44.86,57.13
2026-03-19T23:29:00Z,40.56,62.31
2026-03-19T23:30:00Z,45.19,55.92
2026-03-19T23:31:00Z,43.51,56.08
2026-03-19T23:32:00Z,53.76,50.80
2026-03-19T23:33:00Z,65.18,34.63
2026-03-19T23:34:00Z,69.51,32.02
2026-03-19T23:35:00Z,70.32,27.96
2026-03-19T23:36:00Z,74.08,25.46
2026-03-19T23:37:00Z,77.94,21.47
2026-03-19T23:38:00Z,78.44,22.31
2026-03-19T23:39:00Z,75.34,24.61
2026-03-19T23:40:00Z,74.00,26.75
2026-03-19T23:41:00Z,75.02,24.96
2026-03-19T23:42:00Z,81.44,18.48
2026-03-19T23:43:00Z,83.85,17.19
2026-03-19T23:44:00Z,79.34,19.06
2026-03-19T23:45:00Z,75.43,23.40
2026-03-19T23:46:00Z,83.29,16.55
2026-03-19T23:47:00Z,86.12,13.50
2026-03-19T23:48:00Z,86.21,11.78
2026-03-19T23:49:00Z,95.39,7.79
2026-03-19T23:50:00Z,96.84,2.93
2026-03-19T23:51:00Z,96.25,4.14
2026-03-19T23:52:00Z,93.90,6.30
2026-03-19T23:53:00Z,96.31,2.90
2026-03-19T23:54:00Z,94.92,4.07
2026-03-19T23:55:00Z,94.72,5.59
2026-03-19T23:56:00Z,97.63,4.32
2026-03-19T23:57:00Z,97.47,2.52
2026-03-19T23:58:00Z,97.80,1.73
2026-03-19T23:59:00Z,98.99,1.00
2026-03-20T00:00:00Z,99.00,1.00
2026-03-20T00:01:00Z,99.00,1.00
2026-03-20T00:02:00Z,99.00,1.00
2026-03-20T00:03:00Z,99.00,1.00
