# event_ticker=KXATPMATCH-25NOV04TIEECH
# final_score=7-6(3) 6-3
# score_resolution=7-6 6-3
# match_winner=Learner Tien
# fav_player=Learner Tien
# dog_player=Moez Echargui
# kalshi_date=2025-11-04
timestamp,Learner Tien,Moez Echargui
2025-11-05T01:29:00Z,,12.00
2025-11-05T02:08:00Z,89.00,12.00
2025-11-05T02:27:00Z,89.00,12.00
2025-11-05T02:33:00Z,89.00,12.00
2025-11-05T02:36:00Z,89.00,12.00
2025-11-05T02:37:00Z,90.00,12.00
2025-11-05T02:40:00Z,90.00,12.00
2025-11-05T02:56:00Z,90.00,12.00
2025-11-05T03:33:00Z,90.00,12.00
2025-11-05T03:36:00Z,90.00,12.00
2025-11-05T03:39:00Z,90.00,11.00
2025-11-05T03:41:00Z,90.00,12.00
2025-11-05T03:47:00Z,90.00,12.00
2025-11-05T03:50:00Z,90.00,12.00
2025-11-05T03:56:00Z,90.00,12.00
2025-11-05T04:07:00Z,90.00,12.00
2025-11-05T04:10:00Z,90.00,12.00
2025-11-05T04:13:00Z,90.00,12.00
2025-11-05T04:15:00Z,90.00,12.00
2025-11-05T04:24:00Z,90.00,12.00
2025-11-05T04:33:00Z,90.00,12.00
2025-11-05T04:47:00Z,89.00,12.00
2025-11-05T05:09:00Z,89.00,12.00
2025-11-05T05:12:00Z,90.00,12.00
2025-11-05T05:24:00Z,90.00,12.00
2025-11-05T05:25:00Z,90.00,12.00
2025-11-05T05:27:00Z,90.00,12.00
2025-11-05T05:33:00Z,90.00,12.00
2025-11-05T05:35:00Z,90.00,12.00
2025-11-05T05:37:00Z,90.00,9.96
2025-11-05T05:48:00Z,90.00,10.00
2025-11-05T05:49:00Z,90.00,10.00
2025-11-05T05:53:00Z,90.00,10.00
2025-11-05T05:55:00Z,90.00,10.00
2025-11-05T05:57:00Z,90.00,10.00
2025-11-05T06:04:00Z,90.00,10.00
2025-11-05T06:08:00Z,90.00,10.00
2025-11-05T06:09:00Z,90.00,10.00
2025-11-05T06:10:00Z,90.00,10.00
2025-11-05T06:11:00Z,90.00,10.00
2025-11-05T06:13:00Z,90.00,10.00
2025-11-05T06:16:00Z,90.00,10.00
2025-11-05T06:19:00Z,90.00,10.00
2025-11-05T06:20:00Z,90.00,10.00
2025-11-05T06:24:00Z,90.00,10.00
2025-11-05T06:25:00Z,90.00,10.00
2025-11-05T06:28:00Z,90.00,10.00
2025-11-05T06:31:00Z,90.46,10.00
2025-11-05T06:32:00Z,90.46,10.00
2025-11-05T06:33:00Z,91.00,10.00
2025-11-05T06:34:00Z,91.00,10.00
2025-11-05T06:36:00Z,91.00,10.00
2025-11-05T06:37:00Z,91.00,10.00
2025-11-05T06:40:00Z,91.00,10.00
2025-11-05T06:43:00Z,91.00,10.00
2025-11-05T06:44:00Z,91.00,10.00
2025-11-05T06:48:00Z,91.00,10.00
2025-11-05T06:50:00Z,91.00,10.00
2025-11-05T06:52:00Z,91.00,10.00
2025-11-05T06:53:00Z,91.00,10.00
2025-11-05T06:54:00Z,91.00,10.00
2025-11-05T06:58:00Z,91.00,10.00
2025-11-05T06:59:00Z,91.00,10.00
2025-11-05T07:00:00Z,91.00,10.00
2025-11-05T07:03:00Z,91.00,10.00
2025-11-05T07:06:00Z,91.00,10.00
2025-11-05T07:07:00Z,91.00,10.00
2025-11-05T07:08:00Z,91.00,10.00
2025-11-05T07:09:00Z,91.00,10.00
2025-11-05T07:10:00Z,91.00,10.00
2025-11-05T07:15:00Z,91.00,10.00
2025-11-05T07:18:00Z,91.83,10.00
2025-11-05T07:19:00Z,91.83,9.00
2025-11-05T07:21:00Z,91.83,9.00
2025-11-05T07:23:00Z,92.00,9.00
2025-11-05T07:29:00Z,92.00,9.00
2025-11-05T07:34:00Z,92.00,9.00
2025-11-05T07:35:00Z,92.00,9.00
2025-11-05T07:40:00Z,92.00,9.00
2025-11-05T07:47:00Z,91.00,9.00
2025-11-05T07:48:00Z,91.00,9.00
2025-11-05T07:49:00Z,91.00,9.00
2025-11-05T07:53:00Z,92.00,9.00
2025-11-05T07:54:00Z,92.00,9.00
2025-11-05T08:00:00Z,92.00,9.00
2025-11-05T08:05:00Z,92.00,9.00
2025-11-05T08:13:00Z,92.00,10.00
2025-11-05T08:14:00Z,92.00,9.00
2025-11-05T08:16:00Z,92.00,9.00
2025-11-05T08:18:00Z,92.00,9.00
2025-11-05T08:28:00Z,92.00,9.00
2025-11-05T08:34:00Z,92.00,9.00
2025-11-05T08:41:00Z,92.00,9.00
2025-11-05T08:42:00Z,92.00,9.00
2025-11-05T08:46:00Z,92.00,9.00
2025-11-05T08:47:00Z,92.00,9.00
2025-11-05T08:48:00Z,92.00,9.19
2025-11-05T08:52:00Z,92.00,10.00
2025-11-05T08:53:00Z,91.26,10.00
2025-11-05T08:55:00Z,92.00,10.00
2025-11-05T08:56:00Z,91.87,10.00
2025-11-05T09:01:00Z,91.87,10.00
2025-11-05T09:02:00Z,91.87,10.00
2025-11-05T09:04:00Z,91.00,10.00
2025-11-05T09:07:00Z,91.00,10.00
2025-11-05T09:08:00Z,91.00,10.00
2025-11-05T09:15:00Z,91.00,9.00
2025-11-05T09:18:00Z,91.00,9.00
2025-11-05T09:19:00Z,92.00,9.00
2025-11-05T09:21:00Z,92.00,9.00
2025-11-05T09:27:00Z,92.00,8.00
2025-11-05T09:39:00Z,92.00,9.00
2025-11-05T09:40:00Z,92.00,9.00
2025-11-05T09:43:00Z,92.00,9.00
2025-11-05T09:46:00Z,92.00,9.00
2025-11-05T09:47:00Z,92.00,9.00
2025-11-05T09:49:00Z,92.00,9.00
2025-11-05T09:52:00Z,92.00,9.00
2025-11-05T09:55:00Z,92.00,9.00
2025-11-05T09:59:00Z,92.00,9.00
2025-11-05T10:00:00Z,92.00,9.00
2025-11-05T10:01:00Z,92.00,9.00
2025-11-05T10:03:00Z,92.00,9.00
2025-11-05T10:10:00Z,92.00,9.00
2025-11-05T10:17:00Z,91.00,9.00
2025-11-05T10:25:00Z,92.00,9.00
2025-11-05T10:33:00Z,92.00,9.00
2025-11-05T10:37:00Z,92.00,9.00
2025-11-05T10:38:00Z,92.00,9.00
2025-11-05T10:41:00Z,92.00,9.00
2025-11-05T10:42:00Z,92.00,9.00
2025-11-05T10:51:00Z,92.00,9.00
2025-11-05T10:55:00Z,92.00,8.00
2025-11-05T10:58:00Z,92.00,9.00
2025-11-05T11:05:00Z,92.00,9.00
2025-11-05T11:07:00Z,92.00,9.00
2025-11-05T11:09:00Z,92.00,9.00
2025-11-05T11:12:00Z,92.00,9.00
2025-11-05T11:17:00Z,92.00,9.00
2025-11-05T11:18:00Z,92.00,9.00
2025-11-05T11:20:00Z,92.00,9.00
2025-11-05T11:22:00Z,92.00,9.00
2025-11-05T11:24:00Z,92.00,10.00
2025-11-05T11:26:00Z,92.00,10.00
2025-11-05T11:27:00Z,92.00,10.00
2025-11-05T11:30:00Z,92.00,10.00
2025-11-05T11:31:00Z,92.00,10.00
2025-11-05T11:34:00Z,92.00,10.00
2025-11-05T11:38:00Z,92.00,10.00
2025-11-05T11:43:00Z,92.00,9.00
2025-11-05T11:49:00Z,90.99,9.00
2025-11-05T12:00:00Z,91.00,10.00
2025-11-05T12:03:00Z,91.00,10.00
2025-11-05T12:04:00Z,91.34,10.00
2025-11-05T12:09:00Z,91.34,10.00
2025-11-05T12:10:00Z,91.34,10.00
2025-11-05T12:14:00Z,91.34,10.00
2025-11-05T12:15:00Z,91.00,10.00
2025-11-05T12:17:00Z,91.00,10.00
2025-11-05T12:20:00Z,91.00,10.00
2025-11-05T12:23:00Z,91.00,10.00
2025-11-05T12:24:00Z,91.00,10.00
2025-11-05T12:27:00Z,90.00,10.00
2025-11-05T12:28:00Z,90.00,10.00
2025-11-05T12:29:00Z,91.29,10.00
2025-11-05T12:31:00Z,91.00,10.00
2025-11-05T12:33:00Z,92.00,10.00
2025-11-05T12:34:00Z,92.00,10.00
2025-11-05T12:36:00Z,92.00,10.00
2025-11-05T12:37:00Z,92.00,10.00
2025-11-05T12:42:00Z,92.00,10.00
2025-11-05T12:43:00Z,92.00,10.00
2025-11-05T12:45:00Z,92.00,10.00
2025-11-05T12:46:00Z,92.00,10.00
2025-11-05T12:47:00Z,92.00,10.00
2025-11-05T12:48:00Z,90.25,11.00
2025-11-05T12:49:00Z,90.25,11.00
2025-11-05T12:51:00Z,90.25,11.00
2025-11-05T12:52:00Z,91.00,11.00
2025-11-05T12:53:00Z,91.00,11.00
2025-11-05T12:54:00Z,91.00,11.00
2025-11-05T12:55:00Z,91.00,11.00
2025-11-05T12:56:00Z,91.00,11.00
