# event_ticker=KXATPMATCH-26JAN13OPEPAU
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Tommy Paul
# fav_player=Reilly Opelka
# dog_player=Tommy Paul
# kalshi_date=2026-01-13
timestamp,Reilly Opelka,Tommy Paul
2026-01-13T15:51:00Z,,62.00
2026-01-13T15:55:00Z,,62.00
2026-01-13T16:01:00Z,,62.00
2026-01-13T16:59:00Z,,62.18
2026-01-13T17:10:00Z,41.00,62.18
2026-01-13T17:37:00Z,41.00,63.00
2026-01-13T18:33:00Z,41.00,63.00
2026-01-13T19:14:00Z,41.00,63.00
2026-01-13T19:17:00Z,41.00,63.00
2026-01-13T19:20:00Z,41.00,63.00
2026-01-13T19:26:00Z,41.00,63.00
2026-01-13T19:56:00Z,41.00,63.00
2026-01-13T20:04:00Z,40.00,63.00
2026-01-13T20:05:00Z,40.00,63.00
2026-01-13T20:12:00Z,37.00,63.00
2026-01-13T20:14:00Z,37.00,63.00
2026-01-13T20:31:00Z,37.00,63.00
2026-01-13T20:33:00Z,37.00,63.00
2026-01-13T20:46:00Z,37.00,63.00
2026-01-13T20:47:00Z,39.00,63.00
2026-01-13T20:51:00Z,39.00,63.00
2026-01-13T20:52:00Z,39.00,63.00
2026-01-13T21:07:00Z,39.00,63.00
2026-01-13T21:09:00Z,39.00,63.00
2026-01-13T21:58:00Z,39.00,63.00
2026-01-13T22:35:00Z,39.00,63.00
2026-01-13T22:37:00Z,39.00,63.00
2026-01-13T22:53:00Z,38.00,63.00
2026-01-13T23:23:00Z,38.00,63.00
2026-01-13T23:26:00Z,38.00,63.00
2026-01-13T23:50:00Z,38.00,64.00
2026-01-13T23:55:00Z,38.93,64.00
2026-01-13T23:56:00Z,38.93,62.00
2026-01-14T00:13:00Z,38.93,62.00
2026-01-14T00:14:00Z,38.93,62.00
2026-01-14T00:18:00Z,38.93,62.00
2026-01-14T00:19:00Z,39.00,62.00
2026-01-14T00:24:00Z,39.00,62.00
2026-01-14T00:25:00Z,39.00,62.00
2026-01-14T00:33:00Z,39.00,62.00
2026-01-14T00:44:00Z,40.00,62.00
2026-01-14T00:45:00Z,40.00,62.00
2026-01-14T00:47:00Z,40.00,62.00
2026-01-14T00:50:00Z,40.00,62.00
2026-01-14T01:01:00Z,40.00,62.00
2026-01-14T01:07:00Z,40.00,62.00
2026-01-14T01:08:00Z,40.00,62.00
2026-01-14T01:10:00Z,40.00,62.00
2026-01-14T01:19:00Z,40.00,62.00
2026-01-14T01:20:00Z,40.00,62.00
2026-01-14T01:23:00Z,40.00,61.40
2026-01-14T01:27:00Z,40.00,62.00
2026-01-14T01:28:00Z,40.00,62.00
2026-01-14T01:35:00Z,40.00,62.00
2026-01-14T01:38:00Z,39.00,62.00
2026-01-14T01:44:00Z,39.00,62.00
2026-01-14T01:53:00Z,39.00,62.00
2026-01-14T01:55:00Z,39.00,62.00
2026-01-14T01:56:00Z,39.00,62.00
2026-01-14T01:59:00Z,39.00,62.00
2026-01-14T02:00:00Z,39.00,62.00
2026-01-14T02:01:00Z,39.00,62.00
2026-01-14T02:02:00Z,40.00,62.00
2026-01-14T02:03:00Z,40.00,62.00
2026-01-14T02:06:00Z,40.00,62.00
2026-01-14T02:08:00Z,40.00,63.00
2026-01-14T02:19:00Z,40.00,63.00
2026-01-14T02:21:00Z,40.00,63.00
2026-01-14T02:24:00Z,40.00,63.00
2026-01-14T02:25:00Z,40.00,63.00
2026-01-14T02:27:00Z,40.00,63.00
2026-01-14T02:28:00Z,40.00,63.00
2026-01-14T02:30:00Z,40.00,63.00
2026-01-14T02:32:00Z,40.00,63.00
2026-01-14T02:37:00Z,40.00,62.00
2026-01-14T02:38:00Z,40.00,62.00
2026-01-14T02:40:00Z,40.00,62.00
2026-01-14T02:53:00Z,40.00,62.00
2026-01-14T02:59:00Z,40.00,62.00
2026-01-14T03:00:00Z,40.00,62.00
2026-01-14T03:01:00Z,40.00,62.00
2026-01-14T03:03:00Z,40.00,62.00
2026-01-14T03:09:00Z,40.00,62.00
2026-01-14T03:11:00Z,40.00,61.47
2026-01-14T03:13:00Z,40.00,62.00
2026-01-14T03:15:00Z,40.00,62.00
2026-01-14T03:18:00Z,40.00,62.00
2026-01-14T03:19:00Z,39.00,62.00
2026-01-14T03:20:00Z,39.00,62.00
2026-01-14T03:21:00Z,39.00,62.00
2026-01-14T03:22:00Z,40.00,62.00
2026-01-14T03:23:00Z,40.00,62.00
2026-01-14T03:24:00Z,38.00,62.00
2026-01-14T03:25:00Z,39.62,62.46
2026-01-14T03:26:00Z,39.07,63.06
2026-01-14T03:27:00Z,36.85,68.45
2026-01-14T03:28:00Z,36.88,66.14
2026-01-14T03:29:00Z,40.00,63.20
2026-01-14T03:30:00Z,40.41,72.45
2026-01-14T03:31:00Z,43.00,63.06
2026-01-14T03:32:00Z,39.00,62.08
2026-01-14T03:33:00Z,39.00,61.00
2026-01-14T03:34:00Z,41.00,61.00
2026-01-14T03:35:00Z,41.00,61.00
2026-01-14T03:36:00Z,39.00,60.83
2026-01-14T03:37:00Z,41.67,60.00
2026-01-14T03:38:00Z,40.00,62.98
2026-01-14T03:39:00Z,40.00,62.02
2026-01-14T03:40:00Z,40.00,69.00
2026-01-14T03:41:00Z,40.00,68.61
2026-01-14T03:42:00Z,23.20,73.68
2026-01-14T03:43:00Z,17.04,81.00
2026-01-14T03:44:00Z,17.29,81.03
2026-01-14T03:45:00Z,17.29,82.75
2026-01-14T03:46:00Z,20.56,76.82
2026-01-14T03:47:00Z,18.44,81.55
2026-01-14T03:48:00Z,19.94,82.90
2026-01-14T03:49:00Z,19.47,82.90
2026-01-14T03:50:00Z,20.00,83.00
2026-01-14T03:51:00Z,20.00,82.52
2026-01-14T03:52:00Z,18.03,77.42
2026-01-14T03:53:00Z,18.03,85.12
2026-01-14T03:54:00Z,14.52,86.02
2026-01-14T03:55:00Z,16.00,86.53
2026-01-14T03:56:00Z,17.92,83.64
2026-01-14T03:57:00Z,18.00,84.00
2026-01-14T03:58:00Z,17.00,85.24
2026-01-14T03:59:00Z,17.24,84.00
2026-01-14T04:00:00Z,15.99,85.63
2026-01-14T04:02:00Z,15.25,87.98
2026-01-14T04:03:00Z,14.22,87.00
2026-01-14T04:04:00Z,17.81,83.29
2026-01-14T04:05:00Z,18.00,83.29
2026-01-14T04:06:00Z,18.00,85.00
2026-01-14T04:07:00Z,19.16,83.99
2026-01-14T04:08:00Z,16.08,84.31
2026-01-14T04:09:00Z,24.23,78.78
2026-01-14T04:10:00Z,20.00,83.69
2026-01-14T04:11:00Z,20.00,83.00
2026-01-14T04:12:00Z,20.00,83.00
2026-01-14T04:13:00Z,16.98,84.00
2026-01-14T04:14:00Z,16.00,84.00
2026-01-14T04:15:00Z,17.85,83.00
2026-01-14T04:16:00Z,17.85,84.68
2026-01-14T04:17:00Z,18.72,82.00
2026-01-14T04:18:00Z,20.00,81.40
2026-01-14T04:19:00Z,20.00,82.00
2026-01-14T04:20:00Z,20.44,80.97
2026-01-14T04:21:00Z,20.44,83.31
2026-01-14T04:22:00Z,16.36,83.07
2026-01-14T04:23:00Z,11.62,90.20
2026-01-14T04:24:00Z,6.28,93.97
2026-01-14T04:25:00Z,4.70,96.13
2026-01-14T04:26:00Z,3.00,95.93
2026-01-14T04:27:00Z,3.00,96.35
2026-01-14T04:28:00Z,2.05,98.92
2026-01-14T04:29:00Z,1.00,98.00
2026-01-14T04:30:00Z,2.56,98.00
2026-01-14T04:31:00Z,3.60,98.73
2026-01-14T04:32:00Z,5.69,97.35
2026-01-14T04:33:00Z,3.28,97.18
2026-01-14T04:34:00Z,5.56,96.75
2026-01-14T04:35:00Z,1.33,99.00
2026-01-14T04:36:00Z,2.55,99.00
2026-01-14T04:37:00Z,2.55,99.00
2026-01-14T04:38:00Z,1.00,99.00
2026-01-14T04:39:00Z,1.00,99.00
2026-01-14T04:40:00Z,1.00,99.00
2026-01-14T04:41:00Z,1.00,99.00
2026-01-14T04:42:00Z,1.00,99.00
