# event_ticker=KXATPCHALLENGERMATCH-26JUN01BERZAH
# final_score=6-2 6-2
# match_winner=Robin Bertrand
# fav_player=Robin Bertrand
# dog_player=Patrick Zahraj
# kalshi_date=2026-06-01
timestamp,Robin Bertrand,Patrick Zahraj
2026-06-02T03:06:00Z,61.00,
2026-06-02T03:59:00Z,61.00,42.00
2026-06-02T04:59:00Z,61.00,42.00
2026-06-02T05:36:00Z,61.00,42.00
2026-06-02T06:34:00Z,61.00,44.00
2026-06-02T07:51:00Z,61.00,44.00
2026-06-02T11:14:00Z,61.00,44.00
2026-06-02T11:23:00Z,61.00,44.00
2026-06-02T12:18:00Z,60.92,44.00
2026-06-02T12:32:00Z,59.00,44.00
2026-06-02T12:36:00Z,58.00,44.00
2026-06-02T12:38:00Z,58.00,44.00
2026-06-02T12:42:00Z,59.00,44.00
2026-06-02T12:44:00Z,59.00,44.00
2026-06-02T12:47:00Z,57.00,44.00
2026-06-02T12:48:00Z,60.00,44.00
2026-06-02T12:49:00Z,60.00,43.00
2026-06-02T12:51:00Z,59.00,43.00
2026-06-02T12:58:00Z,59.00,43.00
2026-06-02T13:29:00Z,59.00,44.00
2026-06-02T13:37:00Z,59.98,44.00
2026-06-02T13:43:00Z,59.00,44.00
2026-06-02T13:45:00Z,59.00,44.00
2026-06-02T13:46:00Z,59.00,44.00
2026-06-02T13:54:00Z,60.00,44.00
2026-06-02T13:56:00Z,60.00,42.00
2026-06-02T14:00:00Z,60.00,42.00
2026-06-02T14:08:00Z,60.00,43.55
2026-06-02T14:09:00Z,57.00,43.55
2026-06-02T14:11:00Z,62.79,37.21
2026-06-02T14:12:00Z,67.43,33.14
2026-06-02T14:13:00Z,69.08,31.00
2026-06-02T14:14:00Z,69.08,30.99
2026-06-02T14:15:00Z,70.51,30.06
2026-06-02T14:16:00Z,70.51,31.00
2026-06-02T14:17:00Z,69.48,31.00
2026-06-02T14:18:00Z,75.61,24.69
2026-06-02T14:19:00Z,76.46,23.87
2026-06-02T14:20:00Z,77.45,22.04
2026-06-02T14:21:00Z,80.00,22.04
2026-06-02T14:22:00Z,80.00,21.00
2026-06-02T14:23:00Z,79.00,21.00
2026-06-02T14:24:00Z,81.98,20.00
2026-06-02T14:25:00Z,83.00,20.00
2026-06-02T14:26:00Z,82.38,18.00
2026-06-02T14:27:00Z,82.00,18.00
2026-06-02T14:29:00Z,82.00,19.80
2026-06-02T14:30:00Z,82.00,19.80
2026-06-02T14:31:00Z,82.00,19.00
2026-06-02T14:32:00Z,78.52,21.98
2026-06-02T14:33:00Z,77.31,22.00
2026-06-02T14:34:00Z,78.47,22.00
2026-06-02T14:35:00Z,78.02,22.00
2026-06-02T14:36:00Z,78.60,22.00
2026-06-02T14:37:00Z,78.00,21.00
2026-06-02T14:38:00Z,80.01,20.00
2026-06-02T14:39:00Z,79.14,21.37
2026-06-02T14:40:00Z,79.53,21.00
2026-06-02T14:41:00Z,81.00,19.00
2026-06-02T14:42:00Z,82.00,19.00
2026-06-02T14:43:00Z,82.00,19.00
2026-06-02T14:45:00Z,81.00,19.00
2026-06-02T14:46:00Z,81.96,19.00
2026-06-02T14:47:00Z,81.04,20.00
2026-06-02T14:48:00Z,82.00,20.00
2026-06-02T14:49:00Z,81.95,19.05
2026-06-02T14:50:00Z,86.41,16.98
2026-06-02T14:51:00Z,87.18,15.72
2026-06-02T14:52:00Z,88.09,14.51
2026-06-02T14:53:00Z,87.24,14.04
2026-06-02T14:54:00Z,90.00,10.00
2026-06-02T14:55:00Z,90.08,8.00
2026-06-02T14:56:00Z,93.97,8.00
2026-06-02T14:57:00Z,93.19,8.00
2026-06-02T14:58:00Z,93.19,8.00
2026-06-02T14:59:00Z,92.98,7.17
2026-06-02T15:00:00Z,93.03,7.25
2026-06-02T15:01:00Z,92.00,8.84
2026-06-02T15:02:00Z,92.00,9.21
2026-06-02T15:03:00Z,90.83,9.00
2026-06-02T15:04:00Z,93.35,7.04
2026-06-02T15:05:00Z,94.40,6.00
2026-06-02T15:06:00Z,94.01,6.00
2026-06-02T15:07:00Z,93.03,7.71
2026-06-02T15:08:00Z,93.00,8.96
2026-06-02T15:09:00Z,92.00,8.22
2026-06-02T15:10:00Z,93.86,6.04
2026-06-02T15:11:00Z,93.97,6.72
2026-06-02T15:12:00Z,95.05,4.28
2026-06-02T15:13:00Z,96.92,3.02
2026-06-02T15:14:00Z,97.67,3.45
2026-06-02T15:15:00Z,96.30,4.22
2026-06-02T15:16:00Z,98.00,2.40
2026-06-02T15:17:00Z,99.00,1.00
2026-06-02T15:18:00Z,98.00,1.00
2026-06-02T15:19:00Z,99.00,1.00
2026-06-02T15:20:00Z,98.67,2.44
2026-06-02T15:21:00Z,99.00,1.36
2026-06-02T15:22:00Z,99.00,1.00
2026-06-02T15:27:00Z,99.00,1.00
