# event_ticker=KXATPCHALLENGERMATCH-26APR17ROCLLA
# final_score=6-0 7-5
# match_winner=Henrique Rocha
# fav_player=Henrique Rocha
# dog_player=Pablo Llamas Ruiz
# kalshi_date=2026-04-17
timestamp,Henrique Rocha,Pablo Llamas Ruiz
2026-04-17T01:00:00Z,47.00,
2026-04-17T01:29:00Z,47.00,
2026-04-17T01:51:00Z,47.00,55.00
2026-04-17T02:05:00Z,47.00,55.00
2026-04-17T02:08:00Z,47.00,55.00
2026-04-17T02:19:00Z,49.00,55.00
2026-04-17T02:20:00Z,49.00,54.00
2026-04-17T03:24:00Z,48.00,54.00
2026-04-17T03:35:00Z,48.00,54.00
2026-04-17T03:37:00Z,47.00,54.00
2026-04-17T03:38:00Z,47.00,54.00
2026-04-17T03:43:00Z,47.00,54.00
2026-04-17T03:59:00Z,47.00,54.00
2026-04-17T04:00:00Z,47.00,54.00
2026-04-17T04:14:00Z,47.00,56.00
2026-04-17T04:19:00Z,47.00,56.00
2026-04-17T04:22:00Z,44.00,56.00
2026-04-17T04:28:00Z,44.00,56.00
2026-04-17T04:32:00Z,44.00,55.00
2026-04-17T04:47:00Z,44.00,56.00
2026-04-17T04:48:00Z,44.00,56.00
2026-04-17T04:56:00Z,45.00,56.00
2026-04-17T04:57:00Z,46.00,56.00
2026-04-17T05:28:00Z,46.00,56.00
2026-04-17T05:29:00Z,46.00,56.75
2026-04-17T05:30:00Z,43.00,56.75
2026-04-17T05:38:00Z,44.00,56.75
2026-04-17T05:44:00Z,42.22,56.75
2026-04-17T05:46:00Z,42.22,58.00
2026-04-17T05:51:00Z,43.00,57.00
2026-04-17T06:03:00Z,43.00,56.83
2026-04-17T06:23:00Z,43.00,58.00
2026-04-17T06:28:00Z,43.00,58.00
2026-04-17T06:39:00Z,43.52,58.00
2026-04-17T06:45:00Z,43.52,58.00
2026-04-17T06:55:00Z,43.52,58.00
2026-04-17T07:15:00Z,43.52,58.00
2026-04-17T07:20:00Z,43.00,58.00
2026-04-17T07:21:00Z,43.00,58.00
2026-04-17T07:25:00Z,43.00,58.00
2026-04-17T07:26:00Z,43.00,58.00
2026-04-17T07:29:00Z,43.58,58.00
2026-04-17T07:30:00Z,43.58,58.00
2026-04-17T07:34:00Z,43.58,58.00
2026-04-17T07:42:00Z,44.00,58.00
2026-04-17T08:09:00Z,44.00,56.00
2026-04-17T08:14:00Z,45.00,56.00
2026-04-17T08:16:00Z,45.00,56.00
2026-04-17T08:19:00Z,45.00,56.00
2026-04-17T08:23:00Z,45.00,58.05
2026-04-17T08:28:00Z,45.00,59.00
2026-04-17T08:29:00Z,45.00,59.00
2026-04-17T08:31:00Z,42.00,59.00
2026-04-17T08:32:00Z,42.00,59.00
2026-04-17T08:42:00Z,42.00,59.00
2026-04-17T09:01:00Z,42.00,59.00
2026-04-17T09:03:00Z,42.00,59.00
2026-04-17T09:28:00Z,42.00,59.00
2026-04-17T09:32:00Z,42.00,59.00
2026-04-17T09:35:00Z,42.00,59.00
2026-04-17T09:39:00Z,42.00,59.00
2026-04-17T09:46:00Z,42.00,59.00
2026-04-17T09:48:00Z,42.00,59.00
2026-04-17T09:49:00Z,42.00,59.00
2026-04-17T09:53:00Z,42.00,59.00
2026-04-17T09:55:00Z,42.00,59.00
2026-04-17T10:13:00Z,42.00,59.00
2026-04-17T10:20:00Z,42.00,59.00
2026-04-17T10:22:00Z,42.00,59.00
2026-04-17T10:23:00Z,42.00,59.00
2026-04-17T10:26:00Z,42.00,59.00
2026-04-17T10:27:00Z,42.00,59.00
2026-04-17T10:39:00Z,42.00,59.00
2026-04-17T10:41:00Z,42.00,59.00
2026-04-17T10:44:00Z,42.00,58.00
2026-04-17T10:45:00Z,43.00,57.00
2026-04-17T10:51:00Z,43.00,58.00
2026-04-17T10:54:00Z,43.00,58.00
2026-04-17T10:55:00Z,43.00,58.00
2026-04-17T10:56:00Z,43.00,58.00
2026-04-17T11:00:00Z,43.00,58.00
2026-04-17T11:03:00Z,43.00,58.00
2026-04-17T11:04:00Z,43.00,58.00
2026-04-17T11:06:00Z,43.00,58.00
2026-04-17T11:08:00Z,43.00,58.00
2026-04-17T11:09:00Z,43.00,58.00
2026-04-17T11:10:00Z,43.00,58.00
2026-04-17T11:11:00Z,43.28,58.00
2026-04-17T11:12:00Z,43.28,58.00
2026-04-17T11:13:00Z,43.28,58.00
2026-04-17T11:14:00Z,43.00,58.00
2026-04-17T11:15:00Z,43.00,58.00
2026-04-17T11:16:00Z,43.00,58.00
2026-04-17T11:19:00Z,43.00,58.00
2026-04-17T11:20:00Z,43.00,58.00
2026-04-17T11:23:00Z,43.00,58.00
2026-04-17T11:27:00Z,43.00,58.00
2026-04-17T11:28:00Z,43.32,58.00
2026-04-17T11:32:00Z,43.00,58.26
2026-04-17T11:33:00Z,43.78,59.00
2026-04-17T11:34:00Z,44.00,59.00
2026-04-17T11:36:00Z,44.00,57.77
2026-04-17T11:37:00Z,43.00,57.77
2026-04-17T11:38:00Z,43.75,57.77
2026-04-17T11:39:00Z,43.93,57.77
2026-04-17T11:41:00Z,42.00,59.00
2026-04-17T11:42:00Z,42.00,59.00
2026-04-17T11:44:00Z,42.00,59.00
2026-04-17T11:47:00Z,43.90,59.00
2026-04-17T11:48:00Z,43.99,59.00
2026-04-17T11:49:00Z,43.00,59.00
2026-04-17T11:50:00Z,43.00,59.00
2026-04-17T11:54:00Z,42.00,59.00
2026-04-17T11:56:00Z,42.00,59.00
2026-04-17T11:59:00Z,42.00,59.00
2026-04-17T12:00:00Z,42.00,59.00
2026-04-17T12:02:00Z,44.00,59.00
2026-04-17T12:03:00Z,44.00,59.00
2026-04-17T12:04:00Z,44.00,59.00
2026-04-17T12:05:00Z,44.00,59.00
2026-04-17T12:06:00Z,44.00,59.00
2026-04-17T12:07:00Z,44.00,59.00
2026-04-17T12:08:00Z,44.00,59.00
2026-04-17T12:09:00Z,44.00,59.00
2026-04-17T12:11:00Z,44.00,59.00
2026-04-17T12:13:00Z,44.00,59.00
2026-04-17T12:14:00Z,44.00,59.00
2026-04-17T12:15:00Z,44.00,59.00
2026-04-17T12:16:00Z,44.00,59.00
2026-04-17T12:18:00Z,44.00,59.00
2026-04-17T12:21:00Z,44.00,59.00
2026-04-17T12:22:00Z,44.00,59.00
2026-04-17T12:23:00Z,44.00,59.00
2026-04-17T12:26:00Z,44.00,59.00
2026-04-17T12:27:00Z,44.00,59.00
2026-04-17T12:29:00Z,44.00,59.00
2026-04-17T12:31:00Z,44.00,59.00
2026-04-17T12:37:00Z,43.48,59.00
2026-04-17T12:38:00Z,44.28,59.00
2026-04-17T12:42:00Z,44.00,59.00
2026-04-17T12:43:00Z,44.96,59.00
2026-04-17T12:46:00Z,44.95,59.00
2026-04-17T12:47:00Z,45.00,59.00
2026-04-17T12:49:00Z,44.81,59.00
2026-04-17T12:50:00Z,45.63,59.00
2026-04-17T12:51:00Z,45.09,57.48
2026-04-17T12:52:00Z,51.24,55.63
2026-04-17T12:53:00Z,50.27,52.00
2026-04-17T12:54:00Z,50.28,50.97
2026-04-17T12:55:00Z,61.27,41.90
2026-04-17T12:56:00Z,64.58,36.42
2026-04-17T12:57:00Z,67.52,35.68
2026-04-17T12:58:00Z,66.08,33.52
2026-04-17T12:59:00Z,68.00,34.00
2026-04-17T13:00:00Z,72.17,31.00
2026-04-17T13:01:00Z,72.57,29.18
2026-04-17T13:02:00Z,68.79,30.90
2026-04-17T13:03:00Z,75.50,24.51
2026-04-17T13:04:00Z,69.13,28.38
2026-04-17T13:05:00Z,69.13,25.08
2026-04-17T13:06:00Z,73.00,26.15
2026-04-17T13:07:00Z,76.00,24.89
2026-04-17T13:08:00Z,78.57,21.94
2026-04-17T13:09:00Z,73.61,30.59
2026-04-17T13:10:00Z,78.05,29.76
2026-04-17T13:11:00Z,75.01,26.16
2026-04-17T13:12:00Z,75.96,26.29
2026-04-17T13:13:00Z,76.00,25.91
2026-04-17T13:14:00Z,76.00,26.00
2026-04-17T13:15:00Z,75.76,26.42
2026-04-17T13:16:00Z,79.34,23.51
2026-04-17T13:17:00Z,81.81,19.52
2026-04-17T13:18:00Z,78.97,20.58
2026-04-17T13:19:00Z,80.00,21.00
2026-04-17T13:20:00Z,80.00,21.61
2026-04-17T13:21:00Z,79.61,22.00
2026-04-17T13:22:00Z,78.28,22.00
2026-04-17T13:23:00Z,75.82,27.24
2026-04-17T13:24:00Z,75.86,27.46
2026-04-17T13:25:00Z,83.72,22.74
2026-04-17T13:26:00Z,84.25,17.94
2026-04-17T13:27:00Z,85.46,14.52
2026-04-17T13:28:00Z,85.45,14.25
