# event_ticker=KXATPMATCH-25JUL13HABKOV
# final_score=6-1 3-6 6-3
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Hady Habib
# kalshi_date=2025-07-13
timestamp,Aleksandar Kovacevic,Hady Habib
2025-07-14T15:19:00Z,73.03,
2025-07-14T16:01:00Z,73.03,28.00
2025-07-14T16:42:00Z,73.03,28.00
2025-07-14T18:33:00Z,74.00,28.00
2025-07-14T18:34:00Z,74.00,28.00
2025-07-14T18:35:00Z,74.00,28.00
2025-07-14T18:37:00Z,74.00,28.00
2025-07-14T18:41:00Z,74.00,28.00
2025-07-14T18:50:00Z,74.00,28.00
2025-07-14T18:58:00Z,74.00,28.00
2025-07-14T19:10:00Z,74.00,28.00
2025-07-14T19:20:00Z,74.00,28.00
2025-07-14T19:35:00Z,74.00,28.00
2025-07-14T19:39:00Z,74.00,28.00
2025-07-14T19:43:00Z,74.00,28.00
2025-07-14T19:51:00Z,74.00,28.00
2025-07-14T19:57:00Z,73.00,28.00
2025-07-14T20:30:00Z,74.00,28.00
2025-07-14T20:32:00Z,74.00,28.00
2025-07-14T20:33:00Z,74.00,28.00
2025-07-14T20:37:00Z,74.00,28.00
2025-07-14T20:39:00Z,74.00,28.00
2025-07-14T20:40:00Z,74.00,28.00
2025-07-14T20:41:00Z,74.00,28.00
2025-07-14T20:45:00Z,73.00,28.00
2025-07-14T20:53:00Z,73.00,29.05
2025-07-14T20:54:00Z,71.92,30.00
2025-07-14T21:00:00Z,72.00,30.00
2025-07-14T21:03:00Z,72.00,34.23
2025-07-14T21:04:00Z,76.00,34.23
2025-07-14T21:05:00Z,72.00,34.23
2025-07-14T21:10:00Z,72.00,34.23
2025-07-14T21:11:00Z,73.00,34.23
2025-07-14T21:14:00Z,73.00,29.00
2025-07-14T21:23:00Z,73.00,29.00
2025-07-14T21:24:00Z,73.00,29.00
2025-07-14T21:32:00Z,73.00,29.00
2025-07-14T21:35:00Z,73.00,28.00
2025-07-14T21:37:00Z,73.00,28.00
2025-07-14T21:39:00Z,72.83,28.00
2025-07-14T21:40:00Z,72.83,28.00
2025-07-14T21:43:00Z,73.00,28.00
2025-07-14T21:45:00Z,73.00,28.00
2025-07-14T21:47:00Z,73.62,28.00
2025-07-14T21:59:00Z,73.62,28.00
2025-07-14T22:05:00Z,74.00,8.15
2025-07-14T22:12:00Z,74.00,28.00
2025-07-14T22:23:00Z,73.00,28.00
2025-07-14T22:24:00Z,73.00,28.00
2025-07-14T22:26:00Z,73.61,28.00
2025-07-14T22:33:00Z,73.61,28.00
2025-07-14T22:34:00Z,74.00,28.00
2025-07-14T22:43:00Z,76.46,28.00
2025-07-14T22:50:00Z,76.41,25.08
2025-07-14T22:51:00Z,76.41,26.00
2025-07-14T23:00:00Z,77.00,25.00
2025-07-14T23:04:00Z,76.00,25.00
2025-07-14T23:10:00Z,77.00,25.00
2025-07-14T23:11:00Z,77.00,25.00
2025-07-14T23:17:00Z,76.00,25.00
2025-07-14T23:19:00Z,76.00,25.00
2025-07-14T23:20:00Z,76.00,25.00
2025-07-14T23:21:00Z,76.00,25.90
2025-07-14T23:37:00Z,77.00,25.90
2025-07-14T23:42:00Z,77.00,25.90
2025-07-14T23:45:00Z,77.00,25.00
2025-07-14T23:46:00Z,77.00,25.00
2025-07-14T23:48:00Z,77.00,25.00
2025-07-14T23:56:00Z,77.00,25.00
2025-07-15T00:07:00Z,77.00,25.00
2025-07-15T00:12:00Z,77.00,25.00
2025-07-15T00:16:00Z,77.00,25.00
2025-07-15T00:25:00Z,77.00,25.00
2025-07-15T00:27:00Z,77.00,25.00
2025-07-15T00:29:00Z,77.00,25.00
2025-07-15T00:30:00Z,77.00,25.00
2025-07-15T00:40:00Z,77.00,25.00
2025-07-15T00:41:00Z,77.00,25.00
2025-07-15T00:45:00Z,77.00,25.00
2025-07-15T00:53:00Z,76.00,25.00
2025-07-15T00:55:00Z,76.00,25.00
2025-07-15T00:56:00Z,76.00,25.00
2025-07-15T00:58:00Z,76.00,25.00
2025-07-15T01:02:00Z,76.00,25.00
2025-07-15T01:05:00Z,77.00,25.00
2025-07-15T01:09:00Z,77.00,25.00
2025-07-15T01:11:00Z,77.00,26.18
2025-07-15T01:14:00Z,76.00,28.58
2025-07-15T01:15:00Z,76.78,28.58
2025-07-15T01:16:00Z,78.60,28.58
2025-07-15T01:17:00Z,79.00,28.58
2025-07-15T01:18:00Z,80.33,28.58
2025-07-15T01:19:00Z,88.03,16.00
2025-07-15T01:20:00Z,90.00,10.00
2025-07-15T01:21:00Z,92.00,10.00
2025-07-15T01:22:00Z,92.00,10.00
2025-07-15T01:23:00Z,92.00,8.00
2025-07-15T01:24:00Z,92.00,13.36
2025-07-15T01:25:00Z,93.54,9.01
2025-07-15T01:26:00Z,93.54,7.00
2025-07-15T01:28:00Z,93.54,7.00
2025-07-15T01:29:00Z,93.54,6.00
2025-07-15T01:31:00Z,94.73,7.76
2025-07-15T01:32:00Z,94.05,8.00
2025-07-15T01:33:00Z,94.00,8.00
2025-07-15T01:35:00Z,94.00,9.00
2025-07-15T01:36:00Z,94.01,8.08
2025-07-15T01:37:00Z,96.32,8.08
2025-07-15T01:38:00Z,93.00,6.46
2025-07-15T01:39:00Z,94.00,8.76
2025-07-15T01:40:00Z,94.00,9.00
2025-07-15T01:41:00Z,92.33,9.00
2025-07-15T01:42:00Z,91.00,13.47
2025-07-15T01:43:00Z,85.05,12.82
2025-07-15T01:44:00Z,90.85,17.21
2025-07-15T01:45:00Z,80.16,17.40
2025-07-15T01:46:00Z,88.00,21.00
2025-07-15T01:47:00Z,88.00,20.00
2025-07-15T01:48:00Z,85.88,20.27
2025-07-15T01:49:00Z,80.03,18.07
2025-07-15T01:50:00Z,82.57,28.28
2025-07-15T01:51:00Z,83.00,25.90
2025-07-15T01:52:00Z,75.00,27.76
2025-07-15T01:53:00Z,78.84,23.17
2025-07-15T01:54:00Z,79.58,23.00
2025-07-15T01:55:00Z,80.03,28.60
2025-07-15T01:56:00Z,82.60,17.31
2025-07-15T01:57:00Z,82.62,18.22
2025-07-15T01:58:00Z,83.14,23.07
2025-07-15T01:59:00Z,75.00,27.31
2025-07-15T02:00:00Z,71.67,33.61
2025-07-15T02:01:00Z,74.00,27.00
2025-07-15T02:02:00Z,75.00,26.00
2025-07-15T02:03:00Z,74.57,31.00
2025-07-15T02:04:00Z,75.20,28.36
2025-07-15T02:05:00Z,75.20,30.00
2025-07-15T02:06:00Z,71.30,30.00
2025-07-15T02:07:00Z,70.00,33.82
2025-07-15T02:08:00Z,70.00,39.58
2025-07-15T02:09:00Z,69.00,39.58
2025-07-15T02:10:00Z,69.00,26.90
2025-07-15T02:11:00Z,71.88,29.97
2025-07-15T02:12:00Z,67.00,40.00
2025-07-15T02:13:00Z,73.00,28.27
2025-07-15T02:14:00Z,78.66,22.29
2025-07-15T02:15:00Z,73.00,31.81
2025-07-15T02:16:00Z,69.00,33.00
2025-07-15T02:17:00Z,69.00,31.00
2025-07-15T02:18:00Z,70.00,31.03
2025-07-15T02:19:00Z,70.00,33.00
2025-07-15T02:20:00Z,70.00,33.00
2025-07-15T02:21:00Z,70.85,29.37
2025-07-15T02:22:00Z,71.00,29.37
2025-07-15T02:23:00Z,71.00,29.37
2025-07-15T02:24:00Z,71.00,31.00
2025-07-15T02:25:00Z,71.00,30.93
2025-07-15T02:26:00Z,71.00,33.00
2025-07-15T02:27:00Z,72.51,28.04
2025-07-15T02:28:00Z,70.52,34.00
2025-07-15T02:29:00Z,63.00,35.97
2025-07-15T02:30:00Z,63.44,41.54
2025-07-15T02:31:00Z,69.94,33.07
2025-07-15T02:32:00Z,69.34,29.56
2025-07-15T02:33:00Z,65.80,33.00
2025-07-15T02:34:00Z,65.00,36.06
2025-07-15T02:35:00Z,69.00,33.14
2025-07-15T02:36:00Z,65.44,36.34
2025-07-15T02:37:00Z,40.10,52.07
2025-07-15T02:38:00Z,33.64,67.95
2025-07-15T02:39:00Z,34.53,67.00
2025-07-15T02:40:00Z,33.69,64.85
2025-07-15T02:41:00Z,39.54,64.85
2025-07-15T02:42:00Z,64.97,35.64
2025-07-15T02:43:00Z,68.96,32.00
2025-07-15T02:44:00Z,71.69,25.00
2025-07-15T02:45:00Z,73.00,29.32
2025-07-15T02:46:00Z,70.58,33.00
2025-07-15T02:47:00Z,75.00,33.00
2025-07-15T02:48:00Z,78.78,44.00
2025-07-15T02:49:00Z,78.78,17.56
2025-07-15T02:50:00Z,82.78,24.44
2025-07-15T02:51:00Z,80.18,26.00
2025-07-15T02:52:00Z,75.00,26.87
2025-07-15T02:53:00Z,83.52,10.38
2025-07-15T02:54:00Z,95.18,4.82
2025-07-15T02:55:00Z,95.18,12.86
2025-07-15T02:56:00Z,94.93,6.33
2025-07-15T02:57:00Z,96.96,2.43
2025-07-15T02:58:00Z,95.00,2.66
2025-07-15T02:59:00Z,95.03,6.93
2025-07-15T03:00:00Z,93.57,7.87
2025-07-15T03:01:00Z,94.00,9.66
2025-07-15T03:02:00Z,98.00,1.82
2025-07-15T03:03:00Z,99.00,1.82
2025-07-15T03:04:00Z,99.00,1.82
2025-07-15T03:05:00Z,99.00,1.82
2025-07-15T03:08:00Z,99.00,1.82
2025-07-15T03:09:00Z,99.00,1.82
2025-07-15T03:10:00Z,99.00,1.82
