# event_ticker=KXATPMATCH-25SEP26DEYUN
# final_score=6-4 6-0
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Yunchaokete Bu
# kalshi_date=2025-09-26
timestamp,Alex de Minaur,Yunchaokete Bu
2025-09-25T19:38:00Z,,20.00
2025-09-25T19:44:00Z,80.00,20.00
2025-09-25T20:07:00Z,80.00,20.00
2025-09-25T20:33:00Z,81.00,20.00
2025-09-25T20:48:00Z,81.49,20.00
2025-09-25T21:52:00Z,81.00,20.00
2025-09-25T22:10:00Z,82.00,20.00
2025-09-25T22:20:00Z,82.00,20.00
2025-09-25T22:28:00Z,81.00,20.00
2025-09-25T22:50:00Z,82.00,20.00
2025-09-25T23:05:00Z,82.00,20.00
2025-09-26T00:10:00Z,82.00,20.00
2025-09-26T00:58:00Z,82.00,20.00
2025-09-26T01:06:00Z,82.00,20.00
2025-09-26T01:10:00Z,82.00,20.00
2025-09-26T01:12:00Z,82.00,20.00
2025-09-26T01:39:00Z,82.00,20.00
2025-09-26T01:44:00Z,82.00,20.00
2025-09-26T02:21:00Z,81.00,20.00
2025-09-26T02:30:00Z,81.52,20.00
2025-09-26T02:39:00Z,82.00,20.00
2025-09-26T02:44:00Z,82.00,20.00
2025-09-26T03:11:00Z,82.00,20.00
2025-09-26T03:23:00Z,82.00,20.00
2025-09-26T03:26:00Z,82.00,19.00
2025-09-26T03:28:00Z,82.00,19.00
2025-09-26T03:30:00Z,82.00,18.00
2025-09-26T03:34:00Z,82.00,19.00
2025-09-26T03:35:00Z,82.00,19.00
2025-09-26T03:36:00Z,82.00,19.00
2025-09-26T03:40:00Z,82.00,19.00
2025-09-26T03:42:00Z,82.00,19.00
2025-09-26T03:49:00Z,82.00,19.00
2025-09-26T03:50:00Z,82.00,19.46
2025-09-26T03:53:00Z,82.00,19.00
2025-09-26T03:54:00Z,82.00,19.00
2025-09-26T04:08:00Z,82.00,19.00
2025-09-26T04:12:00Z,81.00,19.00
2025-09-26T04:16:00Z,82.00,19.00
2025-09-26T04:19:00Z,82.00,19.00
2025-09-26T04:20:00Z,82.00,19.00
2025-09-26T04:21:00Z,82.00,19.00
2025-09-26T04:24:00Z,82.00,19.00
2025-09-26T04:26:00Z,82.00,19.00
2025-09-26T04:32:00Z,82.00,19.00
2025-09-26T04:37:00Z,82.00,19.00
2025-09-26T04:42:00Z,82.00,19.00
2025-09-26T04:43:00Z,82.94,19.00
2025-09-26T04:44:00Z,83.41,17.00
2025-09-26T04:45:00Z,84.00,17.00
2025-09-26T04:46:00Z,84.00,17.00
2025-09-26T04:47:00Z,84.00,18.00
2025-09-26T04:51:00Z,84.00,18.00
2025-09-26T04:55:00Z,83.00,18.00
2025-09-26T04:56:00Z,83.00,18.00
2025-09-26T04:57:00Z,83.00,18.00
2025-09-26T04:58:00Z,83.00,18.00
2025-09-26T05:02:00Z,83.00,20.00
2025-09-26T05:06:00Z,87.98,18.19
2025-09-26T05:07:00Z,86.33,18.09
2025-09-26T05:08:00Z,85.09,18.00
2025-09-26T05:09:00Z,84.96,16.00
2025-09-26T05:10:00Z,85.00,16.00
2025-09-26T05:11:00Z,85.00,16.00
2025-09-26T05:13:00Z,85.00,16.00
2025-09-26T05:14:00Z,89.00,16.00
2025-09-26T05:15:00Z,89.00,17.03
2025-09-26T05:16:00Z,84.45,19.08
2025-09-26T05:17:00Z,81.00,21.35
2025-09-26T05:18:00Z,80.99,22.00
2025-09-26T05:19:00Z,80.00,22.00
2025-09-26T05:20:00Z,85.97,20.16
2025-09-26T05:21:00Z,83.26,17.98
2025-09-26T05:22:00Z,84.85,16.00
2025-09-26T05:23:00Z,83.17,17.09
2025-09-26T05:24:00Z,83.00,18.04
2025-09-26T05:25:00Z,80.00,22.50
2025-09-26T05:26:00Z,80.55,22.04
2025-09-26T05:27:00Z,79.52,27.27
2025-09-26T05:28:00Z,77.73,23.65
2025-09-26T05:29:00Z,75.00,24.08
2025-09-26T05:30:00Z,82.64,24.97
2025-09-26T05:31:00Z,79.02,27.15
2025-09-26T05:32:00Z,74.69,25.87
2025-09-26T05:33:00Z,80.97,25.87
2025-09-26T05:34:00Z,80.97,16.26
2025-09-26T05:35:00Z,86.01,14.98
2025-09-26T05:36:00Z,88.00,13.31
2025-09-26T05:37:00Z,86.35,12.39
2025-09-26T05:38:00Z,90.12,12.00
2025-09-26T05:39:00Z,90.00,12.00
2025-09-26T05:40:00Z,90.48,10.00
2025-09-26T05:41:00Z,89.06,32.00
2025-09-26T05:42:00Z,89.65,12.72
2025-09-26T05:43:00Z,90.28,10.52
2025-09-26T05:44:00Z,93.00,8.05
2025-09-26T05:45:00Z,94.00,8.01
2025-09-26T05:46:00Z,93.02,8.47
2025-09-26T05:47:00Z,95.92,8.78
2025-09-26T05:48:00Z,96.00,8.00
2025-09-26T05:49:00Z,91.32,8.84
2025-09-26T05:50:00Z,89.00,11.00
2025-09-26T05:51:00Z,89.00,11.90
2025-09-26T05:52:00Z,89.00,11.90
2025-09-26T05:53:00Z,93.05,11.90
2025-09-26T05:54:00Z,93.05,8.09
2025-09-26T05:55:00Z,93.05,8.00
2025-09-26T05:56:00Z,94.86,8.51
2025-09-26T05:57:00Z,94.17,7.00
2025-09-26T05:58:00Z,94.17,8.06
2025-09-26T05:59:00Z,94.17,10.00
2025-09-26T06:00:00Z,90.00,10.00
2025-09-26T06:01:00Z,90.00,10.14
2025-09-26T06:02:00Z,92.88,10.00
2025-09-26T06:03:00Z,90.03,9.00
2025-09-26T06:04:00Z,92.00,9.00
2025-09-26T06:05:00Z,92.00,8.00
2025-09-26T06:06:00Z,93.00,7.94
2025-09-26T06:07:00Z,93.41,8.00
2025-09-26T06:08:00Z,91.00,8.54
2025-09-26T06:09:00Z,91.00,7.13
2025-09-26T06:10:00Z,91.00,8.00
2025-09-26T06:11:00Z,95.00,6.50
2025-09-26T06:12:00Z,95.00,7.00
2025-09-26T06:13:00Z,94.91,7.00
2025-09-26T06:14:00Z,94.91,4.00
2025-09-26T06:15:00Z,94.91,2.84
2025-09-26T06:16:00Z,98.00,3.00
2025-09-26T06:17:00Z,98.15,2.63
2025-09-26T06:18:00Z,98.15,2.87
2025-09-26T06:19:00Z,98.00,3.20
2025-09-26T06:20:00Z,98.00,2.30
2025-09-26T06:21:00Z,98.00,2.66
2025-09-26T06:22:00Z,99.00,2.66
2025-09-26T06:23:00Z,99.00,2.00
2025-09-26T06:24:00Z,98.98,1.09
2025-09-26T06:25:00Z,97.00,1.09
2025-09-26T06:27:00Z,97.00,2.00
2025-09-26T06:28:00Z,97.05,4.00
2025-09-26T06:30:00Z,98.33,3.92
2025-09-26T06:31:00Z,99.00,3.92
2025-09-26T06:33:00Z,99.00,4.00
2025-09-26T06:36:00Z,99.00,4.00
2025-09-26T06:37:00Z,99.00,3.61
2025-09-26T06:40:00Z,99.00,3.61
2025-09-26T06:41:00Z,99.00,1.00
2025-09-26T06:43:00Z,99.00,1.00
