# event_ticker=KXATPCHALLENGERMATCH-26FEB14BONSQU
# final_score=7-6(6) 6-4
# score_resolution=7-6 6-4
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Henri Squire
# kalshi_date=2026-02-14
timestamp,Benjamin Bonzi,Henri Squire
2026-02-14T15:35:00Z,69.00,33.00
2026-02-14T15:40:00Z,69.00,33.55
2026-02-14T15:42:00Z,69.00,34.00
2026-02-14T15:43:00Z,69.00,33.99
2026-02-14T15:44:00Z,68.58,32.00
2026-02-14T15:45:00Z,69.00,31.00
2026-02-14T15:50:00Z,69.00,34.00
2026-02-14T15:51:00Z,69.00,34.00
2026-02-14T15:52:00Z,69.81,34.00
2026-02-14T15:53:00Z,70.00,34.00
2026-02-14T15:54:00Z,70.00,34.00
2026-02-14T15:55:00Z,70.00,34.00
2026-02-14T15:56:00Z,70.00,33.00
2026-02-14T15:58:00Z,71.00,33.00
2026-02-14T15:59:00Z,70.08,33.00
2026-02-14T16:00:00Z,70.93,32.00
2026-02-14T16:01:00Z,71.57,31.77
2026-02-14T16:02:00Z,71.57,31.00
2026-02-14T16:03:00Z,71.00,31.00
2026-02-14T16:04:00Z,71.00,30.33
2026-02-14T16:05:00Z,67.30,33.38
2026-02-14T16:06:00Z,69.23,33.62
2026-02-14T16:07:00Z,66.95,34.92
2026-02-14T16:08:00Z,66.03,35.08
2026-02-14T16:09:00Z,66.00,34.91
2026-02-14T16:10:00Z,68.39,33.01
2026-02-14T16:11:00Z,73.09,28.87
2026-02-14T16:12:00Z,76.32,25.43
2026-02-14T16:13:00Z,72.38,27.98
2026-02-14T16:14:00Z,77.84,22.81
2026-02-14T16:15:00Z,71.74,26.53
2026-02-14T16:16:00Z,65.85,32.36
2026-02-14T16:17:00Z,65.00,37.00
2026-02-14T16:18:00Z,62.51,39.62
2026-02-14T16:19:00Z,59.51,40.33
2026-02-14T16:20:00Z,60.74,40.07
2026-02-14T16:21:00Z,61.60,40.45
2026-02-14T16:22:00Z,64.90,38.31
2026-02-14T16:23:00Z,65.71,35.00
2026-02-14T16:24:00Z,65.00,36.15
2026-02-14T16:25:00Z,62.53,39.93
2026-02-14T16:26:00Z,61.96,38.56
2026-02-14T16:27:00Z,63.94,37.85
2026-02-14T16:28:00Z,62.79,39.31
2026-02-14T16:29:00Z,66.90,35.65
2026-02-14T16:30:00Z,68.00,32.31
2026-02-14T16:31:00Z,68.05,36.35
2026-02-14T16:32:00Z,72.34,29.95
2026-02-14T16:33:00Z,71.72,30.79
2026-02-14T16:34:00Z,66.13,35.10
2026-02-14T16:35:00Z,63.90,39.28
2026-02-14T16:36:00Z,62.96,40.12
2026-02-14T16:37:00Z,61.65,39.15
2026-02-14T16:38:00Z,61.61,38.33
2026-02-14T16:39:00Z,62.83,36.52
2026-02-14T16:40:00Z,66.99,34.07
2026-02-14T16:41:00Z,67.95,34.08
2026-02-14T16:42:00Z,68.63,33.73
2026-02-14T16:43:00Z,64.59,37.21
2026-02-14T16:44:00Z,65.30,36.31
2026-02-14T16:45:00Z,58.91,43.38
2026-02-14T16:46:00Z,65.16,37.52
2026-02-14T16:47:00Z,66.50,34.30
2026-02-14T16:48:00Z,66.10,36.36
2026-02-14T16:49:00Z,61.65,39.85
2026-02-14T16:50:00Z,64.52,39.33
2026-02-14T16:51:00Z,69.95,37.92
2026-02-14T16:52:00Z,66.70,35.61
2026-02-14T16:53:00Z,63.75,36.45
2026-02-14T16:54:00Z,60.96,40.66
2026-02-14T16:55:00Z,56.95,44.90
2026-02-14T16:56:00Z,65.22,38.25
2026-02-14T16:57:00Z,71.56,35.71
2026-02-14T16:58:00Z,72.72,26.44
2026-02-14T16:59:00Z,62.47,36.94
2026-02-14T17:00:00Z,80.26,20.51
2026-02-14T17:01:00Z,80.99,19.37
2026-02-14T17:02:00Z,81.77,18.68
2026-02-14T17:03:00Z,83.49,17.05
2026-02-14T17:04:00Z,85.10,15.85
2026-02-14T17:05:00Z,87.68,11.77
2026-02-14T17:06:00Z,90.11,10.15
2026-02-14T17:07:00Z,91.25,8.86
2026-02-14T17:08:00Z,87.01,13.55
2026-02-14T17:09:00Z,81.84,19.62
2026-02-14T17:10:00Z,77.55,22.54
2026-02-14T17:11:00Z,80.22,20.31
2026-02-14T17:12:00Z,79.97,20.18
2026-02-14T17:13:00Z,86.96,10.45
2026-02-14T17:14:00Z,90.89,9.77
2026-02-14T17:15:00Z,90.92,9.03
2026-02-14T17:16:00Z,88.08,12.57
2026-02-14T17:17:00Z,88.24,11.18
2026-02-14T17:18:00Z,91.94,7.99
2026-02-14T17:19:00Z,92.05,9.13
2026-02-14T17:20:00Z,90.93,9.52
2026-02-14T17:21:00Z,90.99,10.18
2026-02-14T17:22:00Z,88.48,12.68
2026-02-14T17:23:00Z,89.58,11.41
2026-02-14T17:24:00Z,93.18,7.25
2026-02-14T17:25:00Z,92.59,8.26
2026-02-14T17:26:00Z,92.92,7.31
2026-02-14T17:27:00Z,92.76,7.32
2026-02-14T17:28:00Z,92.90,7.63
2026-02-14T17:29:00Z,96.17,3.21
2026-02-14T17:30:00Z,96.58,3.46
2026-02-14T17:31:00Z,96.48,3.76
2026-02-14T17:32:00Z,95.77,4.72
2026-02-14T17:33:00Z,96.24,4.89
2026-02-14T17:34:00Z,96.71,3.97
2026-02-14T17:35:00Z,98.16,2.66
2026-02-14T17:36:00Z,98.87,1.08
2026-02-14T17:37:00Z,99.00,1.00
2026-02-14T17:38:00Z,99.00,1.00
2026-02-14T17:39:00Z,99.00,1.00
2026-02-14T17:40:00Z,99.00,1.00
2026-02-14T17:41:00Z,99.00,1.00
