# event_ticker=KXATPMATCH-26FEB18FUCKHA
# final_score=6-2 4-6 6-4
# match_winner=Karen Khachanov
# fav_player=Karen Khachanov
# dog_player=Marton Fucsovics
# kalshi_date=2026-02-18
timestamp,Karen Khachanov,Marton Fucsovics
2026-02-17T22:51:00Z,71.00,
2026-02-17T22:54:00Z,71.00,
2026-02-17T23:02:00Z,71.00,
2026-02-17T23:06:00Z,71.00,29.00
2026-02-17T23:08:00Z,71.00,29.00
2026-02-17T23:13:00Z,71.00,29.00
2026-02-17T23:19:00Z,71.00,29.00
2026-02-17T23:24:00Z,71.00,29.00
2026-02-17T23:25:00Z,71.00,29.00
2026-02-17T23:27:00Z,71.00,29.00
2026-02-17T23:28:00Z,72.00,29.00
2026-02-17T23:48:00Z,71.00,29.00
2026-02-18T00:05:00Z,71.00,29.00
2026-02-18T00:13:00Z,71.00,29.00
2026-02-18T00:14:00Z,71.00,30.00
2026-02-18T00:16:00Z,71.00,31.00
2026-02-18T00:17:00Z,71.00,31.00
2026-02-18T00:19:00Z,71.00,31.00
2026-02-18T00:21:00Z,71.00,31.00
2026-02-18T00:25:00Z,71.00,31.00
2026-02-18T00:32:00Z,71.00,31.00
2026-02-18T00:33:00Z,71.00,31.00
2026-02-18T00:42:00Z,71.00,31.00
2026-02-18T00:46:00Z,71.00,31.00
2026-02-18T00:48:00Z,71.00,31.00
2026-02-18T00:50:00Z,71.00,31.00
2026-02-18T00:51:00Z,71.00,31.00
2026-02-18T00:53:00Z,71.00,31.00
2026-02-18T01:07:00Z,71.00,31.00
2026-02-18T01:09:00Z,71.00,30.00
2026-02-18T01:17:00Z,71.00,30.00
2026-02-18T01:33:00Z,71.00,30.00
2026-02-18T01:55:00Z,71.00,30.00
2026-02-18T02:04:00Z,71.00,30.00
2026-02-18T02:11:00Z,71.00,30.00
2026-02-18T02:24:00Z,71.00,30.00
2026-02-18T02:28:00Z,71.00,30.00
2026-02-18T02:30:00Z,71.00,30.00
2026-02-18T02:32:00Z,71.00,30.00
2026-02-18T02:35:00Z,71.00,30.00
2026-02-18T02:36:00Z,71.00,30.00
2026-02-18T02:37:00Z,71.00,30.00
2026-02-18T02:40:00Z,71.00,30.00
2026-02-18T02:41:00Z,71.00,30.00
2026-02-18T02:42:00Z,71.00,30.00
2026-02-18T02:43:00Z,71.00,30.00
2026-02-18T02:45:00Z,71.00,29.00
2026-02-18T02:46:00Z,71.00,29.00
2026-02-18T02:48:00Z,71.00,30.00
2026-02-18T02:49:00Z,71.00,30.00
2026-02-18T02:51:00Z,71.00,30.00
2026-02-18T02:54:00Z,71.00,30.00
2026-02-18T02:56:00Z,71.00,30.00
2026-02-18T02:58:00Z,71.00,30.00
2026-02-18T03:08:00Z,71.00,30.00
2026-02-18T03:09:00Z,71.00,30.00
2026-02-18T03:10:00Z,71.00,30.00
2026-02-18T03:13:00Z,71.00,30.00
2026-02-18T03:14:00Z,71.00,30.00
2026-02-18T03:16:00Z,71.00,30.00
2026-02-18T03:18:00Z,71.00,30.00
2026-02-18T03:21:00Z,71.00,30.00
2026-02-18T03:25:00Z,71.00,30.00
2026-02-18T03:34:00Z,71.00,30.00
2026-02-18T03:37:00Z,71.00,30.00
2026-02-18T03:43:00Z,71.00,30.00
2026-02-18T03:47:00Z,71.00,30.00
2026-02-18T03:50:00Z,71.00,30.00
2026-02-18T03:51:00Z,71.00,30.00
2026-02-18T03:52:00Z,71.00,30.00
2026-02-18T03:54:00Z,71.00,30.00
2026-02-18T03:58:00Z,71.00,30.00
2026-02-18T03:59:00Z,71.00,30.00
2026-02-18T04:02:00Z,71.00,30.00
2026-02-18T04:04:00Z,71.00,30.00
2026-02-18T04:05:00Z,71.00,30.00
2026-02-18T04:06:00Z,71.00,30.00
2026-02-18T04:09:00Z,71.00,30.00
2026-02-18T04:10:00Z,71.00,30.00
2026-02-18T04:13:00Z,71.00,30.00
2026-02-18T04:14:00Z,71.00,30.00
2026-02-18T04:17:00Z,71.00,30.00
2026-02-18T04:18:00Z,71.00,30.00
2026-02-18T04:19:00Z,71.00,30.00
2026-02-18T04:20:00Z,71.00,30.00
2026-02-18T04:24:00Z,71.00,30.00
2026-02-18T04:27:00Z,71.00,30.00
2026-02-18T04:28:00Z,71.00,30.00
2026-02-18T04:30:00Z,71.00,30.00
2026-02-18T04:36:00Z,71.00,30.00
2026-02-18T04:37:00Z,71.00,30.00
2026-02-18T04:42:00Z,71.00,30.00
2026-02-18T04:43:00Z,71.00,30.00
2026-02-18T04:46:00Z,71.00,30.00
2026-02-18T04:48:00Z,71.00,30.00
2026-02-18T04:50:00Z,71.00,30.00
2026-02-18T04:52:00Z,71.00,30.00
2026-02-18T04:53:00Z,71.00,30.00
2026-02-18T04:54:00Z,71.00,30.00
2026-02-18T04:55:00Z,71.00,30.00
2026-02-18T04:56:00Z,71.00,30.00
2026-02-18T05:01:00Z,71.00,30.00
2026-02-18T05:02:00Z,71.00,30.00
2026-02-18T05:10:00Z,71.00,30.00
2026-02-18T05:12:00Z,71.00,30.00
2026-02-18T05:14:00Z,71.00,30.00
2026-02-18T05:20:00Z,71.00,30.00
2026-02-18T05:21:00Z,71.00,30.00
2026-02-18T05:22:00Z,71.00,30.00
2026-02-18T05:23:00Z,71.00,30.00
2026-02-18T05:24:00Z,71.00,30.00
2026-02-18T05:25:00Z,71.00,30.00
2026-02-18T05:29:00Z,71.00,30.00
2026-02-18T05:30:00Z,71.00,30.00
2026-02-18T05:31:00Z,70.00,30.00
2026-02-18T05:32:00Z,71.00,30.00
2026-02-18T05:34:00Z,71.00,30.00
2026-02-18T05:35:00Z,71.00,30.00
2026-02-18T05:36:00Z,71.00,30.00
