# event_ticker=KXATPCHALLENGERMATCH-26MAR02FARCAD
# final_score=7-6(11) 3-6 7-6(9)
# score_resolution=6-7 6-3 6-7
# match_winner=Jaime Faria
# fav_player=Gianluca Cadenasso
# dog_player=Jaime Faria
# kalshi_date=2026-03-02
timestamp,Gianluca Cadenasso,Jaime Faria
2026-03-02T06:47:00Z,,67.00
2026-03-02T08:10:00Z,,72.00
2026-03-02T09:11:00Z,24.00,79.45
2026-03-02T10:43:00Z,24.00,72.00
2026-03-02T12:04:00Z,24.00,73.00
2026-03-02T12:26:00Z,24.00,73.76
2026-03-02T13:08:00Z,24.00,75.00
2026-03-02T13:33:00Z,25.00,75.34
2026-03-02T14:04:00Z,25.00,75.00
2026-03-02T14:05:00Z,25.00,75.00
2026-03-02T14:24:00Z,25.00,75.00
2026-03-02T14:33:00Z,25.00,75.00
2026-03-02T14:35:00Z,25.00,75.00
2026-03-02T14:42:00Z,25.00,72.00
2026-03-02T15:00:00Z,25.00,75.00
2026-03-02T15:01:00Z,25.00,75.00
2026-03-02T15:04:00Z,25.00,75.00
2026-03-02T15:07:00Z,28.00,75.00
2026-03-02T15:08:00Z,28.00,75.00
2026-03-02T15:09:00Z,28.00,75.00
2026-03-02T15:16:00Z,28.00,75.00
2026-03-02T15:19:00Z,28.00,75.00
2026-03-02T15:23:00Z,27.00,75.00
2026-03-02T15:26:00Z,27.00,75.00
2026-03-02T15:28:00Z,27.00,75.00
2026-03-02T15:29:00Z,27.00,75.00
2026-03-02T15:35:00Z,27.00,74.00
2026-03-02T15:36:00Z,28.00,74.00
2026-03-02T15:38:00Z,28.00,74.17
2026-03-02T15:39:00Z,25.00,75.00
2026-03-02T15:41:00Z,25.00,75.00
2026-03-02T15:42:00Z,25.00,75.00
2026-03-02T15:43:00Z,25.00,75.00
2026-03-02T15:44:00Z,25.00,75.00
2026-03-02T15:45:00Z,25.00,75.00
2026-03-02T15:47:00Z,25.00,74.00
2026-03-02T15:50:00Z,25.00,74.00
2026-03-02T15:51:00Z,25.00,74.00
2026-03-02T15:57:00Z,25.00,74.00
2026-03-02T15:59:00Z,25.00,73.00
2026-03-02T16:00:00Z,25.00,74.00
2026-03-02T16:06:00Z,25.00,74.00
2026-03-02T16:07:00Z,25.00,74.00
2026-03-02T16:11:00Z,25.00,74.00
2026-03-02T16:13:00Z,25.00,74.00
2026-03-02T16:15:00Z,25.00,74.00
2026-03-02T16:16:00Z,27.00,74.00
2026-03-02T16:17:00Z,25.00,75.00
2026-03-02T16:20:00Z,26.00,75.00
2026-03-02T16:21:00Z,26.00,75.00
2026-03-02T16:22:00Z,26.00,75.00
2026-03-02T16:23:00Z,26.00,75.00
2026-03-02T16:24:00Z,26.00,75.00
2026-03-02T16:25:00Z,26.00,75.00
2026-03-02T16:27:00Z,26.00,76.00
2026-03-02T16:28:00Z,26.00,75.95
2026-03-02T16:29:00Z,26.00,75.14
2026-03-02T16:30:00Z,26.00,75.00
2026-03-02T16:31:00Z,26.00,76.00
2026-03-02T16:32:00Z,26.00,76.00
2026-03-02T16:33:00Z,26.00,76.00
2026-03-02T16:34:00Z,25.00,76.07
2026-03-02T16:35:00Z,23.76,77.62
2026-03-02T16:36:00Z,25.48,76.04
2026-03-02T16:37:00Z,28.09,72.79
2026-03-02T16:38:00Z,29.37,70.30
2026-03-02T16:39:00Z,30.52,70.05
2026-03-02T16:40:00Z,27.74,73.54
2026-03-02T16:41:00Z,28.83,73.93
2026-03-02T16:42:00Z,30.69,72.00
2026-03-02T16:43:00Z,32.19,69.00
2026-03-02T16:44:00Z,34.54,68.00
2026-03-02T16:45:00Z,38.12,65.93
2026-03-02T16:46:00Z,32.09,66.21
2026-03-02T16:47:00Z,33.56,70.64
2026-03-02T16:48:00Z,30.14,68.77
2026-03-02T16:49:00Z,25.97,76.13
2026-03-02T16:50:00Z,27.25,73.54
2026-03-02T16:51:00Z,28.25,73.49
2026-03-02T16:52:00Z,27.91,71.86
2026-03-02T16:53:00Z,33.65,68.01
2026-03-02T16:54:00Z,33.79,68.00
2026-03-02T16:55:00Z,29.32,69.38
2026-03-02T16:56:00Z,29.83,70.64
2026-03-02T16:57:00Z,31.31,69.37
2026-03-02T16:58:00Z,34.84,68.66
2026-03-02T16:59:00Z,34.63,68.71
2026-03-02T17:00:00Z,36.57,66.00
2026-03-02T17:01:00Z,37.07,65.85
2026-03-02T17:02:00Z,41.00,55.08
2026-03-02T17:03:00Z,47.98,53.51
2026-03-02T17:04:00Z,37.47,63.00
2026-03-02T17:05:00Z,37.89,61.85
2026-03-02T17:06:00Z,34.23,64.05
2026-03-02T17:07:00Z,39.52,64.34
2026-03-02T17:08:00Z,38.61,60.27
2026-03-02T17:09:00Z,40.55,59.98
2026-03-02T17:10:00Z,42.48,62.33
2026-03-02T17:11:00Z,33.44,66.54
2026-03-02T17:12:00Z,38.10,62.71
2026-03-02T17:13:00Z,39.87,63.82
2026-03-02T17:14:00Z,42.94,56.29
2026-03-02T17:15:00Z,44.03,56.75
2026-03-02T17:16:00Z,44.00,57.10
2026-03-02T17:17:00Z,48.44,49.76
2026-03-02T17:18:00Z,52.63,49.15
2026-03-02T17:19:00Z,56.31,49.24
2026-03-02T17:20:00Z,49.59,50.55
2026-03-02T17:21:00Z,51.52,53.18
2026-03-02T17:22:00Z,49.44,52.44
2026-03-02T17:23:00Z,50.25,52.30
2026-03-02T17:24:00Z,40.48,59.45
2026-03-02T17:25:00Z,35.43,65.44
2026-03-02T17:26:00Z,30.64,69.55
2026-03-02T17:27:00Z,30.64,67.68
2026-03-02T17:28:00Z,37.94,61.52
2026-03-02T17:29:00Z,25.81,70.69
2026-03-02T17:30:00Z,22.69,75.56
2026-03-02T17:31:00Z,20.84,78.57
2026-03-02T17:32:00Z,22.69,72.74
2026-03-02T17:33:00Z,26.28,75.46
2026-03-02T17:34:00Z,40.56,56.09
2026-03-02T17:35:00Z,33.05,65.89
2026-03-02T17:36:00Z,29.31,70.95
2026-03-02T17:37:00Z,25.99,74.43
2026-03-02T17:38:00Z,33.40,69.97
2026-03-02T17:39:00Z,38.77,61.56
2026-03-02T17:40:00Z,29.00,69.38
2026-03-02T17:41:00Z,31.86,71.42
2026-03-02T17:42:00Z,31.57,66.41
2026-03-02T17:43:00Z,22.37,79.43
2026-03-02T17:44:00Z,17.30,82.15
2026-03-02T17:45:00Z,18.16,82.23
2026-03-02T17:46:00Z,18.99,82.47
2026-03-02T17:47:00Z,19.00,81.09
2026-03-02T17:48:00Z,19.41,81.91
2026-03-02T17:49:00Z,19.91,81.85
2026-03-02T17:50:00Z,17.82,82.88
2026-03-02T17:51:00Z,17.56,82.52
2026-03-02T17:52:00Z,15.87,84.57
2026-03-02T17:53:00Z,15.91,86.00
2026-03-02T17:54:00Z,17.55,82.77
2026-03-02T17:55:00Z,18.52,82.12
2026-03-02T17:56:00Z,17.05,84.01
2026-03-02T17:57:00Z,20.37,80.24
2026-03-02T17:58:00Z,26.62,72.45
2026-03-02T17:59:00Z,30.17,70.44
2026-03-02T18:00:00Z,28.97,73.91
