# event_ticker=KXATPMATCH-25AUG14ATMRUN
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Terence Atmane
# fav_player=Holger Rune
# dog_player=Terence Atmane
# kalshi_date=2025-08-14
timestamp,Holger Rune,Terence Atmane
2025-08-14T14:49:00Z,,24.97
2025-08-14T14:55:00Z,,25.00
2025-08-14T14:58:00Z,,25.00
2025-08-14T14:59:00Z,,27.05
2025-08-14T15:01:00Z,77.00,27.05
2025-08-14T15:05:00Z,77.00,26.00
2025-08-14T15:07:00Z,77.00,26.00
2025-08-14T15:09:00Z,77.00,26.00
2025-08-14T15:21:00Z,77.00,24.00
2025-08-14T15:31:00Z,77.00,24.00
2025-08-14T15:32:00Z,76.00,24.00
2025-08-14T15:36:00Z,76.00,24.00
2025-08-14T15:39:00Z,76.00,24.00
2025-08-14T15:41:00Z,76.00,24.00
2025-08-14T15:53:00Z,77.00,24.00
2025-08-14T15:55:00Z,77.00,24.00
2025-08-14T15:56:00Z,77.00,24.00
2025-08-14T16:12:00Z,77.00,24.00
2025-08-14T16:15:00Z,77.00,24.00
2025-08-14T16:21:00Z,77.00,24.00
2025-08-14T16:31:00Z,77.00,24.00
2025-08-14T16:32:00Z,77.00,24.00
2025-08-14T16:42:00Z,77.00,24.00
2025-08-14T16:44:00Z,77.00,24.00
2025-08-14T16:45:00Z,77.00,24.00
2025-08-14T16:48:00Z,77.00,24.00
2025-08-14T16:58:00Z,77.00,24.00
2025-08-14T16:59:00Z,77.00,24.00
2025-08-14T17:06:00Z,77.00,24.00
2025-08-14T17:52:00Z,77.00,24.00
2025-08-14T18:12:00Z,77.00,23.00
2025-08-14T18:17:00Z,77.00,23.73
2025-08-14T18:21:00Z,77.00,24.00
2025-08-14T18:35:00Z,77.00,24.00
2025-08-14T18:44:00Z,77.00,24.00
2025-08-14T18:55:00Z,77.00,24.00
2025-08-14T18:59:00Z,77.00,24.00
2025-08-14T19:02:00Z,77.00,24.00
2025-08-14T19:04:00Z,76.00,24.00
2025-08-14T19:15:00Z,76.00,24.00
2025-08-14T19:54:00Z,77.00,24.00
2025-08-14T19:59:00Z,77.00,24.00
2025-08-14T20:04:00Z,77.00,24.00
2025-08-14T20:05:00Z,77.00,24.00
2025-08-14T20:14:00Z,77.00,24.00
2025-08-14T20:20:00Z,77.00,24.00
2025-08-14T20:38:00Z,77.00,25.00
2025-08-14T20:46:00Z,77.00,25.00
2025-08-14T20:50:00Z,77.00,25.00
2025-08-14T21:14:00Z,77.00,24.29
2025-08-14T21:16:00Z,81.73,24.29
2025-08-14T21:17:00Z,81.73,22.00
2025-08-14T21:18:00Z,81.73,22.00
2025-08-14T21:19:00Z,81.73,22.00
2025-08-14T21:20:00Z,79.00,22.00
2025-08-14T21:21:00Z,79.33,22.00
2025-08-14T21:25:00Z,79.33,22.00
2025-08-14T21:26:00Z,79.33,22.00
2025-08-14T21:28:00Z,79.33,21.00
2025-08-14T21:31:00Z,79.67,22.00
2025-08-14T21:32:00Z,79.00,22.00
2025-08-14T21:33:00Z,79.60,22.00
2025-08-14T21:34:00Z,79.60,22.00
2025-08-14T21:35:00Z,79.60,22.00
2025-08-14T21:37:00Z,79.60,23.10
2025-08-14T21:44:00Z,79.60,23.00
2025-08-14T21:55:00Z,79.60,23.00
2025-08-14T21:57:00Z,79.60,23.77
2025-08-14T21:59:00Z,79.60,24.00
2025-08-14T22:04:00Z,79.60,24.00
2025-08-14T22:05:00Z,78.00,24.00
2025-08-14T22:06:00Z,78.00,24.00
2025-08-14T22:07:00Z,78.00,24.00
2025-08-14T22:09:00Z,78.00,24.00
2025-08-14T22:10:00Z,78.00,24.00
2025-08-14T22:12:00Z,78.00,24.00
2025-08-14T22:25:00Z,78.00,24.00
2025-08-14T22:26:00Z,78.00,24.00
2025-08-14T22:31:00Z,78.00,24.00
2025-08-14T22:33:00Z,78.00,24.00
2025-08-14T22:40:00Z,78.00,24.00
2025-08-14T22:41:00Z,78.00,24.00
2025-08-14T22:48:00Z,78.00,24.00
2025-08-14T22:49:00Z,78.00,24.00
2025-08-14T22:52:00Z,78.00,24.00
2025-08-14T22:53:00Z,78.00,23.00
2025-08-14T22:55:00Z,78.00,23.00
2025-08-14T22:57:00Z,78.00,23.00
2025-08-14T22:58:00Z,78.00,23.83
2025-08-14T23:03:00Z,78.00,23.83
2025-08-14T23:05:00Z,78.00,24.00
2025-08-14T23:06:00Z,78.40,24.00
2025-08-14T23:07:00Z,79.00,24.00
2025-08-14T23:08:00Z,79.00,23.00
2025-08-14T23:10:00Z,79.00,23.00
2025-08-14T23:15:00Z,79.94,21.97
2025-08-14T23:16:00Z,80.00,22.00
2025-08-14T23:20:00Z,79.00,22.00
2025-08-14T23:21:00Z,79.00,22.00
2025-08-14T23:22:00Z,79.00,22.00
2025-08-14T23:23:00Z,79.00,22.00
2025-08-14T23:24:00Z,79.00,22.00
2025-08-14T23:25:00Z,79.00,22.00
2025-08-14T23:26:00Z,79.00,22.00
2025-08-14T23:27:00Z,79.00,22.00
