# event_ticker=KXATPCHALLENGERMATCH-26APR16GADBRO
# final_score=7-6(3) 6-7(4) 7-6(4)
# score_resolution=6-7 7-6 6-7
# match_winner=Charles Broom
# fav_player=Buvaysar Gadamauri
# dog_player=Charles Broom
# kalshi_date=2026-04-16
timestamp,Buvaysar Gadamauri,Charles Broom
2026-04-16T15:53:00Z,,62.00
2026-04-16T16:06:00Z,,63.00
2026-04-16T16:08:00Z,,63.00
2026-04-16T16:36:00Z,,62.00
2026-04-16T17:59:00Z,,62.00
2026-04-16T18:25:00Z,,62.00
2026-04-16T18:32:00Z,,62.00
2026-04-16T18:37:00Z,,62.00
2026-04-16T19:30:00Z,,62.00
2026-04-16T19:38:00Z,,62.00
2026-04-16T19:53:00Z,,62.00
2026-04-16T21:03:00Z,,62.00
2026-04-16T21:04:00Z,,60.00
2026-04-16T21:09:00Z,,62.85
2026-04-16T21:22:00Z,,62.00
2026-04-16T21:24:00Z,,61.00
2026-04-16T21:30:00Z,38.00,61.00
2026-04-16T21:45:00Z,38.00,62.00
2026-04-16T21:52:00Z,38.00,62.00
2026-04-16T22:04:00Z,38.00,62.00
2026-04-16T22:15:00Z,38.00,62.00
2026-04-16T22:20:00Z,38.00,62.00
2026-04-16T22:33:00Z,38.00,62.00
2026-04-16T22:39:00Z,37.00,62.00
2026-04-16T22:40:00Z,37.00,62.00
2026-04-16T22:54:00Z,37.00,62.00
2026-04-16T23:02:00Z,37.00,62.00
2026-04-16T23:34:00Z,37.00,62.00
2026-04-16T23:37:00Z,39.14,62.00
2026-04-16T23:59:00Z,39.14,62.00
2026-04-17T00:04:00Z,39.14,62.00
2026-04-17T00:11:00Z,39.14,62.00
2026-04-17T00:18:00Z,39.00,62.00
2026-04-17T00:23:00Z,37.00,62.00
2026-04-17T00:30:00Z,37.00,62.00
2026-04-17T00:31:00Z,37.00,62.00
2026-04-17T00:33:00Z,37.00,63.00
2026-04-17T00:35:00Z,37.00,63.00
2026-04-17T00:36:00Z,38.00,63.00
2026-04-17T00:56:00Z,38.00,63.00
2026-04-17T00:59:00Z,38.00,63.00
2026-04-17T01:00:00Z,38.00,63.00
2026-04-17T01:03:00Z,38.00,63.00
2026-04-17T01:16:00Z,38.00,63.00
2026-04-17T01:24:00Z,38.00,63.00
2026-04-17T01:25:00Z,38.00,63.00
2026-04-17T01:34:00Z,38.00,63.00
2026-04-17T01:35:00Z,38.00,63.00
2026-04-17T01:36:00Z,38.00,64.00
2026-04-17T01:38:00Z,38.00,63.79
2026-04-17T01:41:00Z,38.00,64.00
2026-04-17T01:43:00Z,38.00,64.00
2026-04-17T01:47:00Z,38.00,64.00
2026-04-17T01:48:00Z,38.00,64.00
2026-04-17T01:50:00Z,38.00,63.00
2026-04-17T01:51:00Z,38.00,62.00
2026-04-17T01:52:00Z,38.00,60.37
2026-04-17T01:54:00Z,38.00,61.00
2026-04-17T02:01:00Z,38.00,61.25
2026-04-17T02:03:00Z,38.00,61.25
2026-04-17T02:11:00Z,38.00,62.00
2026-04-17T02:13:00Z,38.00,62.00
2026-04-17T02:21:00Z,38.00,62.00
2026-04-17T02:24:00Z,38.00,62.00
2026-04-17T02:35:00Z,38.00,60.00
2026-04-17T02:39:00Z,38.00,61.00
2026-04-17T02:40:00Z,38.00,62.00
2026-04-17T02:41:00Z,38.00,62.00
2026-04-17T02:44:00Z,38.00,62.00
2026-04-17T02:45:00Z,38.00,62.00
2026-04-17T02:47:00Z,38.00,62.00
2026-04-17T02:48:00Z,38.85,62.00
2026-04-17T02:49:00Z,38.85,62.00
2026-04-17T02:50:00Z,38.85,62.00
2026-04-17T02:52:00Z,38.85,62.00
2026-04-17T02:53:00Z,38.85,62.79
2026-04-17T02:59:00Z,38.85,63.00
2026-04-17T03:01:00Z,38.85,63.00
2026-04-17T03:06:00Z,38.85,61.00
2026-04-17T03:08:00Z,38.85,61.00
2026-04-17T03:09:00Z,38.85,61.00
2026-04-17T03:10:00Z,38.85,61.00
2026-04-17T03:11:00Z,38.85,61.00
2026-04-17T03:12:00Z,38.85,61.00
2026-04-17T03:13:00Z,38.85,61.00
2026-04-17T03:15:00Z,41.36,61.00
2026-04-17T03:16:00Z,42.57,61.00
2026-04-17T03:18:00Z,42.00,61.00
2026-04-17T03:19:00Z,43.18,61.00
2026-04-17T03:20:00Z,43.18,61.00
2026-04-17T03:21:00Z,42.76,61.00
2026-04-17T03:23:00Z,42.97,62.48
2026-04-17T03:24:00Z,43.86,62.48
2026-04-17T03:25:00Z,43.86,60.00
2026-04-17T03:26:00Z,40.32,60.57
2026-04-17T03:27:00Z,36.20,65.92
2026-04-17T03:28:00Z,26.44,73.63
2026-04-17T03:29:00Z,25.82,76.00
2026-04-17T03:30:00Z,25.44,78.84
2026-04-17T03:31:00Z,22.46,78.11
2026-04-17T03:32:00Z,21.00,81.91
2026-04-17T03:33:00Z,19.62,80.78
2026-04-17T03:34:00Z,20.42,80.78
2026-04-17T03:35:00Z,20.78,79.00
2026-04-17T03:36:00Z,20.73,81.78
2026-04-17T03:37:00Z,23.00,79.45
2026-04-17T03:38:00Z,23.96,78.00
2026-04-17T03:39:00Z,23.57,79.00
2026-04-17T03:40:00Z,23.71,80.27
2026-04-17T03:41:00Z,22.57,78.72
2026-04-17T03:42:00Z,23.00,78.13
2026-04-17T03:43:00Z,22.56,78.83
2026-04-17T03:44:00Z,24.00,78.83
2026-04-17T03:45:00Z,28.14,77.03
2026-04-17T03:46:00Z,31.96,67.24
2026-04-17T03:47:00Z,39.31,60.29
2026-04-17T03:48:00Z,45.58,60.43
2026-04-17T03:49:00Z,47.33,49.53
2026-04-17T03:50:00Z,45.15,56.49
2026-04-17T03:51:00Z,47.29,53.86
2026-04-17T03:52:00Z,42.36,56.49
2026-04-17T03:53:00Z,41.86,56.09
2026-04-17T03:54:00Z,46.62,55.86
2026-04-17T03:55:00Z,44.26,58.36
2026-04-17T03:56:00Z,45.86,53.03
2026-04-17T03:57:00Z,46.22,53.79
2026-04-17T03:58:00Z,47.39,52.64
2026-04-17T03:59:00Z,48.68,53.71
2026-04-17T04:00:00Z,48.54,53.71
2026-04-17T04:01:00Z,44.74,56.92
2026-04-17T04:02:00Z,44.55,56.52
2026-04-17T04:03:00Z,35.01,62.31
2026-04-17T04:04:00Z,39.99,62.54
2026-04-17T04:05:00Z,45.23,55.84
2026-04-17T04:06:00Z,47.94,54.03
2026-04-17T04:07:00Z,45.54,55.72
2026-04-17T04:08:00Z,39.87,61.59
2026-04-17T04:09:00Z,37.73,65.90
2026-04-17T04:10:00Z,34.60,71.84
2026-04-17T04:11:00Z,29.69,74.24
2026-04-17T04:12:00Z,26.30,76.78
2026-04-17T04:13:00Z,28.40,73.55
2026-04-17T04:14:00Z,23.07,76.07
2026-04-17T04:15:00Z,21.41,80.68
2026-04-17T04:16:00Z,21.06,78.92
2026-04-17T04:17:00Z,19.92,81.45
2026-04-17T04:18:00Z,27.42,77.09
2026-04-17T04:19:00Z,27.21,77.00
2026-04-17T04:20:00Z,35.42,67.20
2026-04-17T04:21:00Z,34.29,70.45
2026-04-17T04:22:00Z,28.33,75.55
2026-04-17T04:23:00Z,26.73,76.79
2026-04-17T04:24:00Z,32.11,72.62
2026-04-17T04:25:00Z,32.44,71.41
2026-04-17T04:26:00Z,32.15,69.90
2026-04-17T04:27:00Z,33.03,66.62
2026-04-17T04:28:00Z,33.42,66.70
2026-04-17T04:29:00Z,32.11,68.45
2026-04-17T04:30:00Z,31.66,70.71
2026-04-17T04:31:00Z,31.71,70.00
2026-04-17T04:32:00Z,29.30,74.96
2026-04-17T04:33:00Z,31.76,70.94
2026-04-17T04:34:00Z,33.68,70.25
2026-04-17T04:35:00Z,35.78,65.97
2026-04-17T04:36:00Z,34.69,67.02
2026-04-17T04:37:00Z,37.99,69.32
2026-04-17T04:38:00Z,38.74,64.66
2026-04-17T04:39:00Z,39.50,64.43
2026-04-17T04:40:00Z,34.10,67.24
2026-04-17T04:41:00Z,33.29,67.99
2026-04-17T04:42:00Z,28.39,72.71
2026-04-17T04:43:00Z,24.89,78.92
2026-04-17T04:44:00Z,21.87,79.34
2026-04-17T04:45:00Z,19.47,83.76
2026-04-17T04:46:00Z,16.23,83.83
2026-04-17T04:47:00Z,16.01,85.92
2026-04-17T04:48:00Z,14.91,86.70
2026-04-17T04:49:00Z,14.09,87.14
2026-04-17T04:50:00Z,13.57,88.46
2026-04-17T04:51:00Z,15.09,85.79
2026-04-17T04:52:00Z,18.02,84.03
2026-04-17T04:53:00Z,16.87,86.29
2026-04-17T04:54:00Z,10.96,88.90
2026-04-17T04:55:00Z,12.52,88.81
2026-04-17T04:56:00Z,10.89,90.23
2026-04-17T04:57:00Z,11.03,90.58
2026-04-17T04:58:00Z,10.11,90.51
2026-04-17T04:59:00Z,12.38,87.42
2026-04-17T05:00:00Z,10.88,91.68
2026-04-17T05:01:00Z,11.43,91.22
2026-04-17T05:02:00Z,9.38,89.66
2026-04-17T05:03:00Z,8.75,93.31
2026-04-17T05:04:00Z,10.30,93.40
2026-04-17T05:05:00Z,14.12,85.87
2026-04-17T05:06:00Z,17.23,85.54
2026-04-17T05:07:00Z,16.50,85.14
2026-04-17T05:08:00Z,13.16,88.49
2026-04-17T05:09:00Z,17.15,86.07
2026-04-17T05:10:00Z,17.90,82.61
2026-04-17T05:11:00Z,19.35,82.45
2026-04-17T05:12:00Z,26.75,69.28
2026-04-17T05:13:00Z,35.10,64.16
2026-04-17T05:14:00Z,34.55,66.63
2026-04-17T05:15:00Z,35.06,65.67
2026-04-17T05:16:00Z,38.49,65.74
2026-04-17T05:17:00Z,39.48,63.78
2026-04-17T05:18:00Z,37.54,63.74
2026-04-17T05:19:00Z,41.92,62.58
2026-04-17T05:20:00Z,40.70,62.11
2026-04-17T05:21:00Z,39.49,62.83
2026-04-17T05:22:00Z,33.12,67.99
2026-04-17T05:23:00Z,37.60,66.91
2026-04-17T05:24:00Z,40.27,61.73
2026-04-17T05:25:00Z,41.26,60.41
2026-04-17T05:26:00Z,37.60,65.20
2026-04-17T05:27:00Z,35.40,66.39
2026-04-17T05:28:00Z,38.95,64.76
2026-04-17T05:29:00Z,45.29,58.25
2026-04-17T05:30:00Z,42.81,58.78
2026-04-17T05:31:00Z,43.48,59.06
2026-04-17T05:32:00Z,40.30,62.20
2026-04-17T05:33:00Z,39.37,62.50
2026-04-17T05:34:00Z,27.73,72.28
2026-04-17T05:35:00Z,17.38,83.68
2026-04-17T05:36:00Z,21.50,78.58
2026-04-17T05:37:00Z,31.53,71.06
