# event_ticker=KXATPCHALLENGERMATCH-26APR14WANSUL
# final_score=6-3 7-6(4)
# score_resolution=6-3 7-6
# match_winner=Khumoyun Sultanov
# fav_player=Khumoyun Sultanov
# dog_player=Aoran Wang
# kalshi_date=2026-04-14
timestamp,Khumoyun Sultanov,Aoran Wang
2026-04-14T18:09:00Z,,18.99
2026-04-14T18:21:00Z,84.00,18.99
2026-04-14T18:33:00Z,84.00,19.00
2026-04-14T18:44:00Z,84.00,19.00
2026-04-14T18:57:00Z,84.00,19.00
2026-04-14T18:58:00Z,84.00,19.00
2026-04-14T20:01:00Z,84.00,19.00
2026-04-14T20:14:00Z,84.00,18.00
2026-04-14T20:18:00Z,81.00,18.00
2026-04-14T20:41:00Z,84.00,18.00
2026-04-14T20:45:00Z,84.00,18.00
2026-04-14T20:48:00Z,84.00,18.79
2026-04-14T21:02:00Z,83.00,18.79
2026-04-14T21:45:00Z,83.00,19.00
2026-04-14T21:47:00Z,83.00,19.00
2026-04-14T22:00:00Z,83.00,19.00
2026-04-14T22:09:00Z,83.00,19.00
2026-04-14T23:27:00Z,83.00,19.00
2026-04-14T23:36:00Z,83.00,19.00
2026-04-14T23:46:00Z,83.00,19.00
2026-04-15T00:13:00Z,83.00,19.00
2026-04-15T01:27:00Z,83.00,19.00
2026-04-15T01:47:00Z,83.00,19.00
2026-04-15T02:08:00Z,84.00,19.00
2026-04-15T02:09:00Z,84.00,19.00
2026-04-15T02:17:00Z,84.00,19.00
2026-04-15T02:24:00Z,84.00,19.00
2026-04-15T02:31:00Z,84.00,19.00
2026-04-15T02:39:00Z,84.00,19.00
2026-04-15T02:52:00Z,84.00,19.00
2026-04-15T02:54:00Z,84.00,19.00
2026-04-15T03:13:00Z,84.00,19.00
2026-04-15T03:27:00Z,84.00,18.00
2026-04-15T03:41:00Z,84.00,17.94
2026-04-15T03:47:00Z,84.00,18.00
2026-04-15T03:53:00Z,84.00,18.00
2026-04-15T03:54:00Z,85.00,17.30
2026-04-15T03:55:00Z,86.40,13.94
2026-04-15T03:56:00Z,88.00,13.94
2026-04-15T03:57:00Z,91.00,14.57
2026-04-15T03:58:00Z,91.00,14.11
2026-04-15T03:59:00Z,84.00,18.13
2026-04-15T04:00:00Z,84.00,17.41
2026-04-15T04:01:00Z,81.78,17.26
2026-04-15T04:02:00Z,80.00,23.04
2026-04-15T04:03:00Z,81.89,17.30
2026-04-15T04:04:00Z,81.89,17.00
2026-04-15T04:05:00Z,81.89,17.00
2026-04-15T04:06:00Z,81.89,19.00
2026-04-15T04:07:00Z,81.89,17.00
2026-04-15T04:08:00Z,83.00,16.91
2026-04-15T04:09:00Z,81.96,18.38
2026-04-15T04:10:00Z,80.00,19.87
2026-04-15T04:11:00Z,79.62,23.27
2026-04-15T04:12:00Z,78.09,21.64
2026-04-15T04:13:00Z,82.00,20.07
2026-04-15T04:14:00Z,81.00,19.64
2026-04-15T04:15:00Z,81.00,21.00
2026-04-15T04:16:00Z,81.85,19.90
2026-04-15T04:17:00Z,83.00,19.52
2026-04-15T04:18:00Z,84.00,18.03
2026-04-15T04:19:00Z,84.00,23.79
2026-04-15T04:20:00Z,72.81,29.18
2026-04-15T04:21:00Z,78.00,28.52
2026-04-15T04:22:00Z,73.96,27.24
2026-04-15T04:23:00Z,79.47,20.89
2026-04-15T04:24:00Z,81.00,21.02
2026-04-15T04:25:00Z,87.66,14.72
2026-04-15T04:26:00Z,92.00,12.49
2026-04-15T04:27:00Z,92.46,7.69
2026-04-15T04:28:00Z,95.00,6.52
2026-04-15T04:29:00Z,95.00,6.84
2026-04-15T04:30:00Z,93.82,9.57
2026-04-15T04:31:00Z,93.00,10.69
2026-04-15T04:32:00Z,91.01,8.03
2026-04-15T04:33:00Z,90.78,8.30
2026-04-15T04:34:00Z,90.00,10.45
2026-04-15T04:35:00Z,90.00,8.88
2026-04-15T04:36:00Z,90.00,9.97
2026-04-15T04:37:00Z,90.00,9.94
2026-04-15T04:38:00Z,90.00,9.88
2026-04-15T04:39:00Z,90.00,10.00
2026-04-15T04:40:00Z,92.00,10.00
2026-04-15T04:41:00Z,92.00,8.02
2026-04-15T04:42:00Z,92.00,9.57
2026-04-15T04:43:00Z,92.00,11.00
2026-04-15T04:44:00Z,90.00,8.29
2026-04-15T04:45:00Z,90.00,11.11
2026-04-15T04:46:00Z,91.84,10.75
2026-04-15T04:47:00Z,91.33,7.26
2026-04-15T04:48:00Z,92.81,10.00
2026-04-15T04:49:00Z,91.93,8.80
2026-04-15T04:50:00Z,92.26,9.71
2026-04-15T04:51:00Z,91.87,10.50
2026-04-15T04:52:00Z,91.27,13.08
2026-04-15T04:53:00Z,88.81,12.07
2026-04-15T04:54:00Z,89.97,12.07
2026-04-15T04:55:00Z,89.50,13.00
2026-04-15T04:56:00Z,89.11,11.69
2026-04-15T04:57:00Z,90.00,12.55
2026-04-15T04:58:00Z,89.00,12.12
2026-04-15T04:59:00Z,89.00,12.39
2026-04-15T05:00:00Z,90.63,11.84
2026-04-15T05:01:00Z,91.00,11.85
2026-04-15T05:02:00Z,89.10,11.77
2026-04-15T05:03:00Z,90.00,10.12
2026-04-15T05:04:00Z,90.99,11.73
2026-04-15T05:05:00Z,90.00,11.07
2026-04-15T05:06:00Z,89.91,11.78
2026-04-15T05:07:00Z,89.00,10.42
2026-04-15T05:08:00Z,91.00,10.32
2026-04-15T05:09:00Z,91.00,11.03
2026-04-15T05:10:00Z,89.10,11.00
2026-04-15T05:11:00Z,90.00,11.00
2026-04-15T05:12:00Z,90.90,10.79
2026-04-15T05:13:00Z,90.38,10.07
2026-04-15T05:14:00Z,90.00,9.79
2026-04-15T05:15:00Z,90.00,9.00
2026-04-15T05:16:00Z,90.87,10.72
2026-04-15T05:17:00Z,90.30,10.04
2026-04-15T05:18:00Z,90.30,8.73
2026-04-15T05:19:00Z,90.30,9.78
2026-04-15T05:20:00Z,92.00,8.86
2026-04-15T05:21:00Z,92.00,9.49
2026-04-15T05:22:00Z,92.00,9.56
2026-04-15T05:23:00Z,92.00,9.12
2026-04-15T05:24:00Z,92.00,9.12
2026-04-15T05:25:00Z,92.00,9.58
2026-04-15T05:26:00Z,92.00,9.80
2026-04-15T05:27:00Z,92.00,9.98
2026-04-15T05:28:00Z,92.01,9.09
2026-04-15T05:29:00Z,92.19,9.08
2026-04-15T05:30:00Z,93.20,9.33
2026-04-15T05:31:00Z,92.06,9.01
2026-04-15T05:32:00Z,92.07,9.01
2026-04-15T05:33:00Z,92.00,9.62
2026-04-15T05:34:00Z,91.00,10.00
2026-04-15T05:35:00Z,93.00,8.73
2026-04-15T05:36:00Z,93.00,8.98
2026-04-15T05:37:00Z,93.00,8.93
2026-04-15T05:38:00Z,93.00,8.96
2026-04-15T05:39:00Z,92.75,7.82
2026-04-15T05:40:00Z,94.00,8.00
2026-04-15T05:41:00Z,92.10,8.58
2026-04-15T05:42:00Z,92.00,7.00
2026-04-15T05:43:00Z,94.00,7.00
2026-04-15T05:44:00Z,92.00,8.00
2026-04-15T05:45:00Z,94.00,8.00
2026-04-15T05:46:00Z,94.00,8.00
2026-04-15T05:47:00Z,92.29,6.53
2026-04-15T05:48:00Z,92.29,8.00
2026-04-15T05:49:00Z,92.29,8.00
2026-04-15T05:50:00Z,92.29,6.00
2026-04-15T05:51:00Z,95.58,6.33
2026-04-15T05:52:00Z,95.58,6.03
2026-04-15T05:53:00Z,96.00,5.65
2026-04-15T05:54:00Z,91.75,6.10
2026-04-15T05:55:00Z,91.90,8.00
2026-04-15T05:56:00Z,93.03,7.41
2026-04-15T05:57:00Z,93.03,8.00
2026-04-15T05:58:00Z,93.03,8.29
2026-04-15T05:59:00Z,93.03,8.04
2026-04-15T06:00:00Z,93.03,9.00
2026-04-15T06:01:00Z,93.03,8.94
2026-04-15T06:02:00Z,93.03,9.00
2026-04-15T06:03:00Z,93.03,8.81
2026-04-15T06:04:00Z,92.00,8.78
2026-04-15T06:05:00Z,92.00,8.91
2026-04-15T06:06:00Z,92.98,8.71
2026-04-15T06:07:00Z,92.98,8.32
2026-04-15T06:08:00Z,92.98,9.00
2026-04-15T06:09:00Z,92.98,9.30
2026-04-15T06:10:00Z,92.00,9.00
2026-04-15T06:11:00Z,92.00,7.69
2026-04-15T06:12:00Z,94.01,7.92
2026-04-15T06:13:00Z,94.01,8.00
2026-04-15T06:14:00Z,93.55,7.80
2026-04-15T06:15:00Z,95.00,7.99
2026-04-15T06:16:00Z,94.00,7.97
2026-04-15T06:17:00Z,94.74,6.42
2026-04-15T06:18:00Z,94.00,7.00
2026-04-15T06:19:00Z,94.00,7.00
2026-04-15T06:20:00Z,94.18,7.00
2026-04-15T06:21:00Z,94.18,7.00
2026-04-15T06:22:00Z,93.28,6.41
2026-04-15T06:23:00Z,93.28,7.00
2026-04-15T06:24:00Z,93.28,6.98
2026-04-15T06:25:00Z,95.00,7.00
2026-04-15T06:26:00Z,95.00,7.48
2026-04-15T06:27:00Z,95.00,9.00
2026-04-15T06:28:00Z,93.46,8.86
2026-04-15T06:29:00Z,94.00,9.00
2026-04-15T06:30:00Z,94.00,9.00
2026-04-15T06:31:00Z,94.00,7.97
2026-04-15T06:32:00Z,94.00,7.00
2026-04-15T06:33:00Z,94.00,6.35
2026-04-15T06:34:00Z,92.00,8.22
2026-04-15T06:35:00Z,92.00,8.00
2026-04-15T06:36:00Z,92.00,7.00
2026-04-15T06:37:00Z,92.00,9.00
2026-04-15T06:38:00Z,94.63,8.74
2026-04-15T06:39:00Z,96.19,7.22
2026-04-15T06:40:00Z,94.29,7.11
2026-04-15T06:41:00Z,95.74,8.66
2026-04-15T06:42:00Z,95.74,8.99
2026-04-15T06:43:00Z,92.55,8.65
2026-04-15T06:44:00Z,95.73,8.72
2026-04-15T06:45:00Z,93.17,8.81
2026-04-15T06:46:00Z,94.22,7.51
2026-04-15T06:47:00Z,92.09,9.22
2026-04-15T06:48:00Z,95.10,7.09
2026-04-15T06:49:00Z,91.53,7.57
2026-04-15T06:50:00Z,93.00,9.00
2026-04-15T06:51:00Z,91.00,9.81
2026-04-15T06:52:00Z,91.40,9.49
2026-04-15T06:53:00Z,92.98,7.26
2026-04-15T06:54:00Z,92.26,8.21
2026-04-15T06:55:00Z,92.00,8.53
2026-04-15T06:56:00Z,92.00,8.18
2026-04-15T06:57:00Z,93.03,10.14
2026-04-15T06:58:00Z,90.98,10.00
2026-04-15T06:59:00Z,90.98,10.43
2026-04-15T07:00:00Z,90.98,9.89
2026-04-15T07:01:00Z,93.29,8.96
2026-04-15T07:02:00Z,90.12,10.16
2026-04-15T07:03:00Z,90.33,10.79
2026-04-15T07:04:00Z,90.63,11.00
2026-04-15T07:05:00Z,90.79,9.86
2026-04-15T07:06:00Z,93.20,8.96
2026-04-15T07:07:00Z,90.08,11.19
2026-04-15T07:08:00Z,90.25,10.93
2026-04-15T07:09:00Z,86.60,17.75
2026-04-15T07:10:00Z,87.01,14.64
2026-04-15T07:11:00Z,88.69,16.40
2026-04-15T07:12:00Z,92.74,11.30
2026-04-15T07:13:00Z,89.08,11.17
2026-04-15T07:14:00Z,87.72,12.84
2026-04-15T07:15:00Z,88.11,12.66
2026-04-15T07:16:00Z,86.79,14.06
2026-04-15T07:17:00Z,86.71,15.24
2026-04-15T07:18:00Z,86.11,20.87
2026-04-15T07:19:00Z,90.58,13.52
2026-04-15T07:20:00Z,93.69,10.88
2026-04-15T07:21:00Z,90.30,14.61
2026-04-15T07:22:00Z,96.44,5.78
2026-04-15T07:23:00Z,97.27,4.39
2026-04-15T07:24:00Z,98.88,3.17
2026-04-15T07:25:00Z,98.94,1.45
2026-04-15T07:26:00Z,99.00,1.00
2026-04-15T07:27:00Z,99.00,1.28
2026-04-15T07:28:00Z,99.00,1.28
2026-04-15T07:29:00Z,99.00,1.28
2026-04-15T07:30:00Z,99.00,1.28
2026-04-15T07:31:00Z,99.00,1.28
