# event_ticker=KXATPMATCH-26MAY06MEDROY
# final_score=6-4 6-3
# match_winner=Hamad Medjedovic
# fav_player=Hamad Medjedovic
# dog_player=Valentin Royer
# kalshi_date=2026-05-06
timestamp,Hamad Medjedovic,Valentin Royer
2026-05-07T05:12:00Z,73.00,28.00
2026-05-07T05:16:00Z,73.00,28.00
2026-05-07T05:19:00Z,73.00,28.00
2026-05-07T05:21:00Z,73.00,28.00
2026-05-07T05:29:00Z,73.00,28.00
2026-05-07T05:30:00Z,73.00,28.00
2026-05-07T05:52:00Z,73.00,28.00
2026-05-07T06:13:00Z,73.00,28.00
2026-05-07T06:25:00Z,72.00,28.00
2026-05-07T06:41:00Z,72.00,29.00
2026-05-07T06:46:00Z,74.00,29.00
2026-05-07T06:47:00Z,74.00,29.00
2026-05-07T06:58:00Z,74.00,29.00
2026-05-07T09:05:00Z,74.00,29.00
2026-05-07T09:29:00Z,74.00,29.00
2026-05-07T09:44:00Z,74.00,29.00
2026-05-07T10:01:00Z,74.00,28.00
2026-05-07T10:24:00Z,74.00,28.00
2026-05-07T10:29:00Z,74.00,28.00
2026-05-07T10:54:00Z,74.00,28.00
2026-05-07T10:59:00Z,74.00,28.00
2026-05-07T11:16:00Z,74.00,28.00
2026-05-07T11:28:00Z,74.00,29.00
2026-05-07T11:32:00Z,74.00,29.00
2026-05-07T11:49:00Z,74.00,29.00
2026-05-07T12:15:00Z,74.00,29.00
2026-05-07T12:18:00Z,74.00,29.00
2026-05-07T12:20:00Z,74.00,29.00
2026-05-07T12:21:00Z,73.00,29.00
2026-05-07T12:24:00Z,74.00,29.00
2026-05-07T12:26:00Z,74.00,29.00
2026-05-07T12:31:00Z,74.00,29.00
2026-05-07T12:32:00Z,74.00,29.00
2026-05-07T12:34:00Z,74.00,29.00
2026-05-07T12:36:00Z,74.00,29.00
2026-05-07T12:45:00Z,74.00,28.00
2026-05-07T12:51:00Z,74.00,27.00
2026-05-07T12:54:00Z,74.00,27.00
2026-05-07T12:58:00Z,74.00,27.00
2026-05-07T13:02:00Z,74.00,27.00
2026-05-07T13:03:00Z,74.00,27.00
2026-05-07T13:14:00Z,74.00,27.00
2026-05-07T13:24:00Z,74.00,27.00
2026-05-07T13:25:00Z,74.00,27.00
2026-05-07T13:27:00Z,74.00,27.00
2026-05-07T13:35:00Z,74.00,27.00
2026-05-07T13:38:00Z,74.00,27.00
2026-05-07T13:46:00Z,74.00,27.00
2026-05-07T13:50:00Z,74.00,27.00
2026-05-07T13:53:00Z,74.00,27.00
2026-05-07T14:00:00Z,74.00,27.00
2026-05-07T14:04:00Z,74.00,26.00
2026-05-07T14:07:00Z,74.00,26.00
2026-05-07T14:08:00Z,74.00,27.00
2026-05-07T14:10:00Z,74.00,27.00
2026-05-07T14:15:00Z,74.00,27.00
2026-05-07T14:19:00Z,74.00,27.00
2026-05-07T14:20:00Z,74.00,27.00
2026-05-07T14:22:00Z,74.00,27.00
2026-05-07T14:26:00Z,74.00,27.00
2026-05-07T14:30:00Z,74.00,27.00
2026-05-07T14:39:00Z,74.00,27.00
2026-05-07T14:40:00Z,74.00,27.00
2026-05-07T14:41:00Z,74.00,26.00
2026-05-07T14:45:00Z,74.00,26.00
2026-05-07T14:46:00Z,74.00,26.00
2026-05-07T14:48:00Z,74.00,26.00
2026-05-07T14:52:00Z,74.00,26.00
2026-05-07T14:56:00Z,74.00,26.00
2026-05-07T14:58:00Z,74.00,27.00
2026-05-07T15:01:00Z,74.00,27.00
2026-05-07T15:07:00Z,74.00,27.00
2026-05-07T15:08:00Z,74.00,27.00
2026-05-07T15:16:00Z,74.00,27.00
2026-05-07T15:17:00Z,74.00,27.00
2026-05-07T15:21:00Z,74.00,27.00
2026-05-07T15:23:00Z,74.00,27.00
2026-05-07T15:29:00Z,74.00,27.00
2026-05-07T15:31:00Z,74.00,27.00
2026-05-07T15:33:00Z,74.00,27.00
2026-05-07T15:35:00Z,74.00,27.00
2026-05-07T15:36:00Z,74.00,26.00
2026-05-07T15:37:00Z,74.00,27.00
2026-05-07T15:41:00Z,74.00,25.00
