# event_ticker=KXATPMATCH-26JAN13MUNCER
# final_score=3-6 7-5 6-4
# score_resolution=6-3 5-7 4-6
# match_winner=Jaume Munar
# fav_player=Francisco Cerundolo
# dog_player=Jaume Munar
# kalshi_date=2026-01-13
timestamp,Francisco Cerundolo,Jaume Munar
2026-01-13T13:24:00Z,44.00,
2026-01-13T15:04:00Z,43.00,
2026-01-13T15:09:00Z,43.00,
2026-01-13T15:28:00Z,43.00,
2026-01-13T15:57:00Z,43.00,58.00
2026-01-13T15:59:00Z,43.00,58.00
2026-01-13T16:26:00Z,43.00,58.00
2026-01-13T16:58:00Z,43.00,58.00
2026-01-13T17:32:00Z,43.00,58.00
2026-01-13T17:55:00Z,43.00,58.00
2026-01-13T18:20:00Z,43.00,58.00
2026-01-13T18:22:00Z,44.00,58.00
2026-01-13T18:43:00Z,44.00,58.00
2026-01-13T18:59:00Z,44.00,58.00
2026-01-13T19:18:00Z,44.00,58.00
2026-01-13T19:21:00Z,44.00,58.00
2026-01-13T19:23:00Z,44.00,58.00
2026-01-13T19:39:00Z,44.00,58.00
2026-01-13T19:49:00Z,44.00,58.00
2026-01-13T20:03:00Z,44.00,58.00
2026-01-13T20:09:00Z,44.00,58.00
2026-01-13T20:11:00Z,44.00,58.00
2026-01-13T20:14:00Z,43.00,58.00
2026-01-13T20:23:00Z,43.00,57.00
2026-01-13T20:40:00Z,44.00,57.00
2026-01-13T21:16:00Z,44.00,57.00
2026-01-13T21:34:00Z,44.00,57.00
2026-01-13T21:42:00Z,44.00,57.00
2026-01-13T21:47:00Z,44.00,57.00
2026-01-13T21:48:00Z,44.00,57.00
2026-01-13T21:56:00Z,43.00,57.00
2026-01-13T22:02:00Z,43.00,57.00
2026-01-13T22:03:00Z,43.00,57.00
2026-01-13T22:04:00Z,43.00,57.00
2026-01-13T22:13:00Z,43.00,57.00
2026-01-13T22:19:00Z,43.00,57.00
2026-01-13T22:20:00Z,43.00,57.00
2026-01-13T22:23:00Z,43.00,57.00
2026-01-13T22:26:00Z,43.00,57.00
2026-01-13T22:27:00Z,43.00,57.00
2026-01-13T22:29:00Z,42.00,57.00
2026-01-13T22:30:00Z,43.00,57.00
2026-01-13T22:34:00Z,43.00,57.00
2026-01-13T22:36:00Z,43.00,58.00
2026-01-13T22:55:00Z,43.00,58.00
2026-01-13T23:09:00Z,43.00,58.00
2026-01-13T23:33:00Z,43.00,58.00
2026-01-13T23:35:00Z,43.00,58.00
2026-01-13T23:56:00Z,43.00,58.00
2026-01-13T23:57:00Z,43.00,58.00
2026-01-14T00:05:00Z,43.00,58.00
2026-01-14T00:12:00Z,43.00,58.00
