# event_ticker=KXATPCHALLENGERMATCH-26FEB18GOJJON
# final_score=6-3 4-2 RET
# match_winner=Borna Gojo
# fav_player=Ben Jones
# dog_player=Borna Gojo
# kalshi_date=2026-02-18
timestamp,Ben Jones,Borna Gojo
2026-02-18T06:00:00Z,,88.00
2026-02-18T07:20:00Z,,88.00
2026-02-18T09:13:00Z,,88.00
2026-02-18T10:31:00Z,11.00,88.00
2026-02-18T10:33:00Z,11.00,88.00
2026-02-18T10:37:00Z,11.00,91.00
2026-02-18T10:50:00Z,11.98,91.00
2026-02-18T11:03:00Z,11.98,91.00
2026-02-18T11:05:00Z,11.98,94.00
2026-02-18T12:51:00Z,11.98,94.00
2026-02-18T12:57:00Z,8.96,94.00
2026-02-18T13:34:00Z,6.00,94.00
2026-02-18T14:13:00Z,9.00,94.00
2026-02-18T14:20:00Z,9.00,94.00
2026-02-18T14:35:00Z,9.00,94.00
2026-02-18T14:41:00Z,9.53,94.00
2026-02-18T15:07:00Z,10.00,94.00
2026-02-18T15:19:00Z,10.00,94.00
2026-02-18T15:20:00Z,10.00,94.00
2026-02-18T15:27:00Z,10.00,93.00
2026-02-18T15:49:00Z,10.00,93.00
2026-02-18T15:59:00Z,9.13,93.00
2026-02-18T16:21:00Z,9.75,93.00
2026-02-18T16:24:00Z,9.75,93.00
2026-02-18T16:30:00Z,10.00,93.00
2026-02-18T16:35:00Z,10.00,93.00
2026-02-18T16:36:00Z,10.00,93.00
2026-02-18T16:38:00Z,10.00,93.00
2026-02-18T16:42:00Z,10.00,93.00
2026-02-18T16:58:00Z,10.00,93.00
2026-02-18T17:03:00Z,10.00,93.00
2026-02-18T17:08:00Z,10.00,93.00
2026-02-18T17:09:00Z,10.00,93.00
2026-02-18T17:10:00Z,10.00,93.00
2026-02-18T17:12:00Z,10.00,93.00
2026-02-18T17:15:00Z,10.00,92.00
2026-02-18T17:16:00Z,10.00,92.00
2026-02-18T17:24:00Z,8.00,92.00
2026-02-18T17:29:00Z,8.00,92.00
2026-02-18T17:30:00Z,8.77,92.00
2026-02-18T17:31:00Z,10.00,92.00
2026-02-18T17:32:00Z,10.00,92.00
2026-02-18T17:33:00Z,10.00,92.00
2026-02-18T17:34:00Z,10.00,92.00
2026-02-18T17:35:00Z,10.63,92.00
2026-02-18T17:36:00Z,10.00,92.00
2026-02-18T17:37:00Z,8.37,92.25
2026-02-18T17:38:00Z,7.74,92.25
2026-02-18T17:39:00Z,8.40,93.00
2026-02-18T17:40:00Z,9.14,93.00
2026-02-18T17:41:00Z,7.12,93.00
2026-02-18T17:42:00Z,7.22,93.74
2026-02-18T17:43:00Z,8.00,92.67
2026-02-18T17:44:00Z,9.37,91.00
2026-02-18T17:45:00Z,10.22,91.00
2026-02-18T17:46:00Z,10.78,89.71
2026-02-18T17:47:00Z,11.94,88.00
2026-02-18T17:48:00Z,11.22,88.00
2026-02-18T17:49:00Z,11.22,88.10
2026-02-18T17:50:00Z,8.64,92.00
2026-02-18T17:51:00Z,11.24,89.06
2026-02-18T17:52:00Z,5.88,91.49
2026-02-18T17:54:00Z,5.06,96.00
2026-02-18T17:55:00Z,4.08,94.01
2026-02-18T17:56:00Z,6.00,94.01
2026-02-18T17:57:00Z,5.35,94.01
2026-02-18T17:58:00Z,4.09,94.01
2026-02-18T17:59:00Z,4.09,97.00
2026-02-18T18:00:00Z,5.95,97.00
2026-02-18T18:01:00Z,7.00,97.00
2026-02-18T18:02:00Z,6.02,93.19
2026-02-18T18:03:00Z,6.43,92.45
2026-02-18T18:04:00Z,6.92,93.00
2026-02-18T18:05:00Z,6.00,95.24
2026-02-18T18:06:00Z,6.07,95.25
2026-02-18T18:08:00Z,6.56,94.00
2026-02-18T18:09:00Z,6.39,94.07
2026-02-18T18:10:00Z,7.22,94.00
2026-02-18T18:11:00Z,6.24,94.00
2026-02-18T18:12:00Z,5.58,94.00
2026-02-18T18:13:00Z,6.00,95.00
2026-02-18T18:14:00Z,7.00,94.00
2026-02-18T18:15:00Z,6.24,94.67
2026-02-18T18:16:00Z,3.96,96.38
2026-02-18T18:17:00Z,2.81,97.09
2026-02-18T18:18:00Z,3.00,98.01
2026-02-18T18:19:00Z,3.00,98.01
2026-02-18T18:20:00Z,3.00,98.00
2026-02-18T18:21:00Z,3.00,97.00
2026-02-18T18:22:00Z,2.42,99.00
2026-02-18T18:23:00Z,1.01,98.13
2026-02-18T18:24:00Z,2.84,98.00
2026-02-18T18:25:00Z,3.00,98.00
2026-02-18T18:26:00Z,1.71,98.00
2026-02-18T18:27:00Z,3.09,99.00
2026-02-18T18:28:00Z,3.08,98.73
2026-02-18T18:29:00Z,1.36,98.00
2026-02-18T18:30:00Z,1.74,98.76
2026-02-18T18:31:00Z,1.42,99.00
2026-02-18T18:32:00Z,1.97,99.00
2026-02-18T18:33:00Z,1.99,97.00
2026-02-18T18:34:00Z,2.13,97.00
2026-02-18T18:35:00Z,3.00,99.00
2026-02-18T18:36:00Z,1.08,98.00
2026-02-18T18:37:00Z,1.08,99.00
