# event_ticker=KXATPCHALLENGERMATCH-26MAR07KUZWEN
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Harry Wendelken
# fav_player=Dimitar Kuzmanov
# dog_player=Harry Wendelken
# kalshi_date=2026-03-07
timestamp,Dimitar Kuzmanov,Harry Wendelken
2026-03-07T00:05:00Z,61.00,
2026-03-07T01:38:00Z,61.00,
2026-03-07T02:01:00Z,61.00,
2026-03-07T02:54:00Z,61.00,
2026-03-07T03:14:00Z,61.00,
2026-03-07T04:12:00Z,61.00,43.00
2026-03-07T04:23:00Z,60.00,43.00
2026-03-07T04:32:00Z,60.00,43.00
2026-03-07T04:45:00Z,60.00,43.00
2026-03-07T04:56:00Z,60.00,42.00
2026-03-07T05:00:00Z,60.17,42.00
2026-03-07T05:05:00Z,60.17,40.12
2026-03-07T05:09:00Z,61.00,40.12
2026-03-07T05:15:00Z,61.00,40.12
2026-03-07T05:21:00Z,61.00,40.12
2026-03-07T05:24:00Z,61.00,40.12
2026-03-07T05:41:00Z,61.00,41.00
2026-03-07T05:43:00Z,61.00,41.33
2026-03-07T05:55:00Z,61.00,41.33
2026-03-07T05:57:00Z,61.00,41.33
2026-03-07T05:59:00Z,61.00,41.33
2026-03-07T06:08:00Z,61.00,41.33
2026-03-07T06:21:00Z,61.00,41.33
2026-03-07T06:23:00Z,61.00,41.00
2026-03-07T06:24:00Z,61.00,41.81
2026-03-07T06:31:00Z,61.00,41.81
2026-03-07T06:36:00Z,61.00,41.81
2026-03-07T06:43:00Z,61.00,41.81
2026-03-07T06:44:00Z,61.00,41.81
2026-03-07T06:47:00Z,61.00,41.81
2026-03-07T06:49:00Z,61.00,41.00
2026-03-07T06:50:00Z,61.00,41.00
2026-03-07T06:57:00Z,58.40,41.00
2026-03-07T07:00:00Z,61.00,41.00
2026-03-07T07:04:00Z,61.00,41.00
2026-03-07T07:07:00Z,61.00,41.00
2026-03-07T07:08:00Z,61.00,41.00
2026-03-07T07:15:00Z,61.00,41.00
2026-03-07T07:16:00Z,61.00,41.00
2026-03-07T07:23:00Z,60.00,41.00
2026-03-07T07:25:00Z,60.00,41.00
2026-03-07T07:28:00Z,60.00,41.00
2026-03-07T07:29:00Z,60.00,41.00
2026-03-07T07:48:00Z,61.00,41.00
2026-03-07T07:56:00Z,60.00,41.00
2026-03-07T07:59:00Z,60.00,41.00
2026-03-07T08:00:00Z,60.59,41.00
2026-03-07T08:06:00Z,61.00,40.00
2026-03-07T08:07:00Z,61.00,40.00
2026-03-07T08:09:00Z,61.00,40.00
2026-03-07T08:11:00Z,61.00,40.00
2026-03-07T08:14:00Z,60.00,40.00
2026-03-07T08:15:00Z,60.00,40.00
2026-03-07T08:17:00Z,60.00,40.00
2026-03-07T08:18:00Z,60.00,40.00
2026-03-07T08:19:00Z,60.00,40.00
2026-03-07T08:20:00Z,60.00,40.00
2026-03-07T08:21:00Z,60.00,40.00
2026-03-07T08:26:00Z,60.00,40.00
2026-03-07T08:28:00Z,60.00,41.00
2026-03-07T08:29:00Z,60.00,41.00
2026-03-07T08:31:00Z,60.00,41.00
2026-03-07T08:32:00Z,60.00,41.00
2026-03-07T08:33:00Z,60.00,41.00
2026-03-07T08:37:00Z,60.00,41.00
2026-03-07T08:40:00Z,60.00,41.00
2026-03-07T08:41:00Z,60.00,40.30
2026-03-07T08:42:00Z,60.00,40.00
2026-03-07T08:45:00Z,60.00,40.00
2026-03-07T08:52:00Z,60.00,40.00
2026-03-07T08:53:00Z,60.00,40.00
2026-03-07T08:55:00Z,60.00,41.00
2026-03-07T08:56:00Z,60.00,41.00
2026-03-07T08:57:00Z,60.00,41.00
2026-03-07T08:58:00Z,60.00,41.56
2026-03-07T08:59:00Z,60.00,41.56
2026-03-07T09:00:00Z,60.00,41.56
2026-03-07T09:01:00Z,60.00,41.56
2026-03-07T09:02:00Z,60.00,41.56
2026-03-07T09:03:00Z,60.00,41.56
2026-03-07T09:04:00Z,60.00,41.56
2026-03-07T09:05:00Z,60.00,42.00
2026-03-07T09:06:00Z,60.00,42.00
2026-03-07T09:08:00Z,58.00,43.72
2026-03-07T09:09:00Z,59.00,43.00
2026-03-07T09:10:00Z,58.74,43.00
2026-03-07T09:11:00Z,59.00,43.00
2026-03-07T09:12:00Z,58.27,43.88
2026-03-07T09:13:00Z,58.00,43.87
2026-03-07T09:14:00Z,58.00,44.00
2026-03-07T09:15:00Z,58.00,44.35
2026-03-07T09:16:00Z,58.00,44.35
2026-03-07T09:17:00Z,58.00,44.35
2026-03-07T09:18:00Z,58.00,44.35
2026-03-07T09:19:00Z,58.00,44.00
2026-03-07T09:20:00Z,58.00,44.00
2026-03-07T09:21:00Z,58.00,44.00
2026-03-07T09:22:00Z,58.00,44.00
2026-03-07T09:23:00Z,58.24,44.55
2026-03-07T09:24:00Z,57.71,43.64
2026-03-07T09:25:00Z,59.12,43.64
2026-03-07T09:26:00Z,60.00,42.00
2026-03-07T09:27:00Z,60.00,42.00
2026-03-07T09:28:00Z,60.00,42.00
2026-03-07T09:29:00Z,60.00,42.00
2026-03-07T09:30:00Z,60.42,41.14
2026-03-07T09:31:00Z,61.08,42.21
2026-03-07T09:32:00Z,58.93,42.00
2026-03-07T09:33:00Z,55.82,45.90
2026-03-07T09:34:00Z,50.88,49.58
2026-03-07T09:35:00Z,57.14,43.00
2026-03-07T09:36:00Z,61.49,44.40
2026-03-07T09:37:00Z,59.00,43.00
2026-03-07T09:38:00Z,54.36,47.08
2026-03-07T09:39:00Z,56.95,44.00
2026-03-07T09:40:00Z,60.55,41.00
2026-03-07T09:41:00Z,56.97,46.46
2026-03-07T09:42:00Z,47.00,55.52
2026-03-07T09:43:00Z,44.88,57.64
2026-03-07T09:44:00Z,43.10,57.98
2026-03-07T09:45:00Z,42.81,58.00
2026-03-07T09:46:00Z,45.50,55.11
2026-03-07T09:47:00Z,43.73,57.68
2026-03-07T09:48:00Z,41.28,59.17
2026-03-07T09:49:00Z,37.51,63.22
2026-03-07T09:50:00Z,34.42,66.21
2026-03-07T09:51:00Z,36.87,63.76
2026-03-07T09:52:00Z,43.73,61.00
2026-03-07T09:53:00Z,43.04,58.83
2026-03-07T09:54:00Z,43.22,58.22
2026-03-07T09:55:00Z,44.68,56.81
2026-03-07T09:56:00Z,41.46,60.58
2026-03-07T09:57:00Z,38.77,63.96
2026-03-07T09:58:00Z,36.40,65.28
2026-03-07T09:59:00Z,36.39,64.47
2026-03-07T10:00:00Z,36.21,65.54
2026-03-07T10:01:00Z,36.71,64.31
2026-03-07T10:02:00Z,34.00,68.00
2026-03-07T10:03:00Z,36.93,66.44
2026-03-07T10:04:00Z,37.31,63.65
2026-03-07T10:05:00Z,38.00,63.92
2026-03-07T10:06:00Z,39.44,64.71
2026-03-07T10:07:00Z,33.39,67.94
2026-03-07T10:08:00Z,32.84,69.00
2026-03-07T10:09:00Z,30.81,70.97
2026-03-07T10:10:00Z,29.88,71.40
2026-03-07T10:11:00Z,26.12,74.26
2026-03-07T10:12:00Z,27.21,74.38
2026-03-07T10:13:00Z,22.22,78.18
2026-03-07T10:14:00Z,22.08,79.08
2026-03-07T10:15:00Z,21.96,79.20
2026-03-07T10:16:00Z,22.92,78.74
2026-03-07T10:17:00Z,22.22,78.69
2026-03-07T10:18:00Z,20.17,79.00
2026-03-07T10:19:00Z,22.00,79.83
2026-03-07T10:20:00Z,23.54,76.63
2026-03-07T10:21:00Z,23.01,76.62
2026-03-07T10:22:00Z,27.08,73.30
2026-03-07T10:23:00Z,29.33,70.92
2026-03-07T10:24:00Z,32.31,69.00
2026-03-07T10:25:00Z,34.37,66.74
2026-03-07T10:26:00Z,33.38,67.97
2026-03-07T10:27:00Z,33.69,69.08
2026-03-07T10:28:00Z,29.32,71.92
2026-03-07T10:29:00Z,29.33,71.52
2026-03-07T10:30:00Z,25.99,73.71
2026-03-07T10:31:00Z,26.46,74.08
2026-03-07T10:32:00Z,27.00,74.06
2026-03-07T10:33:00Z,25.22,73.58
2026-03-07T10:34:00Z,27.26,74.00
2026-03-07T10:35:00Z,27.96,73.00
2026-03-07T10:36:00Z,28.21,71.87
2026-03-07T10:37:00Z,27.12,73.74
2026-03-07T10:38:00Z,23.28,77.92
2026-03-07T10:39:00Z,30.02,70.57
2026-03-07T10:40:00Z,32.28,69.77
2026-03-07T10:41:00Z,29.18,69.77
2026-03-07T10:42:00Z,36.62,66.53
2026-03-07T10:43:00Z,30.36,71.12
2026-03-07T10:44:00Z,27.73,73.90
2026-03-07T10:45:00Z,24.52,75.38
2026-03-07T10:46:00Z,20.31,80.28
2026-03-07T10:47:00Z,15.86,84.82
2026-03-07T10:48:00Z,14.96,85.97
2026-03-07T10:49:00Z,13.30,87.00
2026-03-07T10:50:00Z,11.16,88.92
2026-03-07T10:51:00Z,8.38,90.96
2026-03-07T10:52:00Z,9.14,91.85
2026-03-07T10:53:00Z,7.95,92.74
2026-03-07T10:54:00Z,8.39,92.16
2026-03-07T10:55:00Z,7.70,92.11
2026-03-07T10:56:00Z,9.20,91.38
2026-03-07T10:57:00Z,8.60,94.95
2026-03-07T10:58:00Z,2.22,97.71
2026-03-07T10:59:00Z,2.05,98.05
2026-03-07T11:00:00Z,1.63,97.90
2026-03-07T11:01:00Z,3.87,95.91
2026-03-07T11:02:00Z,6.39,94.78
2026-03-07T11:03:00Z,8.09,92.29
2026-03-07T11:04:00Z,7.08,94.06
2026-03-07T11:05:00Z,5.01,95.17
2026-03-07T11:06:00Z,8.42,93.16
2026-03-07T11:07:00Z,8.12,93.71
2026-03-07T11:08:00Z,5.05,94.00
2026-03-07T11:09:00Z,6.56,95.18
2026-03-07T11:10:00Z,2.41,97.40
2026-03-07T11:11:00Z,1.97,98.01
2026-03-07T11:12:00Z,1.02,99.00
2026-03-07T11:13:00Z,1.91,99.00
2026-03-07T11:14:00Z,1.48,99.00
2026-03-07T11:15:00Z,3.29,98.98
2026-03-07T11:16:00Z,2.05,96.04
2026-03-07T11:17:00Z,1.00,98.59
2026-03-07T11:18:00Z,1.00,99.00
2026-03-07T11:19:00Z,1.00,99.00
2026-03-07T11:20:00Z,1.00,99.00
2026-03-07T11:21:00Z,1.00,99.00
