# event_ticker=KXATPMATCH-26FEB23STRBUB
# final_score=6-3 6-4
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-02-23
timestamp,Alexander Bublik,Jan-Lennard Struff
2026-02-24T00:21:00Z,,31.00
2026-02-24T00:31:00Z,70.00,31.00
2026-02-24T00:42:00Z,70.00,31.00
2026-02-24T01:07:00Z,70.00,31.00
2026-02-24T01:11:00Z,70.00,30.00
2026-02-24T01:17:00Z,70.00,30.00
2026-02-24T01:29:00Z,70.00,30.00
2026-02-24T01:31:00Z,70.00,30.00
2026-02-24T01:36:00Z,70.00,30.00
2026-02-24T01:37:00Z,70.00,30.00
2026-02-24T02:22:00Z,70.00,30.00
2026-02-24T02:24:00Z,70.00,30.00
2026-02-24T02:26:00Z,70.00,29.00
2026-02-24T02:29:00Z,70.00,29.00
2026-02-24T02:30:00Z,70.00,30.00
2026-02-24T02:47:00Z,71.00,30.00
2026-02-24T02:48:00Z,71.00,29.00
2026-02-24T03:02:00Z,71.00,29.00
2026-02-24T03:03:00Z,71.00,29.00
2026-02-24T03:09:00Z,71.00,29.00
2026-02-24T03:12:00Z,71.00,29.00
2026-02-24T03:17:00Z,71.00,30.00
2026-02-24T03:19:00Z,71.00,29.00
2026-02-24T03:20:00Z,71.00,30.00
2026-02-24T03:25:00Z,71.00,29.00
2026-02-24T03:46:00Z,71.00,29.00
2026-02-24T03:53:00Z,71.00,29.00
2026-02-24T03:57:00Z,71.00,29.00
2026-02-24T04:21:00Z,71.00,29.00
2026-02-24T04:33:00Z,71.00,30.40
2026-02-24T04:54:00Z,71.00,30.40
2026-02-24T04:55:00Z,71.00,30.50
2026-02-24T04:56:00Z,71.00,30.50
2026-02-24T04:57:00Z,71.00,31.00
2026-02-24T04:59:00Z,71.00,31.00
2026-02-24T05:00:00Z,71.00,31.00
2026-02-24T05:01:00Z,71.00,31.00
2026-02-24T05:03:00Z,71.00,31.00
2026-02-24T05:04:00Z,71.00,31.00
2026-02-24T05:07:00Z,71.00,31.00
2026-02-24T05:08:00Z,71.00,31.00
2026-02-24T05:09:00Z,71.00,31.00
2026-02-24T05:11:00Z,71.00,31.00
2026-02-24T05:18:00Z,71.00,31.00
2026-02-24T05:20:00Z,71.00,31.00
2026-02-24T05:29:00Z,71.00,31.00
2026-02-24T05:30:00Z,72.00,31.00
2026-02-24T05:32:00Z,71.56,31.00
2026-02-24T05:33:00Z,72.00,31.00
2026-02-24T05:34:00Z,72.00,31.00
2026-02-24T05:36:00Z,72.00,31.00
2026-02-24T05:39:00Z,72.00,31.00
2026-02-24T05:43:00Z,72.00,31.00
2026-02-24T05:45:00Z,72.00,31.00
2026-02-24T05:51:00Z,72.00,31.00
2026-02-24T05:52:00Z,72.00,31.00
2026-02-24T05:53:00Z,72.00,31.00
2026-02-24T05:54:00Z,72.00,31.00
2026-02-24T05:56:00Z,71.98,28.44
2026-02-24T06:00:00Z,71.63,28.44
2026-02-24T06:03:00Z,72.00,28.44
2026-02-24T06:08:00Z,72.00,28.44
2026-02-24T06:09:00Z,71.00,28.44
2026-02-24T06:12:00Z,71.00,28.44
2026-02-24T06:17:00Z,71.00,28.44
2026-02-24T06:18:00Z,72.00,28.44
2026-02-24T06:19:00Z,72.00,28.44
2026-02-24T06:20:00Z,72.00,28.44
2026-02-24T06:23:00Z,72.00,28.44
2026-02-24T06:24:00Z,72.00,28.44
2026-02-24T06:25:00Z,72.00,28.44
2026-02-24T06:26:00Z,72.00,28.44
2026-02-24T06:29:00Z,72.00,28.44
2026-02-24T06:31:00Z,72.00,28.44
2026-02-24T06:32:00Z,72.00,30.00
2026-02-24T06:34:00Z,71.00,30.00
2026-02-24T06:36:00Z,72.00,30.00
2026-02-24T06:37:00Z,71.00,30.00
2026-02-24T06:38:00Z,71.00,30.00
2026-02-24T06:39:00Z,72.00,30.00
2026-02-24T06:43:00Z,72.00,30.00
2026-02-24T06:46:00Z,72.00,30.00
