# event_ticker=KXATPMATCH-26FEB22MARRIN
# final_score=3-6 6-3 6-4
# match_winner=Arthur Rinderknech
# fav_player=Arthur Rinderknech
# dog_player=Fabian Marozsan
# kalshi_date=2026-02-22
timestamp,Arthur Rinderknech,Fabian Marozsan
2026-02-24T07:28:00Z,38.34,61.70
2026-02-24T07:39:00Z,38.34,63.00
2026-02-24T07:40:00Z,38.34,63.00
2026-02-24T07:41:00Z,39.00,63.00
2026-02-24T07:43:00Z,39.00,62.00
2026-02-24T07:48:00Z,39.00,62.00
2026-02-24T07:52:00Z,39.00,62.00
2026-02-24T08:00:00Z,39.00,62.00
2026-02-24T08:25:00Z,39.00,62.00
2026-02-24T08:36:00Z,39.00,62.00
2026-02-24T08:45:00Z,39.00,63.00
2026-02-24T08:57:00Z,39.00,62.00
2026-02-24T09:00:00Z,39.00,62.00
2026-02-24T09:07:00Z,39.00,62.00
2026-02-24T09:10:00Z,37.00,62.00
2026-02-24T09:15:00Z,39.00,62.00
2026-02-24T09:32:00Z,39.00,62.00
2026-02-24T09:33:00Z,37.00,62.00
2026-02-24T09:44:00Z,37.00,62.00
2026-02-24T10:00:00Z,37.00,62.00
2026-02-24T10:06:00Z,39.00,62.00
2026-02-24T10:09:00Z,39.00,62.00
2026-02-24T10:11:00Z,39.00,62.00
2026-02-24T10:19:00Z,39.00,62.00
2026-02-24T10:25:00Z,39.00,62.00
2026-02-24T10:32:00Z,39.00,62.00
2026-02-24T10:33:00Z,39.00,62.00
2026-02-24T10:38:00Z,39.00,62.00
2026-02-24T10:51:00Z,38.00,62.00
2026-02-24T10:59:00Z,38.00,63.00
2026-02-24T11:05:00Z,38.00,63.00
2026-02-24T11:08:00Z,38.00,63.00
2026-02-24T11:09:00Z,38.00,62.00
2026-02-24T11:13:00Z,38.00,62.00
2026-02-24T11:14:00Z,38.00,62.00
2026-02-24T11:15:00Z,39.00,62.00
2026-02-24T11:19:00Z,39.00,62.00
2026-02-24T11:20:00Z,39.00,62.00
2026-02-24T11:21:00Z,39.00,62.00
2026-02-24T11:22:00Z,39.00,61.00
2026-02-24T11:24:00Z,39.00,61.00
2026-02-24T11:26:00Z,39.00,61.00
2026-02-24T11:28:00Z,39.00,62.00
2026-02-24T11:30:00Z,39.00,62.00
2026-02-24T11:33:00Z,39.00,62.00
2026-02-24T11:34:00Z,39.00,62.00
2026-02-24T11:35:00Z,39.00,62.00
2026-02-24T11:36:00Z,40.00,62.00
2026-02-24T11:37:00Z,40.00,62.00
2026-02-24T11:38:00Z,40.00,62.00
2026-02-24T11:39:00Z,40.00,62.00
2026-02-24T11:40:00Z,40.00,62.00
2026-02-24T11:41:00Z,40.00,62.00
2026-02-24T11:42:00Z,40.00,62.00
2026-02-24T11:43:00Z,40.00,62.00
2026-02-24T11:44:00Z,40.00,62.00
2026-02-24T11:45:00Z,40.00,61.00
2026-02-24T11:46:00Z,40.00,62.00
2026-02-24T11:47:00Z,40.00,62.00
2026-02-24T11:48:00Z,40.00,62.00
2026-02-24T11:49:00Z,40.00,62.00
2026-02-24T11:51:00Z,40.00,62.00
2026-02-24T11:53:00Z,40.00,62.00
2026-02-24T11:54:00Z,40.00,62.00
2026-02-24T11:55:00Z,40.00,61.00
2026-02-24T11:56:00Z,40.00,61.00
2026-02-24T11:57:00Z,40.00,61.00
2026-02-24T11:58:00Z,41.57,61.00
2026-02-24T11:59:00Z,41.00,61.00
2026-02-24T12:00:00Z,41.00,61.00
2026-02-24T12:01:00Z,41.00,61.00
2026-02-24T12:02:00Z,41.00,61.00
2026-02-24T12:03:00Z,41.00,61.00
2026-02-24T12:04:00Z,41.00,60.79
2026-02-24T12:05:00Z,41.00,60.87
2026-02-24T12:06:00Z,41.80,57.00
2026-02-24T12:07:00Z,39.01,61.31
2026-02-24T12:08:00Z,39.01,61.51
2026-02-24T12:09:00Z,38.98,62.00
2026-02-24T12:10:00Z,38.40,63.47
2026-02-24T12:11:00Z,37.05,65.37
2026-02-24T12:12:00Z,40.85,61.76
2026-02-24T12:13:00Z,42.00,60.59
2026-02-24T12:14:00Z,42.52,61.00
2026-02-24T12:15:00Z,42.52,61.12
2026-02-24T12:16:00Z,42.52,61.00
2026-02-24T12:17:00Z,39.00,61.00
2026-02-24T12:18:00Z,42.37,59.19
2026-02-24T12:19:00Z,43.24,61.00
2026-02-24T12:20:00Z,40.00,60.49
2026-02-24T12:21:00Z,40.24,61.00
2026-02-24T12:22:00Z,38.00,62.88
2026-02-24T12:23:00Z,38.00,62.00
2026-02-24T12:24:00Z,40.00,62.42
2026-02-24T12:25:00Z,40.50,61.00
2026-02-24T12:26:00Z,40.00,61.38
2026-02-24T12:27:00Z,42.42,60.37
2026-02-24T12:28:00Z,39.21,61.61
2026-02-24T12:29:00Z,41.00,61.39
2026-02-24T12:30:00Z,38.00,62.94
2026-02-24T12:31:00Z,37.00,63.00
2026-02-24T12:32:00Z,37.51,63.00
2026-02-24T12:33:00Z,38.00,62.40
2026-02-24T12:34:00Z,37.94,63.06
2026-02-24T12:35:00Z,31.59,73.40
2026-02-24T12:36:00Z,19.23,81.83
2026-02-24T12:37:00Z,19.43,81.26
2026-02-24T12:38:00Z,18.33,81.83
2026-02-24T12:39:00Z,17.26,83.47
2026-02-24T12:40:00Z,15.81,83.02
2026-02-24T12:41:00Z,17.00,83.73
2026-02-24T12:42:00Z,16.32,84.00
2026-02-24T12:43:00Z,17.11,85.04
2026-02-24T12:44:00Z,18.83,82.97
2026-02-24T12:45:00Z,17.51,84.88
2026-02-24T12:46:00Z,16.19,84.83
2026-02-24T12:47:00Z,18.13,82.86
2026-02-24T12:48:00Z,18.77,83.01
2026-02-24T12:49:00Z,17.00,83.08
2026-02-24T12:50:00Z,18.10,81.38
2026-02-24T12:51:00Z,18.92,84.90
2026-02-24T12:52:00Z,19.59,81.36
2026-02-24T12:53:00Z,20.00,80.88
2026-02-24T12:54:00Z,18.35,82.72
2026-02-24T12:55:00Z,17.17,83.80
2026-02-24T12:56:00Z,18.09,84.93
2026-02-24T12:57:00Z,17.41,83.05
2026-02-24T12:58:00Z,16.32,87.36
2026-02-24T12:59:00Z,18.33,83.05
2026-02-24T13:00:00Z,19.00,82.00
2026-02-24T13:01:00Z,19.00,81.82
2026-02-24T13:02:00Z,22.06,80.81
2026-02-24T13:03:00Z,32.27,73.80
2026-02-24T13:04:00Z,40.33,58.72
2026-02-24T13:05:00Z,45.23,57.03
2026-02-24T13:06:00Z,45.16,56.40
2026-02-24T13:07:00Z,45.16,56.00
2026-02-24T13:08:00Z,46.36,54.96
2026-02-24T13:09:00Z,46.42,55.10
2026-02-24T13:10:00Z,45.13,55.10
2026-02-24T13:11:00Z,46.63,53.84
2026-02-24T13:12:00Z,47.22,55.27
2026-02-24T13:13:00Z,49.90,52.75
2026-02-24T13:14:00Z,48.91,52.67
2026-02-24T13:15:00Z,48.39,53.18
2026-02-24T13:16:00Z,47.93,54.28
2026-02-24T13:17:00Z,45.70,56.24
2026-02-24T13:18:00Z,46.44,57.28
2026-02-24T13:19:00Z,46.56,57.00
2026-02-24T13:20:00Z,45.60,55.74
2026-02-24T13:21:00Z,47.54,54.05
2026-02-24T13:22:00Z,48.59,52.55
2026-02-24T13:23:00Z,52.05,51.48
2026-02-24T13:24:00Z,48.81,49.03
2026-02-24T13:25:00Z,50.73,50.62
2026-02-24T13:26:00Z,50.81,51.39
2026-02-24T13:27:00Z,44.48,56.32
2026-02-24T13:28:00Z,44.95,57.02
2026-02-24T13:29:00Z,44.17,68.74
2026-02-24T13:30:00Z,42.90,56.94
2026-02-24T13:31:00Z,49.01,52.00
2026-02-24T13:32:00Z,47.41,54.14
2026-02-24T13:33:00Z,47.43,55.46
2026-02-24T13:34:00Z,44.74,55.96
2026-02-24T13:35:00Z,46.06,56.63
2026-02-24T13:36:00Z,50.00,53.61
2026-02-24T13:37:00Z,49.68,52.36
2026-02-24T13:38:00Z,49.73,51.79
2026-02-24T13:39:00Z,46.96,54.79
2026-02-24T13:40:00Z,75.69,28.84
2026-02-24T13:41:00Z,87.89,11.59
2026-02-24T13:42:00Z,88.11,12.54
2026-02-24T13:43:00Z,93.71,8.71
2026-02-24T13:44:00Z,95.82,4.84
2026-02-24T13:45:00Z,93.37,5.99
2026-02-24T13:46:00Z,95.45,5.39
2026-02-24T13:47:00Z,95.56,5.52
2026-02-24T13:48:00Z,97.04,4.15
2026-02-24T13:49:00Z,97.38,4.92
2026-02-24T13:50:00Z,96.05,4.16
2026-02-24T13:51:00Z,94.81,6.42
2026-02-24T13:52:00Z,96.87,3.47
2026-02-24T13:53:00Z,96.00,5.68
2026-02-24T13:54:00Z,94.54,6.76
2026-02-24T13:55:00Z,93.98,7.05
2026-02-24T13:56:00Z,95.25,4.88
2026-02-24T13:57:00Z,97.16,2.27
2026-02-24T13:58:00Z,98.62,1.16
2026-02-24T13:59:00Z,99.00,1.00
2026-02-24T14:00:00Z,99.00,1.00
2026-02-24T14:01:00Z,99.00,1.00
2026-02-24T14:02:00Z,99.00,1.00
