# event_ticker=KXATPMATCH-26MAY09PELFIL
# final_score=4-0 RET
# match_winner=Andrea Pellegrino
# fav_player=Andrea Pellegrino
# dog_player=Arthur Fils
# kalshi_date=2026-05-09
timestamp,Andrea Pellegrino,Arthur Fils
2026-05-09T07:34:00Z,9.00,
2026-05-09T07:36:00Z,9.00,92.00
2026-05-09T07:44:00Z,9.00,92.00
2026-05-09T08:03:00Z,9.00,92.00
2026-05-09T08:18:00Z,9.00,92.00
2026-05-09T09:04:00Z,8.00,92.00
2026-05-09T09:45:00Z,8.00,92.00
2026-05-09T09:56:00Z,8.00,92.00
2026-05-09T09:57:00Z,9.00,92.00
2026-05-09T09:59:00Z,9.00,92.00
2026-05-09T10:16:00Z,9.00,92.00
2026-05-09T10:22:00Z,9.00,92.00
2026-05-09T10:31:00Z,9.00,92.00
2026-05-09T10:53:00Z,9.00,92.00
2026-05-09T10:56:00Z,9.00,92.00
2026-05-09T11:02:00Z,9.00,92.00
2026-05-09T11:11:00Z,9.00,92.00
2026-05-09T11:12:00Z,9.00,92.00
2026-05-09T11:15:00Z,8.00,92.00
2026-05-09T11:23:00Z,8.00,91.50
2026-05-09T11:30:00Z,8.00,92.00
2026-05-09T11:33:00Z,9.00,92.00
2026-05-09T11:40:00Z,9.00,92.00
2026-05-09T11:48:00Z,9.00,92.00
2026-05-09T12:05:00Z,9.00,92.00
2026-05-09T12:06:00Z,9.00,92.00
2026-05-09T12:10:00Z,9.00,92.00
2026-05-09T12:15:00Z,9.00,92.00
2026-05-09T12:19:00Z,9.00,92.00
2026-05-09T12:29:00Z,9.00,92.00
2026-05-09T12:30:00Z,9.00,92.00
2026-05-09T12:31:00Z,9.00,92.00
2026-05-09T12:36:00Z,9.00,92.00
2026-05-09T12:47:00Z,9.00,92.00
2026-05-09T13:00:00Z,9.00,92.00
2026-05-09T13:01:00Z,9.00,92.00
2026-05-09T13:06:00Z,9.00,92.00
2026-05-09T13:10:00Z,9.00,92.00
2026-05-09T13:12:00Z,9.00,92.00
2026-05-09T13:19:00Z,9.00,92.00
2026-05-09T13:47:00Z,9.00,92.00
2026-05-09T13:48:00Z,9.00,92.00
2026-05-09T13:51:00Z,9.00,92.00
2026-05-09T13:57:00Z,9.00,92.00
2026-05-09T14:04:00Z,9.00,92.00
2026-05-09T14:14:00Z,9.00,92.00
2026-05-09T14:18:00Z,9.00,92.00
2026-05-09T14:24:00Z,9.00,92.00
2026-05-09T14:26:00Z,9.00,92.00
2026-05-09T14:27:00Z,9.00,92.00
2026-05-09T14:29:00Z,9.00,92.00
2026-05-09T14:31:00Z,9.00,92.00
2026-05-09T14:33:00Z,9.00,92.00
2026-05-09T14:36:00Z,9.00,92.00
2026-05-09T14:37:00Z,9.00,92.00
2026-05-09T14:39:00Z,9.00,92.00
2026-05-09T14:41:00Z,9.00,92.00
2026-05-09T14:43:00Z,9.00,93.00
2026-05-09T14:44:00Z,9.00,93.00
2026-05-09T14:46:00Z,9.00,93.00
2026-05-09T14:48:00Z,9.00,93.00
2026-05-09T14:49:00Z,9.00,92.00
2026-05-09T14:52:00Z,9.00,92.00
2026-05-09T14:53:00Z,9.00,92.00
2026-05-09T14:54:00Z,9.00,92.00
2026-05-09T14:56:00Z,9.00,92.00
2026-05-09T14:58:00Z,9.00,92.00
2026-05-09T15:11:00Z,9.00,92.00
2026-05-09T15:20:00Z,9.00,92.00
2026-05-09T15:21:00Z,9.00,92.00
2026-05-09T15:23:00Z,9.00,92.00
2026-05-09T15:25:00Z,9.00,92.00
2026-05-09T15:26:00Z,9.00,92.00
2026-05-09T15:31:00Z,9.00,92.00
2026-05-09T15:32:00Z,9.00,92.00
2026-05-09T15:34:00Z,9.00,92.00
2026-05-09T15:35:00Z,9.00,92.00
2026-05-09T15:36:00Z,9.00,92.00
2026-05-09T15:39:00Z,9.00,92.00
2026-05-09T15:43:00Z,9.00,92.00
2026-05-09T15:44:00Z,9.00,92.00
2026-05-09T15:46:00Z,8.93,92.00
2026-05-09T15:47:00Z,9.00,92.00
2026-05-09T15:48:00Z,9.00,92.00
2026-05-09T15:49:00Z,9.00,92.00
2026-05-09T15:52:00Z,9.00,92.00
2026-05-09T15:53:00Z,9.00,92.00
2026-05-09T16:00:00Z,9.00,92.00
2026-05-09T16:01:00Z,9.00,92.00
2026-05-09T16:02:00Z,9.00,92.00
2026-05-09T16:14:00Z,9.00,92.00
2026-05-09T16:15:00Z,9.00,92.00
2026-05-09T16:16:00Z,9.00,92.00
2026-05-09T16:19:00Z,9.00,92.00
2026-05-09T16:20:00Z,9.00,92.00
2026-05-09T16:23:00Z,9.00,92.00
2026-05-09T16:25:00Z,9.00,92.00
2026-05-09T16:27:00Z,9.00,92.00
2026-05-09T16:29:00Z,9.00,92.00
2026-05-09T16:30:00Z,9.00,91.00
2026-05-09T16:31:00Z,9.00,91.00
2026-05-09T16:32:00Z,9.00,91.00
2026-05-09T16:33:00Z,9.00,92.00
2026-05-09T16:35:00Z,9.00,92.00
2026-05-09T16:36:00Z,9.00,92.00
2026-05-09T16:37:00Z,9.00,92.00
2026-05-09T16:39:00Z,9.00,92.00
2026-05-09T16:41:00Z,9.00,92.00
2026-05-09T16:43:00Z,9.00,92.00
2026-05-09T16:44:00Z,9.00,92.00
2026-05-09T16:48:00Z,9.00,92.00
2026-05-09T16:49:00Z,9.00,91.50
2026-05-09T16:50:00Z,9.00,91.50
2026-05-09T16:51:00Z,9.00,92.00
2026-05-09T16:52:00Z,9.00,92.00
2026-05-09T16:55:00Z,9.00,92.00
2026-05-09T16:56:00Z,9.00,92.00
2026-05-09T16:57:00Z,9.00,92.00
2026-05-09T16:58:00Z,9.00,92.00
2026-05-09T17:00:00Z,9.00,92.00
2026-05-09T17:04:00Z,9.00,92.00
2026-05-09T17:06:00Z,9.00,92.00
2026-05-09T17:07:00Z,9.00,92.00
2026-05-09T17:08:00Z,9.00,92.00
2026-05-09T17:09:00Z,9.00,92.00
2026-05-09T17:14:00Z,9.00,92.00
2026-05-09T17:15:00Z,9.00,92.00
2026-05-09T17:17:00Z,9.00,92.00
2026-05-09T17:19:00Z,9.00,92.00
2026-05-09T17:20:00Z,9.00,92.00
2026-05-09T17:23:00Z,9.00,92.00
2026-05-09T17:24:00Z,9.00,92.00
2026-05-09T17:25:00Z,9.00,92.00
2026-05-09T17:26:00Z,9.00,92.00
2026-05-09T17:29:00Z,9.00,92.00
2026-05-09T17:30:00Z,9.00,92.00
2026-05-09T17:31:00Z,8.00,92.92
2026-05-09T17:33:00Z,9.00,92.92
2026-05-09T17:34:00Z,9.00,92.92
2026-05-09T17:36:00Z,9.00,93.00
2026-05-09T17:38:00Z,9.00,92.59
