# event_ticker=KXATPMATCH-26MAY09PELFIL
# final_score=4-0 RET
# match_winner=Andrea Pellegrino
# fav_player=Andrea Pellegrino
# dog_player=Arthur Fils
# kalshi_date=2026-05-09
timestamp,Andrea Pellegrino,Arthur Fils
2026-05-09T17:39:00Z,9.00,92.35
2026-05-09T17:41:00Z,9.00,92.00
2026-05-09T17:42:00Z,9.00,93.00
2026-05-09T17:43:00Z,9.00,93.00
2026-05-09T17:44:00Z,9.00,93.00
2026-05-09T17:48:00Z,9.00,93.00
2026-05-09T17:49:00Z,9.00,93.00
2026-05-09T17:50:00Z,9.00,93.00
2026-05-09T17:51:00Z,9.00,93.00
2026-05-09T17:52:00Z,9.00,93.00
2026-05-09T17:55:00Z,9.00,92.00
2026-05-09T17:56:00Z,9.00,92.00
2026-05-09T17:57:00Z,9.00,93.00
2026-05-09T17:58:00Z,9.00,93.00
2026-05-09T17:59:00Z,9.00,93.00
2026-05-09T18:00:00Z,9.00,93.00
2026-05-09T18:01:00Z,9.00,93.00
2026-05-09T18:02:00Z,9.00,93.00
2026-05-09T18:04:00Z,9.00,93.00
2026-05-09T18:06:00Z,9.00,93.00
2026-05-09T18:07:00Z,9.00,93.00
2026-05-09T18:08:00Z,9.00,93.00
2026-05-09T18:09:00Z,9.00,93.00
2026-05-09T18:10:00Z,9.00,93.00
2026-05-09T18:11:00Z,9.00,93.00
2026-05-09T18:12:00Z,9.00,93.00
2026-05-09T18:13:00Z,9.00,92.33
2026-05-09T18:14:00Z,9.00,92.74
2026-05-09T18:15:00Z,9.46,92.50
2026-05-09T18:16:00Z,9.00,93.00
2026-05-09T18:17:00Z,9.00,92.00
2026-05-09T18:18:00Z,9.84,92.00
2026-05-09T18:19:00Z,9.84,93.00
2026-05-09T18:20:00Z,9.00,92.00
2026-05-09T18:21:00Z,9.00,92.00
2026-05-09T18:22:00Z,9.00,93.00
2026-05-09T18:23:00Z,9.00,93.00
2026-05-09T18:24:00Z,9.00,91.00
2026-05-09T18:26:00Z,9.00,90.00
2026-05-09T18:27:00Z,9.00,91.00
2026-05-09T18:28:00Z,9.00,91.00
2026-05-09T18:29:00Z,9.00,91.00
2026-05-09T18:31:00Z,9.00,91.00
2026-05-09T18:32:00Z,9.00,91.00
2026-05-09T18:33:00Z,9.00,91.00
2026-05-09T18:34:00Z,9.00,91.00
2026-05-09T18:35:00Z,9.00,91.00
2026-05-09T18:36:00Z,9.07,91.00
2026-05-09T18:37:00Z,9.86,91.00
2026-05-09T18:38:00Z,9.86,91.00
2026-05-09T18:40:00Z,10.00,91.00
2026-05-09T18:41:00Z,10.00,91.00
2026-05-09T18:42:00Z,10.00,91.00
2026-05-09T18:43:00Z,10.00,91.00
2026-05-09T18:47:00Z,10.00,91.00
2026-05-09T18:48:00Z,10.00,91.00
2026-05-09T18:50:00Z,10.00,91.00
2026-05-09T18:51:00Z,10.00,91.00
2026-05-09T18:52:00Z,10.00,91.00
2026-05-09T18:53:00Z,10.00,91.00
2026-05-09T18:54:00Z,10.00,90.00
2026-05-09T18:55:00Z,10.00,90.00
2026-05-09T18:56:00Z,10.00,90.00
2026-05-09T18:57:00Z,10.00,90.00
2026-05-09T18:58:00Z,10.00,91.00
2026-05-09T19:00:00Z,9.00,91.00
2026-05-09T19:01:00Z,9.04,91.00
2026-05-09T19:02:00Z,10.00,91.00
2026-05-09T19:03:00Z,10.00,91.00
2026-05-09T19:04:00Z,10.00,91.00
2026-05-09T19:05:00Z,10.00,91.00
2026-05-09T19:06:00Z,10.00,91.00
2026-05-09T19:07:00Z,10.00,91.00
2026-05-09T19:08:00Z,10.00,91.00
2026-05-09T19:09:00Z,10.00,91.00
2026-05-09T19:10:00Z,10.00,91.00
2026-05-09T19:11:00Z,10.00,91.00
2026-05-09T19:12:00Z,10.00,91.00
2026-05-09T19:13:00Z,10.00,91.00
2026-05-09T19:14:00Z,9.55,91.00
2026-05-09T19:15:00Z,10.00,91.00
2026-05-09T19:16:00Z,10.00,91.00
2026-05-09T19:17:00Z,9.91,91.00
2026-05-09T19:18:00Z,10.00,91.00
2026-05-09T19:19:00Z,10.00,91.00
2026-05-09T19:20:00Z,10.00,90.00
2026-05-09T19:21:00Z,10.00,91.00
2026-05-09T19:22:00Z,10.00,91.00
2026-05-09T19:23:00Z,10.00,91.00
2026-05-09T19:24:00Z,10.00,91.00
2026-05-09T19:25:00Z,10.00,91.00
2026-05-09T19:26:00Z,10.00,91.00
2026-05-09T19:27:00Z,10.00,91.00
2026-05-09T19:28:00Z,9.71,91.00
2026-05-09T19:29:00Z,10.00,90.03
2026-05-09T19:30:00Z,14.00,87.80
2026-05-09T19:31:00Z,15.25,85.76
2026-05-09T19:32:00Z,15.89,85.67
2026-05-09T19:33:00Z,18.60,81.08
2026-05-09T19:34:00Z,22.53,78.45
2026-05-09T19:35:00Z,26.03,75.73
2026-05-09T19:36:00Z,26.76,73.36
2026-05-09T19:37:00Z,34.53,70.48
2026-05-09T19:38:00Z,41.73,59.30
2026-05-09T19:39:00Z,57.55,49.14
2026-05-09T19:40:00Z,54.95,46.92
2026-05-09T19:41:00Z,61.72,43.14
2026-05-09T19:42:00Z,62.38,47.55
2026-05-09T19:43:00Z,58.43,42.22
2026-05-09T19:44:00Z,58.82,43.13
2026-05-09T19:45:00Z,56.98,42.12
2026-05-09T19:46:00Z,47.59,52.62
2026-05-09T19:47:00Z,44.59,57.94
2026-05-09T19:48:00Z,48.79,52.49
2026-05-09T19:49:00Z,52.87,47.54
2026-05-09T19:50:00Z,57.29,43.84
2026-05-09T19:51:00Z,79.50,16.82
2026-05-09T19:52:00Z,99.00,1.00
