# event_ticker=KXATPCHALLENGERMATCH-26MAR10MAKHEN
# final_score=6-3 6-4
# match_winner=Philip Henning
# fav_player=Philip Henning
# dog_player=Peter Makk
# kalshi_date=2026-03-10
timestamp,Philip Henning,Peter Makk
2026-03-09T22:51:00Z,,47.00
2026-03-09T22:52:00Z,,46.00
2026-03-10T01:27:00Z,,48.00
2026-03-10T01:39:00Z,54.00,48.00
2026-03-10T01:59:00Z,54.00,48.00
2026-03-10T02:28:00Z,54.00,48.00
2026-03-10T03:18:00Z,54.00,49.00
2026-03-10T03:19:00Z,54.00,49.00
2026-03-10T04:44:00Z,54.00,46.01
2026-03-10T04:46:00Z,54.00,49.00
2026-03-10T04:48:00Z,54.00,49.00
2026-03-10T04:53:00Z,54.00,49.00
2026-03-10T05:04:00Z,54.00,49.00
2026-03-10T05:22:00Z,54.00,49.00
2026-03-10T05:33:00Z,54.00,49.00
2026-03-10T05:38:00Z,54.00,49.00
2026-03-10T05:59:00Z,54.00,49.00
2026-03-10T06:10:00Z,54.00,49.00
2026-03-10T06:12:00Z,54.00,49.00
2026-03-10T06:15:00Z,54.00,49.00
2026-03-10T06:16:00Z,54.00,46.00
2026-03-10T06:18:00Z,54.00,49.00
2026-03-10T06:20:00Z,54.00,49.00
2026-03-10T06:21:00Z,54.00,49.00
2026-03-10T06:23:00Z,54.00,49.00
2026-03-10T06:24:00Z,54.00,49.00
2026-03-10T06:25:00Z,54.00,49.00
2026-03-10T06:32:00Z,54.00,49.00
2026-03-10T06:34:00Z,54.00,49.00
2026-03-10T06:36:00Z,54.00,49.00
2026-03-10T06:38:00Z,54.00,49.00
2026-03-10T06:40:00Z,53.00,49.00
2026-03-10T06:43:00Z,53.72,49.00
2026-03-10T06:45:00Z,53.72,48.00
2026-03-10T06:46:00Z,54.00,48.00
2026-03-10T06:57:00Z,54.00,48.00
2026-03-10T06:58:00Z,54.00,48.00
2026-03-10T07:00:00Z,54.00,48.00
2026-03-10T07:13:00Z,54.00,48.00
2026-03-10T07:14:00Z,54.00,48.00
2026-03-10T07:15:00Z,53.00,48.00
2026-03-10T07:22:00Z,53.00,49.00
2026-03-10T07:23:00Z,53.00,49.00
2026-03-10T07:25:00Z,53.64,49.00
2026-03-10T07:26:00Z,54.00,49.00
2026-03-10T07:31:00Z,52.60,49.00
2026-03-10T07:35:00Z,52.60,48.00
2026-03-10T07:37:00Z,52.60,49.00
2026-03-10T07:38:00Z,52.60,48.00
2026-03-10T07:39:00Z,54.00,48.00
2026-03-10T07:46:00Z,54.00,48.00
2026-03-10T07:50:00Z,54.00,48.00
2026-03-10T07:52:00Z,53.00,48.00
2026-03-10T07:54:00Z,53.00,48.00
2026-03-10T08:00:00Z,53.00,48.00
2026-03-10T08:01:00Z,54.00,48.00
2026-03-10T08:02:00Z,54.00,49.00
2026-03-10T08:03:00Z,54.00,49.43
2026-03-10T08:04:00Z,54.00,49.00
2026-03-10T08:05:00Z,54.00,49.18
2026-03-10T08:06:00Z,54.00,50.00
2026-03-10T08:07:00Z,54.95,50.00
2026-03-10T08:08:00Z,55.28,48.96
2026-03-10T08:09:00Z,53.00,51.00
2026-03-10T08:10:00Z,51.00,54.57
2026-03-10T08:11:00Z,51.00,50.45
2026-03-10T08:12:00Z,49.33,54.35
2026-03-10T08:13:00Z,49.00,51.69
2026-03-10T08:14:00Z,49.20,53.70
2026-03-10T08:15:00Z,44.96,57.12
2026-03-10T08:16:00Z,44.96,55.13
2026-03-10T08:17:00Z,44.96,60.00
2026-03-10T08:18:00Z,26.17,67.25
2026-03-10T08:19:00Z,38.00,64.00
2026-03-10T08:20:00Z,43.00,58.89
2026-03-10T08:21:00Z,46.86,56.66
2026-03-10T08:22:00Z,45.25,56.66
2026-03-10T08:23:00Z,46.91,57.46
2026-03-10T08:24:00Z,37.17,60.81
2026-03-10T08:25:00Z,34.42,69.35
2026-03-10T08:26:00Z,34.42,64.42
2026-03-10T08:27:00Z,34.42,59.94
2026-03-10T08:28:00Z,49.00,53.00
2026-03-10T08:29:00Z,49.23,53.00
2026-03-10T08:30:00Z,51.71,51.71
2026-03-10T08:31:00Z,53.00,51.00
2026-03-10T08:32:00Z,54.00,48.34
2026-03-10T08:33:00Z,54.00,50.00
2026-03-10T08:34:00Z,48.00,50.00
2026-03-10T08:35:00Z,49.00,52.99
2026-03-10T08:36:00Z,52.75,52.00
2026-03-10T08:37:00Z,54.00,47.77
2026-03-10T08:38:00Z,53.00,47.77
2026-03-10T08:39:00Z,53.00,50.32
2026-03-10T08:40:00Z,64.00,50.32
2026-03-10T08:41:00Z,71.61,30.77
2026-03-10T08:42:00Z,72.22,26.63
2026-03-10T08:43:00Z,73.14,29.95
2026-03-10T08:44:00Z,76.00,24.59
2026-03-10T08:45:00Z,76.00,24.03
2026-03-10T08:46:00Z,73.00,27.57
2026-03-10T08:47:00Z,76.14,24.43
2026-03-10T08:48:00Z,79.00,19.06
2026-03-10T08:49:00Z,79.75,20.45
2026-03-10T08:50:00Z,79.75,20.00
2026-03-10T08:51:00Z,83.31,15.00
2026-03-10T08:52:00Z,83.00,17.00
2026-03-10T08:54:00Z,86.99,12.40
2026-03-10T08:55:00Z,88.54,11.00
2026-03-10T08:56:00Z,88.40,11.12
2026-03-10T08:57:00Z,92.90,6.43
2026-03-10T08:58:00Z,89.59,10.34
2026-03-10T08:59:00Z,86.02,14.00
2026-03-10T09:00:00Z,85.29,14.00
2026-03-10T09:01:00Z,80.74,19.44
2026-03-10T09:02:00Z,88.00,13.00
2026-03-10T09:03:00Z,89.00,13.00
2026-03-10T09:04:00Z,88.12,11.41
2026-03-10T09:05:00Z,89.96,13.98
2026-03-10T09:06:00Z,94.12,11.58
2026-03-10T09:07:00Z,94.12,12.08
2026-03-10T09:08:00Z,85.00,12.08
2026-03-10T09:09:00Z,85.00,14.75
2026-03-10T09:10:00Z,89.00,15.00
2026-03-10T09:11:00Z,87.00,15.00
