# event_ticker=KXATPCHALLENGERMATCH-26FEB28CHIOFN
# final_score=3-6 6-3 6-4
# match_winner=Sebastian Ofner
# fav_player=Sebastian Ofner
# dog_player=Clement Chidekh
# kalshi_date=2026-02-28
timestamp,Sebastian Ofner,Clement Chidekh
2026-02-28T10:01:00Z,53.00,48.00
2026-02-28T10:05:00Z,53.00,48.00
2026-02-28T10:28:00Z,53.00,48.00
2026-02-28T10:42:00Z,53.00,48.00
2026-02-28T10:47:00Z,53.00,48.00
2026-02-28T10:56:00Z,54.00,48.00
2026-02-28T11:06:00Z,54.00,48.00
2026-02-28T11:25:00Z,54.00,48.00
2026-02-28T11:28:00Z,54.00,48.00
2026-02-28T11:31:00Z,54.00,48.00
2026-02-28T11:33:00Z,54.00,49.25
2026-02-28T11:35:00Z,54.00,49.00
2026-02-28T11:36:00Z,54.00,49.00
2026-02-28T11:39:00Z,54.00,49.00
2026-02-28T11:46:00Z,54.00,49.00
2026-02-28T11:51:00Z,54.00,50.00
2026-02-28T11:52:00Z,54.00,50.00
2026-02-28T11:57:00Z,54.00,49.00
2026-02-28T11:58:00Z,54.00,49.00
2026-02-28T11:59:00Z,54.00,49.00
2026-02-28T12:05:00Z,54.00,49.00
2026-02-28T12:12:00Z,54.00,49.00
2026-02-28T12:13:00Z,53.00,49.00
2026-02-28T12:15:00Z,53.00,48.00
2026-02-28T12:16:00Z,54.00,46.00
2026-02-28T12:22:00Z,50.00,46.00
2026-02-28T12:23:00Z,53.00,46.00
2026-02-28T12:24:00Z,53.00,46.00
2026-02-28T12:26:00Z,53.59,46.00
2026-02-28T12:39:00Z,54.00,46.00
2026-02-28T12:42:00Z,54.00,46.00
2026-02-28T12:43:00Z,54.00,48.00
2026-02-28T12:46:00Z,54.00,48.00
2026-02-28T12:47:00Z,54.00,48.00
2026-02-28T12:48:00Z,53.00,48.00
2026-02-28T12:50:00Z,53.00,48.00
2026-02-28T12:51:00Z,53.00,48.00
2026-02-28T12:52:00Z,53.00,48.00
2026-02-28T12:53:00Z,53.00,48.00
2026-02-28T12:54:00Z,54.00,48.00
2026-02-28T12:57:00Z,54.00,48.00
2026-02-28T12:59:00Z,54.00,48.00
2026-02-28T13:01:00Z,54.00,48.00
2026-02-28T13:04:00Z,53.00,48.00
2026-02-28T13:06:00Z,53.68,48.00
2026-02-28T13:07:00Z,53.68,48.00
2026-02-28T13:09:00Z,53.74,48.00
2026-02-28T13:11:00Z,54.00,48.00
2026-02-28T13:12:00Z,54.00,48.00
2026-02-28T13:13:00Z,54.00,48.00
2026-02-28T13:14:00Z,54.00,48.00
2026-02-28T13:16:00Z,54.00,46.75
2026-02-28T13:17:00Z,54.00,46.75
2026-02-28T13:18:00Z,54.00,46.75
2026-02-28T13:20:00Z,54.00,46.75
2026-02-28T13:21:00Z,54.00,47.00
2026-02-28T13:22:00Z,54.00,47.00
2026-02-28T13:23:00Z,54.00,47.00
2026-02-28T13:24:00Z,54.00,47.00
2026-02-28T13:25:00Z,54.00,48.00
2026-02-28T13:28:00Z,54.00,48.00
2026-02-28T13:32:00Z,53.00,48.00
2026-02-28T13:34:00Z,53.00,48.00
2026-02-28T13:36:00Z,51.24,48.71
2026-02-28T13:37:00Z,51.24,49.00
2026-02-28T13:38:00Z,51.24,47.00
2026-02-28T13:39:00Z,51.24,48.00
2026-02-28T13:44:00Z,53.00,48.00
2026-02-28T13:45:00Z,53.51,48.00
2026-02-28T13:46:00Z,54.85,48.00
2026-02-28T13:47:00Z,54.00,48.00
2026-02-28T13:48:00Z,54.00,48.00
2026-02-28T13:49:00Z,54.00,48.00
2026-02-28T13:50:00Z,54.00,48.00
2026-02-28T13:54:00Z,53.00,48.00
2026-02-28T13:56:00Z,53.08,48.00
2026-02-28T13:57:00Z,53.61,48.00
2026-02-28T13:58:00Z,54.66,48.00
2026-02-28T13:59:00Z,54.93,48.00
2026-02-28T14:00:00Z,55.00,48.00
2026-02-28T14:01:00Z,55.00,48.00
2026-02-28T14:02:00Z,54.81,48.86
2026-02-28T14:03:00Z,55.00,48.86
2026-02-28T14:05:00Z,54.43,48.00
2026-02-28T14:06:00Z,54.00,48.00
2026-02-28T14:07:00Z,54.88,48.00
2026-02-28T14:08:00Z,54.00,48.58
2026-02-28T14:09:00Z,54.00,49.30
2026-02-28T14:10:00Z,51.81,49.81
2026-02-28T14:11:00Z,51.25,51.92
2026-02-28T14:12:00Z,47.46,51.92
2026-02-28T14:13:00Z,50.73,51.15
2026-02-28T14:14:00Z,48.39,54.18
2026-02-28T14:15:00Z,51.99,50.00
2026-02-28T14:16:00Z,48.46,51.26
2026-02-28T14:17:00Z,47.11,53.27
2026-02-28T14:18:00Z,46.99,55.00
2026-02-28T14:19:00Z,44.55,55.00
2026-02-28T14:20:00Z,46.38,54.83
2026-02-28T14:21:00Z,50.41,55.67
2026-02-28T14:22:00Z,47.94,53.93
2026-02-28T14:23:00Z,43.00,58.24
2026-02-28T14:24:00Z,42.98,59.00
2026-02-28T14:25:00Z,42.35,59.10
2026-02-28T14:26:00Z,44.82,59.05
2026-02-28T14:27:00Z,40.51,59.61
2026-02-28T14:28:00Z,34.19,66.67
2026-02-28T14:29:00Z,23.42,78.53
2026-02-28T14:30:00Z,22.10,79.75
2026-02-28T14:31:00Z,22.18,79.51
2026-02-28T14:32:00Z,22.14,80.00
2026-02-28T14:33:00Z,23.11,77.93
2026-02-28T14:34:00Z,22.96,78.82
2026-02-28T14:35:00Z,22.21,79.05
2026-02-28T14:36:00Z,19.35,79.01
2026-02-28T14:37:00Z,19.08,80.05
2026-02-28T14:38:00Z,19.00,81.15
2026-02-28T14:39:00Z,19.54,82.00
2026-02-28T14:40:00Z,22.82,78.35
2026-02-28T14:41:00Z,24.00,77.89
2026-02-28T14:42:00Z,26.77,75.67
2026-02-28T14:43:00Z,23.39,74.50
2026-02-28T14:44:00Z,24.33,77.42
2026-02-28T14:45:00Z,22.21,80.99
2026-02-28T14:46:00Z,21.93,78.83
2026-02-28T14:47:00Z,24.61,76.00
2026-02-28T14:48:00Z,24.65,77.48
2026-02-28T14:49:00Z,24.14,76.48
2026-02-28T14:50:00Z,27.87,76.87
2026-02-28T14:51:00Z,32.40,65.92
2026-02-28T14:52:00Z,40.44,60.82
2026-02-28T14:53:00Z,43.59,56.75
2026-02-28T14:54:00Z,45.35,54.33
2026-02-28T14:55:00Z,45.96,55.00
2026-02-28T14:56:00Z,47.24,53.66
2026-02-28T14:57:00Z,44.17,54.83
2026-02-28T14:58:00Z,44.60,57.24
2026-02-28T14:59:00Z,45.85,54.11
2026-02-28T15:00:00Z,47.69,55.00
2026-02-28T15:01:00Z,47.70,53.00
2026-02-28T15:02:00Z,48.14,52.11
2026-02-28T15:03:00Z,46.46,53.08
2026-02-28T15:04:00Z,48.67,53.74
2026-02-28T15:05:00Z,49.76,52.88
2026-02-28T15:06:00Z,48.64,51.93
2026-02-28T15:07:00Z,48.00,52.40
2026-02-28T15:08:00Z,52.84,50.76
2026-02-28T15:09:00Z,56.46,48.00
2026-02-28T15:10:00Z,57.54,43.61
2026-02-28T15:11:00Z,66.84,37.85
2026-02-28T15:12:00Z,74.75,26.02
2026-02-28T15:13:00Z,77.95,24.93
2026-02-28T15:14:00Z,80.31,19.17
2026-02-28T15:15:00Z,80.64,18.90
2026-02-28T15:16:00Z,80.01,20.46
2026-02-28T15:17:00Z,84.47,15.91
2026-02-28T15:18:00Z,92.53,7.70
2026-02-28T15:19:00Z,95.48,5.14
2026-02-28T15:20:00Z,93.96,6.15
2026-02-28T15:21:00Z,89.56,9.44
2026-02-28T15:22:00Z,82.52,16.21
2026-02-28T15:23:00Z,78.10,21.57
2026-02-28T15:24:00Z,78.97,21.45
2026-02-28T15:25:00Z,80.57,20.84
2026-02-28T15:26:00Z,79.30,20.57
2026-02-28T15:27:00Z,81.72,17.52
2026-02-28T15:28:00Z,88.75,12.98
2026-02-28T15:29:00Z,84.71,16.52
2026-02-28T15:30:00Z,88.00,12.64
2026-02-28T15:31:00Z,90.22,11.84
2026-02-28T15:32:00Z,86.90,14.23
2026-02-28T15:33:00Z,84.81,17.12
2026-02-28T15:34:00Z,85.17,15.30
2026-02-28T15:35:00Z,90.49,11.13
2026-02-28T15:36:00Z,86.16,15.60
2026-02-28T15:37:00Z,92.00,10.08
2026-02-28T15:38:00Z,90.33,11.63
2026-02-28T15:39:00Z,89.54,11.99
2026-02-28T15:40:00Z,88.54,13.14
2026-02-28T15:41:00Z,91.96,12.23
2026-02-28T15:42:00Z,98.18,2.51
2026-02-28T15:43:00Z,99.00,1.00
2026-02-28T15:44:00Z,99.00,1.00
2026-02-28T15:45:00Z,99.00,1.00
2026-02-28T15:46:00Z,99.00,1.00
