# event_ticker=KXATPMATCH-25SEP23ROYBUB
# final_score=7-6(4) 7-6(4)
# score_resolution=7-6 7-6
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Valentin Royer
# kalshi_date=2025-09-23
timestamp,Alexander Bublik,Valentin Royer
2025-09-23T01:45:00Z,73.00,
2025-09-23T01:48:00Z,81.00,
2025-09-23T01:52:00Z,81.00,25.00
2025-09-23T01:53:00Z,77.00,25.00
2025-09-23T01:56:00Z,77.70,25.00
2025-09-23T01:59:00Z,78.41,25.00
2025-09-23T02:02:00Z,78.41,24.00
2025-09-23T02:06:00Z,79.00,23.00
2025-09-23T02:08:00Z,79.00,24.00
2025-09-23T02:09:00Z,78.00,24.00
2025-09-23T02:10:00Z,78.00,24.00
2025-09-23T02:14:00Z,78.00,24.00
2025-09-23T02:16:00Z,78.00,24.00
2025-09-23T02:19:00Z,78.00,24.00
2025-09-23T02:20:00Z,78.00,24.00
2025-09-23T02:23:00Z,78.00,24.00
2025-09-23T02:25:00Z,78.00,24.00
2025-09-23T02:29:00Z,78.00,24.00
2025-09-23T02:30:00Z,78.00,24.00
2025-09-23T02:31:00Z,78.00,23.00
2025-09-23T02:33:00Z,78.00,23.00
2025-09-23T02:34:00Z,78.00,23.00
2025-09-23T02:42:00Z,78.00,23.00
2025-09-23T02:43:00Z,78.00,23.00
2025-09-23T02:58:00Z,78.00,23.00
2025-09-23T03:02:00Z,78.00,24.00
2025-09-23T03:06:00Z,78.00,24.00
2025-09-23T03:10:00Z,78.00,24.00
2025-09-23T03:11:00Z,78.00,24.00
2025-09-23T03:12:00Z,78.00,24.00
2025-09-23T03:13:00Z,78.00,24.00
2025-09-23T03:14:00Z,78.00,24.00
2025-09-23T03:15:00Z,78.00,24.00
2025-09-23T03:17:00Z,78.00,24.00
2025-09-23T03:19:00Z,78.00,24.00
2025-09-23T03:21:00Z,77.05,24.00
2025-09-23T03:22:00Z,77.28,24.00
2025-09-23T03:23:00Z,78.00,24.00
2025-09-23T03:24:00Z,76.11,23.98
2025-09-23T03:25:00Z,77.00,24.00
2025-09-23T03:26:00Z,77.00,24.00
2025-09-23T03:27:00Z,77.00,24.00
2025-09-23T03:28:00Z,77.00,24.00
2025-09-23T03:32:00Z,77.00,24.00
2025-09-23T03:33:00Z,77.00,24.00
2025-09-23T03:36:00Z,77.00,24.00
2025-09-23T03:38:00Z,77.04,24.00
2025-09-23T03:39:00Z,78.00,24.00
2025-09-23T03:43:00Z,77.17,24.00
2025-09-23T03:44:00Z,77.00,24.00
2025-09-23T03:45:00Z,77.00,24.00
2025-09-23T03:47:00Z,77.00,24.00
2025-09-23T03:48:00Z,76.55,24.00
2025-09-23T03:49:00Z,77.00,23.67
2025-09-23T03:50:00Z,77.00,23.67
2025-09-23T03:51:00Z,77.00,24.00
2025-09-23T03:53:00Z,77.00,24.00
2025-09-23T03:55:00Z,77.00,24.00
2025-09-23T03:57:00Z,77.00,24.00
2025-09-23T03:58:00Z,78.13,23.00
2025-09-23T03:59:00Z,78.00,23.00
2025-09-23T04:00:00Z,78.00,23.00
2025-09-23T04:01:00Z,78.00,23.00
2025-09-23T04:03:00Z,78.00,23.00
2025-09-23T04:04:00Z,78.00,23.00
2025-09-23T04:06:00Z,76.00,23.00
2025-09-23T04:07:00Z,76.00,23.32
2025-09-23T04:10:00Z,77.00,23.32
2025-09-23T04:11:00Z,78.00,24.00
2025-09-23T04:15:00Z,77.00,24.00
2025-09-23T04:17:00Z,77.00,24.00
2025-09-23T04:19:00Z,77.00,24.00
2025-09-23T04:20:00Z,77.00,24.00
2025-09-23T04:21:00Z,77.00,24.00
2025-09-23T04:23:00Z,77.00,22.00
2025-09-23T04:27:00Z,77.85,22.00
2025-09-23T04:28:00Z,78.00,22.00
2025-09-23T04:30:00Z,78.00,24.00
2025-09-23T04:31:00Z,78.00,24.00
2025-09-23T04:35:00Z,78.00,24.00
2025-09-23T04:38:00Z,78.00,24.00
2025-09-23T04:39:00Z,76.77,24.00
2025-09-23T04:40:00Z,76.77,24.00
2025-09-23T04:42:00Z,76.77,24.00
2025-09-23T04:43:00Z,78.00,24.00
2025-09-23T04:46:00Z,78.00,24.00
2025-09-23T04:50:00Z,78.00,24.00
2025-09-23T04:51:00Z,78.00,24.00
2025-09-23T04:59:00Z,78.00,24.00
2025-09-23T05:00:00Z,78.00,24.00
2025-09-23T05:01:00Z,78.00,24.00
2025-09-23T05:02:00Z,78.00,24.00
2025-09-23T05:03:00Z,78.00,24.00
2025-09-23T05:06:00Z,77.00,24.00
2025-09-23T05:08:00Z,78.00,24.00
2025-09-23T05:09:00Z,78.00,24.00
2025-09-23T05:10:00Z,78.00,23.90
2025-09-23T05:11:00Z,78.00,23.00
2025-09-23T05:12:00Z,78.00,24.00
2025-09-23T05:13:00Z,78.00,24.00
2025-09-23T05:14:00Z,78.00,24.00
2025-09-23T05:15:00Z,78.00,24.00
2025-09-23T05:16:00Z,78.00,24.00
2025-09-23T05:17:00Z,78.00,24.00
2025-09-23T05:18:00Z,78.00,24.00
2025-09-23T05:19:00Z,78.44,23.94
2025-09-23T05:21:00Z,78.00,23.23
2025-09-23T05:22:00Z,78.00,23.00
2025-09-23T05:23:00Z,78.00,24.00
2025-09-23T05:24:00Z,78.00,24.00
2025-09-23T05:25:00Z,78.00,24.00
2025-09-23T05:26:00Z,78.00,24.00
2025-09-23T05:28:00Z,78.00,24.00
2025-09-23T05:29:00Z,78.00,24.00
2025-09-23T05:30:00Z,78.00,24.00
2025-09-23T05:31:00Z,78.00,23.58
2025-09-23T05:33:00Z,78.00,24.00
2025-09-23T05:34:00Z,78.00,24.00
2025-09-23T05:35:00Z,78.00,24.00
2025-09-23T05:37:00Z,78.00,24.00
2025-09-23T05:38:00Z,78.00,24.00
2025-09-23T05:39:00Z,78.00,24.00
2025-09-23T05:42:00Z,78.00,24.00
2025-09-23T05:43:00Z,78.00,24.00
2025-09-23T05:46:00Z,78.00,24.00
2025-09-23T05:50:00Z,78.00,24.00
2025-09-23T05:53:00Z,78.00,24.00
2025-09-23T05:56:00Z,78.00,24.00
2025-09-23T05:57:00Z,78.00,24.00
2025-09-23T05:59:00Z,78.00,24.00
2025-09-23T06:01:00Z,78.00,24.00
2025-09-23T06:02:00Z,78.00,24.00
2025-09-23T06:03:00Z,78.00,24.00
2025-09-23T06:05:00Z,78.00,24.00
2025-09-23T06:07:00Z,78.00,22.00
2025-09-23T06:11:00Z,78.00,23.00
2025-09-23T06:12:00Z,78.00,23.91
2025-09-23T06:13:00Z,78.00,23.91
