# event_ticker=KXATPMATCH-26MAR22FILTSI
# final_score=6-0 6-1
# score_resolution=0-6 1-6
# match_winner=Arthur Fils
# fav_player=Stefanos Tsitsipas
# dog_player=Arthur Fils
# kalshi_date=2026-03-22
timestamp,Stefanos Tsitsipas,Arthur Fils
2026-03-22T13:09:00Z,40.00,
2026-03-22T13:10:00Z,40.00,61.00
2026-03-22T13:16:00Z,40.00,61.00
2026-03-22T13:17:00Z,40.00,61.00
2026-03-22T13:18:00Z,40.00,61.00
2026-03-22T13:19:00Z,40.00,61.00
2026-03-22T13:22:00Z,40.00,61.00
2026-03-22T13:24:00Z,40.00,61.00
2026-03-22T13:25:00Z,40.00,61.00
2026-03-22T13:26:00Z,40.00,61.00
2026-03-22T13:30:00Z,40.00,61.00
2026-03-22T13:41:00Z,40.00,61.00
2026-03-22T13:48:00Z,40.00,61.00
2026-03-22T13:56:00Z,40.00,61.00
2026-03-22T13:59:00Z,40.00,61.00
2026-03-22T14:04:00Z,40.00,61.00
2026-03-22T14:08:00Z,40.00,61.00
2026-03-22T14:10:00Z,40.00,61.00
2026-03-22T14:12:00Z,40.00,61.00
2026-03-22T14:13:00Z,40.00,61.00
2026-03-22T14:18:00Z,40.00,61.00
2026-03-22T14:21:00Z,40.00,61.00
2026-03-22T14:26:00Z,40.00,61.00
2026-03-22T14:27:00Z,40.00,61.00
2026-03-22T14:29:00Z,40.00,61.00
2026-03-22T14:30:00Z,40.00,61.00
2026-03-22T14:36:00Z,40.00,61.00
2026-03-22T14:37:00Z,40.00,60.00
2026-03-22T14:39:00Z,40.00,61.00
2026-03-22T14:42:00Z,40.00,61.00
2026-03-22T14:45:00Z,40.00,61.00
2026-03-22T14:47:00Z,40.00,61.00
2026-03-22T14:52:00Z,40.00,61.00
2026-03-22T14:55:00Z,40.00,61.00
2026-03-22T14:56:00Z,40.00,61.00
2026-03-22T14:58:00Z,40.00,61.00
2026-03-22T15:06:00Z,40.00,61.00
2026-03-22T15:09:00Z,40.00,61.00
2026-03-22T15:10:00Z,40.00,60.00
2026-03-22T15:14:00Z,40.00,60.00
2026-03-22T15:15:00Z,40.00,60.00
2026-03-22T15:16:00Z,40.00,60.00
2026-03-22T15:23:00Z,40.00,60.00
2026-03-22T15:24:00Z,40.00,60.00
2026-03-22T15:25:00Z,40.00,60.00
2026-03-22T15:28:00Z,40.00,60.00
2026-03-22T15:32:00Z,40.00,60.00
2026-03-22T15:37:00Z,40.00,60.00
2026-03-22T15:38:00Z,40.00,60.00
2026-03-22T15:39:00Z,40.00,60.00
2026-03-22T15:40:00Z,40.00,60.00
2026-03-22T15:41:00Z,40.00,60.00
2026-03-22T15:47:00Z,40.00,60.00
2026-03-22T15:50:00Z,41.00,60.00
2026-03-22T15:51:00Z,41.00,60.00
2026-03-22T15:52:00Z,41.00,60.00
2026-03-22T15:53:00Z,41.00,60.00
2026-03-22T15:56:00Z,41.00,60.00
2026-03-22T16:01:00Z,41.00,60.00
2026-03-22T16:02:00Z,41.00,60.00
2026-03-22T16:03:00Z,41.00,60.00
2026-03-22T16:05:00Z,41.00,60.00
2026-03-22T16:06:00Z,41.00,60.00
2026-03-22T16:09:00Z,41.00,60.00
2026-03-22T16:11:00Z,41.00,60.00
2026-03-22T16:12:00Z,41.00,60.00
2026-03-22T16:13:00Z,41.00,60.00
2026-03-22T16:22:00Z,41.00,60.00
2026-03-22T16:25:00Z,41.00,60.00
2026-03-22T16:34:00Z,41.00,60.00
2026-03-22T16:36:00Z,41.00,60.00
2026-03-22T16:37:00Z,41.00,60.00
2026-03-22T16:38:00Z,41.00,60.00
2026-03-22T16:41:00Z,41.00,60.00
2026-03-22T16:46:00Z,41.00,60.00
2026-03-22T16:50:00Z,41.00,60.00
2026-03-22T16:51:00Z,41.00,60.00
2026-03-22T16:52:00Z,41.00,60.00
2026-03-22T16:53:00Z,41.00,60.00
2026-03-22T16:56:00Z,41.00,60.00
2026-03-22T16:57:00Z,41.00,60.00
2026-03-22T16:59:00Z,41.00,60.00
2026-03-22T17:00:00Z,41.00,60.00
2026-03-22T17:04:00Z,41.00,60.00
2026-03-22T17:06:00Z,41.00,60.00
2026-03-22T17:08:00Z,41.00,60.00
2026-03-22T17:09:00Z,41.00,60.00
2026-03-22T17:11:00Z,41.00,60.00
2026-03-22T17:14:00Z,41.00,60.00
2026-03-22T17:17:00Z,41.00,60.00
2026-03-22T17:18:00Z,41.00,60.00
2026-03-22T17:19:00Z,41.00,60.00
2026-03-22T17:22:00Z,41.00,60.00
2026-03-22T17:23:00Z,41.00,60.00
2026-03-22T17:24:00Z,41.00,60.00
2026-03-22T17:25:00Z,41.00,60.00
2026-03-22T17:26:00Z,41.00,60.00
2026-03-22T17:28:00Z,41.00,60.00
2026-03-22T17:35:00Z,41.00,60.00
2026-03-22T17:36:00Z,41.00,60.00
2026-03-22T17:40:00Z,41.00,60.00
2026-03-22T17:43:00Z,41.00,60.00
2026-03-22T17:45:00Z,41.00,60.00
2026-03-22T17:46:00Z,41.00,60.00
2026-03-22T17:47:00Z,41.00,60.00
2026-03-22T17:48:00Z,40.00,60.00
2026-03-22T17:50:00Z,40.00,59.00
2026-03-22T17:54:00Z,41.00,59.00
2026-03-22T17:55:00Z,41.00,60.00
2026-03-22T17:59:00Z,41.00,60.00
2026-03-22T18:00:00Z,41.00,60.00
2026-03-22T18:02:00Z,41.00,60.00
2026-03-22T18:03:00Z,41.00,60.00
2026-03-22T18:05:00Z,41.00,60.00
2026-03-22T18:07:00Z,41.00,60.00
2026-03-22T18:10:00Z,41.00,60.00
2026-03-22T18:11:00Z,41.00,60.00
2026-03-22T18:13:00Z,41.00,60.00
2026-03-22T18:16:00Z,41.00,60.00
2026-03-22T18:20:00Z,41.00,60.00
2026-03-22T18:21:00Z,41.00,59.00
2026-03-22T18:25:00Z,41.00,60.00
2026-03-22T18:27:00Z,41.00,60.00
2026-03-22T18:28:00Z,41.00,60.00
2026-03-22T18:29:00Z,41.00,60.00
2026-03-22T18:32:00Z,41.00,60.00
