# event_ticker=KXATPCHALLENGERMATCH-26MAR17KRUSPE
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Martin Krumich
# fav_player=John Sperle
# dog_player=Martin Krumich
# kalshi_date=2026-03-17
timestamp,John Sperle,Martin Krumich
2026-03-17T01:50:00Z,23.00,
2026-03-17T02:22:00Z,23.00,78.00
2026-03-17T02:44:00Z,23.00,78.00
2026-03-17T02:57:00Z,23.00,78.00
2026-03-17T03:00:00Z,23.00,78.00
2026-03-17T03:04:00Z,23.95,78.00
2026-03-17T03:08:00Z,23.95,78.00
2026-03-17T03:13:00Z,24.34,78.00
2026-03-17T03:17:00Z,24.34,77.00
2026-03-17T03:21:00Z,24.34,77.77
2026-03-17T03:23:00Z,24.00,77.77
2026-03-17T03:26:00Z,24.00,77.77
2026-03-17T03:32:00Z,24.00,78.00
2026-03-17T03:52:00Z,24.00,78.00
2026-03-17T03:59:00Z,24.00,78.00
2026-03-17T04:08:00Z,23.00,78.00
2026-03-17T04:09:00Z,24.00,78.00
2026-03-17T04:10:00Z,24.00,78.00
2026-03-17T04:11:00Z,24.00,78.00
2026-03-17T04:28:00Z,24.00,75.40
2026-03-17T04:33:00Z,24.00,75.40
2026-03-17T04:46:00Z,24.00,75.40
2026-03-17T04:47:00Z,24.00,76.00
2026-03-17T04:49:00Z,24.00,76.00
2026-03-17T04:51:00Z,24.00,76.00
2026-03-17T04:53:00Z,24.00,76.00
2026-03-17T04:54:00Z,24.00,76.00
2026-03-17T05:00:00Z,24.00,76.00
2026-03-17T05:01:00Z,24.00,76.00
2026-03-17T05:11:00Z,24.00,76.00
2026-03-17T05:13:00Z,24.00,76.00
2026-03-17T05:14:00Z,24.00,77.69
2026-03-17T05:27:00Z,24.00,77.00
2026-03-17T05:30:00Z,24.00,77.00
2026-03-17T05:50:00Z,24.00,78.00
2026-03-17T05:51:00Z,24.00,78.00
2026-03-17T05:53:00Z,24.00,78.00
2026-03-17T05:58:00Z,24.00,78.00
2026-03-17T05:59:00Z,24.00,77.00
2026-03-17T06:05:00Z,24.00,78.00
2026-03-17T06:06:00Z,24.00,78.98
2026-03-17T06:23:00Z,24.00,79.00
2026-03-17T06:24:00Z,24.00,79.00
2026-03-17T06:26:00Z,24.00,79.00
2026-03-17T06:39:00Z,24.00,79.00
2026-03-17T06:41:00Z,24.00,79.00
2026-03-17T06:53:00Z,24.00,79.00
2026-03-17T07:06:00Z,24.00,78.00
2026-03-17T07:12:00Z,22.00,78.00
2026-03-17T07:14:00Z,22.00,77.80
2026-03-17T07:43:00Z,23.38,77.95
2026-03-17T07:45:00Z,23.38,78.88
2026-03-17T07:46:00Z,23.00,78.88
2026-03-17T07:57:00Z,23.00,78.88
2026-03-17T08:06:00Z,23.00,79.00
2026-03-17T08:07:00Z,23.00,79.00
2026-03-17T08:10:00Z,23.00,79.00
2026-03-17T08:16:00Z,23.00,79.00
2026-03-17T08:17:00Z,23.00,79.00
2026-03-17T08:20:00Z,23.00,79.00
2026-03-17T08:29:00Z,23.00,79.00
2026-03-17T08:38:00Z,23.00,79.00
2026-03-17T08:40:00Z,23.00,79.00
2026-03-17T08:47:00Z,24.00,79.00
2026-03-17T08:54:00Z,24.00,79.00
2026-03-17T08:55:00Z,24.00,79.00
2026-03-17T08:56:00Z,24.00,78.00
2026-03-17T08:57:00Z,24.00,78.00
2026-03-17T08:58:00Z,24.00,78.00
2026-03-17T09:01:00Z,25.00,78.00
2026-03-17T09:02:00Z,25.00,78.00
2026-03-17T09:06:00Z,25.00,78.00
2026-03-17T09:07:00Z,24.97,78.00
2026-03-17T09:08:00Z,25.00,78.00
2026-03-17T09:09:00Z,25.00,78.00
2026-03-17T09:10:00Z,25.00,78.00
2026-03-17T09:11:00Z,25.00,78.00
2026-03-17T09:12:00Z,25.00,78.00
2026-03-17T09:13:00Z,21.99,80.01
2026-03-17T09:14:00Z,16.69,85.91
2026-03-17T09:15:00Z,17.59,85.91
2026-03-17T09:16:00Z,12.00,87.08
2026-03-17T09:17:00Z,12.00,87.08
2026-03-17T09:18:00Z,12.96,88.75
2026-03-17T09:19:00Z,13.93,88.75
2026-03-17T09:20:00Z,13.31,88.75
2026-03-17T09:21:00Z,10.88,90.45
2026-03-17T09:22:00Z,12.20,90.00
2026-03-17T09:23:00Z,15.11,87.00
2026-03-17T09:24:00Z,13.73,87.52
2026-03-17T09:25:00Z,13.54,89.52
2026-03-17T09:26:00Z,12.00,90.00
2026-03-17T09:27:00Z,12.17,90.00
2026-03-17T09:28:00Z,14.19,90.00
2026-03-17T09:29:00Z,14.09,86.00
2026-03-17T09:30:00Z,14.52,85.63
2026-03-17T09:31:00Z,12.60,85.63
2026-03-17T09:32:00Z,11.40,90.63
2026-03-17T09:33:00Z,8.72,92.00
2026-03-17T09:34:00Z,7.00,93.00
2026-03-17T09:35:00Z,6.97,94.00
2026-03-17T09:36:00Z,7.00,93.00
2026-03-17T09:37:00Z,8.50,93.00
2026-03-17T09:38:00Z,11.00,93.00
2026-03-17T09:39:00Z,12.17,90.00
2026-03-17T09:40:00Z,13.88,90.00
2026-03-17T09:41:00Z,14.04,86.37
2026-03-17T09:42:00Z,14.50,87.24
2026-03-17T09:43:00Z,21.44,79.64
2026-03-17T09:44:00Z,25.57,76.39
2026-03-17T09:45:00Z,31.51,70.56
2026-03-17T09:46:00Z,27.42,73.17
2026-03-17T09:47:00Z,31.03,76.00
2026-03-17T09:48:00Z,21.64,80.18
2026-03-17T09:49:00Z,16.19,84.38
2026-03-17T09:50:00Z,15.66,85.81
2026-03-17T09:51:00Z,15.54,85.00
2026-03-17T09:52:00Z,13.90,88.90
2026-03-17T09:53:00Z,10.99,90.32
2026-03-17T09:54:00Z,11.00,89.43
2026-03-17T09:55:00Z,11.09,91.00
2026-03-17T09:56:00Z,11.00,89.23
2026-03-17T09:57:00Z,11.92,90.00
2026-03-17T09:58:00Z,10.63,90.02
2026-03-17T09:59:00Z,9.46,93.00
2026-03-17T10:00:00Z,5.37,94.00
